league,season,team,player,nation,position,age,born,playing_time,playing_time_1,playing_time_2,playing_time_3,performance,performance_1,performance_2,performance_3,performance_4,performance_5,performance_6,performance_7,expected,expected_1,expected_2,expected_3,progression,progression_1,progression_2,per_90_minutes,per_90_minutes_1,per_90_minutes_2,per_90_minutes_3,per_90_minutes_4,per_90_minutes_5,per_90_minutes_6,per_90_minutes_7,per_90_minutes_8,per_90_minutes_9,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard,standard_1,standard_2,standard_3,standard_4,standard_5,standard_6,standard_7,standard_8,standard_9,standard_10,standard_11,expected_shooting,expected_1_shooting,expected_2_shooting,expected_3_shooting,expected_4,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total,total_1,total_2,total_3,total_4,short,short_1,short_2,medium,medium_1,medium_2,long,long_1,long_2,assists,xag,expected_passing,expected_1_passing,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types,pass_types_1,pass_types_2,pass_types_3,pass_types_4,pass_types_5,pass_types_6,pass_types_7,corner_kicks,corner_kicks_1,corner_kicks_2,outcomes,outcomes_1,outcomes_2,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca,sca_1,sca_types,sca_types_1,sca_types_2,sca_types_3,sca_types_4,sca_types_5,gca,gca_1,gca_types,gca_types_1,gca_types_2,gca_types_3,gca_types_4,gca_types_5,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles,tackles_1,tackles_2,tackles_3,tackles_4,challenges,challenges_1,challenges_2,challenges_3,blocks,blocks_1,blocks_2,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches,touches_1,touches_2,touches_3,touches_4,touches_5,touches_6,take-ons,take-ons_1,take-ons_2,take-ons_3,take-ons_4,carries,carries_1,carries_2,carries_3,carries_4,carries_5,carries_6,carries_7,receiving,receiving_1,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_playing_time,playing_time_1_playing_time,playing_time_2_playing_time,playing_time_3_playing_time,playing_time_4,starts,starts_1,starts_2,subs,subs_1,subs_2,team_success,team_success_1,team_success_2,team_success_3,team_success_4,team_success_5,team_success_(xg),team_success_(xg)_1,team_success_(xg)_2,team_success_(xg)_3,team_success_(xg)_4,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_misc,performance_1_misc,performance_2_misc,performance_3_misc,performance_4_misc,performance_5_misc,performance_6_misc,performance_7_misc,performance_8,performance_9,performance_10,performance_11,performance_12,aerial_duels,aerial_duels_1,aerial_duels_2,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_keeper,playing_time_1_keeper,playing_time_2_keeper,playing_time_3_keeper,performance_keeper,performance_1_keeper,performance_2_keeper,performance_3_keeper,performance_4_keeper,performance_5_keeper,performance_6_keeper,performance_7_keeper,performance_8_keeper,performance_9_keeper,penalty_kicks,penalty_kicks_1,penalty_kicks_2,penalty_kicks_3,penalty_kicks_4,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals,goals_1,goals_2,goals_3,goals_4,expected_keeper_adv,expected_1_keeper_adv,expected_2_keeper_adv,expected_3_keeper_adv,launched,launched_1,launched_2,passes,passes_1,passes_2,passes_3,goal_kicks,goal_kicks_1,goal_kicks_2,crosses,crosses_1,crosses_2,sweeper,sweeper_1,sweeper_2,stat_type_keeper_adv
ENG-Premier League,2024-25,West Ham,Łukasz Fabiański,POL,GK,39.0,1985.0,14,13,1160,12.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,POL,GK,39.0,1985.0,12.9,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,POL,GK,39.0,1985.0,12.9,332,495,67.1,9586,6808,59,59,100.0,159,160,99.4,114,275,41.5,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,passing,POL,GK,39.0,1985.0,12.9,495.0,351,143,43,0,0,0,0,0,0,0,0,332,1,0,passing_types,POL,GK,39.0,1985.0,12.9,3,0.23,2,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,POL,GK,39.0,1985.0,12.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,5.0,1.0,defense,POL,GK,39.0,1985.0,12.9,530,414,525,5,0,0,530,3,3,100.0,0,0.0,285,1485,890,0,0,0,0,0,248,0,possession,POL,GK,39.0,1985.0,14,1160,83,33.9,12.9,13,86,12,1,45,21,1.5,17,21,-4,-0.31,0.17,16.9,22.4,-5.5,-0.43,-0.14,playing_time,POL,GK,39.0,1985.0,12.9,2,0,0,2,1,0,0,0,0,0,2,0,5,3,1,75.0,misc,POL,GK,39.0,1985.0,14,13,1160,12.9,21,1.63,71,50,74.6,6,3,4,2,15.4,3,3,0,0,0.0,keeper,POL,GK,39.0,1985.0,12.9,21,3,1,3,0,22.6,0.29,1.6,0.12,77,226,34.1,394,55,41.9,35.5,100,61.0,45.1,220,10,4.5,12,0.93,13.1,keeper_adv
ENG-Premier League,2023-24,Wolves,Daniel Bentley,ENG,GK,30.0,1993.0,5,3,383,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,GK,30.0,1993.0,4.3,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ENG,GK,30.0,1993.0,4.3,96,144,66.7,2347,1661,30,30,100.0,37,37,100.0,28,76,36.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,passing,ENG,GK,30.0,1993.0,4.3,144.0,98,46,13,0,0,0,0,0,0,0,0,96,0,0,passing_types,ENG,GK,30.0,1993.0,4.3,1,0.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,GK,30.0,1993.0,4.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,1.0,0.0,defense,ENG,GK,30.0,1993.0,4.3,151,120,149,2,0,0,151,0,0,Unknown,0,Unknown,66,318,181,0,0,0,0,0,76,0,possession,ENG,GK,30.0,1993.0,5,383,77,11.2,4.3,3,90,3,2,57,33,0.6,3,7,-4,-0.94,-0.61,4.2,7.6,-3.4,-0.79,-0.26,playing_time,ENG,GK,30.0,1993.0,4.3,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,100.0,misc,ENG,GK,30.0,1993.0,5,3,383,4.3,7,1.64,15,8,53.3,1,0,2,1,33.3,0,0,0,0,Unknown,keeper,ENG,GK,30.0,1993.0,4.3,7,0,0,0,0,5.8,0.39,-1.2,-0.28,13,56,23.2,111,9,36.0,33.8,33,48.5,36.9,50,0,0.0,3,0.7,13.3,keeper_adv
ENG-Premier League,2024-25,Wolves,Daniel Bentley,ENG,GK,31.0,1993.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,GK,31.0,1993.0,2.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ENG,GK,31.0,1993.0,2.0,49,65,75.4,1252,851,6,6,100.0,33,33,100.0,10,26,38.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,passing,ENG,GK,31.0,1993.0,2.0,65.0,45,20,7,0,0,0,0,0,0,0,0,49,0,0,passing_types,ENG,GK,31.0,1993.0,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,GK,31.0,1993.0,2.0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0.0,0.0,1.0,0.0,defense,ENG,GK,31.0,1993.0,2.0,69,50,68,1,0,0,69,0,0,Unknown,0,Unknown,39,218,134,0,0,0,0,0,26,0,possession,ENG,GK,31.0,1993.0,2,180,90,5.3,2.0,2,90,2,0,Unknown,16,1.5,3,4,-1,-0.5,-0.11,1.6,3.0,-1.4,-0.69,-0.32,playing_time,ENG,GK,31.0,1993.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,100.0,misc,ENG,GK,31.0,1993.0,2,2,180,2.0,4,2.0,12,8,66.7,1,0,1,1,50.0,0,0,0,0,Unknown,keeper,ENG,GK,31.0,1993.0,2.0,4,0,1,0,0,3.9,0.33,-0.1,-0.04,7,21,33.3,52,6,25.0,28.1,13,61.5,46.4,25,0,0.0,3,1.5,16.4,keeper_adv
ENG-Premier League,2023-24,Wolves,José Sá,POR,GK,30.0,1993.0,35,35,3037,33.7,0,1,1,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,standard,POR,GK,30.0,1993.0,33.7,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,POR,GK,30.0,1993.0,33.7,720,1097,65.6,17257,11201,186,190,97.9,360,369,97.6,162,522,31.0,1.0,0.0,0.0,1.0,1.0,8.0,0.0,0.0,1.0,passing,POR,GK,30.0,1993.0,33.7,1097.0,771,323,70,0,1,0,0,0,0,0,0,720,3,1,passing_types,POR,GK,30.0,1993.0,33.7,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0,goal_shot_creation,POR,GK,30.0,1993.0,33.7,0,0,0,0,0,0,1,0.0,1,3,0,3,0.0,0.0,21.0,5.0,defense,POR,GK,30.0,1993.0,33.7,1198,1049,1189,8,1,0,1198,3,3,100.0,0,0.0,677,4662,3131,0,1,1,1,1,481,0,possession,POR,GK,30.0,1993.0,35,3037,87,88.8,33.7,35,87,33,0,Unknown,0,1.23,47,58,-11,-0.33,0.61,42.5,60.2,-17.6,-0.52,0.26,playing_time,POR,GK,30.0,1993.0,33.7,1,0,0,0,9,0,0,0,0,0,0,0,29,10,0,100.0,misc,POR,GK,30.0,1993.0,35,35,3037,33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,keeper,POR,GK,30.0,1993.0,33.7,58,8,1,7,1,65.9,0.31,8.9,0.26,87,424,20.5,841,190,33.3,33.0,253,56.9,42.6,522,45,8.6,28,0.83,12.6,keeper_adv
ENG-Premier League,2024-25,Wolves,José Sá,POR,GK,31.0,1993.0,29,29,2609,29.0,0,0,0,0,0,0,2,0,0.0,0.0,0.2,0.2,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,POR,GK,31.0,1993.0,29.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,POR,GK,31.0,1993.0,29.0,592,924,64.1,15334,10381,120,121,99.2,325,335,97.0,143,460,31.1,0.0,0.2,0.0,-0.2,3.0,22.0,1.0,0.0,2.0,passing,POR,GK,31.0,1993.0,29.0,924.0,706,215,65,1,0,0,0,0,0,0,0,592,3,1,passing_types,POR,GK,31.0,1993.0,29.0,5,0.17,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,POR,GK,31.0,1993.0,29.0,2,2,2,0,0,2,2,100.0,0,0,0,0,0.0,2.0,15.0,1.0,defense,POR,GK,31.0,1993.0,29.0,985,785,976,10,0,0,985,8,8,100.0,0,0.0,630,3790,2483,0,0,0,1,0,485,0,possession,POR,GK,31.0,1993.0,29,2609,90,76.3,29.0,29,90,28,0,Unknown,4,1.31,42,48,-6,-0.21,0.79,35.2,42.0,-6.8,-0.23,0.62,playing_time,POR,GK,31.0,1993.0,29.0,2,0,0,4,9,0,0,0,2,0,4,0,37,11,1,91.7,misc,POR,GK,31.0,1993.0,29,29,2609,29.0,48,1.66,117,69,63.2,11,5,13,7,24.1,7,5,2,0,28.6,keeper,POR,GK,31.0,1993.0,29.0,48,5,1,6,2,42.8,0.33,-3.2,-0.11,94,382,24.6,771,121,39.3,35.2,150,52.7,41.5,432,32,7.4,43,1.48,15.5,keeper_adv
ENG-Premier League,2025-26,Wolves,José Sá,POR,GK,32-226,1993.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard,POR,GK,32-226,1993.0,3.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,POR,GK,32-226,1993.0,3.0,67,99,67.7,2057,1563,9,9,100.0,34,35,97.1,23,54,42.6,0.0,0.1,0.0,-0.1,1.0,3.0,1.0,0.0,0.0,passing,POR,GK,32-226,1993.0,3.0,99.0,75,24,6,0,0,0,0,0,0,0,0,67,0,0,passing_types,POR,GK,32-226,1993.0,3.0,3,1.0,1,2,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,POR,GK,32-226,1993.0,3.0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0.0,0.0,1.0,0.0,defense,POR,GK,32-226,1993.0,3.0,104,85,103,1,0,0,104,0,0,Unknown,0,Unknown,65,325,215,0,0,0,0,0,49,0,possession,POR,GK,32-226,1993.0,3,270,90,100.0,3.0,3,90,3,0,Unknown,0,0.0,2,8,-6,-2.0,Unknown,2.2,5.6,-3.4,-1.15,Unknown,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2024-25,Wolves,Sam Johnstone,ENG,GK,31.0,1993.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,GK,31.0,1993.0,7.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ENG,GK,31.0,1993.0,7.0,184,278,66.2,5548,4270,31,32,96.9,80,82,97.6,72,160,45.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,passing,ENG,GK,31.0,1993.0,7.0,278.0,230,47,22,0,0,0,0,0,0,0,0,184,1,2,passing_types,ENG,GK,31.0,1993.0,7.0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,GK,31.0,1993.0,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,7.0,0.0,defense,ENG,GK,31.0,1993.0,7.0,306,229,304,2,0,0,306,0,0,Unknown,0,Unknown,196,1221,756,0,0,0,0,0,179,0,possession,ENG,GK,31.0,1993.0,7,630,90,18.4,7.0,7,90,7,0,Unknown,16,0.14,9,17,-8,-1.14,-0.92,6.9,13.1,-6.2,-0.89,-0.62,playing_time,ENG,GK,31.0,1993.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,100.0,misc,ENG,GK,31.0,1993.0,7,7,630,7.0,17,2.43,39,23,61.5,0,1,6,0,0.0,2,2,0,0,0.0,keeper,ENG,GK,31.0,1993.0,7.0,17,2,0,5,1,13.0,0.29,-3.0,-0.43,52,129,40.3,252,28,45.6,36.6,25,56.0,43.2,104,8,7.7,11,1.57,13.4,keeper_adv
ENG-Premier League,2024-25,Wolves,Tom King,WAL,GK,29.0,1995.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,WAL,GK,29.0,1995.0,0.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,WAL,GK,29.0,1995.0,0.0,0,1,0.0,0,0,0,1,0.0,0,0,Unknown,0,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passing,WAL,GK,29.0,1995.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,passing_types,WAL,GK,29.0,1995.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,WAL,GK,29.0,1995.0,0.0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0.0,0.0,0.0,0.0,defense,WAL,GK,29.0,1995.0,0.0,1,1,1,0,0,0,1,0,0,Unknown,0,Unknown,1,8,5,0,0,0,0,0,0,0,possession,WAL,GK,29.0,1995.0,1,1,1,0.0,0.0,0,Unknown,0,1,1,2,1.0,0,0,0,0.0,0.39,0.0,0.1,-0.1,-8.46,-8.08,playing_time,WAL,GK,29.0,1995.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown,misc,WAL,GK,29.0,1995.0,1,0,1,0.0,0,0.0,0,0,Unknown,0,0,0,0,Unknown,0,0,0,0,Unknown,keeper,WAL,GK,29.0,1995.0,0.0,0,0,0,0,0,0.0,Unknown,0.0,0.0,0,0,Unknown,1,1,0.0,14.0,0,Unknown,Unknown,1,0,0.0,0,0.0,Unknown,keeper_adv
ESP-La Liga,2024-25,Alavés,Adrian Rodriguez,ESP,GK,23.0,2000.0,2,1,122,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,23.0,2000.0,1.4,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ESP,GK,23.0,2000.0,1.4,19,50,38.0,1160,1084,1,1,100.0,0,0,Unknown,18,48,37.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,passing,ESP,GK,23.0,2000.0,1.4,50.0,13,37,13,0,0,0,0,0,0,0,0,19,0,1,passing_types,ESP,GK,23.0,2000.0,1.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,GK,23.0,2000.0,1.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,3.0,1.0,defense,ESP,GK,23.0,2000.0,1.4,58,45,55,3,0,0,58,0,0,Unknown,0,Unknown,19,135,61,0,0,0,0,0,4,0,possession,ESP,GK,23.0,2000.0,2,122,61,3.6,1.4,1,90,1,1,32,23,2.0,2,2,0,0.0,0.27,1.7,2.9,-1.2,-0.91,-0.82,playing_time,ESP,GK,23.0,2000.0,1.4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Unknown,misc,ESP,GK,23.0,2000.0,2,1,122,1.4,2,1.48,6,4,83.3,0,1,0,1,100.0,1,1,0,0,0.0,keeper,ESP,GK,23.0,2000.0,1.4,2,1,0,0,0,1.5,0.13,-0.5,-0.36,18,48,37.5,26,0,92.3,56.3,24,100.0,67.4,33,0,0.0,0,0.0,9.8,keeper_adv
ESP-La Liga,2023-24,Alavés,Antonio Sivera,ESP,GK,26.0,1996.0,34,34,3060,34.0,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,26.0,1996.0,34.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ESP,GK,26.0,1996.0,34.0,651,1105,58.9,23568,18918,107,107,100.0,205,208,98.6,336,784,42.9,0.0,0.1,0.1,-0.1,4.0,41.0,2.0,0.0,0.0,passing,ESP,GK,26.0,1996.0,34.0,1105.0,653,449,154,0,8,0,0,0,0,0,0,651,3,0,passing_types,ESP,GK,26.0,1996.0,34.0,15,0.44,9,6,0,0,0,0,1,0.03,0,1,0,0,0,0,goal_shot_creation,ESP,GK,26.0,1996.0,34.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,17.0,1.0,defense,ESP,GK,26.0,1996.0,34.0,1185,922,1157,28,0,0,1185,0,0,Unknown,0,Unknown,520,3386,2069,0,0,0,3,0,383,0,possession,ESP,GK,26.0,1996.0,34,3060,90,89.5,34.0,34,90,34,0,Unknown,4,1.21,32,38,-6,-0.18,0.82,39.5,39.1,0.4,0.01,-0.25,playing_time,ESP,GK,26.0,1996.0,34.0,3,0,0,0,2,0,0,0,0,0,0,0,23,7,1,87.5,misc,ESP,GK,26.0,1996.0,34,34,3060,34.0,38,1.12,123,87,75.6,11,8,15,10,29.4,8,8,0,0,0.0,keeper,ESP,GK,26.0,1996.0,34.0,38,8,0,3,2,38.4,0.25,2.4,0.07,279,701,39.8,807,116,62.3,44.6,295,67.1,47.8,501,25,5.0,29,0.85,13.1,keeper_adv
ESP-La Liga,2024-25,Alavés,Antonio Sivera,ESP,GK,27.0,1996.0,32,32,2810,31.2,0,0,0,0,0,0,6,1,0.0,0.0,0.1,0.1,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,27.0,1996.0,31.2,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ESP,GK,27.0,1996.0,31.2,521,967,53.9,22083,19812,37,37,100.0,150,153,98.0,332,771,43.1,0.0,0.1,0.2,-0.1,1.0,42.0,1.0,0.0,1.0,passing,ESP,GK,27.0,1996.0,31.2,967.0,585,379,150,0,0,0,0,0,0,0,0,521,3,1,passing_types,ESP,GK,27.0,1996.0,31.2,11,0.35,6,5,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,GK,27.0,1996.0,31.2,2,1,2,0,0,2,2,100.0,0,1,0,1,0.0,2.0,20.0,0.0,defense,ESP,GK,27.0,1996.0,31.2,1045,762,1021,25,0,0,1045,0,0,Unknown,0,Unknown,482,3054,2180,0,0,0,0,0,339,0,possession,ESP,GK,27.0,1996.0,32,2810,88,82.2,31.2,32,88,30,0,Unknown,0,1.16,31,39,-8,-0.26,0.04,35.8,39.8,-4.0,-0.13,-0.1,playing_time,ESP,GK,27.0,1996.0,31.2,6,1,0,4,5,0,0,0,1,0,3,1,21,5,1,83.3,misc,ESP,GK,27.0,1996.0,32,32,2810,31.2,39,1.25,112,75,73.2,9,10,13,8,25.0,9,9,0,0,0.0,keeper,ESP,GK,27.0,1996.0,31.2,39,9,2,2,2,39.0,0.28,2.0,0.06,297,724,41.0,735,70,71.8,47.7,229,85.6,60.0,453,30,6.6,29,0.93,12.7,keeper_adv
ESP-La Liga,2025-26,Alavés,Antonio Sivera,ESP,GK,29-020,1996.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,GK,29-020,1996.0,3.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ESP,GK,29-020,1996.0,3.0,46,81,56.8,2236,2108,1,1,100.0,10,10,100.0,35,70,50.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,passing,ESP,GK,29-020,1996.0,3.0,81.0,41,40,13,0,0,0,0,0,0,0,0,46,0,0,passing_types,ESP,GK,29-020,1996.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,GK,29-020,1996.0,3.0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0.0,0.0,2.0,1.0,defense,ESP,GK,29-020,1996.0,3.0,95,72,95,0,0,0,95,0,0,Unknown,0,Unknown,33,242,169,0,0,0,0,0,19,0,possession,ESP,GK,29-020,1996.0,3,270,90,100.0,3.0,3,90,3,0,Unknown,0,1.33,3,3,0,0.0,Unknown,3.3,3.8,-0.5,-0.17,Unknown,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Alavés,Jesús Owono,EQG,GK,22.0,2001.0,4,4,360,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,EQG,GK,22.0,2001.0,4.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,EQG,GK,22.0,2001.0,4.0,77,119,64.7,3064,2621,10,10,100.0,27,28,96.4,40,81,49.4,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,passing,EQG,GK,22.0,2001.0,4.0,119.0,75,44,13,0,0,0,0,0,0,0,0,77,0,0,passing_types,EQG,GK,22.0,2001.0,4.0,6,1.5,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,EQG,GK,22.0,2001.0,4.0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0.0,0.0,3.0,0.0,defense,EQG,GK,22.0,2001.0,4.0,130,95,127,3,0,0,130,0,0,Unknown,0,Unknown,64,369,279,0,0,0,0,0,41,0,possession,EQG,GK,22.0,2001.0,4,360,90,10.5,4.0,4,90,4,0,Unknown,31,1.25,4,8,-4,-1.0,-0.82,6.6,5.6,1.1,0.27,0.25,playing_time,EQG,GK,22.0,2001.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,0,100.0,misc,EQG,GK,22.0,2001.0,4,4,360,4.0,8,2.0,24,16,66.7,1,2,1,1,25.0,0,0,0,0,Unknown,keeper,EQG,GK,22.0,2001.0,4.0,8,0,0,1,0,6.4,0.27,-1.6,-0.4,36,77,46.8,88,9,54.5,41.7,31,93.5,66.8,29,4,13.8,8,2.0,15.2,keeper_adv
