league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g+a,performance_g-pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg+xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g+a,per_90_minutes_g-pk,per_90_minutes_g+a-pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg+xag,per_90_minutes_npxg,per_90_minutes_npxg+xag,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g-xg,expected_np:g-xg,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,assists,xag,expected_xa,expected_a-xag,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take-ons_att,take-ons_succ,take-ons_succ_pct,take-ons_tkld,take-ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success_+/-,team_success_+/-90,team_success_on-off,team_success_(xg)_onxg,team_success_(xg)_onxga,team_success_(xg)_xg+/-,team_success_(xg)_xg+/-90,team_success_(xg)_on-off,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg+/-,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_(gk),passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv
ENG-Premier League,2024-25,Arsenal,Jurriën Timber,NED,DF,23,2001,30,27,2417,26.9,1,3,4,1,0,0,7,0,1.2,1.2,0.8,2.1,57,146,104,0.04,0.11,0.15,0.04,0.15,0.05,0.03,0.08,0.05,0.08,standard,NED,DF,23,2001,26.9,1,14,4,28.6,0.52,0.15,0.07,0.25,14.1,0,0,0,1.2,1.2,0.09,-0.2,-0.2,shooting,NED,DF,23,2001,26.9,1194,1395,85.6,17327,4642,674,741,91.0,472,549,86.0,27,51,52.9,3,0.8,1.3,2.2,17,107,17,2,146,passing,NED,DF,23,2001,26.9,1395,1188,204,22,2,1,28,182,0,0,0,0,1194,3,25,passing_types,NED,DF,23,2001,26.9,52,1.94,46,1,3,0,1,1,9,0.34,8,0,1,0,0,0,goal_shot_creation,NED,DF,23,2001,26.9,58,38,17,30,11,18,27,66.7,9,19,4,15,22,80,44,1,defense,NED,DF,23,2001,26.9,1661,51,304,859,505,66,1661,53,24,45.3,24,45.3,890,3916,2076,57,27,11,33,24,1052,104,possession,NED,DF,23,2001,30,2417,81,70.7,26.9,27,87,18,3,25,2,2.0,52,21,31,1.15,0.8,42.3,21.3,21.0,0.78,0.38,playing_time,NED,DF,23,2001,26.9,7,0,0,31,29,6,28,22,38,0,0,0,94,22,20,52.4,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Kai Havertz,GER,"FW,MF",25,1999,23,21,1875,20.8,9,3,12,9,0,0,5,0,9.5,9.5,2.4,12.0,35,61,113,0.43,0.14,0.58,0.43,0.58,0.46,0.12,0.57,0.46,0.57,standard,GER,"FW,MF",25,1999,20.8,9,53,21,39.6,2.54,1.01,0.17,0.43,11.6,0,0,0,9.5,9.5,0.18,-0.5,-0.5,shooting,GER,"FW,MF",25,1999,20.8,407,519,78.4,4905,1033,286,340,84.1,95,115,82.6,5,11,45.5,3,2.4,1.7,0.6,17,27,9,1,61,passing,GER,"FW,MF",25,1999,20.8,519,511,6,1,1,0,11,5,0,0,0,0,407,2,11,passing_types,GER,"FW,MF",25,1999,20.8,42,2.02,35,0,1,6,0,0,3,0.14,2,0,0,1,0,0,goal_shot_creation,GER,"FW,MF",25,1999,20.8,16,9,3,6,7,4,15,26.7,11,23,4,19,6,22,33,1,defense,GER,"FW,MF",25,1999,20.8,785,31,92,287,411,107,785,38,9,23.7,24,63.2,418,2012,954,35,23,18,44,23,584,113,possession,GER,"FW,MF",25,1999,23,1875,82,54.8,20.8,21,88,18,2,18,1,2.13,40,20,20,0.96,0.09,34.2,19.3,14.9,0.72,0.1,playing_time,GER,"FW,MF",25,1999,20.8,5,0,0,38,23,14,11,6,9,0,0,0,41,63,78,44.7,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Kieran Tierney,SCO,"DF,FW",27,1997,13,2,259,2.9,1,0,1,1,0,0,0,0,0.4,0.4,1.4,1.7,8,15,29,0.35,0.0,0.35,0.35,0.35,0.12,0.48,0.6,0.12,0.6,standard,SCO,"DF,FW",27,1997,2.9,1,2,1,50.0,0.69,0.35,0.5,1.0,4.1,0,0,0,0.4,0.4,0.18,0.6,0.6,shooting,SCO,"DF,FW",27,1997,2.9,145,173,83.8,2325,699,69,73,94.5,65,78,83.3,8,15,53.3,0,1.4,0.7,-1.4,8,13,5,2,15,passing,SCO,"DF,FW",27,1997,2.9,173,155,18,4,1,0,14,14,0,0,0,0,145,0,2,passing_types,SCO,"DF,FW",27,1997,2.9,10,3.47,9,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SCO,"DF,FW",27,1997,2.9,7,5,4,1,2,4,6,66.7,2,0,0,0,3,10,9,0,defense,SCO,"DF,FW",27,1997,2.9,199,8,36,72,91,6,199,4,2,50.0,1,25.0,108,447,253,8,6,1,3,0,143,29,possession,SCO,"DF,FW",27,1997,13,259,20,7.6,2.9,2,62,0,11,12,13,2.08,3,1,2,0.69,-0.24,4.8,2.6,2.1,0.75,0.08,playing_time,SCO,"DF,FW",27,1997,2.9,0,0,0,1,2,2,14,3,5,0,0,0,6,5,5,50.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Leandro Trossard,BEL,FW,29,1994,38,28,2546,28.3,8,7,15,8,0,0,4,1,7.2,7.2,6.1,13.3,80,101,226,0.28,0.25,0.53,0.28,0.53,0.25,0.22,0.47,0.25,0.47,standard,BEL,FW,29,1994,28.3,8,72,21,29.2,2.55,0.74,0.11,0.38,15.9,0,0,0,7.2,7.2,0.1,0.8,0.8,shooting,BEL,FW,29,1994,28.3,711,954,74.5,11435,2972,377,439,85.9,275,357,77.0,43,87,49.4,7,6.1,4.1,0.9,41,45,48,10,101,passing,BEL,FW,29,1994,28.3,954,917,29,5,7,5,86,7,10,9,0,0,711,8,41,passing_types,BEL,FW,29,1994,28.3,93,3.29,72,2,7,6,4,2,8,0.28,8,0,0,0,0,0,goal_shot_creation,BEL,FW,29,1994,28.3,31,20,6,16,9,12,34,35.3,22,32,0,32,9,40,18,0,defense,BEL,FW,29,1994,28.3,1278,17,135,399,762,158,1278,86,38,44.2,37,43.0,828,5024,2218,80,55,30,66,52,956,226,possession,BEL,FW,29,1994,38,2546,67,74.4,28.3,28,82,14,10,25,0,1.95,53,26,27,0.95,0.13,44.5,24.2,20.3,0.72,0.19,playing_time,BEL,FW,29,1994,28.3,4,1,1,27,46,6,86,9,20,0,0,0,104,6,24,20.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Martin Ødegaard,NOR,MF,25,1998,30,26,2325,25.8,3,8,11,2,1,1,4,0,4.8,4.0,5.4,9.5,92,258,154,0.12,0.31,0.43,0.08,0.39,0.19,0.21,0.4,0.16,0.37,standard,NOR,MF,25,1998,25.8,3,48,15,31.3,1.86,0.58,0.04,0.13,19.2,3,1,1,4.8,4.0,0.08,-1.8,-2.0,shooting,NOR,MF,25,1998,25.8,1237,1499,82.5,19237,5460,678,749,90.5,449,517,86.8,80,146,54.8,8,5.4,6.7,2.6,63,132,86,5,258,passing,NOR,MF,25,1998,25.8,1499,1373,114,35,25,3,86,12,37,31,0,0,1237,12,27,passing_types,NOR,MF,25,1998,25.8,124,4.8,101,13,3,5,2,0,18,0.7,14,2,1,1,0,0,goal_shot_creation,NOR,MF,25,1998,25.8,19,11,9,7,3,4,25,16.0,21,5,0,5,6,25,6,1,defense,NOR,MF,25,1998,25.8,1694,9,126,708,875,115,1693,59,25,42.4,32,54.2,1174,7444,3772,92,85,26,38,40,1336,154,possession,NOR,MF,25,1998,30,2325,78,68.0,25.8,26,86,14,4,23,0,2.0,50,21,29,1.12,0.63,41.1,21.7,19.4,0.75,0.25,playing_time,NOR,MF,25,1998,25.8,4,0,0,12,23,1,86,6,11,0,0,0,97,8,7,53.3,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Mikel Merino,ESP,"MF,FW",28,1996,28,17,1586,17.6,7,2,9,7,0,0,4,1,5.9,5.9,2.0,7.9,11,69,94,0.4,0.11,0.51,0.4,0.51,0.34,0.11,0.45,0.34,0.45,standard,ESP,"MF,FW",28,1996,17.6,7,38,13,34.2,2.16,0.74,0.18,0.54,10.7,0,0,0,5.9,5.9,0.16,1.1,1.1,shooting,ESP,"MF,FW",28,1996,17.6,451,577,78.2,6182,1776,285,328,86.9,128,165,77.6,17,31,54.8,2,2.0,1.2,0.0,17,40,24,4,69,passing,ESP,"MF,FW",28,1996,17.6,577,567,5,4,5,1,13,1,0,0,0,0,451,5,12,passing_types,ESP,"MF,FW",28,1996,17.6,43,2.44,35,0,0,6,2,0,4,0.23,3,0,0,1,0,0,goal_shot_creation,ESP,"MF,FW",28,1996,17.6,46,28,7,26,13,20,36,55.6,16,18,5,13,15,61,26,2,defense,ESP,"MF,FW",28,1996,17.6,783,37,140,330,323,79,783,23,9,39.1,10,43.5,388,1518,747,11,13,4,24,27,504,94,possession,ESP,"MF,FW",28,1996,28,1586,57,46.4,17.6,17,83,11,11,16,0,1.79,28,17,11,0.62,-0.55,28.9,15.5,13.4,0.76,0.17,playing_time,ESP,"MF,FW",28,1996,17.6,4,1,1,41,23,7,13,15,28,0,0,0,86,59,55,51.8,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Myles Lewis-Skelly,ENG,DF,17,2006,23,15,1369,15.2,1,0,1,1,0,0,3,2,0.2,0.2,0.4,0.6,37,71,37,0.07,0.0,0.07,0.07,0.07,0.01,0.03,0.04,0.01,0.04,standard,ENG,DF,17,2006,15.2,1,3,1,33.3,0.2,0.07,0.33,1.0,14.7,0,0,0,0.2,0.2,0.05,0.8,0.8,shooting,ENG,DF,17,2006,15.2,708,776,91.2,10525,2307,394,410,96.1,291,317,91.8,14,24,58.3,0,0.4,0.5,-0.4,8,66,10,2,71,passing,ENG,DF,17,2006,15.2,776,660,111,17,3,2,10,94,0,0,0,0,708,5,2,passing_types,ENG,DF,17,2006,15.2,29,1.91,21,0,1,1,6,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,DF,17,2006,15.2,22,14,10,9,3,10,11,90.9,1,4,1,3,7,29,27,0,defense,ENG,DF,17,2006,15.2,905,28,178,476,265,17,905,28,12,42.9,9,32.1,526,2692,1663,37,26,7,13,9,616,37,possession,ENG,DF,17,2006,23,1369,60,40.0,15.2,15,80,7,8,20,9,1.96,26,16,10,0.66,-0.44,21.8,15.9,6.0,0.39,-0.47,playing_time,ENG,DF,17,2006,15.2,3,2,0,11,47,0,10,7,14,0,1,0,53,11,10,52.4,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Nathan Butler-Oyedeji,ENG,FW,21,2003,1,0,7,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.94,0.94,standard,ENG,FW,21,2003,0.1,0,1,1,100.0,12.86,12.86,0.0,0.0,15.6,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,ENG,FW,21,2003,0.1,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,FW,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passing_types,ENG,FW,21,2003,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,FW,21,2003,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,defense,ENG,FW,21,2003,0.1,1,0,0,0,1,1,1,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,possession,ENG,FW,21,2003,1,7,7,0.2,0.1,0,0,0,1,7,13,3.0,1,0,1,12.86,11.96,0.3,0.0,0.2,3.09,2.43,playing_time,ENG,FW,21,2003,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Oleksandr Zinchenko,UKR,"DF,MF",27,1996,15,5,527,5.9,0,1,1,0,0,0,1,0,0.6,0.6,0.2,0.8,10,48,14,0.0,0.17,0.17,0.0,0.17,0.11,0.03,0.14,0.11,0.14,standard,UKR,"DF,MF",27,1996,5.9,0,10,0,0.0,1.71,0.0,0.0,0.0,19.6,1,0,0,0.6,0.6,0.07,-0.6,-0.6,shooting,UKR,"DF,MF",27,1996,5.9,382,451,84.7,6080,1345,204,220,92.7,154,175,88.0,17,37,45.9,1,0.2,0.5,0.8,3,30,11,3,48,passing,UKR,"DF,MF",27,1996,5.9,451,399,49,14,2,3,13,33,1,0,0,0,382,3,3,passing_types,UKR,"DF,MF",27,1996,5.9,22,3.76,17,1,1,2,1,0,2,0.34,2,0,0,0,0,0,goal_shot_creation,UKR,"DF,MF",27,1996,5.9,6,1,1,3,2,3,8,37.5,5,8,1,7,5,11,10,0,defense,UKR,"DF,MF",27,1996,5.9,499,16,86,233,181,20,499,5,3,60.0,1,20.0,281,1348,573,10,8,3,3,4,348,14,possession,UKR,"DF,MF",27,1996,15,527,35,15.4,5.9,5,72,1,10,17,16,1.87,9,1,8,1.37,0.53,8.7,3.1,5.6,0.95,0.33,playing_time,UKR,"DF,MF",27,1996,5.9,1,0,0,8,3,1,13,5,1,0,0,0,19,12,11,52.2,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Raheem Sterling,ENG,"FW,MF",29,1994,17,7,499,5.5,0,2,2,0,0,0,1,0,1.4,1.4,0.5,1.9,27,18,79,0.0,0.36,0.36,0.0,0.36,0.26,0.09,0.34,0.26,0.34,standard,ENG,"FW,MF",29,1994,5.5,0,11,0,0.0,1.98,0.0,0.0,0.0,15.1,2,0,0,1.4,1.4,0.13,-1.4,-1.4,shooting,ENG,"FW,MF",29,1994,5.5,158,201,78.6,2022,403,103,117,88.0,43,57,75.4,3,4,75.0,2,0.5,0.5,1.5,8,4,9,2,18,passing,ENG,"FW,MF",29,1994,5.5,201,197,2,0,0,1,16,1,1,0,0,0,158,2,7,passing_types,ENG,"FW,MF",29,1994,5.5,19,3.43,14,0,3,2,0,0,3,0.54,3,0,0,0,0,0,goal_shot_creation,ENG,"FW,MF",29,1994,5.5,9,4,1,3,5,5,10,50.0,5,3,0,3,1,10,4,0,defense,ENG,"FW,MF",29,1994,5.5,274,2,10,58,209,38,274,30,10,33.3,10,33.3,201,1407,750,27,11,15,13,14,211,79,possession,ENG,"FW,MF",29,1994,17,499,29,14.6,5.5,7,56,0,10,11,12,2.0,12,4,8,1.44,0.61,9.1,4.1,5.0,0.9,0.27,playing_time,ENG,"FW,MF",29,1994,5.5,1,0,0,12,8,4,16,1,4,0,0,0,16,1,3,25.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Reiss Nelson,ENG,FW,24,1999,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ENG,FW,24,1999,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,ENG,FW,24,1999,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0,0,0,passing,ENG,FW,24,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,passing_types,ENG,FW,24,1999,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ENG,FW,24,1999,0.0,1,0,0,1,0,0,1,0.0,1,0,0,0,0,1,1,0,defense,ENG,FW,24,1999,0.0,2,0,1,1,0,0,2,0,0,0.0,0,0.0,1,4,4,0,0,0,0,0,1,0,possession,ENG,FW,24,1999,1,3,3,0.1,0.0,0,0,0,1,3,1,3.0,0,0,0,0.0,-0.92,0.0,0.0,0.0,0.1,-0.57,playing_time,ENG,FW,24,1999,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Riccardo Calafiori,ITA,DF,22,2002,19,11,983,10.9,2,1,3,2,0,0,4,0,0.9,0.9,0.3,1.1,22,54,29,0.18,0.09,0.27,0.18,0.27,0.08,0.03,0.11,0.08,0.11,standard,ITA,DF,22,2002,10.9,2,10,6,60.0,0.92,0.55,0.2,0.33,14.1,0,0,0,0.9,0.9,0.09,1.1,1.1,shooting,ITA,DF,22,2002,10.9,470,549,85.6,6903,1705,280,306,91.5,163,188,86.7,19,28,67.9,1,0.3,0.7,0.7,6,41,9,1,54,passing,ITA,DF,22,2002,10.9,549,483,65,7,0,2,11,58,0,0,0,0,470,1,11,passing_types,ITA,DF,22,2002,10.9,13,1.19,11,0,1,1,0,0,2,0.18,2,0,0,0,0,0,goal_shot_creation,ITA,DF,22,2002,10.9,27,19,15,10,2,18,29,62.1,11,12,6,6,9,36,25,0,defense,ITA,DF,22,2002,10.9,653,30,164,264,229,30,653,13,9,69.2,3,23.1,308,1655,889,22,15,3,12,5,394,29,possession,ITA,DF,22,2002,19,983,52,28.7,10.9,11,72,3,8,25,3,2.05,27,12,15,1.37,0.63,20.6,10.4,10.2,0.93,0.37,playing_time,ITA,DF,22,2002,10.9,4,0,0,16,6,3,11,9,19,0,0,0,35,22,14,61.1,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Takehiro Tomiyasu,JPN,DF,25,1998,1,0,7,0.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,1,0,0.0,0.0,0.0,0.0,0.0,2.37,0.0,2.37,2.37,2.37,standard,JPN,DF,25,1998,0.1,0,1,0,0.0,12.86,0.0,0.0,0.0,1.2,0,0,0,0.2,0.2,0.18,-0.2,-0.2,shooting,JPN,DF,25,1998,0.1,3,4,75.0,42,10,1,1,100.0,2,2,100.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,passing,JPN,DF,25,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,passing_types,JPN,DF,25,1998,0.1,1,12.86,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,JPN,DF,25,1998,0.1,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,defense,JPN,DF,25,1998,0.1,7,1,4,1,2,1,7,0,0,0.0,0,0.0,1,7,5,0,0,0,0,0,2,0,possession,JPN,DF,25,1998,1,7,7,0.2,0.1,0,0,0,1,7,0,3.0,1,0,1,12.86,11.96,0.6,0.0,0.5,6.86,6.2,playing_time,JPN,DF,25,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
ENG-Premier League,2024-25,Arsenal,Thomas Partey,GHA,"MF,DF",31,1993,35,31,2797,31.1,4,2,6,4,0,0,4,0,2.3,2.3,2.1,4.3,36,185,48,0.13,0.06,0.19,0.13,0.19,0.07,0.07,0.14,0.07,0.14,standard,GHA,"MF,DF",31,1993,31.1,4,26,9,34.6,0.84,0.29,0.15,0.44,19.2,0,0,0,2.3,2.3,0.09,1.7,1.7,shooting,GHA,"MF,DF",31,1993,31.1,1678,1920,87.4,26697,7155,874,942,92.8,682,767,88.9,91,143,63.6,2,2.1,2.6,-0.1,20,168,33,2,185,passing,GHA,"MF,DF",31,1993,31.1,1920,1819,95,27,6,4,12,62,0,0,0,0,1678,6,13,passing_types,GHA,"MF,DF",31,1993,31.1,62,2.0,52,2,1,2,1,4,13,0.42,8,2,0,1,1,1,goal_shot_creation,GHA,"MF,DF",31,1993,31.1,89,53,26,39,24,46,76,60.5,30,29,9,20,35,124,49,4,defense,GHA,"MF,DF",31,1993,31.1,2193,74,457,1214,534,33,2193,35,24,68.6,9,25.7,1256,6822,3691,36,42,3,24,17,1561,48,possession,GHA,"MF,DF",31,1993,35,2797,80,81.8,31.1,31,88,25,4,19,2,1.91,52,30,22,0.71,-1.17,43.7,30.3,13.4,0.43,-1.31,playing_time,GHA,"MF,DF",31,1993,31.1,4,0,0,45,31,1,12,35,53,0,0,0,138,28,27,50.9,misc,,,0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,Unknown,,,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,Unknown
