league,season,team,player,nation,position,age,born,playing_time,playing_time_1,playing_time_2,playing_time_3,performance,performance_1,performance_2,performance_3,performance_4,performance_5,performance_6,performance_7,expected,expected_1,expected_2,expected_3,progression,progression_1,progression_2,per_90_minutes,per_90_minutes_1,per_90_minutes_2,per_90_minutes_3,per_90_minutes_4,per_90_minutes_5,per_90_minutes_6,per_90_minutes_7,per_90_minutes_8,per_90_minutes_9,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard,standard_1,standard_2,standard_3,standard_4,standard_5,standard_6,standard_7,standard_8,standard_9,standard_10,standard_11,expected_shooting,expected_1_shooting,expected_2_shooting,expected_3_shooting,expected_4,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total,total_1,total_2,total_3,total_4,short,short_1,short_2,medium,medium_1,medium_2,long,long_1,long_2,assists,xag,expected_passing,expected_1_passing,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types,pass_types_1,pass_types_2,pass_types_3,pass_types_4,pass_types_5,pass_types_6,pass_types_7,corner_kicks,corner_kicks_1,corner_kicks_2,outcomes,outcomes_1,outcomes_2,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca,sca_1,sca_types,sca_types_1,sca_types_2,sca_types_3,sca_types_4,sca_types_5,gca,gca_1,gca_types,gca_types_1,gca_types_2,gca_types_3,gca_types_4,gca_types_5,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles,tackles_1,tackles_2,tackles_3,tackles_4,challenges,challenges_1,challenges_2,challenges_3,blocks,blocks_1,blocks_2,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches,touches_1,touches_2,touches_3,touches_4,touches_5,touches_6,take-ons,take-ons_1,take-ons_2,take-ons_3,take-ons_4,carries,carries_1,carries_2,carries_3,carries_4,carries_5,carries_6,carries_7,receiving,receiving_1,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_playing_time,playing_time_1_playing_time,playing_time_2_playing_time,playing_time_3_playing_time,playing_time_4,starts,starts_1,starts_2,subs,subs_1,subs_2,team_success,team_success_1,team_success_2,team_success_3,team_success_4,team_success_5,team_success_(xg),team_success_(xg)_1,team_success_(xg)_2,team_success_(xg)_3,team_success_(xg)_4,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_misc,performance_1_misc,performance_2_misc,performance_3_misc,performance_4_misc,performance_5_misc,performance_6_misc,performance_7_misc,performance_8,performance_9,performance_10,performance_11,performance_12,aerial_duels,aerial_duels_1,aerial_duels_2,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_keeper,playing_time_1_keeper,playing_time_2_keeper,playing_time_3_keeper,performance_keeper,performance_1_keeper,performance_2_keeper,performance_3_keeper,performance_4_keeper,performance_5_keeper,performance_6_keeper,performance_7_keeper,performance_8_keeper,performance_9_keeper,penalty_kicks,penalty_kicks_1,penalty_kicks_2,penalty_kicks_3,penalty_kicks_4,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals,goals_1,goals_2,goals_3,goals_4,expected_keeper_adv,expected_1_keeper_adv,expected_2_keeper_adv,expected_3_keeper_adv,launched,launched_1,launched_2,passes,passes_1,passes_2,passes_3,goal_kicks,goal_kicks_1,goal_kicks_2,crosses,crosses_1,crosses_2,sweeper,sweeper_1,sweeper_2,stat_type_keeper_adv
GER-Bundesliga,2023-24,Darmstadt 98,Mathias Honsak,AUT,"FW,MF",26.0,1996.0,23,10,1021,11.3,1,1,2,1,0,0,1,0,1.8,1.8,0.7,2.5,22,19,62,0.09,0.09,0.18,0.09,0.18,0.16,0.06,0.22,0.16,0.22,standard,AUT,"FW,MF",26.0,1996.0,11.3,1,23,6,26.1,2.03,0.53,0.04,0.17,17.4,0,0,0,1.8,1.8,0.08,-0.8,-0.8,shooting,AUT,"FW,MF",26.0,1996.0,11.3,210,285,73.7,3092,747,120,147,81.6,66,84,78.6,14,22,63.6,1.0,0.7,0.7,0.3,12.0,11.0,6.0,1.0,19.0,passing,AUT,"FW,MF",26.0,1996.0,11.3,285.0,269,14,0,1,0,11,13,0,0,0,0,210,2,10,passing_types,AUT,"FW,MF",26.0,1996.0,11.3,21,1.85,15,0,2,2,1,1,3,0.26,1,0,1,1,0,0,goal_shot_creation,AUT,"FW,MF",26.0,1996.0,11.3,14,7,7,6,1,6,20,30.0,14,14,2,12,8.0,22.0,25.0,0.0,defense,AUT,"FW,MF",26.0,1996.0,11.3,476,27,99,181,199,36,476,30,9,30.0,21,70.0,271,1432,571,22,14,8,51,14,326,62,possession,AUT,"FW,MF",26.0,1996.0,23,1021,44,33.4,11.3,10,73,2,13,22,0,0.57,9,39,-30,-2.64,-1.5,8.5,29.3,-20.8,-1.84,-0.96,playing_time,AUT,"FW,MF",26.0,1996.0,11.3,1,0,0,14,12,3,11,8,7,0,0,0,32,15,24,38.5,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Darmstadt 98,Matthias Bader,GER,"DF,MF",26.0,1997.0,24,21,1802,20.0,1,2,3,1,0,0,1,0,0.7,0.7,2.3,3.0,38,67,66,0.05,0.1,0.15,0.05,0.15,0.04,0.12,0.15,0.04,0.15,standard,GER,"DF,MF",26.0,1997.0,20.0,1,17,1,5.9,0.85,0.05,0.06,1.0,22.3,0,0,0,0.7,0.7,0.04,0.3,0.3,shooting,GER,"DF,MF",26.0,1997.0,20.0,687,912,75.3,12501,4100,280,323,86.7,330,394,83.8,67,137,48.9,2.0,2.3,3.5,-0.3,18.0,38.0,22.0,6.0,67.0,passing,GER,"DF,MF",26.0,1997.0,20.0,912.0,747,160,5,1,10,32,155,0,0,0,0,687,5,31,passing_types,GER,"DF,MF",26.0,1997.0,20.0,49,2.45,37,2,3,3,2,2,4,0.2,3,0,0,0,0,1,goal_shot_creation,GER,"DF,MF",26.0,1997.0,20.0,51,25,32,11,8,33,65,50.8,32,22,4,18,25.0,76.0,20.0,0.0,defense,GER,"DF,MF",26.0,1997.0,20.0,1134,47,384,494,267,25,1134,48,18,37.5,24,50.0,588,3257,1673,38,30,6,36,14,629,66,possession,GER,"DF,MF",26.0,1997.0,24,1802,75,58.9,20.0,21,82,12,3,26,0,0.71,22,41,-19,-0.95,1.7,20.5,38.2,-17.7,-0.88,0.77,playing_time,GER,"DF,MF",26.0,1997.0,20.0,1,0,0,17,41,1,32,25,25,0,0,0,121,11,17,39.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Darmstadt 98,Oscar Vilhelmsson,SWE,"FW,MF",19.0,2003.0,26,16,1374,15.3,4,1,5,4,0,0,2,0,4.1,4.1,0.7,4.7,16,7,72,0.26,0.07,0.33,0.26,0.33,0.27,0.04,0.31,0.27,0.31,standard,SWE,"FW,MF",19.0,2003.0,15.3,4,28,10,35.7,1.83,0.66,0.14,0.4,14.7,0,0,0,4.1,4.1,0.15,-0.1,-0.1,shooting,SWE,"FW,MF",19.0,2003.0,15.3,123,212,58.0,1513,234,78,115,67.8,32,54,59.3,3,11,27.3,1.0,0.7,0.6,0.3,11.0,5.0,2.0,0.0,7.0,passing,SWE,"FW,MF",19.0,2003.0,15.3,212.0,200,11,0,0,0,10,0,0,0,0,0,123,1,8,passing_types,SWE,"FW,MF",19.0,2003.0,15.3,30,1.97,20,0,1,6,2,1,1,0.07,1,0,0,0,0,0,goal_shot_creation,SWE,"FW,MF",19.0,2003.0,15.3,13,6,3,7,3,7,10,70.0,3,15,5,10,3.0,16.0,19.0,0.0,defense,SWE,"FW,MF",19.0,2003.0,15.3,362,24,40,163,164,41,362,18,5,27.8,12,66.7,172,909,359,16,10,8,29,8,256,72,possession,SWE,"FW,MF",19.0,2003.0,26,1374,53,44.9,15.3,16,73,5,10,21,2,0.31,12,37,-25,-1.64,0.02,15.3,31.2,-15.9,-1.04,0.29,playing_time,SWE,"FW,MF",19.0,2003.0,15.3,2,0,0,32,27,7,10,3,6,0,0,0,22,42,81,34.1,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Darmstadt 98,Sebastian Polter,GER,FW,32.0,1991.0,9,4,446,5.0,0,1,1,0,0,0,0,0,1.0,1.0,0.6,1.5,5,13,26,0.0,0.2,0.2,0.0,0.2,0.2,0.11,0.31,0.2,0.31,standard,GER,FW,32.0,1991.0,5.0,0,10,3,30.0,2.02,0.61,0.0,0.0,11.9,0,0,0,1.0,1.0,0.1,-1.0,-1.0,shooting,GER,FW,32.0,1991.0,5.0,65,112,58.0,872,241,31,52,59.6,26,39,66.7,1,1,100.0,1.0,0.6,0.5,0.4,3.0,5.0,2.0,1.0,13.0,passing,GER,FW,32.0,1991.0,5.0,112.0,103,7,0,0,0,4,0,0,0,0,0,65,2,7,passing_types,GER,FW,32.0,1991.0,5.0,10,2.02,7,1,0,1,1,0,2,0.4,2,0,0,0,0,0,goal_shot_creation,GER,FW,32.0,1991.0,5.0,1,0,1,0,0,0,1,0.0,1,5,1,4,0.0,1.0,4.0,0.0,defense,GER,FW,32.0,1991.0,5.0,161,6,11,78,73,23,161,5,2,40.0,3,60.0,80,311,78,5,1,1,16,7,133,26,possession,GER,FW,32.0,1991.0,9,446,50,14.6,5.0,4,80,1,5,26,0,0.33,4,12,-8,-1.61,0.04,5.0,12.1,-7.1,-1.43,-0.27,playing_time,GER,FW,32.0,1991.0,5.0,0,0,0,9,10,2,4,0,0,0,0,0,7,20,14,58.8,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Darmstadt 98,Thomas Isherwood,SWE,DF,25.0,1998.0,12,8,636,7.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,SWE,DF,25.0,1998.0,7.1,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,SWE,DF,25.0,1998.0,7.1,223,268,83.2,4281,1293,75,80,93.8,127,142,89.4,18,35,51.4,0.0,0.0,0.1,0.0,1.0,13.0,4.0,0.0,11.0,passing,SWE,DF,25.0,1998.0,7.1,268.0,263,5,5,0,1,1,0,0,0,0,0,223,0,6,passing_types,SWE,DF,25.0,1998.0,7.1,1,0.14,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SWE,DF,25.0,1998.0,7.1,11,5,7,3,1,5,9,55.6,4,10,7,3,10.0,21.0,34.0,0.0,defense,SWE,DF,25.0,1998.0,7.1,345,53,208,127,11,2,345,1,1,100.0,0,0.0,189,1059,587,6,6,0,3,0,220,1,possession,SWE,DF,25.0,1998.0,12,636,53,20.8,7.1,8,72,2,4,16,14,0.5,8,25,-17,-2.41,-0.96,4.8,19.3,-14.5,-2.06,-1.08,playing_time,SWE,DF,25.0,1998.0,7.1,1,0,0,8,3,1,1,10,5,0,0,1,17,8,6,57.1,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Darmstadt 98,Tim Skarke,GER,"FW,DF",26.0,1996.0,30,29,2404,26.7,8,0,8,8,0,0,7,0,3.6,3.6,2.1,5.7,61,80,190,0.3,0.0,0.3,0.3,0.3,0.13,0.08,0.21,0.13,0.21,standard,GER,"FW,DF",26.0,1996.0,26.7,8,69,20,29.0,2.58,0.75,0.12,0.4,21.9,1,0,0,3.6,3.6,0.05,4.4,4.4,shooting,GER,"FW,DF",26.0,1996.0,26.7,622,855,72.7,10477,2900,307,364,84.3,219,294,74.5,72,127,56.7,0.0,2.1,3.0,-2.1,31.0,38.0,33.0,14.0,80.0,passing,GER,"FW,DF",26.0,1996.0,26.7,855.0,777,77,12,1,10,94,35,11,4,6,0,622,1,32,passing_types,GER,"FW,DF",26.0,1996.0,26.7,73,2.73,47,9,5,7,4,1,2,0.07,2,0,0,0,0,0,goal_shot_creation,GER,"FW,DF",26.0,1996.0,26.7,26,16,12,10,4,10,28,35.7,18,25,2,23,6.0,32.0,20.0,0.0,defense,GER,"FW,DF",26.0,1996.0,26.7,1134,32,199,470,482,71,1134,63,28,44.4,32,50.8,640,3890,1888,61,35,20,55,23,761,190,possession,GER,"FW,DF",26.0,1996.0,30,2404,80,78.6,26.7,29,82,13,1,32,0,0.57,22,69,-47,-1.76,-0.52,21.2,57.1,-35.8,-1.34,-0.66,playing_time,GER,"FW,DF",26.0,1996.0,26.7,7,0,0,31,40,17,94,6,16,0,0,0,125,11,50,18.0,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Darmstadt 98,Tobias Kempe,GER,MF,34.0,1989.0,24,15,1350,15.0,3,2,5,0,3,3,1,0,3.6,1.2,2.1,3.3,15,44,46,0.2,0.13,0.33,0.0,0.13,0.24,0.14,0.38,0.08,0.22,standard,GER,MF,34.0,1989.0,15.0,3,18,1,5.6,1.2,0.07,0.0,0.0,23.0,3,3,3,3.6,1.2,0.07,-0.6,-1.2,shooting,GER,MF,34.0,1989.0,15.0,413,557,74.1,6804,2095,223,251,88.8,127,160,79.4,48,101,47.5,2.0,2.1,2.5,-0.1,28.0,38.0,5.0,3.0,44.0,passing,GER,MF,34.0,1989.0,15.0,557.0,454,100,40,1,2,81,2,55,20,31,0,413,3,13,passing_types,GER,MF,34.0,1989.0,15.0,57,3.8,28,22,1,3,2,1,8,0.53,4,2,0,0,2,0,goal_shot_creation,GER,MF,34.0,1989.0,15.0,20,13,9,8,3,8,24,33.3,16,16,4,12,9.0,29.0,12.0,0.0,defense,GER,MF,34.0,1989.0,15.0,690,22,117,336,247,29,687,19,8,42.1,10,52.6,314,1620,696,15,12,3,28,11,365,46,possession,GER,MF,34.0,1989.0,24,1350,56,44.1,15.0,15,79,5,9,19,5,0.54,19,34,-15,-1.0,1.16,17.2,33.1,-15.9,-1.06,0.25,playing_time,GER,MF,34.0,1989.0,15.0,1,0,0,14,11,0,81,9,13,1,0,0,65,13,20,39.4,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Dortmund,Alexander Meyer,GER,GK,32.0,1991.0,8,7,695,7.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,GK,32.0,1991.0,7.7,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,GER,GK,32.0,1991.0,7.7,302,366,82.5,7428,4615,64,65,98.5,163,166,98.2,75,134,56.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,passing,GER,GK,32.0,1991.0,7.7,366.0,323,42,11,0,0,0,0,0,0,0,0,302,1,0,passing_types,GER,GK,32.0,1991.0,7.7,1,0.13,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GER,GK,32.0,1991.0,7.7,1,1,1,0,0,1,1,100.0,0,0,0,0,0.0,1.0,2.0,1.0,defense,GER,GK,32.0,1991.0,7.7,382,290,380,2,0,0,382,1,1,100.0,0,0.0,270,1316,685,0,0,0,0,0,242,0,possession,GER,GK,32.0,1991.0,8,695,87,22.7,7.7,7,90,7,1,65,26,1.75,15,9,6,0.78,0.05,11.9,9.5,2.4,0.31,-0.04,playing_time,GER,GK,32.0,1991.0,7.7,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,Unknown,misc,GER,GK,32.0,1991.0,8,7,695,7.7,9,1.17,27,19,66.7,4,1,2,3,42.9,0,0,0,0,Unknown,keeper,GER,GK,32.0,1991.0,7.7,9,0,0,0,1,7.8,0.3,-0.2,-0.03,27,81,33.3,334,29,20.1,28.3,31,45.2,42.1,107,8,7.5,7,0.91,14.5,keeper_adv
GER-Bundesliga,2024-25,Dortmund,Alexander Meyer,GER,GK,33.0,1991.0,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,standard,GER,GK,33.0,1991.0,2.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,GER,GK,33.0,1991.0,2.0,54,83,65.1,1541,1064,7,7,100.0,28,29,96.6,19,47,40.4,0.0,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,0.0,passing,GER,GK,33.0,1991.0,2.0,83.0,68,15,8,0,0,0,0,0,0,0,0,54,0,0,passing_types,GER,GK,33.0,1991.0,2.0,1,0.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GER,GK,33.0,1991.0,2.0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0.0,0.0,0.0,0.0,defense,GER,GK,33.0,1991.0,2.0,87,64,86,1,0,0,87,0,0,Unknown,0,Unknown,51,295,130,0,0,0,0,0,42,0,possession,GER,GK,33.0,1991.0,2,180,90,5.9,2.0,2,90,2,0,Unknown,31,1.5,3,4,-1,-0.5,-1.16,2.9,2.5,0.4,0.2,-0.36,playing_time,GER,GK,33.0,1991.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,Unknown,misc,GER,GK,33.0,1991.0,2,2,180,2.0,4,2.0,11,7,63.6,1,0,1,0,0.0,0,0,0,0,Unknown,keeper,GER,GK,33.0,1991.0,2.0,4,0,0,0,0,4.0,0.36,0.0,0.0,8,33,24.2,76,3,35.5,34.8,7,85.7,63.6,24,1,4.2,2,1.0,14.8,keeper_adv
GER-Bundesliga,2024-25,Dortmund,Almugera Kabar,GER,DF,18.0,2006.0,5,1,137,1.5,0,0,0,0,0,0,2,1,0.0,0.0,0.5,0.5,5,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,0.0,0.36,standard,GER,DF,18.0,2006.0,1.5,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,GER,DF,18.0,2006.0,1.5,89,98,90.8,1317,221,53,57,93.0,33,35,94.3,2,5,40.0,0.0,0.5,0.4,-0.5,3.0,7.0,2.0,1.0,6.0,passing,GER,DF,18.0,2006.0,1.5,98.0,84,14,0,0,0,1,14,0,0,0,0,89,0,0,passing_types,GER,DF,18.0,2006.0,1.5,3,1.99,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GER,DF,18.0,2006.0,1.5,5,3,2,2,1,3,3,100.0,0,1,0,1,1.0,6.0,4.0,0.0,defense,GER,DF,18.0,2006.0,1.5,114,0,27,68,20,1,114,2,1,50.0,0,0.0,71,285,101,5,3,0,0,3,78,2,possession,GER,DF,18.0,2006.0,5,137,27,4.5,1.5,1,77,0,4,15,12,1.2,1,4,-3,-1.97,-2.68,1.3,2.1,-0.8,-0.51,-1.1,playing_time,GER,DF,18.0,2006.0,1.5,2,1,1,2,2,0,1,1,3,0,0,0,4,2,3,40.0,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2023-24,Dortmund,Antonios Papadopoulos,GER,DF,23.0,1999.0,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GER,DF,23.0,1999.0,1.3,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,GER,DF,23.0,1999.0,1.3,59,74,79.7,1170,316,11,14,78.6,41,45,91.1,6,12,50.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,passing,GER,DF,23.0,1999.0,1.3,74.0,74,0,0,0,1,0,0,0,0,0,0,59,0,2,passing_types,GER,DF,23.0,1999.0,1.3,2,1.54,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GER,DF,23.0,1999.0,1.3,6,3,6,0,0,6,7,85.7,1,3,2,1,2.0,8.0,7.0,0.0,defense,GER,DF,23.0,1999.0,1.3,91,16,67,22,2,0,91,0,0,Unknown,0,Unknown,56,188,76,0,0,0,0,0,57,0,possession,GER,DF,23.0,1999.0,2,117,59,3.8,1.3,1,90,1,1,27,3,2.0,5,2,3,2.31,1.63,4.2,3.8,0.4,0.34,0.0,playing_time,GER,DF,23.0,1999.0,1.3,0,0,0,1,1,0,0,2,3,0,0,0,7,5,4,55.6,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GER-Bundesliga,2024-25,Dortmund,Ayman Azhil,MAR,MF,23.0,2001.0,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,MAR,MF,23.0,2001.0,0.3,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,MAR,MF,23.0,2001.0,0.3,3,4,75.0,32,17,3,3,100.0,0,0,Unknown,0,0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,passing,MAR,MF,23.0,2001.0,0.3,4.0,4,0,0,0,0,0,0,0,0,0,0,3,0,1,passing_types,MAR,MF,23.0,2001.0,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,MAR,MF,23.0,2001.0,0.3,1,1,1,0,0,0,0,Unknown,0,0,0,0,0.0,1.0,0.0,0.0,defense,MAR,MF,23.0,2001.0,0.3,9,0,2,4,3,0,9,1,0,0.0,1,100.0,4,12,0,0,0,0,1,1,5,1,possession,MAR,MF,23.0,2001.0,1,24,24,0.8,0.3,0,Unknown,0,1,24,7,3.0,0,0,0,0.0,-0.59,0.5,0.3,0.1,0.53,-0.01,playing_time,MAR,MF,23.0,2001.0,0.3,1,0,0,2,0,1,0,0,1,0,0,0,2,0,0,Unknown,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
