league,season,team,player,nation,position,age,born,playing_time,playing_time_1,playing_time_2,playing_time_3,performance,performance_1,performance_2,performance_3,performance_4,performance_5,performance_6,performance_7,expected,expected_1,expected_2,expected_3,progression,progression_1,progression_2,per_90_minutes,per_90_minutes_1,per_90_minutes_2,per_90_minutes_3,per_90_minutes_4,per_90_minutes_5,per_90_minutes_6,per_90_minutes_7,per_90_minutes_8,per_90_minutes_9,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard,standard_1,standard_2,standard_3,standard_4,standard_5,standard_6,standard_7,standard_8,standard_9,standard_10,standard_11,expected_shooting,expected_1_shooting,expected_2_shooting,expected_3_shooting,expected_4,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total,total_1,total_2,total_3,total_4,short,short_1,short_2,medium,medium_1,medium_2,long,long_1,long_2,assists,xag,expected_passing,expected_1_passing,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types,pass_types_1,pass_types_2,pass_types_3,pass_types_4,pass_types_5,pass_types_6,pass_types_7,corner_kicks,corner_kicks_1,corner_kicks_2,outcomes,outcomes_1,outcomes_2,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca,sca_1,sca_types,sca_types_1,sca_types_2,sca_types_3,sca_types_4,sca_types_5,gca,gca_1,gca_types,gca_types_1,gca_types_2,gca_types_3,gca_types_4,gca_types_5,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles,tackles_1,tackles_2,tackles_3,tackles_4,challenges,challenges_1,challenges_2,challenges_3,blocks,blocks_1,blocks_2,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches,touches_1,touches_2,touches_3,touches_4,touches_5,touches_6,take-ons,take-ons_1,take-ons_2,take-ons_3,take-ons_4,carries,carries_1,carries_2,carries_3,carries_4,carries_5,carries_6,carries_7,receiving,receiving_1,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_playing_time,playing_time_1_playing_time,playing_time_2_playing_time,playing_time_3_playing_time,playing_time_4,starts,starts_1,starts_2,subs,subs_1,subs_2,team_success,team_success_1,team_success_2,team_success_3,team_success_4,team_success_5,team_success_(xg),team_success_(xg)_1,team_success_(xg)_2,team_success_(xg)_3,team_success_(xg)_4,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_misc,performance_1_misc,performance_2_misc,performance_3_misc,performance_4_misc,performance_5_misc,performance_6_misc,performance_7_misc,performance_8,performance_9,performance_10,performance_11,performance_12,aerial_duels,aerial_duels_1,aerial_duels_2,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_keeper,playing_time_1_keeper,playing_time_2_keeper,playing_time_3_keeper,performance_keeper,performance_1_keeper,performance_2_keeper,performance_3_keeper,performance_4_keeper,performance_5_keeper,performance_6_keeper,performance_7_keeper,performance_8_keeper,performance_9_keeper,penalty_kicks,penalty_kicks_1,penalty_kicks_2,penalty_kicks_3,penalty_kicks_4,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals,goals_1,goals_2,goals_3,goals_4,expected_keeper_adv,expected_1_keeper_adv,expected_2_keeper_adv,expected_3_keeper_adv,launched,launched_1,launched_2,passes,passes_1,passes_2,passes_3,goal_kicks,goal_kicks_1,goal_kicks_2,crosses,crosses_1,crosses_2,sweeper,sweeper_1,sweeper_2,stat_type_keeper_adv
ENG-Premier League,2023-24,Brighton,Facundo Buonanotte,ARG,"FW,MF",18.0,2004.0,27,17,1364,15.2,3,1,4,3,0,0,7,0,2.4,2.4,1.8,4.2,23,42,69,0.2,0.07,0.26,0.2,0.26,0.16,0.12,0.28,0.16,0.28,standard,ARG,"FW,MF",18.0,2004.0,15.2,3,21,8,38.1,1.39,0.53,0.14,0.38,16.8,0,0,0,2.4,2.4,0.11,0.6,0.6,shooting,ARG,"FW,MF",18.0,2004.0,15.2,404,478,84.5,5038,1028,270,306,88.2,95,109,87.2,9,15,60.0,1.0,1.8,1.2,-0.8,18.0,26.0,14.0,1.0,42.0,passing,ARG,"FW,MF",18.0,2004.0,15.2,478.0,467,11,6,1,1,6,3,1,1,0,0,404,0,9,passing_types,ARG,"FW,MF",18.0,2004.0,15.2,38,2.51,26,1,2,3,5,1,2,0.13,2,0,0,0,0,0,goal_shot_creation,ARG,"FW,MF",18.0,2004.0,15.2,42,22,13,22,7,14,44,31.8,30,22,3,19,8.0,50.0,5.0,0.0,defense,ARG,"FW,MF",18.0,2004.0,15.2,673,21,91,316,277,35,673,52,18,34.6,28,53.8,421,2342,898,23,25,8,42,33,480,69,possession,ARG,"FW,MF",18.0,2004.0,27,1364,51,39.9,15.2,17,65,1,10,25,6,1.19,18,19,-1,-0.07,0.2,23.2,21.1,2.1,0.14,0.17,playing_time,ARG,"FW,MF",18.0,2004.0,15.2,7,0,0,34,41,3,6,8,22,0,0,0,66,6,16,27.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2023-24,Brighton,João Pedro,BRA,"FW,MF",21.0,2001.0,31,19,2045,22.7,9,3,12,5,4,5,2,0,11.9,7.9,3.8,11.7,83,92,205,0.4,0.13,0.53,0.22,0.35,0.53,0.17,0.69,0.35,0.51,standard,BRA,"FW,MF",21.0,2001.0,22.7,9,70,20,28.6,3.08,0.88,0.07,0.25,14.4,0,4,5,11.9,7.9,0.11,-2.9,-2.9,shooting,BRA,"FW,MF",21.0,2001.0,22.7,659,818,80.6,8706,1876,425,483,88.0,178,217,82.0,24,43,55.8,3.0,3.8,4.7,-0.8,37.0,43.0,44.0,4.0,92.0,passing,BRA,"FW,MF",21.0,2001.0,22.7,818.0,775,38,2,6,2,29,10,2,0,0,0,659,5,26,passing_types,BRA,"FW,MF",21.0,2001.0,22.7,91,4.01,64,0,7,10,9,1,11,0.48,5,0,2,2,2,0,goal_shot_creation,BRA,"FW,MF",21.0,2001.0,22.7,31,14,10,13,8,14,24,58.3,10,15,2,13,11.0,42.0,28.0,0.0,defense,BRA,"FW,MF",21.0,2001.0,22.7,1196,32,105,475,629,184,1191,107,43,40.2,45,42.1,787,5003,2295,83,42,47,83,63,949,205,possession,BRA,"FW,MF",21.0,2001.0,31,2045,66,59.8,22.7,19,85,9,12,36,0,1.29,32,38,-6,-0.26,-0.2,36.3,32.0,4.2,0.19,0.37,playing_time,BRA,"FW,MF",21.0,2001.0,22.7,2,0,0,19,60,11,29,11,14,2,0,0,65,41,22,65.1,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2024-25,Brighton,João Pedro,BRA,"FW,MF",22.0,2001.0,27,23,1948,21.6,10,6,16,5,5,5,4,1,8.9,5.0,5.0,10.0,66,78,128,0.46,0.28,0.74,0.23,0.51,0.41,0.23,0.64,0.23,0.46,standard,BRA,"FW,MF",22.0,2001.0,21.6,10,42,15,35.7,1.94,0.69,0.12,0.33,17.2,0,5,5,8.9,5.0,0.12,1.1,0.0,shooting,BRA,"FW,MF",22.0,2001.0,21.6,482,661,72.9,6847,1766,300,381,78.7,133,177,75.1,29,44,65.9,6.0,5.0,3.1,1.0,30.0,42.0,36.0,5.0,78.0,passing,BRA,"FW,MF",22.0,2001.0,21.6,661.0,631,26,5,10,3,22,9,4,0,0,0,482,4,20,passing_types,BRA,"FW,MF",22.0,2001.0,21.6,72,3.32,56,0,3,2,10,1,9,0.42,6,0,0,0,3,0,goal_shot_creation,BRA,"FW,MF",22.0,2001.0,21.6,16,12,6,6,4,4,11,36.4,7,12,0,12,9.0,25.0,12.0,0.0,defense,BRA,"FW,MF",22.0,2001.0,21.6,940,12,60,387,508,122,935,86,29,33.7,47,54.7,616,3821,1821,66,39,30,72,38,732,128,possession,BRA,"FW,MF",22.0,2001.0,27,1948,72,57.0,21.6,23,81,12,4,23,0,1.48,33,27,6,0.28,0.22,36.3,25.7,10.6,0.49,0.88,playing_time,BRA,"FW,MF",22.0,2001.0,21.6,4,1,0,26,46,2,22,9,12,3,1,0,59,41,43,48.8,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2024-25,Brighton,Kaoru Mitoma,JPN,"FW,MF",27.0,1997.0,36,28,2603,28.9,10,4,14,10,0,0,1,0,9.2,9.2,4.6,13.8,146,89,291,0.35,0.14,0.48,0.35,0.48,0.32,0.16,0.48,0.32,0.48,standard,JPN,"FW,MF",27.0,1997.0,28.9,10,57,27,47.4,1.97,0.93,0.18,0.37,13.9,0,0,0,9.2,9.2,0.16,0.8,0.8,shooting,JPN,"FW,MF",27.0,1997.0,28.9,749,988,75.8,9777,2226,505,579,87.2,189,265,71.3,23,52,44.2,4.0,4.6,4.0,-0.6,37.0,36.0,36.0,8.0,89.0,passing,JPN,"FW,MF",27.0,1997.0,28.9,988.0,965,19,0,9,1,75,19,0,0,0,0,749,4,39,passing_types,JPN,"FW,MF",27.0,1997.0,28.9,87,3.01,73,0,6,3,4,1,10,0.35,9,0,0,0,1,0,goal_shot_creation,JPN,"FW,MF",27.0,1997.0,28.9,45,27,15,14,16,19,49,38.8,30,48,3,45,14.0,59.0,10.0,0.0,defense,JPN,"FW,MF",27.0,1997.0,28.9,1375,17,155,468,782,164,1375,131,52,39.7,74,56.5,830,6659,3906,146,82,56,53,23,966,291,possession,JPN,"FW,MF",27.0,1997.0,36,2603,72,76.1,28.9,28,85,14,8,29,0,1.64,53,40,13,0.45,1.11,44.1,37.1,6.9,0.24,0.55,playing_time,JPN,"FW,MF",27.0,1997.0,28.9,1,0,0,40,24,5,75,14,27,0,0,0,99,26,27,49.1,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2024-25,Brighton,Simon Adingra,CIV,"FW,MF",22.0,2002.0,29,12,1097,12.2,2,2,4,2,0,0,0,0,2.5,2.5,2.5,4.9,50,18,136,0.16,0.16,0.33,0.16,0.33,0.2,0.2,0.4,0.2,0.4,standard,CIV,"FW,MF",22.0,2002.0,12.2,2,33,8,24.2,2.71,0.66,0.06,0.25,17.0,0,0,0,2.5,2.5,0.07,-0.5,-0.5,shooting,CIV,"FW,MF",22.0,2002.0,12.2,290,382,75.9,4148,820,187,217,86.2,81,109,74.3,16,29,55.2,2.0,2.5,2.8,-0.5,16.0,5.0,17.0,6.0,18.0,passing,CIV,"FW,MF",22.0,2002.0,12.2,382.0,372,9,0,2,0,41,8,1,0,0,0,290,1,12,passing_types,CIV,"FW,MF",22.0,2002.0,12.2,47,3.86,33,0,6,8,0,0,7,0.57,5,0,1,1,0,0,goal_shot_creation,CIV,"FW,MF",22.0,2002.0,12.2,23,14,10,8,5,10,26,38.5,16,12,0,12,8.0,31.0,6.0,2.0,defense,CIV,"FW,MF",22.0,2002.0,12.2,548,10,66,174,315,76,548,50,21,42.0,27,54.0,366,2514,1300,50,21,27,39,12,388,136,possession,CIV,"FW,MF",22.0,2002.0,29,1097,38,32.1,12.2,12,66,1,17,18,6,1.59,18,23,-5,-0.41,-0.88,18.2,19.0,-0.9,-0.07,-0.27,playing_time,CIV,"FW,MF",22.0,2002.0,12.2,0,0,0,13,4,4,41,8,14,0,0,0,47,7,4,63.6,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2024-25,Brighton,Solly March,ENG,"FW,MF",30.0,1994.0,8,1,168,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,5,2,20,0.0,0.0,0.0,0.0,0.0,0.05,0.15,0.19,0.05,0.19,standard,ENG,"FW,MF",30.0,1994.0,1.9,0,2,0,0.0,1.07,0.0,0.0,Unknown,22.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,ENG,"FW,MF",30.0,1994.0,1.9,60,95,63.2,990,222,35,40,87.5,16,28,57.1,7,18,38.9,0.0,0.3,0.3,-0.3,3.0,2.0,4.0,4.0,2.0,passing,ENG,"FW,MF",30.0,1994.0,1.9,95.0,81,14,1,0,1,20,6,6,3,2,1,60,0,7,passing_types,ENG,"FW,MF",30.0,1994.0,1.9,7,3.77,6,1,0,0,0,0,2,1.08,2,0,0,0,0,0,goal_shot_creation,ENG,"FW,MF",30.0,1994.0,1.9,6,3,2,2,2,5,8,62.5,3,3,0,3,2.0,8.0,2.0,1.0,defense,ENG,"FW,MF",30.0,1994.0,1.9,118,3,12,33,73,7,118,4,1,25.0,3,75.0,57,398,167,5,2,3,3,1,67,20,possession,ENG,"FW,MF",30.0,1994.0,8,168,21,4.9,1.9,1,62,0,7,15,5,1.75,4,3,1,0.54,0.37,3.4,2.8,0.6,0.34,0.25,playing_time,ENG,"FW,MF",30.0,1994.0,1.9,2,0,0,2,2,3,20,2,3,0,0,0,7,1,2,33.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2024-25,Brighton,Yankuba Minteh,GAM,"FW,MF",20.0,2004.0,32,20,1838,20.4,6,4,10,6,0,0,6,0,4.1,4.1,5.0,9.1,90,48,201,0.29,0.2,0.49,0.29,0.49,0.2,0.24,0.44,0.2,0.44,standard,GAM,"FW,MF",20.0,2004.0,20.4,6,34,16,47.1,1.66,0.78,0.18,0.38,13.8,0,0,0,4.1,4.1,0.12,1.9,1.9,shooting,GAM,"FW,MF",20.0,2004.0,20.4,348,557,62.5,5531,1843,200,257,77.8,107,172,62.2,31,67,46.3,4.0,5.0,5.0,-1.0,29.0,14.0,36.0,9.0,48.0,passing,GAM,"FW,MF",20.0,2004.0,20.4,557.0,510,45,9,4,4,91,20,16,7,6,0,348,2,36,passing_types,GAM,"FW,MF",20.0,2004.0,20.4,64,3.14,37,8,13,3,2,1,13,0.64,6,0,6,1,0,0,goal_shot_creation,GAM,"FW,MF",20.0,2004.0,20.4,48,35,25,13,10,17,45,37.8,28,22,0,22,11.0,59.0,31.0,0.0,defense,GAM,"FW,MF",20.0,2004.0,20.4,836,30,135,228,491,146,836,98,46,46.9,43,43.9,481,3573,2105,90,24,67,53,28,511,201,possession,GAM,"FW,MF",20.0,2004.0,32,1838,57,53.7,20.4,20,78,3,12,24,1,1.59,37,33,4,0.2,0.03,34.5,27.6,6.9,0.34,0.49,playing_time,GAM,"FW,MF",20.0,2004.0,20.4,6,0,0,21,11,6,91,11,35,0,0,0,85,17,34,33.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2023-24,Burnley,Anass Zaroury,MAR,"FW,MF",22.0,2000.0,6,1,152,1.7,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,2,2,12,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.12,0.1,0.12,standard,MAR,"FW,MF",22.0,2000.0,1.7,0,3,1,33.3,1.78,0.59,0.0,0.0,20.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,shooting,MAR,"FW,MF",22.0,2000.0,1.7,43,70,61.4,714,120,23,31,74.2,13,21,61.9,6,11,54.5,0.0,0.0,0.1,0.0,2.0,2.0,2.0,1.0,2.0,passing,MAR,"FW,MF",22.0,2000.0,1.7,70.0,65,5,0,0,0,11,0,4,2,2,0,43,0,4,passing_types,MAR,"FW,MF",22.0,2000.0,1.7,2,1.18,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,MAR,"FW,MF",22.0,2000.0,1.7,1,0,1,0,0,0,4,0.0,4,2,0,2,0.0,1.0,1.0,1.0,defense,MAR,"FW,MF",22.0,2000.0,1.7,87,1,12,39,37,4,87,6,2,33.3,3,50.0,60,362,91,2,2,0,3,2,68,12,possession,MAR,"FW,MF",22.0,2000.0,6,152,25,4.4,1.7,1,67,0,5,17,7,0.17,2,4,-2,-1.18,-0.22,1.8,2.8,-1.1,-0.64,0.15,playing_time,MAR,"FW,MF",22.0,2000.0,1.7,0,1,0,4,3,0,11,0,0,0,0,0,8,0,1,0.0,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2025-26,Burnley,Jacob Bruun Larsen,DEN,"FW,MF",26-346,1998.0,3,2,177,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.7,1,4,13,0.0,0.51,0.51,0.0,0.51,0.03,0.31,0.34,0.03,0.34,standard,DEN,"FW,MF",26-346,1998.0,2.0,0,2,0,0.0,1.02,0.0,0.0,Unknown,24.4,1,0,0,0.1,0.1,0.03,-0.1,-0.1,shooting,DEN,"FW,MF",26-346,1998.0,2.0,36,47,76.6,467,114,25,29,86.2,10,13,76.9,0,3,0.0,1.0,0.6,0.3,0.4,2.0,1.0,1.0,1.0,4.0,passing,DEN,"FW,MF",26-346,1998.0,2.0,47.0,46,1,0,0,0,6,0,0,0,0,0,36,0,1,passing_types,DEN,"FW,MF",26-346,1998.0,2.0,3,1.53,3,0,0,0,0,0,1,0.51,1,0,0,0,0,0,goal_shot_creation,DEN,"FW,MF",26-346,1998.0,2.0,1,1,1,0,0,0,0,Unknown,0,2,0,2,2.0,3.0,4.0,0.0,defense,DEN,"FW,MF",26-346,1998.0,2.0,74,5,16,26,32,6,74,2,1,50.0,1,50.0,36,134,56,1,0,2,4,3,43,13,possession,DEN,"FW,MF",26-346,1998.0,3,177,59,65.6,2.0,2,75,0,1,28,0,1.0,3,3,0,0.0,1.94,1.6,4.0,-2.3,-1.18,-0.08,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2025-26,Burnley,Jaidon Anthony,ENG,"FW,MF",25-273,1999.0,3,3,264,2.9,2,1,3,2,0,0,1,0,1.6,1.6,0.2,1.7,3,8,14,0.68,0.34,1.02,0.68,1.02,0.54,0.05,0.6,0.54,0.6,standard,ENG,"FW,MF",25-273,1999.0,2.9,2,7,3,42.9,2.39,1.02,0.29,0.67,12.2,0,0,0,1.6,1.6,0.23,0.4,0.4,shooting,ENG,"FW,MF",25-273,1999.0,2.9,54,75,72.0,739,177,35,46,76.1,16,18,88.9,1,3,33.3,1.0,0.2,0.4,0.8,3.0,3.0,4.0,1.0,8.0,passing,ENG,"FW,MF",25-273,1999.0,2.9,75.0,73,1,0,0,0,3,1,0,0,0,0,54,1,4,passing_types,ENG,"FW,MF",25-273,1999.0,2.9,5,1.7,4,0,1,0,0,0,2,0.68,1,0,1,0,0,0,goal_shot_creation,ENG,"FW,MF",25-273,1999.0,2.9,3,2,0,1,2,1,1,100.0,0,9,2,7,2.0,5.0,1.0,0.0,defense,ENG,"FW,MF",25-273,1999.0,2.9,125,3,19,62,49,8,125,8,3,37.5,2,25.0,65,317,201,3,0,1,11,8,76,14,possession,ENG,"FW,MF",25-273,1999.0,3,264,88,97.8,2.9,3,88,2,0,Unknown,0,1.0,4,6,-2,-0.68,-0.68,3.1,6.5,-3.5,-1.18,-1.18,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ENG-Premier League,2023-24,Burnley,Lyle Foster,RSA,"FW,MF",22.0,2000.0,24,22,1899,21.1,5,3,8,5,0,0,0,1,4.5,4.5,1.9,6.4,55,37,104,0.24,0.14,0.38,0.24,0.38,0.21,0.09,0.3,0.21,0.3,standard,RSA,"FW,MF",22.0,2000.0,21.1,5,34,16,47.1,1.61,0.76,0.15,0.31,14.6,0,0,0,4.5,4.5,0.13,0.5,0.5,shooting,RSA,"FW,MF",22.0,2000.0,21.1,312,461,67.7,4471,835,197,268,73.5,91,124,73.4,14,20,70.0,3.0,1.9,1.3,1.1,19.0,21.0,12.0,0.0,37.0,passing,RSA,"FW,MF",22.0,2000.0,21.1,461.0,430,29,2,3,5,3,4,0,0,0,0,312,2,16,passing_types,RSA,"FW,MF",22.0,2000.0,21.1,41,1.95,35,0,2,3,1,0,4,0.19,4,0,0,0,0,0,goal_shot_creation,RSA,"FW,MF",22.0,2000.0,21.1,19,10,5,6,8,6,17,35.3,11,13,3,10,3.0,22.0,34.0,0.0,defense,RSA,"FW,MF",22.0,2000.0,21.1,692,41,93,289,321,93,692,39,19,48.7,18,46.2,380,2464,1278,55,31,36,69,33,479,104,possession,RSA,"FW,MF",22.0,2000.0,24,1899,79,55.5,21.1,22,84,10,2,24,0,0.79,22,43,-21,-1.0,-0.05,21.9,41.2,-19.3,-0.92,-0.3,playing_time,RSA,"FW,MF",22.0,2000.0,21.1,0,1,0,24,11,14,3,3,10,0,0,0,51,50,106,32.1,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
