league,season,team,player,nation,position,age,born,playing_time,playing_time_1,playing_time_2,playing_time_3,performance,performance_1,performance_2,performance_3,performance_4,performance_5,performance_6,performance_7,expected,expected_1,expected_2,expected_3,progression,progression_1,progression_2,per_90_minutes,per_90_minutes_1,per_90_minutes_2,per_90_minutes_3,per_90_minutes_4,per_90_minutes_5,per_90_minutes_6,per_90_minutes_7,per_90_minutes_8,per_90_minutes_9,stat_type,nation_shooting,position_shooting,age_shooting,born_shooting,90s,standard,standard_1,standard_2,standard_3,standard_4,standard_5,standard_6,standard_7,standard_8,standard_9,standard_10,standard_11,expected_shooting,expected_1_shooting,expected_2_shooting,expected_3_shooting,expected_4,stat_type_shooting,nation_passing,position_passing,age_passing,born_passing,90s_passing,total,total_1,total_2,total_3,total_4,short,short_1,short_2,medium,medium_1,medium_2,long,long_1,long_2,assists,xag,expected_passing,expected_1_passing,kp,1/3,ppa,crspa,progressive_passes,stat_type_passing,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,passes_attempted,pass_types,pass_types_1,pass_types_2,pass_types_3,pass_types_4,pass_types_5,pass_types_6,pass_types_7,corner_kicks,corner_kicks_1,corner_kicks_2,outcomes,outcomes_1,outcomes_2,stat_type_passing_types,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca,sca_1,sca_types,sca_types_1,sca_types_2,sca_types_3,sca_types_4,sca_types_5,gca,gca_1,gca_types,gca_types_1,gca_types_2,gca_types_3,gca_types_4,gca_types_5,stat_type_goal_shot_creation,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles,tackles_1,tackles_2,tackles_3,tackles_4,challenges,challenges_1,challenges_2,challenges_3,blocks,blocks_1,blocks_2,interceptions,tkl+int,clearances,err,stat_type_defense,nation_possession,position_possession,age_possession,born_possession,90s_possession,touches,touches_1,touches_2,touches_3,touches_4,touches_5,touches_6,take-ons,take-ons_1,take-ons_2,take-ons_3,take-ons_4,carries,carries_1,carries_2,carries_3,carries_4,carries_5,carries_6,carries_7,receiving,receiving_1,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_playing_time,playing_time_1_playing_time,playing_time_2_playing_time,playing_time_3_playing_time,playing_time_4,starts,starts_1,starts_2,subs,subs_1,subs_2,team_success,team_success_1,team_success_2,team_success_3,team_success_4,team_success_5,team_success_(xg),team_success_(xg)_1,team_success_(xg)_2,team_success_(xg)_3,team_success_(xg)_4,stat_type_playing_time,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_misc,performance_1_misc,performance_2_misc,performance_3_misc,performance_4_misc,performance_5_misc,performance_6_misc,performance_7_misc,performance_8,performance_9,performance_10,performance_11,performance_12,aerial_duels,aerial_duels_1,aerial_duels_2,stat_type_misc,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_keeper,playing_time_1_keeper,playing_time_2_keeper,playing_time_3_keeper,performance_keeper,performance_1_keeper,performance_2_keeper,performance_3_keeper,performance_4_keeper,performance_5_keeper,performance_6_keeper,performance_7_keeper,performance_8_keeper,performance_9_keeper,penalty_kicks,penalty_kicks_1,penalty_kicks_2,penalty_kicks_3,penalty_kicks_4,stat_type_keeper,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals,goals_1,goals_2,goals_3,goals_4,expected_keeper_adv,expected_1_keeper_adv,expected_2_keeper_adv,expected_3_keeper_adv,launched,launched_1,launched_2,passes,passes_1,passes_2,passes_3,goal_kicks,goal_kicks_1,goal_kicks_2,crosses,crosses_1,crosses_2,sweeper,sweeper_1,sweeper_2,stat_type_keeper_adv
ESP-La Liga,2024-25,Betis,Assane Diao,SEN,FW,18.0,2005.0,10,2,277,3.1,1,2,3,1,0,0,0,0,0.8,0.8,1.5,2.3,9,1,27,0.32,0.65,0.97,0.32,0.97,0.26,0.5,0.75,0.26,0.75,standard,SEN,FW,18.0,2005.0,3.1,1,7,1,14.3,2.27,0.32,0.14,1.0,14.4,0,0,0,0.8,0.8,0.11,0.2,0.2,shooting,SEN,FW,18.0,2005.0,3.1,49,66,74.2,626,139,36,43,83.7,6,8,75.0,2,2,100.0,2.0,1.5,0.6,0.5,8.0,2.0,1.0,1.0,1.0,passing,SEN,FW,18.0,2005.0,3.1,66.0,61,5,0,0,0,4,2,0,0,0,0,49,0,4,passing_types,SEN,FW,18.0,2005.0,3.1,7,2.28,6,0,0,1,0,0,2,0.65,2,0,0,0,0,0,goal_shot_creation,SEN,FW,18.0,2005.0,3.1,5,3,1,3,1,4,9,44.4,5,3,0,3,0.0,5.0,3.0,0.0,defense,SEN,FW,18.0,2005.0,3.1,122,4,12,42,68,19,122,11,2,18.2,9,81.8,63,372,145,9,3,3,15,2,81,27,possession,SEN,FW,18.0,2005.0,10,277,28,8.1,3.1,2,62,0,8,19,8,1.6,3,4,-1,-0.32,-0.55,4.6,6.5,-1.9,-0.61,-0.78,playing_time,SEN,FW,18.0,2005.0,3.1,0,0,0,4,4,2,4,0,3,0,0,0,12,8,6,57.1,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Betis,Ayoze Pérez,ESP,FW,30.0,1993.0,31,29,2294,25.5,9,1,10,9,0,0,4,0,7.4,7.4,3.9,11.3,90,80,175,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44,standard,ESP,FW,30.0,1993.0,25.5,9,68,26,38.2,2.67,1.02,0.13,0.35,13.5,0,0,0,7.4,7.4,0.11,1.6,1.6,shooting,ESP,FW,30.0,1993.0,25.5,572,738,77.5,7137,1889,377,433,87.1,139,177,78.5,15,26,57.7,1.0,3.9,3.0,-2.9,29.0,46.0,22.0,0.0,80.0,passing,ESP,FW,30.0,1993.0,25.5,738.0,721,13,1,5,4,19,5,0,0,0,0,572,4,44,passing_types,ESP,FW,30.0,1993.0,25.5,90,3.53,55,0,12,12,6,5,5,0.2,2,0,1,0,1,1,goal_shot_creation,ESP,FW,30.0,1993.0,25.5,59,32,16,33,10,21,49,42.9,28,42,4,38,22.0,81.0,18.0,0.0,defense,ESP,FW,30.0,1993.0,25.5,1125,19,126,510,513,156,1125,112,50,44.6,54,48.2,700,4465,2436,90,51,41,70,51,799,175,possession,ESP,FW,30.0,1993.0,31,2294,74,67.1,25.5,29,78,12,2,22,1,1.45,28,28,0,0.0,-0.24,29.8,29.8,0.0,0.0,0.51,playing_time,ESP,FW,30.0,1993.0,25.5,4,0,0,36,48,11,19,22,32,0,0,0,121,20,34,37.0,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Betis,Borja Iglesias,ESP,FW,30.0,1993.0,11,4,408,4.5,0,1,1,0,0,0,2,0,0.6,0.6,0.9,1.5,5,12,32,0.0,0.22,0.22,0.0,0.22,0.13,0.21,0.34,0.13,0.34,standard,ESP,FW,30.0,1993.0,4.5,0,10,0,0.0,2.21,0.0,0.0,Unknown,16.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,shooting,ESP,FW,30.0,1993.0,4.5,83,101,82.2,1129,179,57,66,86.4,20,23,87.0,4,6,66.7,1.0,0.9,0.7,0.1,11.0,2.0,6.0,0.0,12.0,passing,ESP,FW,30.0,1993.0,4.5,101.0,91,10,0,1,1,1,0,0,0,0,0,83,0,1,passing_types,ESP,FW,30.0,1993.0,4.5,20,4.42,17,0,0,3,0,0,1,0.22,1,0,0,0,0,0,goal_shot_creation,ESP,FW,30.0,1993.0,4.5,0,0,0,0,0,0,3,0.0,3,0,0,0,2.0,2.0,2.0,0.0,defense,ESP,FW,30.0,1993.0,4.5,141,2,2,60,82,22,141,2,1,50.0,1,50.0,77,373,140,5,5,2,15,4,113,32,possession,ESP,FW,30.0,1993.0,11,408,37,11.9,4.5,4,63,1,7,22,9,1.45,7,6,1,0.22,0.16,4.7,7.8,-3.1,-0.68,-0.58,playing_time,ESP,FW,30.0,1993.0,4.5,2,0,0,7,5,7,1,2,0,0,1,0,7,6,7,46.2,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Betis,Carlos Guirao,ESP,MF,21.0,2003.0,2,2,110,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,21.0,2003.0,1.2,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ESP,MF,21.0,2003.0,1.2,36,46,78.3,539,117,19,21,90.5,12,13,92.3,3,5,60.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,passing,ESP,MF,21.0,2003.0,1.2,46.0,43,3,2,0,0,0,1,0,0,0,0,36,0,4,passing_types,ESP,MF,21.0,2003.0,1.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,MF,21.0,2003.0,1.2,5,3,1,4,0,4,6,66.7,2,1,1,0,3.0,8.0,2.0,0.0,defense,ESP,MF,21.0,2003.0,1.2,60,3,14,38,10,1,60,1,1,100.0,0,0.0,28,134,60,1,1,0,1,2,34,2,possession,ESP,MF,21.0,2003.0,2,110,55,3.2,1.2,2,55,0,0,Unknown,1,0.0,1,6,-5,-4.09,-4.42,0.9,2.3,-1.3,-1.08,-1.23,playing_time,ESP,MF,21.0,2003.0,1.2,0,0,0,4,0,0,0,3,3,0,0,0,6,2,1,66.7,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Betis,Chadi Riad,MAR,DF,20.0,2003.0,26,24,2164,24.0,0,0,0,0,0,0,1,0,0.7,0.7,0.2,0.9,4,34,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard,MAR,DF,20.0,2003.0,24.0,0,11,5,45.5,0.46,0.21,0.0,0.0,11.1,0,0,0,0.7,0.7,0.07,-0.7,-0.7,shooting,MAR,DF,20.0,2003.0,24.0,1074,1198,89.6,19044,5584,423,451,93.8,568,600,94.7,62,111,55.9,0.0,0.2,0.2,-0.2,2.0,20.0,0.0,0.0,34.0,passing,MAR,DF,20.0,2003.0,24.0,1198.0,1166,31,29,0,1,0,2,0,0,0,0,1074,1,9,passing_types,MAR,DF,20.0,2003.0,24.0,12,0.5,9,1,0,2,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,MAR,DF,20.0,2003.0,24.0,35,24,17,18,0,17,27,63.0,10,23,14,9,23.0,58.0,108.0,0.0,defense,MAR,DF,20.0,2003.0,24.0,1426,194,871,532,27,15,1426,0,0,Unknown,0,Unknown,831,3955,1926,4,7,0,9,2,937,1,possession,MAR,DF,20.0,2003.0,26,2164,83,63.3,24.0,24,87,22,2,36,7,1.46,32,30,2,0.08,0.01,28.1,31.4,-3.3,-0.14,0.08,playing_time,MAR,DF,20.0,2003.0,24.0,1,0,0,15,7,1,0,23,24,0,1,0,110,44,38,53.7,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Betis,Claudio Bravo,CHI,GK,40.0,1983.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard,CHI,GK,40.0,1983.0,7.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,CHI,GK,40.0,1983.0,7.0,186,230,80.9,4988,3322,42,42,100.0,86,86,100.0,56,99,56.6,0.0,0.0,0.1,0.0,1.0,3.0,2.0,0.0,1.0,passing,CHI,GK,40.0,1983.0,7.0,230.0,153,76,16,1,1,0,0,0,0,0,0,186,1,0,passing_types,CHI,GK,40.0,1983.0,7.0,2,0.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,CHI,GK,40.0,1983.0,7.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0.0,0.0,2.0,0.0,defense,CHI,GK,40.0,1983.0,7.0,241,194,239,2,0,0,241,0,0,Unknown,0,Unknown,132,817,591,0,0,0,0,0,100,0,possession,CHI,GK,40.0,1983.0,7,630,90,18.4,7.0,7,90,7,0,Unknown,13,1.86,11,5,6,0.86,0.95,9.9,6.5,3.4,0.48,0.8,playing_time,CHI,GK,40.0,1983.0,7.0,0,0,0,0,1,0,0,0,0,0,0,0,14,2,0,100.0,misc,CHI,GK,40.0,1983.0,7,7,630,7.0,5,0.71,20,16,75.0,3,4,0,2,28.6,0,0,0,0,Unknown,keeper,CHI,GK,40.0,1983.0,7.0,5,0,0,0,1,5.5,0.27,1.5,0.21,38,80,47.5,169,30,30.2,30.6,60,48.3,40.1,101,4,4.0,6,0.86,12.6,keeper_adv
ESP-La Liga,2024-25,Betis,Cucho,COL,FW,25.0,1999.0,15,14,1139,12.7,5,1,6,5,0,0,0,0,3.8,3.8,1.5,5.3,27,34,82,0.4,0.08,0.47,0.4,0.47,0.3,0.12,0.42,0.3,0.42,standard,COL,FW,25.0,1999.0,12.7,5,43,11,25.6,3.4,0.87,0.12,0.45,15.9,0,0,0,3.8,3.8,0.09,1.2,1.2,shooting,COL,FW,25.0,1999.0,12.7,223,310,71.9,3302,867,117,151,77.5,53,75,70.7,23,32,71.9,1.0,1.5,0.7,-0.5,14.0,20.0,10.0,1.0,34.0,passing,COL,FW,25.0,1999.0,12.7,310.0,281,28,0,1,5,12,1,0,0,0,0,223,1,10,passing_types,COL,FW,25.0,1999.0,12.7,46,3.64,32,0,5,5,3,1,8,0.63,5,0,1,0,2,0,goal_shot_creation,COL,FW,25.0,1999.0,12.7,15,10,2,5,8,6,11,54.5,5,13,1,12,7.0,22.0,4.0,0.0,defense,COL,FW,25.0,1999.0,12.7,467,5,23,210,237,61,467,26,17,65.4,9,34.6,250,1318,507,27,9,14,46,14,318,82,possession,COL,FW,25.0,1999.0,15,1139,76,33.3,12.7,14,78,3,1,45,1,2.07,28,15,13,1.03,1.26,19.7,14.2,5.5,0.43,0.49,playing_time,COL,FW,25.0,1999.0,12.7,0,0,0,10,9,5,12,7,10,1,0,0,28,29,35,45.3,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2025-26,Betis,Cucho,COL,FW,26-133,1999.0,3,3,238,2.6,0,0,0,0,0,0,1,0,0.7,0.7,0.3,1.0,3,3,18,0.0,0.0,0.0,0.0,0.0,0.26,0.11,0.37,0.26,0.37,standard,COL,FW,26-133,1999.0,2.6,0,9,0,0.0,3.4,0.0,0.0,Unknown,16.8,1,0,0,0.7,0.7,0.08,-0.7,-0.7,shooting,COL,FW,26-133,1999.0,2.6,40,59,67.8,649,139,24,31,77.4,5,8,62.5,7,11,63.6,0.0,0.3,0.1,-0.3,2.0,3.0,0.0,0.0,3.0,passing,COL,FW,26-133,1999.0,2.6,59.0,56,3,0,0,2,3,0,0,0,0,0,40,0,2,passing_types,COL,FW,26-133,1999.0,2.6,6,2.27,4,0,0,2,0,0,2,0.76,0,0,0,2,0,0,goal_shot_creation,COL,FW,26-133,1999.0,2.6,4,2,2,1,1,1,1,100.0,0,2,0,2,1.0,5.0,3.0,0.0,defense,COL,FW,26-133,1999.0,2.6,98,4,9,42,48,14,98,8,3,37.5,3,37.5,69,273,108,3,1,1,14,9,85,18,possession,COL,FW,26-133,1999.0,3,238,79,88.1,2.6,3,79,0,0,Unknown,0,1.67,3,2,1,0.38,0.38,3.8,2.2,1.6,0.62,1.05,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2023-24,Betis,Cédric Bakambu,COD,FW,32.0,1991.0,4,2,194,2.2,0,0,0,0,0,0,1,0,0.4,0.4,0.3,0.7,5,4,12,0.0,0.0,0.0,0.0,0.0,0.2,0.13,0.33,0.2,0.33,standard,COD,FW,32.0,1991.0,2.2,0,4,1,25.0,1.86,0.46,0.0,0.0,15.8,0,0,0,0.4,0.4,0.11,-0.4,-0.4,shooting,COD,FW,32.0,1991.0,2.2,26,39,66.7,277,58,14,20,70.0,7,12,58.3,0,0,Unknown,0.0,0.3,0.4,-0.3,3.0,1.0,0.0,0.0,4.0,passing,COD,FW,32.0,1991.0,2.2,39.0,35,4,0,0,0,0,0,0,0,0,0,26,0,2,passing_types,COD,FW,32.0,1991.0,2.2,5,2.32,3,0,0,1,1,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,COD,FW,32.0,1991.0,2.2,1,0,0,1,0,0,0,Unknown,0,2,0,2,0.0,1.0,0.0,0.0,defense,COD,FW,32.0,1991.0,2.2,66,0,3,35,28,11,66,3,1,33.3,2,66.7,35,210,110,5,2,3,11,4,50,12,possession,COD,FW,32.0,1991.0,4,194,49,5.7,2.2,2,62,0,2,35,0,2.0,4,2,2,0.93,0.9,3.7,3.6,0.1,0.05,0.23,playing_time,COD,FW,32.0,1991.0,2.2,1,0,0,4,3,3,0,0,0,0,0,0,4,3,7,30.0,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2024-25,Betis,Cédric Bakambu,COD,FW,33.0,1991.0,25,6,710,7.9,2,2,4,2,0,0,4,0,3.2,3.2,0.6,3.7,9,14,43,0.25,0.25,0.51,0.25,0.51,0.4,0.07,0.47,0.4,0.47,standard,COD,FW,33.0,1991.0,7.9,2,24,11,45.8,3.04,1.39,0.08,0.18,13.7,0,0,0,3.2,3.2,0.13,-1.2,-1.2,shooting,COD,FW,33.0,1991.0,7.9,84,126,66.7,967,218,60,78,76.9,15,28,53.6,2,4,50.0,2.0,0.6,0.8,1.4,8.0,9.0,5.0,0.0,14.0,passing,COD,FW,33.0,1991.0,7.9,126.0,120,5,0,1,0,2,0,0,0,0,0,84,1,7,passing_types,COD,FW,33.0,1991.0,7.9,11,1.39,9,0,0,1,1,0,3,0.38,2,0,0,0,1,0,goal_shot_creation,COD,FW,33.0,1991.0,7.9,6,4,0,5,1,3,7,42.9,4,13,2,11,0.0,6.0,5.0,0.0,defense,COD,FW,33.0,1991.0,7.9,226,6,16,97,115,33,226,7,1,14.3,5,71.4,113,505,274,9,4,7,28,11,157,43,possession,COD,FW,33.0,1991.0,25,710,28,20.8,7.9,6,57,0,19,19,7,1.46,15,8,7,0.89,0.89,13.3,12.0,1.3,0.17,0.07,playing_time,COD,FW,33.0,1991.0,7.9,4,0,0,23,7,12,2,0,4,1,0,0,25,12,26,31.6,misc,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2025-26,Betis,Cédric Bakambu,COD,FW,34-142,1991.0,3,0,32,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,5,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.17,0.17,0.17,standard,COD,FW,34-142,1991.0,0.4,0,1,0,0.0,2.81,0.0,0.0,Unknown,22.7,0,0,0,0.1,0.1,0.06,-0.1,-0.1,shooting,COD,FW,34-142,1991.0,0.4,5,9,55.6,38,10,4,7,57.1,0,1,0.0,0,0,Unknown,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,passing,COD,FW,34-142,1991.0,0.4,9.0,9,0,0,0,0,1,0,0,0,0,0,5,0,0,passing_types,COD,FW,34-142,1991.0,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,COD,FW,34-142,1991.0,0.4,0,0,0,0,0,0,0,Unknown,0,0,0,0,1.0,1.0,2.0,0.0,defense,COD,FW,34-142,1991.0,0.4,17,1,4,2,11,1,17,2,0,0.0,2,100.0,9,30,5,0,0,0,1,1,13,5,possession,COD,FW,34-142,1991.0,3,32,11,11.9,0.4,0,Unknown,0,3,11,0,1.67,0,0,0,0.0,-0.38,0.3,0.4,-0.2,-0.43,-1.05,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
ESP-La Liga,2025-26,Betis,Daniel Guerrero,ESP,MF,20-036,2005.0,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,ESP,MF,20-036,2005.0,0.0,0,0,0,Unknown,0.0,0.0,Unknown,Unknown,Unknown,0,0,0,0.0,0.0,Unknown,0.0,0.0,shooting,ESP,MF,20-036,2005.0,0.0,1,1,100.0,13,0,1,1,100.0,0,0,Unknown,0,0,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,passing,ESP,MF,20-036,2005.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,passing_types,ESP,MF,20-036,2005.0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,ESP,MF,20-036,2005.0,0.0,0,0,0,0,0,0,0,Unknown,0,0,0,0,0.0,0.0,0.0,0.0,defense,ESP,MF,20-036,2005.0,0.0,3,0,0,2,1,0,3,2,1,50.0,1,50.0,3,9,8,0,1,0,0,0,2,1,possession,ESP,MF,20-036,2005.0,1,1,1,0.4,0.0,0,Unknown,0,1,1,2,1.0,0,0,0,0.0,-0.33,0.0,0.0,0.0,0.21,-0.29,playing_time,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,0.0,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
