league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
FRA-Ligue 1,2023-24,Nice,Romain Perraud,FRA,"DF,FW",25.0,1997.0,19,2,370,4.1,0,1,1,0,0,0,2,0,0.0,0.0,0.9,1.0,6,11,13,0.0,0.24,0.24,0.0,0.24,0.01,0.23,0.24,0.01,0.24,standard,FRA,"DF,FW",25.0,1997.0,4.1,300,15,104,120,77,5,300,7,2,28.6,4,57.1,176,947,393,6,6,1,11,2,162,13,possession,FRA,"DF,FW",25.0,1997.0,19,370.0,19.0,12.1,4.1,2,75.0,1,17,13.0,10,2.0,7.0,6.0,1.0,0.24,-0.09,6.9,5.5,1.4,0.34,-0.09,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,FW",25.0,1997.0,4.1,7,6,5,1,1,4,11,36.4,7,4,0,4,6,13,15,1,defense,FRA,"DF,FW",25.0,1997.0,4.1,176,243,72.4,2476,626,103,117,88.0,57,80,71.3,5,20,25.0,1,0.9,0.7,0.1,3,8,0,0,11,passing,FRA,"DF,FW",25.0,1997.0,4.1,5,1.22,4,1,0,0,0,0,2,0.49,1,1,0,0,0,0,goal_shot_creation,FRA,"DF,FW",25.0,1997.0,4.1,243,191,52,6,0,0,21,39,7,0,4,0,176,0,8,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,FW",25.0,1997.0,4.1,0,2,0,0.0,0.49,0.0,0.0,0.0,31.3,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,FRA,"DF,FW",25.0,1997.0,4.1,2.0,0.0,0.0,4.0,8.0,0.0,21.0,6.0,6.0,0.0,0.0,0.0,19.0,6.0,6.0,50.0,misc
FRA-Ligue 1,2025-26,Nice,Salis Abdul Samed,GHA,MF,25-158,2000.0,2,1,77,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,GHA,MF,25-158,2000.0,0.9,45,2,12,29,4,0,45,0,0,0.0,0,0.0,24,142,82,1,0,0,1,1,33,0,possession,GHA,MF,25-158,2000.0,2,77.0,39.0,42.8,0.9,1,62.0,0,1,15.0,0,1.5,2.0,2.0,0.0,0.0,-0.87,0.9,1.1,-0.2,-0.28,-0.96,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GHA,MF,25-158,2000.0,0.9,2,0,2,0,0,1,1,100.0,0,1,0,1,1,3,0,0,defense,GHA,MF,25-158,2000.0,0.9,38,39,97.4,402,82,30,31,96.8,4,4,100.0,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,passing,GHA,MF,25-158,2000.0,0.9,1,1.17,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GHA,MF,25-158,2000.0,0.9,39,38,1,1,0,0,0,0,0,0,0,0,38,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GHA,MF,25-158,2000.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2025-26,Nice,Sofiane Diop,FRA,MF,25-083,2000.0,2,0,43,0.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,1,10,2,0.0,0.0,0.0,0.0,0.0,0.64,0.43,1.07,0.64,1.07,standard,FRA,MF,25-083,2000.0,0.5,37,0,2,16,20,2,37,4,3,75.0,1,25.0,24,116,45,1,0,0,1,3,27,2,possession,FRA,MF,25-083,2000.0,2,43.0,22.0,23.9,0.5,0,0.0,0,2,22.0,0,1.5,1.0,1.0,0.0,0.0,-0.66,1.6,0.5,1.0,2.17,2.49,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,25-083,2000.0,0.5,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0,defense,FRA,MF,25-083,2000.0,0.5,27,31,87.1,482,189,14,15,93.3,10,11,90.9,3,4,75.0,0,0.2,0.5,-0.2,1,5,2,0,10,passing,FRA,MF,25-083,2000.0,0.5,2,4.19,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,MF,25-083,2000.0,0.5,31,27,4,0,1,2,2,2,2,2,0,0,27,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,25-083,2000.0,0.5,0,3,0,0.0,6.28,0.0,0.0,0.0,21.1,0,0,0,0.3,0.3,0.1,-0.3,-0.3,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2023-24,Nice,Sofiane Diop,FRA,FW,23.0,2000.0,10,6,499,5.5,0,0,0,0,0,0,0,0,1.2,1.2,0.8,2.0,20,17,43,0.0,0.0,0.0,0.0,0.0,0.22,0.14,0.36,0.22,0.36,standard,FRA,FW,23.0,2000.0,5.5,249,5,42,100,118,16,249,22,6,27.3,16,72.7,190,1329,589,20,18,6,15,9,177,43,possession,FRA,FW,23.0,2000.0,10,499.0,50.0,16.3,5.5,6,68.0,0,4,24.0,0,2.2,7.0,3.0,4.0,0.72,0.48,8.0,4.7,3.3,0.6,0.21,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,FW,23.0,2000.0,5.5,8,6,3,4,1,4,10,40.0,6,4,0,4,3,11,3,0,defense,FRA,FW,23.0,2000.0,5.5,143,176,81.3,2076,491,76,88,86.4,52,62,83.9,5,9,55.6,0,0.8,0.9,-0.8,8,7,7,2,17,passing,FRA,FW,23.0,2000.0,5.5,17,3.07,14,0,1,1,1,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,FRA,FW,23.0,2000.0,5.5,176,171,5,2,0,1,13,1,2,2,0,0,143,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,FW,23.0,2000.0,5.5,0,14,6,42.9,2.53,1.08,0.0,0.0,20.7,2,0,0,1.2,1.2,0.09,-1.2,-1.2,shooting,FRA,FW,23.0,2000.0,5.5,0.0,0.0,0.0,9.0,12.0,8.0,13.0,3.0,6.0,0.0,0.0,0.0,28.0,1.0,4.0,20.0,misc
FRA-Ligue 1,2024-25,Nice,Sofiane Diop,FRA,"MF,FW",24.0,2000.0,28,8,1064,11.8,6,4,10,6,0,0,3,0,6.0,6.0,2.9,8.9,26,64,70,0.51,0.34,0.85,0.51,0.85,0.51,0.24,0.75,0.51,0.75,standard,FRA,"MF,FW",24.0,2000.0,11.8,714,17,101,347,277,35,714,31,10,32.3,20,64.5,399,2069,944,26,19,4,20,18,508,70,possession,FRA,"MF,FW",24.0,2000.0,28,1064.0,38.0,34.8,11.8,8,81.0,2,20,21.0,1,1.86,26.0,19.0,7.0,0.59,-0.22,24.7,17.0,7.7,0.65,0.04,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,FW",24.0,2000.0,11.8,23,16,16,3,4,9,22,40.9,13,19,2,17,17,40,7,1,defense,FRA,"MF,FW",24.0,2000.0,11.8,436,565,77.2,6822,2216,243,294,82.7,149,182,81.9,27,54,50.0,4,2.9,2.8,1.1,24,47,19,1,64,passing,FRA,"MF,FW",24.0,2000.0,11.8,47,3.98,37,4,0,2,4,0,9,0.76,7,1,0,0,1,0,goal_shot_creation,FRA,"MF,FW",24.0,2000.0,11.8,565,523,40,14,16,7,33,3,22,7,8,0,436,2,12,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,FW",24.0,2000.0,11.8,6,22,11,50.0,1.86,0.93,0.27,0.55,16.4,3,0,0,6.0,6.0,0.27,0.0,0.0,shooting,FRA,"MF,FW",24.0,2000.0,11.8,3.0,0.0,0.0,17.0,19.0,3.0,33.0,17.0,16.0,0.0,0.0,0.0,73.0,3.0,8.0,27.3,misc
FRA-Ligue 1,2024-25,Nice,Tanguy Ndombele,FRA,MF,27.0,1996.0,18,12,1131,12.6,1,2,3,1,0,0,2,0,2.4,2.4,2.4,4.8,22,61,36,0.08,0.16,0.24,0.08,0.24,0.19,0.19,0.38,0.19,0.38,standard,FRA,MF,27.0,1996.0,12.6,611,17,100,398,120,25,611,47,25,53.2,19,40.4,366,1783,923,22,8,6,28,21,436,36,possession,FRA,MF,27.0,1996.0,18,1131.0,63.0,37.0,12.6,12,82.0,2,6,24.0,1,1.89,29.0,19.0,10.0,0.8,0.1,25.0,15.5,9.5,0.76,0.2,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,27.0,1996.0,12.6,35,23,10,21,4,12,20,60.0,8,9,0,9,14,49,9,0,defense,FRA,MF,27.0,1996.0,12.6,415,476,87.2,6290,1904,233,255,91.4,150,171,87.7,22,31,71.0,2,2.4,1.3,-0.4,18,41,8,0,61,passing,FRA,MF,27.0,1996.0,12.6,31,2.46,23,1,2,2,2,1,4,0.32,4,0,0,0,0,0,goal_shot_creation,FRA,MF,27.0,1996.0,12.6,476,457,15,14,6,0,3,0,0,0,0,0,415,4,3,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,27.0,1996.0,12.6,1,11,2,18.2,0.88,0.16,0.09,0.5,13.8,0,0,0,2.4,2.4,0.21,-1.4,-1.4,shooting,FRA,MF,27.0,1996.0,12.6,2.0,0.0,0.0,10.0,28.0,0.0,3.0,14.0,23.0,0.0,0.0,0.0,67.0,3.0,10.0,23.1,misc
FRA-Ligue 1,2025-26,Nice,Terem Moffi,NGA,FW,26-098,1999.0,2,1,93,1.0,1,0,1,1,0,0,0,0,0.9,0.9,0.1,1.0,2,3,6,0.97,0.0,0.97,0.97,0.97,0.87,0.1,0.96,0.87,0.96,standard,NGA,FW,26-098,1999.0,1.0,29,0,0,10,19,5,29,2,1,50.0,1,50.0,16,81,54,2,2,1,2,0,24,6,possession,NGA,FW,26-098,1999.0,2,93.0,47.0,51.7,1.0,1,75.0,0,1,18.0,0,1.5,1.0,0.0,1.0,0.97,0.97,1.7,1.0,0.7,0.7,0.89,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,FW,26-098,1999.0,1.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,defense,NGA,FW,26-098,1999.0,1.0,16,22,72.7,155,35,9,12,75.0,3,3,100.0,0,0,0.0,0,0.1,0.1,-0.1,2,0,2,0,3,passing,NGA,FW,26-098,1999.0,1.0,4,3.87,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,NGA,FW,26-098,1999.0,1.0,22,21,1,0,0,0,0,0,0,0,0,0,16,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,FW,26-098,1999.0,1.0,1,2,1,50.0,1.94,0.97,0.5,1.0,7.8,0,0,0,0.9,0.9,0.45,0.1,0.1,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2023-24,Nice,Terem Moffi,NGA,FW,24.0,1999.0,30,23,1949,21.7,11,2,13,8,3,3,4,0,10.7,8.3,3.2,11.5,24,27,123,0.51,0.09,0.6,0.37,0.46,0.49,0.15,0.64,0.38,0.53,standard,NGA,FW,24.0,1999.0,21.7,572,18,44,282,256,92,569,33,19,57.6,13,39.4,402,2418,995,24,23,12,57,34,409,123,possession,NGA,FW,24.0,1999.0,30,1949.0,65.0,63.7,21.7,23,77.0,5,7,24.0,0,1.7,27.0,15.0,12.0,0.55,0.64,31.2,21.2,10.0,0.46,0.11,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,FW,24.0,1999.0,21.7,7,4,0,5,2,3,12,25.0,9,14,1,13,3,10,15,0,defense,NGA,FW,24.0,1999.0,21.7,274,387,70.8,3694,554,161,200,80.5,87,122,71.3,10,19,52.6,2,3.2,1.1,-1.2,22,14,12,0,27,passing,NGA,FW,24.0,1999.0,21.7,44,2.03,32,0,6,2,3,1,5,0.23,4,0,1,0,0,0,goal_shot_creation,NGA,FW,24.0,1999.0,21.7,387,349,32,1,1,0,7,2,0,0,0,0,274,6,18,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,FW,24.0,1999.0,21.7,11,46,20,43.5,2.12,0.92,0.17,0.4,15.4,0,3,3,10.7,8.3,0.18,0.3,-0.3,shooting,NGA,FW,24.0,1999.0,21.7,4.0,0.0,0.0,32.0,19.0,13.0,7.0,3.0,4.0,0.0,0.0,0.0,36.0,20.0,39.0,33.9,misc
FRA-Ligue 1,2024-25,Nice,Terem Moffi,NGA,FW,25.0,1999.0,5,0,58,0.6,1,0,1,1,0,0,0,0,2.3,2.3,0.0,2.3,1,1,4,1.55,0.0,1.55,1.55,1.55,3.53,0.0,3.53,3.53,3.53,standard,NGA,FW,25.0,1999.0,0.6,17,0,0,5,12,5,17,1,1,100.0,0,0.0,9,51,20,1,0,1,0,1,15,4,possession,NGA,FW,25.0,1999.0,5,58.0,12.0,1.9,0.6,0,0.0,0,5,12.0,3,1.4,3.0,0.0,3.0,4.66,4.0,3.7,0.4,3.3,4.98,4.44,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,FW,25.0,1999.0,0.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,defense,NGA,FW,25.0,1999.0,0.6,6,10,60.0,93,30,4,7,57.1,2,3,66.7,0,0,0.0,0,0.0,0.0,0.0,0,2,0,0,1,passing,NGA,FW,25.0,1999.0,0.6,5,7.63,1,0,1,3,0,0,2,3.05,0,0,1,1,0,0,goal_shot_creation,NGA,FW,25.0,1999.0,0.6,10,10,0,0,0,0,0,0,0,0,0,0,6,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,FW,25.0,1999.0,0.6,1,6,4,66.7,9.31,6.21,0.17,0.25,9.2,0,0,0,2.3,2.3,0.46,-1.3,-1.3,shooting,NGA,FW,25.0,1999.0,0.6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,75.0,misc
FRA-Ligue 1,2025-26,Nice,Tom Louchet,FRA,"DF,MF",22-119,2003.0,2,2,164,1.8,0,2,2,0,0,0,0,0,0.1,0.1,1.3,1.4,1,5,8,0.0,1.1,1.1,0.0,1.1,0.05,0.7,0.75,0.05,0.75,standard,FRA,"DF,MF",22-119,2003.0,1.8,100,3,21,52,27,2,100,1,0,0.0,1,100.0,47,208,104,1,2,0,3,0,62,8,possession,FRA,"DF,MF",22-119,2003.0,2,164.0,82.0,91.1,1.8,2,82.0,0,0,0.0,0,1.5,3.0,1.0,2.0,1.1,6.72,2.3,1.6,0.7,0.4,1.47,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,MF",22-119,2003.0,1.8,4,0,3,1,0,1,3,33.3,2,4,2,2,2,6,5,0,defense,FRA,"DF,MF",22-119,2003.0,1.8,65,80,81.3,975,357,45,51,88.2,13,17,76.5,7,9,77.8,2,1.3,0.4,0.7,6,5,2,1,5,passing,FRA,"DF,MF",22-119,2003.0,1.8,10,5.49,7,0,0,2,1,0,2,1.1,2,0,0,0,0,0,goal_shot_creation,FRA,"DF,MF",22-119,2003.0,1.8,80,71,9,3,1,0,4,6,0,0,0,0,65,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,MF",22-119,2003.0,1.8,0,4,0,0.0,2.2,0.0,0.0,0.0,21.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2023-24,Nice,Tom Louchet,FRA,"MF,DF",20.0,2003.0,13,3,409,4.5,1,1,2,1,0,0,1,0,1.0,1.0,0.7,1.7,6,18,40,0.22,0.22,0.44,0.22,0.44,0.23,0.16,0.38,0.23,0.38,standard,FRA,"MF,DF",20.0,2003.0,4.5,307,11,73,128,108,5,307,7,1,14.3,6,85.7,204,1378,552,6,8,0,7,6,194,40,possession,FRA,"MF,DF",20.0,2003.0,13,409.0,31.0,13.4,4.5,3,72.0,1,10,19.0,9,1.08,6.0,6.0,0.0,0.0,-0.37,7.2,3.9,3.4,0.74,0.37,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,DF",20.0,2003.0,4.5,14,5,6,6,2,7,11,63.6,4,7,3,4,3,17,9,0,defense,FRA,"MF,DF",20.0,2003.0,4.5,195,257,75.9,2973,772,102,119,85.7,72,87,82.8,13,33,39.4,1,0.7,0.7,0.3,7,9,5,2,18,passing,FRA,"MF,DF",20.0,2003.0,4.5,14,3.1,6,5,0,1,2,0,2,0.44,1,0,0,0,1,0,goal_shot_creation,FRA,"MF,DF",20.0,2003.0,4.5,257,211,46,12,0,0,33,21,13,6,7,0,195,0,5,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"MF,DF",20.0,2003.0,4.5,1,2,1,50.0,0.44,0.22,0.5,1.0,11.4,0,0,0,1.0,1.0,0.51,0.0,0.0,shooting,FRA,"MF,DF",20.0,2003.0,4.5,1.0,0.0,0.0,7.0,4.0,0.0,33.0,3.0,5.0,1.0,0.0,0.0,13.0,4.0,8.0,33.3,misc
FRA-Ligue 1,2024-25,Nice,Tom Louchet,FRA,"DF,MF",21.0,2003.0,22,7,775,8.6,1,0,1,1,0,0,1,0,0.8,0.8,1.2,1.9,19,36,37,0.12,0.0,0.12,0.12,0.12,0.09,0.14,0.22,0.09,0.22,standard,FRA,"DF,MF",21.0,2003.0,8.6,579,24,168,243,174,23,579,13,4,30.8,8,61.5,246,1230,657,19,9,3,12,7,317,37,possession,FRA,"DF,MF",21.0,2003.0,22,775.0,35.0,25.3,8.6,7,80.0,3,15,14.0,8,1.86,20.0,11.0,9.0,1.05,0.41,17.9,10.7,7.2,0.84,0.29,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,MF",21.0,2003.0,8.6,27,17,17,5,5,17,23,73.9,6,12,4,8,18,45,20,0,defense,FRA,"DF,MF",21.0,2003.0,8.6,371,454,81.7,5712,2114,219,238,92.0,121,146,82.9,24,46,52.2,0,1.2,1.3,-1.2,14,28,9,2,36,passing,FRA,"DF,MF",21.0,2003.0,8.6,31,3.6,21,2,1,5,0,2,1,0.12,0,1,0,0,0,0,goal_shot_creation,FRA,"DF,MF",21.0,2003.0,8.6,454,377,74,13,0,0,35,53,8,3,4,0,371,3,10,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,"DF,MF",21.0,2003.0,8.6,1,12,4,33.3,1.39,0.46,0.08,0.25,20.0,1,0,0,0.8,0.8,0.07,0.2,0.2,shooting,FRA,"DF,MF",21.0,2003.0,8.6,1.0,0.0,0.0,8.0,9.0,0.0,35.0,18.0,17.0,0.0,0.0,0.0,36.0,11.0,3.0,78.6,misc
