league,season,team,player,nation,position,age,born,playing_time_mp,playing_time_starts,playing_time_min,playing_time_90s,performance_gls,performance_ast,performance_g_a,performance_g_pk,performance_pk,performance_pkatt,performance_crdy,performance_crdr,expected_xg,expected_npxg,expected_xag,expected_npxg_xag,progression_prgc,progression_prgp,progression_prgr,per_90_minutes_gls,per_90_minutes_ast,per_90_minutes_g_a,per_90_minutes_g_pk,per_90_minutes_g_a_pk,per_90_minutes_xg,per_90_minutes_xag,per_90_minutes_xg_xag,per_90_minutes_npxg,per_90_minutes_npxg_xag,stat_type,nation_possession,position_possession,age_possession,born_possession,90s,touches_touches,touches_def_pen,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen,touches_live,take_ons_att,take-ons_succ,take_ons_succ_pct,take_ons_tkld,take_ons_tkld_pct,carries_carries,carries_totdist,carries_prgdist,carries_prgc,carries_1/3,carries_cpa,carries_mis,carries_dis,receiving_rec,receiving_prgr,stat_type_possession,nation_playing_time,position_playing_time,age_playing_time,born_playing_time,playing_time_mp_playing_time,playing_time_min_playing_time,playing_time_mn/mp,playing_time_min_pct,playing_time_90s_playing_time,starts_starts,starts_mn/start,starts_compl,subs_subs,subs_mn/sub,subs_unsub,team_success_ppm,team_success_ong,team_success_onga,team_success__/_,team_success__/_90,team_success_on_off,team_success_xg_onxg,team_success_xg_onxga,team_success_xg_xg_/_,team_success_xg_xg_/_90,team_success_xg_on_off,stat_type_playing_time,nation_keeper,position_keeper,age_keeper,born_keeper,playing_time_mp_keeper,playing_time_starts_keeper,playing_time_min_keeper,playing_time_90s_keeper,performance_ga,performance_ga90,performance_sota,performance_saves,performance_save_pct,performance_w,performance_d,performance_l,performance_cs,performance_cs_pct,penalty_kicks_pkatt,penalty_kicks_pka,penalty_kicks_pksv,penalty_kicks_pkm,penalty_kicks_save_pct,stat_type_keeper,nation_defense,position_defense,age_defense,born_defense,90s_defense,tackles_tkl,tackles_tklw,tackles_def_3rd,tackles_mid_3rd,tackles_att_3rd,challenges_tkl,challenges_att,challenges_tkl_pct,challenges_lost,blocks_blocks,blocks_sh,blocks_pass,int,tkl+int,clr,err,stat_type_defense,nation_passing,position_passing,age_passing,born_passing,90s_passing,total_cmp,total_att,total_cmp_pct,total_totdist,total_prgdist,short_cmp,short_att,short_cmp_pct,medium_cmp,medium_att,medium_cmp_pct,long_cmp,long_att,long_cmp_pct,ast,xag,expected_xa,expected_a_xag,kp,1/3,ppa,crspa,prgp,stat_type_passing,nation_goal_shot_creation,position_goal_shot_creation,age_goal_shot_creation,born_goal_shot_creation,90s_goal_shot_creation,sca_sca,sca_sca90,sca_types_passlive,sca_types_passdead,sca_types_to,sca_types_sh,sca_types_fld,sca_types_def,gca_gca,gca_gca90,gca_types_passlive,gca_types_passdead,gca_types_to,gca_types_sh,gca_types_fld,gca_types_def,stat_type_goal_shot_creation,nation_passing_types,position_passing_types,age_passing_types,born_passing_types,90s_passing_types,att,pass_types_live,pass_types_dead,pass_types_fk,pass_types_tb,pass_types_sw,pass_types_crs,pass_types_ti,pass_types_ck,corner_kicks_in,corner_kicks_out,corner_kicks_str,outcomes_cmp,outcomes_off,outcomes_blocks,stat_type_passing_types,nation_keeper_adv,position_keeper_adv,age_keeper_adv,born_keeper_adv,90s_keeper_adv,goals_ga,goals_pka,goals_fk,goals_ck,goals_og,expected_psxg,expected_psxg/sot,expected_psxg_/_,expected_/90,launched_cmp,launched_att,launched_cmp_pct,passes_att_gk,passes_thr,passes_launch_pct,passes_avglen,goal_kicks_att,goal_kicks_launch_pct,goal_kicks_avglen,crosses_opp,crosses_stp,crosses_stp_pct,sweeper_#opa,sweeper_#opa/90,sweeper_avgdist,stat_type_keeper_adv,nation_shooting,position_shooting,age_shooting,born_shooting,90s_shooting,standard_gls,standard_sh,standard_sot,standard_sot_pct,standard_sh/90,standard_sot/90,standard_g/sh,standard_g/sot,standard_dist,standard_fk,standard_pk,standard_pkatt,expected_xg_shooting,expected_npxg_shooting,expected_npxg/sh,expected_g_xg,expected_np:g_xg,stat_type_shooting,nation_misc,position_misc,age_misc,born_misc,90s_misc,performance_crdy_misc,performance_crdr_misc,performance_2crdy,performance_fls,performance_fld,performance_off,performance_crs,performance_int,performance_tklw,performance_pkwon,performance_pkcon,performance_og,performance_recov,aerial_duels_won,aerial_duels_lost,aerial_duels_won_pct,stat_type_misc
FRA-Ligue 1,2023-24,Lorient,Ayman Kari,FRA,MF,18.0,2004.0,14,12,893,9.9,1,1,2,1,0,0,1,0,0.6,0.6,0.8,1.5,22,37,53,0.1,0.1,0.2,0.1,0.2,0.06,0.08,0.15,0.06,0.15,standard,FRA,MF,18.0,2004.0,9.9,508,10,103,244,174,23,508,30,16,53.3,12,40.0,409,2701,1060,22,23,3,21,14,382,53,possession,FRA,MF,18.0,2004.0,14,893.0,64.0,29.2,9.9,12,71.0,1,2,21.0,2,1.0,11.0,19.0,-8.0,-0.81,-0.18,10.1,14.9,-4.8,-0.48,0.04,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,18.0,2004.0,9.9,18,14,9,9,0,12,19,63.2,7,19,2,17,6,24,9,1,defense,FRA,MF,18.0,2004.0,9.9,338,386,87.6,4814,925,181,204,88.7,118,131,90.1,13,19,68.4,1,0.8,1.0,0.2,13,25,12,0,37,passing,FRA,MF,18.0,2004.0,9.9,33,3.32,29,0,1,1,2,0,3,0.3,3,0,0,0,0,0,goal_shot_creation,FRA,MF,18.0,2004.0,9.9,386,384,1,1,4,2,1,0,0,0,0,0,338,1,11,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,MF,18.0,2004.0,9.9,1,7,3,42.9,0.71,0.3,0.14,0.33,14.6,0,0,0,0.6,0.6,0.09,0.4,0.4,shooting,FRA,MF,18.0,2004.0,9.9,1.0,0.0,0.0,10.0,28.0,0.0,1.0,6.0,14.0,0.0,0.0,0.0,50.0,2.0,7.0,22.2,misc
FRA-Ligue 1,2023-24,Lorient,Badredine Bouanani,ALG,MF,18.0,2004.0,11,4,443,4.9,1,0,1,1,0,0,0,0,1.4,1.4,0.9,2.3,30,32,27,0.2,0.0,0.2,0.2,0.2,0.28,0.18,0.46,0.28,0.46,standard,ALG,MF,18.0,2004.0,4.9,231,3,27,96,117,15,231,14,8,57.1,5,35.7,181,1549,761,30,22,5,13,11,171,27,possession,ALG,MF,18.0,2004.0,11,443.0,40.0,14.5,4.9,4,75.0,1,7,21.0,2,0.91,7.0,5.0,2.0,0.41,1.27,8.2,7.6,0.7,0.13,0.75,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,MF,18.0,2004.0,4.9,4,2,1,1,2,2,4,50.0,2,3,0,3,2,6,3,0,defense,ALG,MF,18.0,2004.0,4.9,146,180,81.1,2763,796,60,72,83.3,59,68,86.8,23,28,82.1,0,0.9,1.0,-0.9,9,13,13,2,32,passing,ALG,MF,18.0,2004.0,4.9,24,4.89,16,5,1,0,2,0,2,0.41,2,0,0,0,0,0,goal_shot_creation,ALG,MF,18.0,2004.0,4.9,180,161,18,6,0,4,10,6,6,3,1,0,146,1,8,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,ALG,MF,18.0,2004.0,4.9,1,15,5,33.3,3.05,1.02,0.07,0.2,21.1,0,0,0,1.4,1.4,0.09,-0.4,-0.4,shooting,ALG,MF,18.0,2004.0,4.9,0.0,0.0,0.0,1.0,10.0,0.0,10.0,2.0,2.0,0.0,0.0,0.0,18.0,0.0,3.0,0.0,misc
FRA-Ligue 1,2023-24,Lorient,Bamba Dieng,SEN,FW,23.0,2000.0,16,5,549,6.1,4,1,5,4,0,0,3,0,3.2,3.2,1.6,4.8,5,4,44,0.66,0.16,0.82,0.66,0.82,0.53,0.27,0.79,0.53,0.79,standard,SEN,FW,23.0,2000.0,6.1,188,7,14,95,79,31,188,11,3,27.3,7,63.6,127,697,183,5,2,3,20,10,137,44,possession,SEN,FW,23.0,2000.0,16,549.0,34.0,17.9,6.1,5,66.0,1,11,20.0,2,0.94,7.0,16.0,-9.0,-1.48,-0.97,9.0,10.2,-1.2,-0.2,0.38,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,FW,23.0,2000.0,6.1,3,3,0,3,0,1,3,33.3,2,3,0,3,0,3,7,0,defense,SEN,FW,23.0,2000.0,6.1,90,117,76.9,1190,105,55,67,82.1,22,31,71.0,4,5,80.0,1,1.6,0.9,-0.6,8,3,2,0,4,passing,SEN,FW,23.0,2000.0,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0,goal_shot_creation,SEN,FW,23.0,2000.0,6.1,117,99,18,0,0,0,5,1,0,0,0,0,90,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,FW,23.0,2000.0,6.1,4,17,7,41.2,2.79,1.15,0.24,0.57,16.1,2,0,0,3.2,3.2,0.19,0.8,0.8,shooting,SEN,FW,23.0,2000.0,6.1,3.0,0.0,0.0,7.0,19.0,6.0,5.0,0.0,3.0,0.0,0.0,0.0,12.0,17.0,19.0,47.2,misc
FRA-Ligue 1,2023-24,Lorient,Bamo Meïté,CIV,DF,21.0,2001.0,2,2,146,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CIV,DF,21.0,2001.0,1.6,80,23,60,19,1,0,80,0,0,0.0,0,0.0,54,226,107,0,0,0,2,1,48,0,possession,CIV,DF,21.0,2001.0,2,146.0,73.0,4.8,1.6,2,73.0,1,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.71,0.3,2.1,-1.8,-1.11,-0.64,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CIV,DF,21.0,2001.0,1.6,2,1,2,0,0,0,1,0.0,1,3,2,1,3,5,9,0,defense,CIV,DF,21.0,2001.0,1.6,48,56,85.7,761,413,23,25,92.0,22,22,100.0,2,7,28.6,0,0.0,0.0,0.0,0,2,1,0,1,passing,CIV,DF,21.0,2001.0,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,CIV,DF,21.0,2001.0,1.6,56,54,2,1,0,0,0,1,0,0,0,0,48,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CIV,DF,21.0,2001.0,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,CIV,DF,21.0,2001.0,1.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,33.3,misc
FRA-Ligue 1,2023-24,Lorient,Bassirou Ndiaye,SEN,FW,21.0,2002.0,5,0,152,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,1,1,7,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,standard,SEN,FW,21.0,2002.0,1.7,69,1,11,39,23,3,69,7,2,28.6,5,71.4,49,323,75,1,2,0,12,5,43,7,possession,SEN,FW,21.0,2002.0,5,152.0,30.0,5.0,1.7,0,0.0,0,5,30.0,0,1.0,1.0,2.0,-1.0,-0.59,0.09,1.3,1.9,-0.6,-0.37,0.14,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,FW,21.0,2002.0,1.7,5,2,2,2,1,3,5,60.0,2,1,1,0,1,6,0,0,defense,SEN,FW,21.0,2002.0,1.7,27,39,69.2,336,75,17,21,81.0,5,8,62.5,2,5,40.0,0,0.2,0.2,-0.2,2,2,0,0,1,passing,SEN,FW,21.0,2002.0,1.7,3,1.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SEN,FW,21.0,2002.0,1.7,39,35,4,0,0,0,1,0,1,1,0,0,27,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,FW,21.0,2002.0,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,SEN,FW,21.0,2002.0,1.7,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,9.0,3.0,5.0,37.5,misc
FRA-Ligue 1,2023-24,Lorient,Benjamin Mendy,FRA,DF,29.0,1994.0,15,7,711,7.9,2,1,3,2,0,0,3,0,1.1,1.1,1.9,3.0,26,34,85,0.25,0.13,0.38,0.25,0.38,0.14,0.24,0.38,0.14,0.38,standard,FRA,DF,29.0,1994.0,7.9,543,19,87,226,238,15,543,18,9,50.0,9,50.0,347,1999,937,26,28,1,12,5,338,85,possession,FRA,DF,29.0,1994.0,15,711.0,47.0,23.2,7.9,7,71.0,2,8,26.0,0,0.33,10.0,26.0,-16.0,-2.03,-1.76,10.5,19.3,-8.8,-1.11,-0.79,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,29.0,1994.0,7.9,3,1,2,1,0,1,5,20.0,4,8,2,6,7,10,20,0,defense,FRA,DF,29.0,1994.0,7.9,318,468,67.9,5341,2047,156,190,82.1,122,170,71.8,29,84,34.5,1,1.9,3.0,-0.9,16,26,18,13,34,passing,FRA,DF,29.0,1994.0,7.9,23,2.91,15,5,1,2,0,0,2,0.25,2,0,0,0,0,0,goal_shot_creation,FRA,DF,29.0,1994.0,7.9,468,364,101,25,0,1,96,59,17,6,10,0,318,3,12,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,FRA,DF,29.0,1994.0,7.9,2,13,4,30.8,1.65,0.51,0.15,0.5,16.6,0,0,0,1.1,1.1,0.08,0.9,0.9,shooting,FRA,DF,29.0,1994.0,7.9,3.0,0.0,0.0,12.0,4.0,4.0,96.0,7.0,1.0,0.0,0.0,0.0,31.0,4.0,7.0,36.4,misc
FRA-Ligue 1,2025-26,Lorient,Bingourou Kamara,SEN,GK,28-314,1996.0,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,SEN,GK,28-314,1996.0,3.0,80,62,78,2,0,0,80,0,0,0.0,0,0.0,44,238,151,0,0,0,0,0,40,0,possession,SEN,GK,28-314,1996.0,3,270.0,90.0,100.0,3.0,3,90.0,3,0,0.0,0,1.0,5.0,8.0,-3.0,-1.0,0.0,5.4,4.4,1.0,0.33,0.0,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,GK,28-314,1996.0,3.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,2,1,defense,SEN,GK,28-314,1996.0,3.0,60,74,81.1,1588,1253,12,13,92.3,33,33,100.0,15,27,55.6,0,0.0,0.0,0.0,0,3,0,0,0,passing,SEN,GK,28-314,1996.0,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,SEN,GK,28-314,1996.0,3.0,74,59,15,6,0,0,0,0,0,0,0,0,60,0,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,SEN,GK,28-314,1996.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2023-24,Lorient,Bonke Innocent,NGA,MF,27.0,1996.0,4,3,210,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,0,13,2,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.01,0.05,standard,NGA,MF,27.0,1996.0,2.3,120,3,24,80,16,2,120,0,0,0.0,0,0.0,86,362,92,0,2,0,2,1,80,2,possession,NGA,MF,27.0,1996.0,4,210.0,53.0,6.9,2.3,3,68.0,1,1,5.0,6,0.25,3.0,9.0,-6.0,-2.57,-2.03,3.2,4.5,-1.3,-0.57,-0.07,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,MF,27.0,1996.0,2.3,6,4,2,2,2,2,9,22.2,7,2,1,1,4,10,2,0,defense,NGA,MF,27.0,1996.0,2.3,91,96,94.8,1467,387,44,46,95.7,40,42,95.2,4,4,100.0,0,0.1,0.1,-0.1,2,12,0,0,13,passing,NGA,MF,27.0,1996.0,2.3,2,0.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,NGA,MF,27.0,1996.0,2.3,96,95,1,1,0,0,0,0,0,0,0,0,91,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,NGA,MF,27.0,1996.0,2.3,0,2,1,50.0,0.86,0.43,0.0,0.0,24.0,0,0,0,0.0,0.0,0.02,0.0,0.0,shooting,NGA,MF,27.0,1996.0,2.3,1.0,0.0,0.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,11.0,3.0,2.0,60.0,misc
FRA-Ligue 1,2025-26,Lorient,Darlin Yongwa,CMR,"MF,DF",24-343,2000.0,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.8,4,4,9,0.0,0.0,0.0,0.0,0.0,0.05,1.57,1.62,0.05,1.62,standard,CMR,"MF,DF",24-343,2000.0,0.5,40,2,6,5,29,5,40,1,0,0.0,1,100.0,24,100,63,4,1,3,2,0,30,9,possession,CMR,"MF,DF",24-343,2000.0,3,43.0,14.0,15.9,0.5,0,0.0,0,3,14.0,0,1.0,0.0,3.0,-3.0,-6.28,-6.28,1.3,0.8,0.5,0.99,0.78,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CMR,"MF,DF",24-343,2000.0,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,1,0,defense,CMR,"MF,DF",24-343,2000.0,0.5,21,31,67.7,307,88,15,17,88.2,3,9,33.3,3,4,75.0,0,0.7,0.6,-0.7,2,0,4,1,4,passing,CMR,"MF,DF",24-343,2000.0,0.5,4,8.37,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,CMR,"MF,DF",24-343,2000.0,0.5,31,27,4,0,0,0,3,4,0,0,0,0,21,0,0,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CMR,"MF,DF",24-343,2000.0,0.5,0,1,0,0.0,2.09,0.0,0.0,0.0,10.4,0,0,0,0.0,0.0,0.03,0.0,0.0,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
FRA-Ligue 1,2023-24,Lorient,Darlin Yongwa,CMR,DF,22.0,2000.0,22,11,1159,12.9,1,1,2,1,0,0,3,0,0.7,0.7,1.4,2.1,39,43,81,0.08,0.08,0.16,0.08,0.16,0.06,0.1,0.16,0.06,0.16,standard,CMR,DF,22.0,2000.0,12.9,801,47,237,291,287,33,801,58,26,44.8,29,50.0,536,3524,1568,39,36,13,26,19,471,81,possession,CMR,DF,22.0,2000.0,22,1159.0,53.0,37.9,12.9,11,82.0,7,11,23.0,9,0.82,16.0,18.0,-2.0,-0.16,0.84,14.2,15.6,-1.4,-0.11,0.64,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CMR,DF,22.0,2000.0,12.9,30,23,17,11,2,14,25,56.0,11,14,2,12,15,45,36,0,defense,CMR,DF,22.0,2000.0,12.9,421,614,68.6,6547,2244,217,266,81.6,148,210,70.5,32,77,41.6,1,1.4,2.0,-0.4,11,32,19,13,43,passing,CMR,DF,22.0,2000.0,12.9,27,2.09,16,2,4,1,4,0,2,0.16,2,0,0,0,0,0,goal_shot_creation,CMR,DF,22.0,2000.0,12.9,614,499,112,11,1,0,76,100,1,0,1,0,421,3,29,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,CMR,DF,22.0,2000.0,12.9,1,15,5,33.3,1.16,0.39,0.07,0.2,20.6,0,0,0,0.7,0.7,0.05,0.3,0.3,shooting,CMR,DF,22.0,2000.0,12.9,3.0,0.0,0.0,21.0,32.0,3.0,76.0,15.0,23.0,0.0,1.0,0.0,88.0,11.0,11.0,50.0,misc
FRA-Ligue 1,2023-24,Lorient,Dembo Sylla,GUI,DF,20.0,2002.0,1,0,45,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,1,6,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.21,0.21,0.21,standard,GUI,DF,20.0,2002.0,0.5,28,2,6,8,14,1,28,0,0,0.0,0,0.0,21,68,12,0,1,0,1,1,21,6,possession,GUI,DF,20.0,2002.0,1,45.0,45.0,1.5,0.5,0,0.0,0,1,45.0,4,0.0,0.0,3.0,-3.0,-6.0,-5.4,0.4,1.2,-0.8,-1.68,-1.18,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GUI,DF,20.0,2002.0,0.5,1,1,0,1,0,0,0,0.0,0,0,0,0,1,2,2,0,defense,GUI,DF,20.0,2002.0,0.5,19,22,86.4,378,24,9,9,100.0,7,8,87.5,3,4,75.0,0,0.0,0.0,0.0,0,0,1,0,1,passing,GUI,DF,20.0,2002.0,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,GUI,DF,20.0,2002.0,0.5,22,18,4,0,0,1,4,4,0,0,0,0,19,0,1,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,GUI,DF,20.0,2002.0,0.5,0,1,0,0.0,2.0,0.0,0.0,0.0,10.8,0,0,0,0.1,0.1,0.11,-0.1,-0.1,shooting,GUI,DF,20.0,2002.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,misc
FRA-Ligue 1,2025-26,Lorient,Dermane Karim,TOG,"MF,FW",21-267,2003.0,2,2,145,1.6,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,4,5,11,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.08,standard,TOG,"MF,FW",21-267,2003.0,1.6,62,2,9,33,23,2,62,4,3,75.0,1,25.0,49,323,171,4,3,1,4,6,53,11,possession,TOG,"MF,FW",21-267,2003.0,2,145.0,73.0,53.7,1.6,2,73.0,1,0,0.0,1,1.5,3.0,7.0,-4.0,-2.48,-3.2,3.1,3.8,-0.7,-0.38,-1.93,playing_time,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,TOG,"MF,FW",21-267,2003.0,1.6,2,0,2,0,0,0,3,0.0,3,0,0,0,1,3,0,0,defense,TOG,"MF,FW",21-267,2003.0,1.6,42,53,79.2,693,148,24,26,92.3,14,15,93.3,4,8,50.0,0,0.0,0.0,0.0,0,6,1,0,5,passing,TOG,"MF,FW",21-267,2003.0,1.6,3,1.59,2,0,0,0,1,0,0,0.0,0,0,0,0,0,0,goal_shot_creation,TOG,"MF,FW",21-267,2003.0,1.6,53,49,2,1,0,0,2,1,0,0,0,0,42,2,2,passing_types,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown,TOG,"MF,FW",21-267,2003.0,1.6,0,1,0,0.0,0.62,0.0,0.0,0.0,21.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,shooting,Unknown,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Unknown
