league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,,,,,,,,,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
FRA-Ligue 1,2025-26,Paris S-G,Lucas Chevalier,FRA,GK,23-298,2001,3.0,67,55,65,2,0,0,67,0,0,,0,,42,175,122,0,0,0,0,0,35,0
FRA-Ligue 1,2025-26,Paris S-G,Lucas Hernández,FRA,DF,29-198,1996,0.7,59,1,6,33,20,1,59,0,0,,0,,37,161,66,0,1,0,1,0,41,2
FRA-Ligue 1,2025-26,Paris S-G,Marquinhos,BRA,DF,31-109,1994,1.0,105,1,11,82,13,1,105,1,1,100.0,0,0.0,52,324,205,0,4,0,0,0,85,0
FRA-Ligue 1,2025-26,Paris S-G,Nuno Mendes,POR,DF,23-073,2002,1.8,179,6,29,92,63,5,179,8,3,37.5,4,50.0,108,679,422,9,7,1,3,4,136,9
FRA-Ligue 1,2025-26,Paris S-G,Ousmane Dembélé,FRA,FW,28-108,1997,2.0,193,0,1,59,133,12,190,10,5,50.0,4,40.0,112,676,400,17,13,4,3,3,169,15
FRA-Ligue 1,2025-26,Paris S-G,Vitinha,POR,MF,25-199,2000,2.5,360,4,25,215,122,0,360,1,0,0.0,1,100.0,223,1340,706,9,12,0,1,1,308,2
FRA-Ligue 1,2025-26,Paris S-G,Warren Zaïre-Emery,FRA,"MF,DF",19-176,2006,1.8,187,2,20,88,81,6,187,4,0,0.0,3,75.0,114,805,442,10,7,3,0,0,157,16
FRA-Ligue 1,2025-26,Paris S-G,Willian Pacho,ECU,DF,23-319,2001,1.5,124,6,25,93,7,0,124,0,0,,0,,75,301,157,1,0,0,0,0,96,0
FRA-Ligue 1,2025-26,Rennes,Abdelhamid Ait Boudlal,MAR,DF,19-137,2006,0.3,14,1,12,2,0,0,14,0,0,,0,,9,23,7,0,0,0,0,0,10,0
FRA-Ligue 1,2025-26,Rennes,Alidu Seidu,GHA,DF,25-088,2000,0.2,21,5,11,10,1,0,21,1,1,100.0,0,0.0,9,65,32,1,0,0,0,0,12,1
FRA-Ligue 1,2025-26,Rennes,Anthony Rouault,FRA,DF,24-094,2001,2.0,131,35,94,35,2,0,131,1,0,0.0,0,0.0,47,194,81,0,1,1,0,0,82,0
FRA-Ligue 1,2025-26,Rennes,Brice Samba,FRA,GK,31-128,1994,2.0,107,78,107,0,0,0,107,0,0,,0,,63,332,214,0,0,0,0,0,65,0
FRA-Ligue 1,2025-26,Rennes,Christopher Wooh,CMR,DF,23-347,2001,0.7,27,6,15,12,0,0,27,1,1,100.0,0,0.0,12,40,25,0,0,0,1,0,18,0
FRA-Ligue 1,2025-26,Rennes,Djaoui Cissé,FRA,MF,21-212,2004,0.3,15,1,6,9,0,0,15,2,1,50.0,1,50.0,9,64,24,0,0,0,1,0,15,1
FRA-Ligue 1,2025-26,Rennes,Fabian Rieder,SUI,MF,23-196,2002,1.4,46,3,18,18,12,2,46,0,0,,0,,15,70,48,1,0,1,2,2,23,4
FRA-Ligue 1,2025-26,Rennes,Ibrahim Salah,MAR,FW,24-001,2001,0.4,25,1,2,14,9,1,25,0,0,,0,,9,39,9,0,0,0,0,2,20,3
FRA-Ligue 1,2025-26,Rennes,Jérémy Jacquet,FRA,DF,20-049,2005,2.0,136,45,90,42,4,0,136,1,1,100.0,0,0.0,52,228,147,2,2,0,1,0,80,0
FRA-Ligue 1,2025-26,Rennes,Ludovic Blas,FRA,"FW,MF",27-243,1997,0.7,30,1,4,11,15,1,30,0,0,,0,,18,130,69,4,2,1,2,0,23,7
FRA-Ligue 1,2025-26,Rennes,Mahamadou Nagida,CMR,DF,20-064,2005,0.7,45,7,20,13,13,1,45,1,1,100.0,0,0.0,19,134,38,1,0,0,2,0,22,3
FRA-Ligue 1,2025-26,Rennes,Mahdi Camara,FRA,"MF,DF",27-062,1998,0.4,17,2,5,8,4,2,17,0,0,,0,,5,27,3,0,0,0,1,0,8,1
FRA-Ligue 1,2025-26,Rennes,Mohamed Meité,FRA,FW,17-324,2007,0.6,7,2,2,3,2,1,7,0,0,,0,,2,4,0,0,0,0,0,0,4,1
FRA-Ligue 1,2025-26,Rennes,Musa Al-Taamari,JOR,FW,28-082,1997,0.9,25,0,4,7,14,8,25,3,1,33.3,2,66.7,15,173,143,5,2,3,1,1,10,2
FRA-Ligue 1,2025-26,Rennes,Przemysław Frankowski,POL,DF,30-141,1995,0.9,42,6,23,13,6,0,42,1,0,0.0,1,100.0,21,73,39,0,1,0,2,0,25,0
FRA-Ligue 1,2025-26,Rennes,Quentin Merlin,FRA,DF,23-107,2002,2.0,114,14,49,43,26,1,114,6,1,16.7,5,83.3,49,287,149,1,2,0,3,4,72,6
FRA-Ligue 1,2025-26,Rennes,Seko Fofana,CIV,MF,30-116,1995,1.9,112,4,26,64,24,2,112,7,5,71.4,2,28.6,62,352,138,3,2,1,3,0,91,5
FRA-Ligue 1,2025-26,Rennes,Valentin Rongier,FRA,MF,30-267,1994,2.0,106,11,31,58,18,0,106,1,0,0.0,1,100.0,39,183,87,0,3,0,2,1,80,1
FRA-Ligue 1,2025-26,Strasbourg,Andrew Omobamidele,IRL,DF,23-069,2002,0.4,49,4,21,28,0,0,49,0,0,,0,,34,180,49,0,0,0,0,1,42,0
FRA-Ligue 1,2025-26,Strasbourg,Diego Moreira,POR,DF,21-025,2004,0.3,25,1,4,8,13,0,25,2,1,50.0,1,50.0,10,50,41,0,0,0,0,0,13,2
FRA-Ligue 1,2025-26,Strasbourg,Dilane Bakwa,FRA,"DF,MF",23-005,2002,0.7,46,1,8,12,27,2,46,6,3,50.0,3,50.0,30,284,106,5,6,1,2,1,29,12
FRA-Ligue 1,2025-26,Strasbourg,Emanuel Emegha,NED,FW,22-209,2003,1.5,20,2,3,6,11,5,20,0,0,,0,,10,43,38,1,0,0,2,0,11,2
FRA-Ligue 1,2025-26,Strasbourg,Félix Lemaréchal,FRA,MF,22-024,2003,1.8,116,3,11,52,55,6,116,7,3,42.9,4,57.1,50,275,153,2,3,0,4,2,77,14
FRA-Ligue 1,2025-26,Strasbourg,Guimissongui Ouattara,FRA,"DF,MF",19-313,2005,1.6,97,2,11,52,34,4,97,2,1,50.0,1,50.0,48,235,110,3,2,1,1,1,67,17
FRA-Ligue 1,2025-26,Strasbourg,Ismaël Doukouré,FRA,DF,22-038,2003,1.0,77,6,27,44,6,1,77,0,0,,0,,34,194,102,1,0,0,0,0,56,1
FRA-Ligue 1,2025-26,Strasbourg,Joaquín Panichelli,ARG,"FW,MF",22-328,2002,2.0,80,5,13,25,43,6,80,7,3,42.9,4,57.1,36,149,35,1,2,0,5,4,51,11
FRA-Ligue 1,2025-26,Strasbourg,Junior Mwanga,FRA,"DF,MF",22-112,2003,2.0,164,4,26,116,25,1,164,2,1,50.0,1,50.0,83,364,237,6,1,0,3,0,113,6
FRA-Ligue 1,2025-26,Strasbourg,Karl-Johan Johnsson,SWE,GK,35-215,1990,1.0,38,29,38,0,0,0,38,0,0,,0,,19,53,28,0,0,0,0,0,24,0
FRA-Ligue 1,2025-26,Strasbourg,Kendry Páez,ECU,"MF,DF",18-119,2007,0.7,55,1,10,19,26,3,55,4,1,25.0,3,75.0,32,252,135,6,1,2,0,2,36,14
FRA-Ligue 1,2025-26,Strasbourg,Lucas Høgsberg,DEN,DF,19-069,2006,1.0,94,7,24,69,1,0,94,0,0,,0,,64,154,102,0,0,0,0,0,66,0
FRA-Ligue 1,2025-26,Strasbourg,Mamadou Sarr,FRA,DF,20-002,2005,2.0,165,8,46,112,8,0,165,1,0,0.0,1,100.0,101,432,227,2,0,0,2,1,114,1
FRA-Ligue 1,2025-26,Strasbourg,Mike Penders,BEL,GK,20-031,2005,1.0,27,15,27,0,0,0,27,0,0,,0,,17,74,46,0,0,0,0,0,18,0
FRA-Ligue 1,2025-26,Strasbourg,Rafael Gonçalves,POR,MF,20-194,2005,0.2,16,1,5,6,5,0,16,2,1,50.0,1,50.0,5,56,45,1,0,0,1,0,8,0
FRA-Ligue 1,2025-26,Strasbourg,Samir El Mourabet,MAR,MF,19-329,2005,1.5,115,1,10,84,21,1,115,4,2,50.0,2,50.0,67,304,122,0,2,0,3,2,84,3
FRA-Ligue 1,2025-26,Strasbourg,Samuel Amo-Ameyaw,ENG,DF,19-044,2006,1.0,48,0,3,17,29,3,48,7,5,71.4,2,28.6,31,165,51,2,3,2,3,3,37,14
FRA-Ligue 1,2025-26,Strasbourg,Sebastian Nanasi,SWE,MF,23-107,2002,0.7,31,0,2,20,10,0,31,1,0,0.0,1,100.0,15,56,15,0,0,0,3,0,25,9
FRA-Ligue 1,2025-26,Strasbourg,Valentín Barco,ARG,"DF,MF",21-039,2004,1.6,118,4,23,67,32,1,118,9,4,44.4,4,44.4,74,343,240,3,4,1,2,1,85,9
FRA-Ligue 1,2025-26,Toulouse,Alexis Vossah,FRA,MF,17-173,2008,0.6,33,3,7,17,9,0,33,2,1,50.0,1,50.0,12,28,4,0,1,0,0,0,17,1
FRA-Ligue 1,2025-26,Toulouse,Aron Dønnum,NOR,"MF,FW",27-133,1998,3.0,121,4,26,50,47,3,121,9,4,44.4,5,55.6,72,418,185,4,3,3,6,3,78,15
FRA-Ligue 1,2025-26,Toulouse,Charlie Cresswell,ENG,DF,23-014,2002,3.0,160,38,97,58,5,4,160,0,0,,0,,90,383,181,1,0,0,0,0,106,0
FRA-Ligue 1,2025-26,Toulouse,Cristian Cásseres Jr.,VEN,MF,25-223,2000,2.0,110,3,32,56,26,3,109,3,1,33.3,2,66.7,54,321,169,1,3,0,5,3,52,3
FRA-Ligue 1,2025-26,Toulouse,Dayann Methalie,FRA,"MF,DF",19-197,2006,2.7,123,9,43,55,30,6,123,9,6,66.7,3,33.3,53,366,195,7,3,4,10,1,46,4
FRA-Ligue 1,2025-26,Toulouse,Djibril Sidibé,FRA,"DF,MF",33-033,1992,2.5,134,12,40,64,32,3,134,1,1,100.0,0,0.0,67,293,169,2,1,0,0,0,79,7
FRA-Ligue 1,2025-26,Toulouse,Frank Magri,CMR,FW,25-361,1999,2.5,73,1,2,42,29,11,73,11,5,45.5,5,45.5,39,159,58,0,1,0,9,2,55,10
FRA-Ligue 1,2025-26,Toulouse,Guillaume Restes,FRA,GK,20-173,2005,3.0,93,78,92,2,0,0,93,0,0,,0,,43,190,114,0,0,0,0,0,35,0
FRA-Ligue 1,2025-26,Toulouse,Jaydee Canvot,FRA,"MF,DF",19-033,2006,2.0,129,10,47,68,14,1,129,3,2,66.7,1,33.3,80,325,185,1,1,1,0,0,94,2
FRA-Ligue 1,2025-26,Toulouse,Mario Sauer,SVK,MF,21-108,2004,2.1,73,4,17,39,19,2,73,1,1,100.0,0,0.0,29,168,123,3,3,0,4,0,34,1
FRA-Ligue 1,2025-26,Toulouse,Mark McKenzie,USA,DF,26-187,1999,3.0,147,23,72,72,4,1,147,0,0,,0,,64,217,105,2,0,0,0,0,85,1
FRA-Ligue 1,2025-26,Toulouse,Mathis Saka,FRA,MF,18-345,2006,0.1,6,0,1,5,0,0,6,0,0,,0,,5,6,4,0,0,0,0,0,5,0
FRA-Ligue 1,2025-26,Toulouse,Noah Edjouma,FRA,"FW,MF",19-331,2005,1.3,58,5,14,17,28,5,58,10,3,30.0,7,70.0,34,318,201,8,3,0,4,5,36,11
FRA-Ligue 1,2025-26,Toulouse,Rasmus Nicolaisen,DEN,DF,28-168,1997,1.0,41,10,29,10,2,0,41,1,1,100.0,0,0.0,19,70,21,0,0,0,1,0,22,0
FRA-Ligue 1,2025-26,Toulouse,Santiago Hidalgo,ARG,FW,20-195,2005,0.5,39,2,5,16,18,7,39,0,0,,0,,22,101,30,1,1,2,5,2,24,6
FRA-Ligue 1,2025-26,Toulouse,Seny Koumbassa,FRA,DF,18-072,2007,0.1,4,1,3,1,0,0,4,0,0,,0,,1,2,0,0,0,0,0,0,1,0
FRA-Ligue 1,2025-26,Toulouse,Warren Kamanzi,NOR,"DF,MF",24-293,2000,0.9,41,3,11,17,13,4,41,1,0,0.0,1,100.0,24,179,91,2,0,0,0,0,26,4
FRA-Ligue 1,2025-26,Toulouse,Yann Gboho,FRA,"FW,MF",24-229,2001,2.8,90,0,11,43,41,12,90,23,13,56.5,9,39.1,68,524,316,10,4,5,10,6,70,11
GER-Bundesliga,2025-26,Augsburg,Anton Kade,GER,DF,21-226,2004,0.3,14,0,2,6,6,0,14,2,1,50.0,1,50.0,7,30,17,1,0,0,2,0,10,3
GER-Bundesliga,2025-26,Augsburg,Arne Maier,GER,DF,26-235,1999,0.0,10,0,1,4,5,0,10,0,0,,0,,3,18,6,1,0,0,0,0,3,0
GER-Bundesliga,2025-26,Augsburg,Cedric Zesiger,SUI,DF,27-068,1998,0.1,6,2,4,1,1,0,6,0,0,,0,,0,0,0,0,0,0,0,0,1,0
GER-Bundesliga,2025-26,Augsburg,Chrislain Matsima,FRA,DF,23-108,2002,2.0,89,12,38,44,8,1,89,0,0,,0,,45,203,90,2,0,0,1,2,51,1
GER-Bundesliga,2025-26,Augsburg,Dimitris Giannoulis,GRE,"DF,MF",29-318,1995,1.4,77,5,30,29,19,2,77,2,1,50.0,1,50.0,30,212,117,6,2,0,2,0,33,7
GER-Bundesliga,2025-26,Augsburg,Elias Saad,TUN,"FW,MF",25-247,1999,1.5,53,1,12,18,24,8,53,5,3,60.0,2,40.0,29,167,102,5,2,2,6,1,30,8
GER-Bundesliga,2025-26,Augsburg,Elvis Rexhbeçaj,KVX,MF,27-303,1997,0.8,32,0,13,14,8,1,32,1,1,100.0,0,0.0,20,137,65,1,0,0,2,1,21,2
GER-Bundesliga,2025-26,Augsburg,Finn Dahmen,GER,GK,27-157,1998,2.0,98,66,94,4,0,0,98,0,0,,0,,52,295,161,0,0,0,0,0,48,0
GER-Bundesliga,2025-26,Augsburg,Han-Noah Massengo,FRA,MF,24-055,2001,2.0,95,10,27,60,9,1,95,5,1,20.0,4,80.0,52,244,105,2,1,0,1,1,55,0
GER-Bundesliga,2025-26,Augsburg,Jeffrey Gouweleeuw,NED,DF,34-052,1991,2.0,108,18,57,47,5,1,108,0,0,,0,,49,235,110,0,0,0,3,2,51,1
GER-Bundesliga,2025-26,Augsburg,Keven Schlotterbeck,GER,DF,28-125,1997,2.0,107,19,55,48,5,2,107,0,0,,0,,48,159,55,0,0,0,1,0,52,0
GER-Bundesliga,2025-26,Augsburg,Kristijan Jakić,CRO,"MF,FW",28-109,1997,2.0,105,13,33,57,17,4,105,2,1,50.0,1,50.0,63,248,79,2,2,0,2,2,62,4
GER-Bundesliga,2025-26,Augsburg,Marius Wolf,GER,"MF,DF",30-096,1995,1.4,44,3,8,17,20,3,44,0,0,,0,,23,161,124,5,6,4,0,1,24,10
GER-Bundesliga,2025-26,Augsburg,Mert Kömür,GER,"FW,MF",20-045,2005,2.0,92,2,12,33,48,8,92,3,1,33.3,2,66.7,45,291,140,5,5,1,7,2,52,6
GER-Bundesliga,2025-26,Augsburg,Noahkai Banks,USA,MF,18-273,2006,0.0,7,2,3,3,1,0,7,0,0,,0,,2,11,2,0,0,0,0,0,2,0
GER-Bundesliga,2025-26,Augsburg,Phillip Tietz,GER,"MF,FW",28-053,1997,0.6,29,1,1,15,13,3,29,2,0,0.0,2,100.0,16,61,22,2,0,1,3,1,20,5
GER-Bundesliga,2025-26,Augsburg,Robin Fellhauer,GER,"MF,DF",27-222,1998,2.0,66,2,22,30,15,4,66,2,0,0.0,2,100.0,29,109,57,1,1,0,1,1,32,2
GER-Bundesliga,2025-26,Bayern Munich,Aleksandar Pavlovic,GER,MF,21-120,2004,0.5,53,0,10,29,14,0,53,0,0,,0,,35,167,103,1,2,0,1,0,39,1
GER-Bundesliga,2025-26,Bayern Munich,Dayot Upamecano,FRA,DF,26-308,1998,2.0,184,8,74,106,7,2,184,2,1,50.0,1,50.0,139,602,312,2,0,1,1,1,144,0
GER-Bundesliga,2025-26,Bayern Munich,Harry Kane,ENG,FW,32-034,1993,1.9,74,4,10,28,36,10,74,8,5,62.5,2,25.0,60,256,103,2,1,2,3,2,61,10
GER-Bundesliga,2025-26,Bayern Munich,Jonah Kusi-Asare,SWE,FW,18-058,2007,0.1,2,1,1,0,1,0,2,0,0,,0,,0,0,0,0,0,0,1,0,0,0
GER-Bundesliga,2025-26,Bayern Munich,Jonathan Tah,GER,DF,29-201,1996,1.7,123,15,48,72,3,0,123,0,0,,0,,77,300,139,0,0,0,2,1,81,0
GER-Bundesliga,2025-26,Bayern Munich,Joshua Kimmich,GER,MF,30-204,1995,2.0,187,3,38,113,37,0,187,4,2,50.0,1,25.0,133,653,353,3,1,0,1,2,144,0
GER-Bundesliga,2025-26,Bayern Munich,Josip Stanišić,CRO,DF,25-151,2000,2.0,131,11,31,65,36,6,131,1,0,0.0,1,100.0,76,332,163,4,2,2,4,0,80,13
GER-Bundesliga,2025-26,Bayern Munich,Kim Min-jae,KOR,DF,28-289,1996,0.3,23,3,14,9,1,1,23,0,0,,0,,18,113,84,1,1,1,1,0,18,0
GER-Bundesliga,2025-26,Bayern Munich,Konrad Laimer,AUT,DF,28-096,1997,1.5,87,5,17,39,32,8,87,2,0,0.0,2,100.0,49,224,135,4,2,1,1,1,56,14
GER-Bundesliga,2025-26,Bayern Munich,Lennart Karl,GER,FW,17-190,2008,0.2,23,0,2,9,12,1,23,1,0,0.0,0,0.0,18,88,52,2,1,1,0,0,20,4
GER-Bundesliga,2025-26,Bayern Munich,Leon Goretzka,GER,MF,30-206,1995,1.5,93,5,14,59,21,2,93,1,1,100.0,0,0.0,54,184,75,1,2,0,2,0,58,7
GER-Bundesliga,2025-26,Bayern Munich,Luis Díaz,COL,FW,28-230,1997,2.0,129,1,11,50,71,18,129,12,7,58.3,5,41.7,95,538,203,6,2,3,7,4,102,22
GER-Bundesliga,2025-26,Bayern Munich,Manuel Neuer,GER,GK,39-157,1986,2.0,91,58,87,4,0,0,91,0,0,,0,,65,281,189,0,0,0,0,0,60,0
GER-Bundesliga,2025-26,Bayern Munich,Michael Olise,FRA,"FW,MF",23-262,2001,2.0,142,3,12,54,78,16,142,12,5,41.7,7,58.3,101,716,382,10,4,8,2,4,105,17
GER-Bundesliga,2025-26,Bayern Munich,Raphaël Guerreiro,POR,MF,31-252,1993,0.1,5,0,0,3,3,1,5,0,0,,0,,3,12,2,0,0,0,0,0,3,0
GER-Bundesliga,2025-26,Bayern Munich,Sacha Boey,FRA,DF,24-352,2000,0.5,41,2,9,18,14,0,41,3,1,33.3,2,66.7,23,107,39,1,2,0,2,0,25,1
GER-Bundesliga,2025-26,Bayern Munich,Serge Gnabry,GER,MF,30-048,1995,1.7,91,2,12,48,33,4,91,7,3,42.9,4,57.1,70,404,178,6,5,3,1,1,78,6
GER-Bundesliga,2025-26,Dortmund,Daniel Svensson,SWE,DF,23-200,2002,1.0,62,5,18,31,14,1,62,1,1,100.0,0,0.0,35,131,48,0,0,0,0,1,37,6
GER-Bundesliga,2025-26,Dortmund,Felix Nmecha,GER,MF,24-325,2000,0.5,17,0,2,11,4,1,17,2,0,0.0,2,100.0,8,22,2,0,0,0,0,0,10,1
GER-Bundesliga,2025-26,Dortmund,Filippo Mane,ITA,DF,20-176,2005,0.9,77,1,28,48,1,0,77,1,0,0.0,1,100.0,55,171,56,0,0,0,1,2,58,0
GER-Bundesliga,2025-26,Dortmund,Gregor Kobel,SUI,GK,27-268,1997,1.0,43,34,43,0,0,0,43,0,0,,0,,29,147,99,0,0,0,0,0,22,0
GER-Bundesliga,2025-26,Dortmund,Jobe Bellingham,ENG,MF,19-342,2005,0.5,23,3,6,14,3,0,23,1,0,0.0,1,100.0,11,47,10,0,0,0,1,4,13,4
GER-Bundesliga,2025-26,Dortmund,Julian Brandt,GER,"FW,MF",29-121,1996,0.5,20,0,4,12,4,1,20,1,0,0.0,1,100.0,8,37,4,0,0,0,1,0,14,3
GER-Bundesliga,2025-26,Dortmund,Karim Adeyemi,GER,FW,23-225,2002,0.5,18,0,1,9,8,2,18,1,0,0.0,0,0.0,14,76,23,1,2,1,2,1,15,5
GER-Bundesliga,2025-26,Dortmund,Marcel Sabitzer,AUT,MF,31-167,1994,1.0,42,6,12,27,3,0,42,0,0,,0,,20,40,13,0,1,0,1,0,23,0
GER-Bundesliga,2025-26,Dortmund,Pascal Groß,GER,MF,34-077,1991,1.0,59,1,5,39,16,4,59,1,0,0.0,1,100.0,33,91,32,0,0,0,4,1,42,6
GER-Bundesliga,2025-26,Dortmund,Ramy Bensebaini,ALG,DF,30-137,1995,1.0,110,10,32,78,1,1,110,1,0,0.0,0,0.0,76,361,246,2,0,0,1,0,79,0
GER-Bundesliga,2025-26,Dortmund,Salih Özcan,TUR,DF,27-232,1998,0.0,3,0,3,0,0,0,3,0,0,,0,,1,3,0,0,0,0,0,0,2,0
GER-Bundesliga,2025-26,Dortmund,Serhou Guirassy,GUI,FW,29-172,1996,1.0,32,0,3,20,10,5,31,5,2,40.0,2,40.0,15,73,39,1,1,1,5,0,19,2
GER-Bundesliga,2025-26,Dortmund,Waldemar Anton,GER,DF,29-042,1996,1.0,113,11,39,71,3,2,113,1,0,0.0,1,100.0,78,345,175,0,0,0,1,0,86,0
GER-Bundesliga,2025-26,Dortmund,Yan Couto,BRA,DF,23-089,2002,1.0,35,0,5,19,11,0,35,2,0,0.0,2,100.0,17,81,43,1,0,0,1,0,19,2
GER-Bundesliga,2025-26,Eint Frankfurt,Ansgar Knauff,GER,"MF,FW",23-233,2002,0.6,24,1,3,8,14,5,24,2,1,50.0,1,50.0,14,152,98,3,2,3,2,1,15,5
GER-Bundesliga,2025-26,Eint Frankfurt,Arthur Theate,BEL,DF,25-098,2000,2.0,128,9,56,45,28,1,128,2,1,50.0,1,50.0,53,235,169,3,2,0,1,0,73,4
GER-Bundesliga,2025-26,Eint Frankfurt,Aurélio Buta,POR,"DF,FW",28-202,1997,0.1,9,1,5,4,0,0,9,1,1,100.0,0,0.0,2,12,11,0,0,0,0,0,4,0
GER-Bundesliga,2025-26,Eint Frankfurt,Can Uzun,TUR,MF,19-293,2005,1.5,88,1,5,48,35,7,88,5,1,20.0,3,60.0,43,195,60,1,3,0,7,4,63,9
GER-Bundesliga,2025-26,Eint Frankfurt,Elye Wahi,FRA,FW,22-241,2003,1.2,35,0,1,19,15,4,35,3,1,33.3,2,66.7,17,50,6,0,0,0,8,2,27,3
GER-Bundesliga,2025-26,Eint Frankfurt,Fares Chaïbi,ALG,MF,22-276,2002,2.0,120,2,23,62,37,2,120,4,2,50.0,1,25.0,52,325,182,6,2,1,6,1,75,8
GER-Bundesliga,2025-26,Eint Frankfurt,Hugo Larsson,SWE,MF,21-065,2004,1.9,98,0,45,40,13,0,98,1,1,100.0,0,0.0,36,155,30,0,0,0,1,1,66,0
GER-Bundesliga,2025-26,Eint Frankfurt,Jean Mattéo Bahoya,FRA,FW,20-116,2005,1.4,68,3,12,29,29,9,68,5,4,80.0,1,20.0,41,285,147,4,2,2,5,1,52,14
GER-Bundesliga,2025-26,Eint Frankfurt,Jonathan Burkardt,GER,FW,25-051,2000,0.7,20,0,2,8,10,6,20,0,0,,0,,9,28,3,0,0,0,3,0,14,0
GER-Bundesliga,2025-26,Eint Frankfurt,Mario Götze,GER,MF,33-089,1992,0.2,10,0,1,2,7,0,10,0,0,,0,,5,14,5,0,0,0,2,1,9,1
GER-Bundesliga,2025-26,Eint Frankfurt,Michael Zetterer,GER,GK,30-050,1995,2.0,83,69,83,0,0,0,83,0,0,,0,,47,297,138,0,0,0,0,0,43,0
GER-Bundesliga,2025-26,Eint Frankfurt,Michy Batshuayi,BEL,FW,31-333,1993,0.1,8,0,1,4,3,0,8,0,0,,0,,4,51,0,0,1,0,1,3,5,1
GER-Bundesliga,2025-26,Eint Frankfurt,Nathaniel Brown,GER,FW,22-076,2003,0.4,12,0,2,3,7,0,12,2,1,50.0,1,50.0,7,98,46,1,2,0,0,0,8,1
GER-Bundesliga,2025-26,Eint Frankfurt,Nnamdi Collins,GER,DF,21-233,2004,2.0,102,12,50,49,4,0,102,2,2,100.0,0,0.0,42,210,111,1,0,0,1,0,62,0
GER-Bundesliga,2025-26,Eint Frankfurt,Oscar Højlund,DEN,MF,20-239,2005,0.2,15,1,7,3,5,0,15,1,0,0.0,1,100.0,2,2,0,0,0,0,0,2,8,1
GER-Bundesliga,2025-26,Eint Frankfurt,Rasmus Kristensen,DEN,DF,28-051,1997,1.9,137,5,55,39,43,3,137,1,1,100.0,0,0.0,41,175,93,3,2,2,1,1,75,6
GER-Bundesliga,2025-26,Eint Frankfurt,Ritsu Doan,JPN,FW,27-076,1998,1.8,81,1,8,28,46,8,81,8,4,50.0,4,50.0,36,177,106,4,3,2,5,1,53,12
GER-Bundesliga,2025-26,Eint Frankfurt,Robin Koch,GER,DF,29-045,1996,2.0,118,32,72,44,2,2,118,0,0,,0,,46,160,79,0,0,0,1,0,66,0
GER-Bundesliga,2025-26,Freiburg,Christian Günter,GER,DF,32-184,1993,0.9,33,2,12,10,11,1,33,0,0,,0,,11,44,13,0,1,0,2,0,12,3
GER-Bundesliga,2025-26,Freiburg,Cyriaque Irié,BFA,FW,20-072,2005,0.3,21,0,5,6,10,1,21,3,1,33.3,2,66.7,10,79,17,0,0,0,1,2,14,6
GER-Bundesliga,2025-26,Freiburg,Derry Scherhant,GER,MF,22-294,2002,0.1,5,0,1,1,3,1,5,2,0,0.0,2,100.0,4,14,3,0,0,0,1,0,3,1
GER-Bundesliga,2025-26,Freiburg,Eren Dinkçi,GER,FW,23-261,2001,0.7,40,2,12,15,13,2,40,1,0,0.0,1,100.0,21,82,27,0,0,0,2,2,26,4
GER-Bundesliga,2025-26,Freiburg,Johan Manzambi,SUI,MF,19-321,2005,0.9,66,4,10,45,12,3,66,2,2,100.0,0,0.0,33,252,122,3,2,0,4,1,42,2
GER-Bundesliga,2025-26,Freiburg,Jordy Makengo,FRA,DF,24-028,2001,0.1,16,1,5,7,4,0,16,0,0,,0,,7,26,17,0,0,0,0,0,10,1
GER-Bundesliga,2025-26,Freiburg,Lucas Höler,GER,FW,31-052,1994,1.0,42,2,3,23,17,5,42,0,0,,0,,20,73,20,0,0,0,4,1,30,10
GER-Bundesliga,2025-26,Freiburg,Lukas Kübler,GER,DF,33-001,1992,1.0,66,3,21,36,9,0,66,0,0,,0,,27,83,35,0,0,0,0,0,34,3
GER-Bundesliga,2025-26,Freiburg,Matthias Ginter,GER,DF,31-224,1994,1.0,81,5,33,44,4,2,81,0,0,,0,,49,283,180,0,0,0,0,1,57,1
GER-Bundesliga,2025-26,Freiburg,Maximilian Eggestein,GER,MF,28-266,1996,1.0,67,2,16,39,12,2,67,2,1,50.0,1,50.0,30,194,100,2,1,1,4,0,38,2
GER-Bundesliga,2025-26,Freiburg,Merlin Röhl,GER,MF,23-057,2002,0.2,10,0,1,4,5,1,10,0,0,,0,,5,77,54,1,1,0,0,0,7,0
GER-Bundesliga,2025-26,Freiburg,Noah Atubolu,GER,GK,23-098,2002,1.0,44,24,42,2,0,0,44,0,0,,0,,23,169,110,0,0,0,0,0,22,0
GER-Bundesliga,2025-26,Freiburg,Philipp Lienhart,AUT,DF,29-051,1996,1.0,78,10,27,36,15,1,78,0,0,,0,,39,319,204,3,2,0,1,0,46,2
GER-Bundesliga,2025-26,Freiburg,Vincenzo Grifo,ITA,FW,32-146,1993,1.0,51,0,4,27,20,4,50,3,3,100.0,0,0.0,24,161,87,1,1,1,1,0,28,8
