league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
ENG-Premier League,2025-26,Leeds United,Anton Stach,GER,MF,26-289,1998,3.0,123,111,12,1,0,3,13,0,11,6,4,0,93,0,3
ENG-Premier League,2025-26,Leeds United,Ao Tanaka,JPN,MF,26-355,1998,1.6,72,70,2,2,0,0,2,0,0,0,0,0,61,0,3
ENG-Premier League,2025-26,Leeds United,Brenden Aaronson,USA,FW,24-313,2000,0.9,24,21,3,2,0,0,2,1,0,0,0,0,18,0,1
ENG-Premier League,2025-26,Leeds United,Daniel James,WAL,FW,27-294,1997,2.2,48,48,0,0,0,0,11,0,0,0,0,0,23,0,1
ENG-Premier League,2025-26,Leeds United,Dominic Calvert-Lewin,ENG,FW,28-168,1997,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2025-26,Leeds United,Ethan Ampadu,WAL,MF,24-351,2000,0.9,66,61,5,2,0,0,1,3,0,0,0,0,51,0,0
ENG-Premier League,2025-26,Leeds United,Gabriel Gudmundsson,SWE,DF,26-124,1999,2.9,133,108,25,0,0,0,6,24,1,0,1,0,99,0,7
ENG-Premier League,2025-26,Leeds United,Ilia Gruev,BUL,MF,25-117,2000,2.1,97,93,4,4,0,0,0,0,0,0,0,0,90,0,0
ENG-Premier League,2025-26,Leeds United,Jack Harrison,ENG,FW,28-284,1996,0.5,22,19,3,1,0,0,6,0,2,1,1,0,11,0,1
ENG-Premier League,2025-26,Leeds United,James Justin,ENG,DF,27-189,1998,0.1,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0
ENG-Premier League,2025-26,Leeds United,Jayden Bogle,ENG,DF,25-035,2000,2.9,99,77,22,2,0,0,2,20,0,0,0,0,74,0,6
ENG-Premier League,2025-26,Leeds United,Joe Rodon,WAL,DF,27-313,1997,3.0,138,130,8,5,0,0,0,3,0,0,0,0,120,0,0
ENG-Premier League,2025-26,Leeds United,Joël Piroe,NED,FW,26-029,1999,1.5,29,23,5,0,0,0,0,0,0,0,0,0,24,1,1
ENG-Premier League,2025-26,Leeds United,Lucas Perri,BRA,GK,27-264,1997,3.0,112,83,29,8,0,0,0,0,0,0,0,0,55,0,0
ENG-Premier League,2025-26,Leeds United,Lukas Nmecha,GER,FW,26-260,1998,1.3,31,28,3,0,0,0,1,0,0,0,0,0,22,0,1
ENG-Premier League,2025-26,Leeds United,Noah Okafor,SUI,FW,25-099,2000,0.3,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2025-26,Leeds United,Pascal Struijk,NED,DF,26-020,1999,3.0,173,164,9,3,0,0,0,0,0,0,0,0,162,0,4
ENG-Premier League,2025-26,Leeds United,Sam Byram,ENG,DF,31-349,1993,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Leeds United,Sean Longstaff,ENG,MF,27-305,1997,1.4,43,41,1,1,0,0,0,0,0,0,0,0,37,1,2
ENG-Premier League,2025-26,Leeds United,Wilfried Gnonto,ITA,FW,21-299,2003,2.1,70,70,0,0,0,0,4,0,0,0,0,0,55,0,2
ENG-Premier League,2025-26,Liverpool,Alexis Mac Allister,ARG,MF,26-250,1998,0.8,47,47,0,0,0,0,1,0,0,0,0,0,40,0,2
ENG-Premier League,2025-26,Liverpool,Alisson,BRA,GK,32-333,1992,2.0,80,70,10,7,0,0,0,0,0,0,0,0,63,0,0
ENG-Premier League,2025-26,Liverpool,Andrew Robertson,SCO,DF,31-173,1994,0.3,14,10,4,0,0,0,1,4,0,0,0,0,10,0,0
ENG-Premier League,2025-26,Liverpool,Cody Gakpo,NED,FW,26-116,1999,2.0,52,51,1,0,0,0,5,1,0,0,0,0,34,0,3
ENG-Premier League,2025-26,Liverpool,Conor Bradley,NIR,DF,22-053,2003,0.1,13,11,2,1,0,0,0,1,0,0,0,0,11,0,0
ENG-Premier League,2025-26,Liverpool,Curtis Jones,ENG,MF,24-213,2001,1.2,68,64,3,2,1,0,0,0,0,0,0,0,59,1,0
ENG-Premier League,2025-26,Liverpool,Dominik Szoboszlai,HUN,"MF,DF",24-310,2000,2.0,130,118,11,4,1,2,3,6,0,0,0,0,112,1,1
ENG-Premier League,2025-26,Liverpool,Federico Chiesa,ITA,FW,27-310,1997,0.2,5,4,1,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2025-26,Liverpool,Florian Wirtz,GER,MF,22-120,2003,1.8,86,71,15,3,0,0,6,3,7,3,2,0,68,0,2
ENG-Premier League,2025-26,Liverpool,Harvey Elliott,ENG,"MF,FW",22-149,2003,0.0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2025-26,Liverpool,Hugo Ekitike,FRA,FW,23-072,2002,1.7,37,36,1,0,0,0,0,0,0,0,0,0,21,0,2
ENG-Premier League,2025-26,Liverpool,Ibrahima Konaté,FRA,DF,26-098,1999,2.0,87,85,2,1,0,0,0,0,0,0,0,0,80,0,2
ENG-Premier League,2025-26,Liverpool,Jeremie Frimpong,NED,DF,24-264,2000,0.7,19,17,2,0,0,0,1,2,0,0,0,0,14,0,0
ENG-Premier League,2025-26,Liverpool,Joe Gomez,ENG,DF,28-100,1997,0.2,14,7,7,0,0,0,0,7,0,0,0,0,10,0,0
ENG-Premier League,2025-26,Liverpool,Milos Kerkez,HUN,DF,21-297,2003,1.7,91,66,25,5,0,0,2,20,0,0,0,0,73,0,1
ENG-Premier League,2025-26,Liverpool,Mohamed Salah,EGY,FW,33-077,1992,2.0,63,61,2,0,2,0,6,2,0,0,0,0,39,0,1
ENG-Premier League,2025-26,Liverpool,Rio Ngumoha,ENG,FW,17-002,2008,0.0,2,2,0,0,0,0,1,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Liverpool,Ryan Gravenberch,NED,MF,23-107,2002,1.0,48,48,0,0,0,0,0,0,0,0,0,0,43,0,0
ENG-Premier League,2025-26,Liverpool,Virgil van Dijk,NED,DF,34-054,1991,2.0,136,124,12,6,0,0,0,0,0,0,0,0,117,0,0
ENG-Premier League,2025-26,Liverpool,Wataru Endo,JPN,"MF,DF",32-203,1993,0.4,17,17,0,0,0,0,0,0,0,0,0,0,16,0,0
ENG-Premier League,2025-26,Manchester City,Abdukodir Khusanov,UZB,DF,21-183,2004,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2025-26,Manchester City,Bernardo Silva,POR,MF,31-021,1994,1.1,65,54,11,3,0,0,10,2,5,3,1,1,57,0,0
ENG-Premier League,2025-26,Manchester City,Erling Haaland,NOR,FW,25-041,2000,1.8,18,15,3,0,1,0,0,0,0,0,0,0,12,0,1
ENG-Premier League,2025-26,Manchester City,James Trafford,ENG,GK,22-325,2002,2.0,73,59,14,3,0,0,0,0,0,0,0,0,53,0,1
ENG-Premier League,2025-26,Manchester City,Jeremy Doku,BEL,"FW,MF",23-096,2002,1.1,35,35,0,0,0,0,4,0,0,0,0,0,29,0,2
ENG-Premier League,2025-26,Manchester City,John Stones,ENG,DF,31-095,1994,1.9,146,145,1,1,0,1,4,0,0,0,0,0,131,0,1
ENG-Premier League,2025-26,Manchester City,Matheus Nunes,POR,DF,27-004,1998,0.3,20,14,6,2,0,0,0,4,0,0,0,0,18,0,0
ENG-Premier League,2025-26,Manchester City,Nathan Aké,NED,DF,30-194,1995,0.8,39,31,8,3,0,0,2,5,0,0,0,0,33,0,0
ENG-Premier League,2025-26,Manchester City,Nico O’Reilly,ENG,MF,20-163,2005,0.3,18,18,0,0,0,0,0,0,0,0,0,0,18,0,0
ENG-Premier League,2025-26,Manchester City,Nicolás González,ESP,MF,23-240,2002,1.8,134,127,7,6,0,0,0,1,0,0,0,0,124,0,0
ENG-Premier League,2025-26,Manchester City,Omar Marmoush,EGY,"MF,FW",26-205,1999,0.9,22,21,1,1,0,0,2,0,0,0,0,0,16,0,3
ENG-Premier League,2025-26,Manchester City,Oscar Bobb,NOR,"FW,MF",22-050,2003,1.8,64,60,4,2,0,1,2,2,0,0,0,0,59,0,1
ENG-Premier League,2025-26,Manchester City,Phil Foden,ENG,MF,25-095,2000,0.2,17,12,5,1,0,1,5,1,3,0,3,0,10,0,1
ENG-Premier League,2025-26,Manchester City,Rayan Aït-Nouri,ALG,DF,24-086,2001,1.2,77,67,10,1,0,0,1,9,0,0,0,0,69,0,3
ENG-Premier League,2025-26,Manchester City,Rayan Cherki,FRA,"MF,FW",22-014,2003,0.8,64,61,3,1,1,1,2,0,2,0,1,0,53,0,0
ENG-Premier League,2025-26,Manchester City,Rico Lewis,ENG,DF,20-283,2004,1.7,116,98,18,2,0,2,1,16,0,0,0,0,104,0,2
ENG-Premier League,2025-26,Manchester City,Rodri,ESP,MF,29-070,1996,0.2,17,17,0,0,0,1,0,0,0,0,0,0,15,0,0
ENG-Premier League,2025-26,Manchester City,Rúben Dias,POR,DF,28-109,1997,2.0,143,139,4,2,0,0,0,0,0,0,0,0,130,0,0
ENG-Premier League,2025-26,Manchester City,Tijjani Reijnders,NED,MF,27-033,1998,2.0,103,100,3,1,1,0,6,0,2,2,0,0,88,0,2
ENG-Premier League,2025-26,Manchester Utd,Altay Bayındır,TUR,GK,27-139,1998,3.0,109,92,17,8,0,0,0,0,0,0,0,0,76,0,0
ENG-Premier League,2025-26,Manchester Utd,Amad Diallo,CIV,DF,23-051,2002,2.0,88,76,11,1,1,0,1,10,0,0,0,0,77,1,0
ENG-Premier League,2025-26,Manchester Utd,Ayden Heaven,ENG,DF,18-343,2006,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester Utd,Benjamin Šeško,SVN,FW,22-092,2003,0.9,20,19,1,0,0,0,0,0,0,0,0,0,17,0,0
ENG-Premier League,2025-26,Manchester Utd,Bruno Fernandes,POR,MF,30-357,1994,3.0,205,177,27,19,3,4,13,2,6,6,0,0,165,1,4
ENG-Premier League,2025-26,Manchester Utd,Bryan Mbeumo,CMR,MF,26-024,1999,3.0,98,80,17,2,1,3,14,1,8,6,0,0,72,1,2
ENG-Premier League,2025-26,Manchester Utd,Casemiro,BRA,MF,33-189,1992,2.1,110,104,6,6,1,0,2,0,0,0,0,0,87,0,2
ENG-Premier League,2025-26,Manchester Utd,Diogo Dalot,POR,DF,26-166,1999,2.0,92,71,21,0,1,1,8,21,0,0,0,0,70,0,1
ENG-Premier League,2025-26,Manchester Utd,Harry Maguire,ENG,DF,32-179,1993,0.2,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2025-26,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",24-101,2001,0.7,27,27,0,0,0,0,1,0,0,0,0,0,22,0,0
ENG-Premier League,2025-26,Manchester Utd,Kobbie Mainoo,ENG,MF,20-134,2005,0.5,24,24,0,0,0,0,1,0,0,0,0,0,19,0,1
ENG-Premier League,2025-26,Manchester Utd,Leny Yoro,FRA,DF,19-291,2005,2.9,142,138,4,2,0,2,1,2,0,0,0,0,124,0,1
ENG-Premier League,2025-26,Manchester Utd,Luke Shaw,ENG,DF,30-050,1995,2.8,188,180,8,0,0,4,0,2,0,0,0,0,158,0,3
ENG-Premier League,2025-26,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,24-142,2001,0.5,29,28,1,1,0,1,0,0,0,0,0,0,23,0,0
ENG-Premier League,2025-26,Manchester Utd,Mason Mount,ENG,MF,26-233,1999,2.0,67,65,2,0,2,2,3,0,2,2,0,0,50,0,2
ENG-Premier League,2025-26,Manchester Utd,Matheus Cunha,BRA,"FW,MF",26-096,1999,2.3,50,48,2,1,0,0,3,1,0,0,0,0,42,0,0
ENG-Premier League,2025-26,Manchester Utd,Matthijs de Ligt,NED,DF,26-019,1999,3.0,148,144,4,2,0,0,1,0,0,0,0,0,132,0,0
ENG-Premier League,2025-26,Manchester Utd,Noussair Mazraoui,MAR,DF,27-290,1997,0.1,9,8,1,0,0,0,0,1,0,0,0,0,8,0,0
ENG-Premier League,2025-26,Manchester Utd,Patrick Dorgu,DEN,DF,20-309,2004,2.0,81,63,18,0,0,0,5,18,0,0,0,0,58,0,2
ENG-Premier League,2025-26,Newcastle Utd,Anthony Elanga,SWE,FW,23-126,2002,2.2,66,60,6,0,1,0,17,1,4,1,3,0,36,0,3
ENG-Premier League,2025-26,Newcastle Utd,Anthony Gordon,ENG,FW,24-188,2001,1.5,34,32,2,0,0,1,1,0,1,1,0,0,23,0,2
ENG-Premier League,2025-26,Newcastle Utd,Bruno Guimarães,BRA,MF,27-288,1997,3.0,132,126,6,4,4,1,2,1,0,0,0,0,112,0,4
ENG-Premier League,2025-26,Newcastle Utd,Dan Burn,ENG,DF,33-114,1992,3.0,131,128,3,2,0,0,1,1,0,0,0,0,100,0,1
ENG-Premier League,2025-26,Newcastle Utd,Fabian Schär,SUI,DF,33-254,1991,2.9,161,155,6,5,0,3,2,0,0,0,0,0,128,0,0
ENG-Premier League,2025-26,Newcastle Utd,Harvey Barnes,ENG,FW,27-265,1997,2.1,59,58,1,1,0,0,7,0,0,0,0,0,46,0,3
ENG-Premier League,2025-26,Newcastle Utd,Jacob Murphy,ENG,FW,30-188,1995,0.8,28,28,0,0,0,0,4,0,0,0,0,0,20,0,1
ENG-Premier League,2025-26,Newcastle Utd,Jacob Ramsey,ENG,MF,24-095,2001,0.7,28,28,0,0,0,0,2,0,0,0,0,0,24,0,1
ENG-Premier League,2025-26,Newcastle Utd,Joelinton,BRA,MF,29-017,1996,1.7,36,33,2,2,0,0,1,0,0,0,0,0,30,1,0
ENG-Premier League,2025-26,Newcastle Utd,Kieran Trippier,ENG,DF,34-346,1990,2.5,177,133,44,12,0,1,16,25,7,3,3,1,135,0,3
ENG-Premier League,2025-26,Newcastle Utd,Lewis Hall,ENG,DF,20-357,2004,0.5,29,25,4,1,0,0,4,2,1,1,0,0,21,0,1
ENG-Premier League,2025-26,Newcastle Utd,Lewis Miley,ENG,MF,19-122,2006,0.9,49,49,0,0,0,1,1,0,0,0,0,0,36,0,2
ENG-Premier League,2025-26,Newcastle Utd,Malick Thiaw,GER,DF,24-023,2001,0.1,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2025-26,Newcastle Utd,Nick Pope,ENG,GK,33-134,1992,3.0,82,58,24,9,0,0,0,0,0,0,0,0,59,0,0
ENG-Premier League,2025-26,Newcastle Utd,Sandro Tonali,ITA,MF,25-115,2000,2.7,162,155,7,0,1,1,7,0,5,3,1,0,134,0,1
ENG-Premier League,2025-26,Newcastle Utd,Sven Botman,NED,DF,25-231,2000,0.7,41,39,2,2,0,0,0,0,0,0,0,0,38,0,0
ENG-Premier League,2025-26,Newcastle Utd,Valentino Livramento,ENG,DF,22-292,2002,3.0,152,125,27,2,0,1,7,25,0,0,0,0,128,0,3
ENG-Premier League,2025-26,Newcastle Utd,William Osula,DEN,FW,22-027,2003,1.2,16,15,1,0,0,0,0,0,0,0,0,0,15,0,1
ENG-Premier League,2025-26,Nott'ham Forest,Arnaud Kalimuendo,FRA,FW,23-223,2002,0.2,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-297,2000,1.8,66,63,3,1,0,0,8,1,1,0,0,0,56,0,1
ENG-Premier League,2025-26,Nott'ham Forest,Chris Wood,NZL,FW,33-267,1991,1.8,24,24,0,0,0,0,0,0,0,0,0,0,16,0,1
ENG-Premier League,2025-26,Nott'ham Forest,Dan Ndoye,SUI,FW,24-310,2000,1.6,33,32,0,0,1,0,6,0,0,0,0,0,19,1,4
ENG-Premier League,2025-26,Nott'ham Forest,Elliot Anderson,ENG,MF,22-298,2002,2.0,162,145,17,6,1,2,11,0,7,5,1,0,135,0,1
ENG-Premier League,2025-26,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-272,1997,2.0,107,103,3,2,0,0,1,1,0,0,0,0,95,1,1
ENG-Premier League,2025-26,Nott'ham Forest,Igor Jesus,BRA,FW,24-187,2001,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,1
ENG-Premier League,2025-26,Nott'ham Forest,James Mcatee,ENG,"MF,FW",22-317,2002,0.2,10,10,0,0,0,0,1,0,0,0,0,0,8,0,1
ENG-Premier League,2025-26,Nott'ham Forest,Jota Silva,POR,FW,26-030,1999,0.1,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Matz Sels,BEL,GK,33-186,1992,2.0,58,42,16,5,0,1,0,0,0,0,0,0,40,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,25-216,2000,1.8,105,103,0,0,2,0,4,0,0,0,0,0,78,2,4
ENG-Premier League,2025-26,Nott'ham Forest,Murillo,BRA,DF,23-058,2002,2.0,134,124,10,5,1,3,0,0,0,0,0,0,114,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Neco Williams,WAL,DF,24-140,2001,2.0,115,97,18,2,0,0,10,16,0,0,0,0,91,0,2
ENG-Premier League,2025-26,Nott'ham Forest,Nikola Milenković,SRB,DF,27-323,1997,2.0,84,83,1,1,0,0,0,0,0,0,0,0,73,0,1
ENG-Premier League,2025-26,Nott'ham Forest,Ola Aina,NGA,DF,28-327,1996,2.0,100,79,21,4,0,1,6,17,0,0,0,0,76,0,3
ENG-Premier League,2025-26,Nott'ham Forest,Omari Hutchinson,ENG,FW,21-305,2003,0.1,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Ryan Yates,ENG,MF,27-283,1997,0.1,14,13,1,1,0,1,0,0,0,0,0,0,12,0,0
ENG-Premier League,2025-26,Sunderland,Chemsdine Talbi,BEL,FW,20-114,2005,2.4,70,69,1,0,0,0,8,1,0,0,0,0,59,0,3
ENG-Premier League,2025-26,Sunderland,Chris Rigg,ENG,FW,18-074,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Sunderland,Daniel Ballard,NIR,DF,25-343,1999,1.1,29,25,4,1,0,0,0,0,0,0,0,0,24,0,0
ENG-Premier League,2025-26,Sunderland,Eliezer Mayenda,ESP,FW,20-115,2005,2.2,8,8,0,0,0,0,0,0,0,0,0,0,4,0,1
ENG-Premier League,2025-26,Sunderland,Enzo Le Fée,FRA,"FW,MF",25-209,2000,1.5,82,80,2,0,1,2,5,1,1,0,0,0,69,0,2
ENG-Premier League,2025-26,Sunderland,Granit Xhaka,SUI,MF,32-338,1992,3.0,218,197,19,10,1,1,8,0,4,4,0,0,180,2,3
ENG-Premier League,2025-26,Sunderland,Habib Diarra,SEN,MF,21-240,2004,2.8,94,94,0,0,0,0,6,0,0,0,0,0,74,0,5
ENG-Premier League,2025-26,Sunderland,Jenson Seelt,NED,DF,22-100,2003,1.5,110,104,6,1,0,0,1,0,0,0,0,0,96,0,1
ENG-Premier League,2025-26,Sunderland,Marc Guiu,ESP,FW,19-239,2006,0.2,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2025-26,Sunderland,Noah Sadiki,COD,MF,20-257,2004,3.0,127,120,6,1,1,0,2,4,0,0,0,0,104,1,2
ENG-Premier League,2025-26,Sunderland,Nordi Mukiele,FRA,DF,27-303,1997,1.0,59,49,10,3,0,0,0,6,0,0,0,0,48,0,1
ENG-Premier League,2025-26,Sunderland,Omar Alderete,PAR,DF,28-248,1996,2.4,160,158,2,2,0,2,3,0,0,0,0,0,137,0,0
ENG-Premier League,2025-26,Sunderland,Patrick Roberts,ENG,"MF,FW",28-207,1997,0.3,21,20,1,0,1,0,0,1,0,0,0,0,17,0,3
ENG-Premier League,2025-26,Sunderland,Reinildo Mandava,MOZ,DF,31-222,1994,3.0,168,147,21,0,0,0,5,21,0,0,0,0,138,0,4
ENG-Premier League,2025-26,Sunderland,Robin Roefs,NED,GK,22-226,2003,3.0,105,84,21,11,0,0,0,0,0,0,0,0,74,0,0
ENG-Premier League,2025-26,Sunderland,Simon Adingra,CIV,FW,23-242,2002,1.8,48,47,1,0,1,0,6,1,0,0,0,0,34,0,6
ENG-Premier League,2025-26,Sunderland,Trai Hume,NIR,DF,23-166,2002,3.0,161,129,32,3,0,1,15,23,6,4,0,1,108,0,4
ENG-Premier League,2025-26,Sunderland,Wilson Isidor,FRA,FW,25-004,2000,0.8,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0
ENG-Premier League,2025-26,Tottenham,Archie Gray,ENG,MF,19-172,2006,0.8,41,41,0,0,0,0,0,0,0,0,0,0,38,0,0
ENG-Premier League,2025-26,Tottenham,Brennan Johnson,WAL,FW,24-100,2001,2.3,51,50,1,0,0,0,8,1,0,0,0,0,36,0,0
ENG-Premier League,2025-26,Tottenham,Cristian Romero,ARG,DF,27-126,1998,3.0,178,165,13,9,0,1,0,0,0,0,0,0,157,0,0
ENG-Premier League,2025-26,Tottenham,Destiny Udogie,ITA,DF,22-276,2002,0.2,23,20,3,1,0,0,0,2,0,0,0,0,20,0,2
ENG-Premier League,2025-26,Tottenham,Djed Spence,ENG,DF,25-022,2000,3.0,161,135,26,1,0,2,6,25,0,0,0,0,132,0,1
ENG-Premier League,2025-26,Tottenham,Dominic Solanke,ENG,FW,27-351,1997,0.4,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2025-26,Tottenham,Guglielmo Vicario,ITA,GK,28-328,1996,3.0,158,130,28,9,0,0,0,0,0,0,0,0,130,0,0
ENG-Premier League,2025-26,Tottenham,João Palhinha,POR,MF,30-053,1995,1.7,75,70,4,4,0,3,1,0,0,0,0,0,62,1,3
ENG-Premier League,2025-26,Tottenham,Kevin Danso,AUT,DF,26-346,1998,0.0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2025-26,Tottenham,Lucas Bergvall,SWE,MF,19-210,2006,1.3,47,39,8,0,0,2,2,7,0,0,0,0,32,0,0
ENG-Premier League,2025-26,Tottenham,Mathys Tel,FRA,FW,20-126,2005,0.2,10,10,0,0,0,0,1,0,0,0,0,0,8,0,0
ENG-Premier League,2025-26,Tottenham,Micky van de Ven,NED,DF,24-134,2001,3.0,199,191,8,1,0,0,0,0,0,0,0,0,181,0,0
ENG-Premier League,2025-26,Tottenham,Mohammed Kudus,GHA,FW,25-029,2000,2.9,84,73,11,2,0,1,19,4,5,5,0,0,63,0,6
ENG-Premier League,2025-26,Tottenham,Pape Matar Sarr,SEN,MF,22-351,2002,2.8,95,89,6,2,1,0,0,1,0,0,0,0,74,0,2
ENG-Premier League,2025-26,Tottenham,Pedro Porro,ESP,DF,25-352,1999,2.8,155,126,29,4,1,2,15,22,3,1,1,0,106,0,4
ENG-Premier League,2025-26,Tottenham,Richarlison,BRA,FW,28-113,1997,2.6,34,31,1,0,0,0,3,1,0,0,0,0,19,2,3
ENG-Premier League,2025-26,Tottenham,Rodrigo Bentancur,URU,MF,28-067,1997,2.2,117,116,1,1,0,0,2,0,0,0,0,0,101,0,1
ENG-Premier League,2025-26,Tottenham,Wilson Odobert,FRA,"FW,MF",20-276,2004,0.7,21,21,0,0,0,0,1,0,0,0,0,0,17,0,1
ENG-Premier League,2025-26,West Ham,Aaron Wan-Bissaka,ENG,DF,27-278,1997,2.0,121,100,20,0,0,0,7,20,0,0,0,0,102,1,7
ENG-Premier League,2025-26,West Ham,Andy Irving,SCO,MF,25-110,2000,0.1,12,6,6,2,0,0,5,1,3,3,0,0,7,0,0
ENG-Premier League,2025-26,West Ham,Callum Wilson,ENG,FW,33-185,1992,0.7,8,8,0,0,0,0,1,0,0,0,0,0,6,0,0
ENG-Premier League,2025-26,West Ham,El Hadji Diouf,SEN,DF,20-246,2004,2.0,81,67,14,0,1,0,4,13,1,0,1,0,65,0,1
ENG-Premier League,2025-26,West Ham,Freddie Potts,ENG,MF,21-353,2003,0.5,31,29,2,1,0,0,0,1,0,0,0,0,24,0,0
ENG-Premier League,2025-26,West Ham,Guido Rodríguez,ARG,MF,31-141,1994,0.8,34,34,0,0,0,1,2,0,0,0,0,0,28,0,1
ENG-Premier League,2025-26,West Ham,James Ward-Prowse,ENG,MF,30-303,1994,1.8,102,88,14,5,0,1,11,2,6,3,3,0,89,0,0
ENG-Premier League,2025-26,West Ham,Jarrod Bowen,ENG,FW,28-254,1996,2.0,62,48,13,0,0,0,5,1,3,3,0,0,47,1,3
ENG-Premier League,2025-26,West Ham,Jean-Clair Todibo,FRA,DF,25-244,1999,1.4,88,86,2,2,0,0,2,0,0,0,0,0,80,0,0
ENG-Premier League,2025-26,West Ham,Kyle Walker-Peters,ENG,DF,28-140,1997,0.2,19,15,4,0,0,0,1,4,0,0,0,0,17,0,0
ENG-Premier League,2025-26,West Ham,Lucas Paquetá,BRA,"MF,FW",28-004,1997,2.0,122,113,7,5,0,1,1,1,1,0,1,0,102,2,1
ENG-Premier League,2025-26,West Ham,Mads Hermansen,DEN,GK,25-051,2000,2.0,73,69,4,1,0,0,0,0,0,0,0,0,49,0,0
ENG-Premier League,2025-26,West Ham,Max Kilman,ENG,DF,28-100,1997,2.0,99,94,5,0,0,0,1,0,0,0,0,0,95,0,0
ENG-Premier League,2025-26,West Ham,Nayef Aguerd,MAR,DF,29-154,1996,2.0,119,113,6,2,0,3,2,2,0,0,0,0,106,0,1
ENG-Premier League,2025-26,West Ham,Niclas Füllkrug,GER,FW,32-203,1993,1.5,33,33,0,0,0,1,0,0,0,0,0,0,21,0,0
ENG-Premier League,2025-26,West Ham,Tomáš Souček,CZE,MF,30-185,1995,1.0,36,35,1,1,0,0,0,0,0,0,0,0,29,0,1
ENG-Premier League,2025-26,Wolves,André,BRA,MF,24-046,2001,2.0,88,87,0,0,0,2,0,0,0,0,0,0,78,1,2
ENG-Premier League,2025-26,Wolves,David Møller Wolfe,NOR,MF,23-130,2002,1.5,49,35,14,0,0,0,7,12,2,2,0,0,25,0,4
ENG-Premier League,2025-26,Wolves,Emmanuel Agbadou,CIV,DF,28-075,1997,3.0,183,176,6,5,0,2,0,0,0,0,0,0,154,1,0
ENG-Premier League,2025-26,Wolves,Fer López,,MF,,,0.5,26,25,1,0,1,0,0,1,0,0,0,0,20,0,0
ENG-Premier League,2025-26,Wolves,Hugo Bueno,ESP,MF,22-347,2002,1.5,78,56,22,4,0,0,9,18,0,0,0,0,61,0,3
ENG-Premier League,2025-26,Wolves,Hwang Hee-chan,KOR,FW,29-217,1996,1.1,19,16,3,0,0,0,2,0,1,1,0,0,7,0,1
ENG-Premier League,2025-26,Wolves,Jackson Tchatchoua,CMR,MF,23-351,2001,1.3,65,53,12,0,0,0,6,12,0,0,0,0,46,0,2
ENG-Premier League,2025-26,Wolves,Jean-Ricner Bellegarde,FRA,"FW,MF",27-065,1998,1.6,57,48,8,2,1,1,5,0,3,3,0,0,44,1,1
ENG-Premier League,2025-26,Wolves,Jhon Arias,COL,FW,27-344,1997,1.5,38,29,9,0,0,0,5,1,3,3,0,0,31,0,0
ENG-Premier League,2025-26,Wolves,José Sá,POR,GK,32-226,1993,3.0,99,75,24,6,0,0,0,0,0,0,0,0,67,0,0
ENG-Premier League,2025-26,Wolves,João Gomes,BRA,MF,24-200,2001,3.0,157,153,4,1,0,1,1,3,0,0,0,0,138,0,3
ENG-Premier League,2025-26,Wolves,Jørgen Strand Larsen,NOR,FW,25-206,2000,1.8,38,37,1,0,0,0,0,0,0,0,0,0,26,0,2
ENG-Premier League,2025-26,Wolves,Ki-Jana Hoever,NED,MF,23-225,2002,1.2,47,35,11,0,0,2,6,11,0,0,0,0,29,1,4
