league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
ENG-Premier League,2025-26,Bournemouth,Eli Junior Kroupi,FRA,"FW,MF",19-069,2006,0.2,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1
ENG-Premier League,2025-26,Bournemouth,Evanilson,BRA,FW,25-329,1999,2.9,45,44,1,0,0,0,0,0,0,0,0,0,36,0,2
ENG-Premier League,2025-26,Bournemouth,Hamed Junior Traorè,CIV,MF,25-196,2000,0.2,3,2,1,0,0,0,1,0,1,1,0,0,2,0,0
ENG-Premier League,2025-26,Bournemouth,James Hill,ENG,DF,23-233,2002,0.8,33,24,9,1,0,0,1,8,0,0,0,0,18,0,1
ENG-Premier League,2025-26,Bournemouth,Justin Kluivert,NED,MF,26-118,1999,0.3,13,11,2,1,1,0,0,0,1,0,0,0,10,0,1
ENG-Premier League,2025-26,Bournemouth,Marcos Senesi,ARG,DF,28-113,1997,3.0,130,113,16,11,0,0,3,0,0,0,0,0,96,1,1
ENG-Premier League,2025-26,Bournemouth,Marcus Tavernier,ENG,MF,26-162,1999,2.7,99,88,9,1,1,1,9,1,6,2,2,0,72,2,2
ENG-Premier League,2025-26,Bournemouth,Ryan Christie,SCO,MF,30-190,1995,0.6,34,34,0,0,0,0,0,0,0,0,0,0,24,0,3
ENG-Premier League,2025-26,Bournemouth,Tyler Adams,USA,MF,26-198,1999,3.0,116,111,5,5,0,0,0,0,0,0,0,0,93,0,7
ENG-Premier League,2025-26,Bournemouth,Đorđe Petrović,SRB,GK,25-327,1999,3.0,98,68,28,6,0,0,0,0,0,0,0,0,60,2,0
ENG-Premier League,2025-26,Brentford,Aaron Hickey,SCO,"DF,FW",23-082,2002,0.2,6,3,3,0,0,0,0,3,0,0,0,0,3,0,0
ENG-Premier League,2025-26,Brentford,Antoni Milambo,NED,MF,20-150,2005,0.5,11,11,0,0,0,0,0,0,0,0,0,0,8,0,0
ENG-Premier League,2025-26,Brentford,Caoimhín Kelleher,IRL,GK,26-281,1998,3.0,111,73,38,16,0,0,0,0,0,0,0,0,75,0,0
ENG-Premier League,2025-26,Brentford,Dango Ouattara,BFA,FW,23-201,2002,1.9,24,24,0,0,1,0,2,0,0,0,0,0,9,0,0
ENG-Premier League,2025-26,Brentford,Fabio Carvalho,POR,"FW,MF",23-001,2002,1.0,19,15,4,0,0,0,4,0,3,0,2,0,14,0,0
ENG-Premier League,2025-26,Brentford,Frank Onyeka,NGA,MF,27-242,1998,0.7,23,23,0,0,0,0,0,0,0,0,0,0,17,0,0
ENG-Premier League,2025-26,Brentford,Jordan Henderson,ENG,MF,35-075,1990,1.8,78,76,2,2,0,0,5,0,0,0,0,0,55,0,1
ENG-Premier League,2025-26,Brentford,Keane Lewis-Potter,ENG,"DF,FW",24-190,2001,2.5,56,45,11,0,0,0,4,11,0,0,0,0,39,0,1
ENG-Premier League,2025-26,Brentford,Kevin Schade,GER,FW,23-277,2001,2.4,40,38,2,0,1,0,2,2,0,0,0,0,23,0,1
ENG-Premier League,2025-26,Brentford,Kristoffer Ajer,NOR,DF,27-136,1998,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2025-26,Brentford,Mathias Jensen,DEN,MF,29-242,1996,0.9,34,28,6,1,0,0,2,3,2,2,0,0,27,0,0
ENG-Premier League,2025-26,Brentford,Michael Kayode,ITA,DF,21-052,2004,2.9,103,82,21,1,0,0,3,20,0,0,0,0,77,0,2
ENG-Premier League,2025-26,Brentford,Mikkel Damsgaard,DEN,MF,25-059,2000,2.0,66,51,13,3,0,0,14,1,6,3,2,0,47,2,1
ENG-Premier League,2025-26,Brentford,Nathan Collins,IRL,DF,24-123,2001,3.0,107,104,2,2,0,0,0,0,0,0,0,0,95,1,0
ENG-Premier League,2025-26,Brentford,Rico Henry,ENG,DF,28-054,1997,1.3,49,42,7,0,0,0,4,7,0,0,0,0,24,0,4
ENG-Premier League,2025-26,Brentford,Sepp van den Berg,NED,DF,23-254,2001,3.0,122,120,2,0,0,0,0,0,0,0,0,0,107,0,1
ENG-Premier League,2025-26,Brentford,Thiago,BRA,FW,24-066,2001,3.0,39,35,4,0,1,0,1,0,0,0,0,0,32,0,1
ENG-Premier League,2025-26,Brentford,Yehor Yarmoliuk,UKR,MF,21-183,2004,2.9,82,77,4,3,0,2,2,1,0,0,0,0,69,1,1
ENG-Premier League,2025-26,Brighton,Bart Verbruggen,NED,GK,23-013,2002,2.0,85,77,8,5,0,0,0,0,0,0,0,0,63,0,1
ENG-Premier League,2025-26,Brighton,Brajan Gruda,GER,"FW,DF",21-092,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
ENG-Premier League,2025-26,Brighton,Carlos Baleba,CMR,MF,21-240,2004,1.3,37,37,0,0,0,1,0,0,0,0,0,0,31,0,2
ENG-Premier League,2025-26,Brighton,Danny Welbeck,ENG,FW,34-278,1990,1.2,21,20,0,0,0,0,0,0,0,0,0,0,14,1,0
ENG-Premier League,2025-26,Brighton,Diego Gómez,PAR,MF,22-157,2003,0.5,25,24,0,0,0,0,1,0,0,0,0,0,19,1,0
ENG-Premier League,2025-26,Brighton,Ferdi Kadioglu,TUR,"DF,FW",25-328,1999,0.5,24,20,3,0,0,0,0,3,0,0,0,0,20,1,0
ENG-Premier League,2025-26,Brighton,Georginio Rutter,FRA,FW,23-133,2002,0.8,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0
ENG-Premier League,2025-26,Brighton,Jack Hinshelwood,ENG,MF,20-142,2005,0.5,34,33,1,1,0,2,0,0,0,0,0,0,29,0,0
ENG-Premier League,2025-26,Brighton,James Milner,ENG,MF,39-239,1986,0.0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Brighton,Jan Paul van Hecke,NED,DF,25-084,2000,2.0,169,166,3,2,0,4,0,1,0,0,0,0,150,0,0
ENG-Premier League,2025-26,Brighton,Kaoru Mitoma,JPN,FW,28-103,1997,1.9,53,50,3,0,0,0,3,3,0,0,0,0,48,0,0
ENG-Premier League,2025-26,Brighton,Lewis Dunk,ENG,DF,33-283,1991,2.0,192,170,21,7,0,0,0,0,0,0,0,0,178,1,1
ENG-Premier League,2025-26,Brighton,Mats Wieffer,NED,DF,25-288,1999,1.9,94,69,23,1,0,2,2,22,0,0,0,0,75,2,2
ENG-Premier League,2025-26,Brighton,Matt O'Riley,DEN,MF,24-283,2000,2.0,61,54,6,0,0,0,6,0,2,2,0,0,51,1,1
ENG-Premier League,2025-26,Brighton,Maxim De Cuyper,BEL,DF,24-252,2000,1.7,71,62,9,3,0,2,2,6,0,0,0,0,64,0,0
ENG-Premier League,2025-26,Brighton,Yankuba Minteh,GAM,FW,21-040,2004,1.8,48,45,2,0,0,1,3,2,0,0,0,0,28,1,0
ENG-Premier League,2025-26,Brighton,Yasin Ayari,SWE,MF,21-329,2003,1.7,74,66,7,3,0,1,5,0,4,2,1,0,61,1,0
ENG-Premier League,2025-26,Burnley,Hannibal Mejbri,TUN,MF,22-222,2003,2.3,50,44,6,0,0,0,3,0,0,0,0,0,38,0,1
ENG-Premier League,2025-26,Burnley,Hjalmar Ekdal,SWE,DF,26-314,1998,2.9,102,101,1,1,1,0,1,0,0,0,0,0,89,0,3
ENG-Premier League,2025-26,Burnley,Jacob Bruun Larsen,DEN,"FW,MF",26-346,1998,2.0,47,46,1,0,0,0,6,0,0,0,0,0,36,0,1
ENG-Premier League,2025-26,Burnley,Jaidon Anthony,ENG,"FW,MF",25-273,1999,2.9,75,73,1,0,0,0,3,1,0,0,0,0,54,1,4
ENG-Premier League,2025-26,Burnley,Joe Worrall,ENG,DF,28-233,1997,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Burnley,Josh Cullen,IRL,MF,29-146,1996,3.0,151,137,13,11,2,0,3,0,2,0,0,0,115,1,1
ENG-Premier League,2025-26,Burnley,Josh Laurent,ENG,MF,30-117,1995,1.1,28,28,0,0,0,0,0,0,0,0,0,0,15,0,1
ENG-Premier League,2025-26,Burnley,Kyle Walker,ENG,DF,35-095,1990,3.0,141,106,35,7,0,3,1,28,0,0,0,0,106,0,5
ENG-Premier League,2025-26,Burnley,Lesley Ugochukwu,FRA,MF,21-158,2004,1.9,67,67,0,0,0,0,2,0,0,0,0,0,59,0,2
ENG-Premier League,2025-26,Burnley,Loum Tchaouna,FRA,"MF,FW",21-357,2003,0.6,22,21,1,0,0,0,1,0,1,0,0,0,15,0,2
ENG-Premier League,2025-26,Burnley,Lyle Foster,RSA,FW,24-362,2000,2.8,57,55,2,0,0,0,2,0,0,0,0,0,39,0,3
ENG-Premier League,2025-26,Burnley,Marcus Edwards,ENG,FW,26-271,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Burnley,Martin Dúbravka,SVK,GK,36-228,1989,3.0,114,68,45,4,0,0,0,0,0,0,0,0,57,1,0
ENG-Premier League,2025-26,Burnley,Maxime Estève,FRA,DF,23-097,2002,2.9,103,101,2,2,0,1,0,0,0,0,0,0,90,0,1
ENG-Premier League,2025-26,Burnley,Oliver Sonne,PER,"DF,FW",24-294,2000,1.2,29,28,1,0,0,0,3,1,0,0,0,0,19,0,1
ENG-Premier League,2025-26,Burnley,Quilindschy Hartman,NED,DF,23-290,2001,3.0,101,81,18,3,0,0,13,8,7,7,0,0,68,2,3
ENG-Premier League,2025-26,Burnley,Zian Flemming,NED,FW,27-030,1998,0.2,4,3,1,0,0,0,0,1,0,0,0,0,1,0,1
ENG-Premier League,2025-26,Chelsea,Andrey Santos,BRA,MF,21-120,2004,0.6,25,22,1,1,0,0,1,0,0,0,0,0,20,2,0
ENG-Premier League,2025-26,Chelsea,Cole Palmer,ENG,MF,23-117,2002,1.0,37,36,1,0,1,0,4,0,0,0,0,0,26,0,3
ENG-Premier League,2025-26,Chelsea,Enzo Fernández,ARG,MF,24-226,2001,2.9,158,145,13,7,1,1,7,0,6,4,0,0,127,0,3
ENG-Premier League,2025-26,Chelsea,Estêvão Willian,BRA,FW,18-129,2007,2.0,66,64,2,0,0,0,4,0,2,2,0,0,54,0,2
ENG-Premier League,2025-26,Chelsea,Jamie Gittens,ENG,FW,21-023,2004,1.0,22,21,0,0,0,0,1,0,0,0,0,0,21,1,0
ENG-Premier League,2025-26,Chelsea,Jorrel Hato,NED,DF,19-177,2006,0.2,13,13,0,0,0,0,0,0,0,0,0,0,13,0,0
ENG-Premier League,2025-26,Chelsea,Joshua Acheampong,ENG,DF,19-118,2006,1.0,93,92,1,1,0,0,0,0,0,0,0,0,87,0,0
ENG-Premier League,2025-26,Chelsea,João Pedro,BRA,"MF,FW",23-339,2001,2.8,68,64,3,0,0,0,2,0,0,0,0,0,57,1,1
ENG-Premier League,2025-26,Chelsea,Liam Delap,ENG,FW,22-204,2003,1.0,15,15,0,0,0,0,1,0,0,0,0,0,9,0,0
ENG-Premier League,2025-26,Chelsea,Malo Gusto,FRA,DF,22-104,2003,1.9,114,96,18,4,0,0,2,14,0,0,0,0,104,0,0
ENG-Premier League,2025-26,Chelsea,Marc Cucurella,ESP,DF,27-040,1998,2.8,204,176,28,2,1,1,0,26,0,0,0,0,185,0,3
ENG-Premier League,2025-26,Chelsea,Moisés Caicedo,ECU,MF,23-302,2001,3.0,196,195,1,1,0,1,0,0,0,0,0,0,179,0,1
ENG-Premier League,2025-26,Chelsea,Pedro Neto,POR,FW,25-175,2000,2.9,118,100,18,5,0,0,26,2,11,8,2,0,82,0,4
ENG-Premier League,2025-26,Chelsea,Reece James,ENG,DF,25-266,1999,1.2,119,103,16,3,3,1,6,10,3,3,0,0,107,0,1
ENG-Premier League,2025-26,Chelsea,Robert Sánchez,ESP,GK,27-286,1997,3.0,110,93,17,6,0,1,0,0,0,0,0,0,76,0,0
ENG-Premier League,2025-26,Chelsea,Tosin Adarabioyo,ENG,DF,27-341,1997,2.0,179,164,14,4,0,0,0,1,0,0,0,0,165,1,0
ENG-Premier League,2025-26,Chelsea,Trevoh Chalobah,ENG,DF,26-057,1999,2.8,210,204,6,5,1,2,3,0,0,0,0,0,187,0,0
ENG-Premier League,2025-26,Chelsea,Tyrique George,ENG,FW,19-208,2006,0.7,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0
ENG-Premier League,2025-26,Chelsea,Wesley Fofana,FRA,DF,24-257,2000,0.2,11,11,0,0,0,0,0,0,0,0,0,0,11,0,0
ENG-Premier League,2025-26,Crystal Palace,Adam Wharton,ENG,MF,21-090,2004,1.9,67,63,4,4,1,1,3,0,0,0,0,0,50,0,1
ENG-Premier League,2025-26,Crystal Palace,Chris Richards,USA,DF,25-156,2000,2.0,64,59,5,1,0,2,0,4,0,0,0,0,51,0,1
ENG-Premier League,2025-26,Crystal Palace,Daniel Muñoz,COL,"DF,MF",29-097,1996,2.0,60,51,9,1,0,0,6,8,0,0,0,0,42,0,1
ENG-Premier League,2025-26,Crystal Palace,Dean Henderson,ENG,GK,28-172,1997,2.0,71,42,29,6,0,0,0,0,0,0,0,0,50,0,0
ENG-Premier League,2025-26,Crystal Palace,Eberechi Eze,ENG,MF,27-063,1998,0.9,25,19,6,3,0,1,4,0,2,2,0,0,16,0,0
ENG-Premier League,2025-26,Crystal Palace,Ismaila Sarr,SEN,"MF,FW",27-187,1998,2.0,33,33,0,0,1,0,3,0,0,0,0,0,22,0,2
ENG-Premier League,2025-26,Crystal Palace,Jean-Philippe Mateta,FRA,FW,28-064,1997,2.0,23,23,0,0,0,0,0,0,0,0,0,0,15,0,2
ENG-Premier League,2025-26,Crystal Palace,Jefferson Lerma,COL,MF,30-310,1994,0.3,7,5,2,0,0,0,0,2,0,0,0,0,4,0,0
ENG-Premier League,2025-26,Crystal Palace,Justin Devenny,NIR,"FW,MF",21-324,2003,0.8,24,21,3,1,0,0,0,0,0,0,0,0,17,0,1
ENG-Premier League,2025-26,Crystal Palace,Marc Guéhi,ENG,DF,25-049,2000,2.0,81,73,7,5,0,0,0,0,0,0,0,0,65,1,0
ENG-Premier League,2025-26,Crystal Palace,Maxence Lacroix,FRA,DF,25-147,2000,2.0,65,65,0,0,0,0,1,0,0,0,0,0,54,0,0
ENG-Premier League,2025-26,Crystal Palace,Odsonne Édouard,FRA,FW,27-227,1998,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Crystal Palace,Romain Esse,ENG,FW,20-110,2005,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1
ENG-Premier League,2025-26,Crystal Palace,Tyrick Mitchell,ENG,"DF,MF",25-364,1999,2.0,89,71,18,0,0,1,8,18,0,0,0,0,58,0,5
ENG-Premier League,2025-26,Crystal Palace,Will Hughes,ENG,MF,30-136,1995,1.8,53,50,3,2,0,0,4,0,1,0,1,0,42,0,1
ENG-Premier League,2025-26,Everton,Beto,GNB,FW,27-212,1998,2.1,28,28,0,0,0,0,0,0,0,0,0,0,16,0,0
ENG-Premier League,2025-26,Everton,Carlos Alcaraz,ARG,"FW,MF",22-274,2002,1.3,34,31,2,0,0,0,1,0,0,0,0,0,27,1,0
ENG-Premier League,2025-26,Everton,Dwight McNeil,ENG,FW,25-282,1999,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
ENG-Premier League,2025-26,Everton,Harrison Armstrong,ENG,FW,18-224,2007,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Everton,Idrissa Gana Gueye,SEN,MF,35-339,1989,2.8,121,120,0,0,1,0,3,0,0,0,0,0,102,1,2
ENG-Premier League,2025-26,Everton,Iliman Ndiaye,SEN,FW,25-178,2000,2.7,66,65,1,1,0,0,1,0,0,0,0,0,49,0,2
ENG-Premier League,2025-26,Everton,Jack Grealish,ENG,FW,29-355,1995,2.2,85,83,2,0,3,0,3,2,0,0,0,0,72,0,4
ENG-Premier League,2025-26,Everton,Jake O'Brien,IRL,DF,24-108,2001,3.0,125,91,34,0,1,0,6,34,0,0,0,0,77,0,6
ENG-Premier League,2025-26,Everton,James Garner,ENG,"DF,MF",24-171,2001,3.0,159,129,30,8,0,0,8,17,3,3,0,0,127,0,4
ENG-Premier League,2025-26,Everton,James Tarkowski,ENG,DF,32-285,1992,3.0,133,128,5,1,0,3,0,1,0,0,0,0,101,0,2
ENG-Premier League,2025-26,Everton,Jordan Pickford,ENG,GK,31-177,1994,3.0,148,102,46,19,0,2,0,0,0,0,0,0,94,0,0
ENG-Premier League,2025-26,Everton,Kiernan Dewsbury-Hall,ENG,MF,26-359,1998,3.0,113,100,13,9,2,0,11,0,3,3,0,0,93,0,1
ENG-Premier League,2025-26,Everton,Michael Keane,ENG,DF,32-232,1993,3.0,116,111,4,4,0,1,0,0,0,0,0,0,95,1,0
ENG-Premier League,2025-26,Everton,Séamus Coleman,IRL,FW,36-324,1988,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Everton,Thierno Barry,FRA,"FW,MF",22-314,2002,0.9,23,22,1,0,0,0,0,0,0,0,0,0,14,0,0
ENG-Premier League,2025-26,Everton,Tim Iroegbunam,ENG,MF,22-062,2003,1.7,43,43,0,0,0,0,0,0,0,0,0,0,28,0,0
ENG-Premier League,2025-26,Everton,Vitaliy Mykolenko,UKR,DF,26-094,1999,1.0,47,36,11,2,1,0,3,9,0,0,0,0,36,0,1
ENG-Premier League,2025-26,Fulham,Adama Traoré,ESP,FW,29-218,1996,0.4,15,14,1,0,0,0,4,1,0,0,0,0,11,0,1
ENG-Premier League,2025-26,Fulham,Alex Iwobi,NGA,FW,29-120,1996,2.6,133,129,2,1,2,0,5,1,0,0,0,0,100,2,1
ENG-Premier League,2025-26,Fulham,Antonee Robinson,USA,DF,28-023,1997,0.6,47,42,5,0,0,1,5,5,0,0,0,0,40,0,1
ENG-Premier League,2025-26,Fulham,Bernd Leno,GER,GK,33-180,1992,3.0,145,117,28,7,0,0,0,0,0,0,0,0,105,0,0
ENG-Premier League,2025-26,Fulham,Calvin Bassey,NGA,DF,25-243,1999,3.0,173,148,25,6,0,2,2,15,0,0,0,0,148,0,3
ENG-Premier League,2025-26,Fulham,Emile Smith Rowe,ENG,"MF,FW",25-034,2000,0.6,34,34,0,0,0,0,0,0,0,0,0,0,32,0,0
ENG-Premier League,2025-26,Fulham,Harry Wilson,WAL,FW,28-162,1997,1.7,38,32,6,3,0,1,6,0,3,1,1,0,30,0,1
ENG-Premier League,2025-26,Fulham,Joachim Andersen,DEN,DF,29-092,1996,3.0,172,160,11,10,0,4,2,1,0,0,0,0,149,1,1
ENG-Premier League,2025-26,Fulham,Jorge Cuenca,ESP,DF,25-287,1999,0.9,56,52,4,2,0,0,0,0,0,0,0,0,50,0,2
ENG-Premier League,2025-26,Fulham,Joshua King,ENG,MF,18-240,2007,2.4,59,59,0,0,0,0,0,0,0,0,0,0,49,0,5
ENG-Premier League,2025-26,Fulham,Kenny Tete,NED,DF,29-326,1995,3.0,141,113,27,3,1,0,7,24,0,0,0,0,117,1,3
ENG-Premier League,2025-26,Fulham,Raúl Jiménez,MEX,FW,34-118,1991,1.3,26,26,0,0,0,0,0,0,0,0,0,0,17,0,3
ENG-Premier League,2025-26,Fulham,Rodrigo Muniz,BRA,FW,24-119,2001,1.7,18,18,0,0,0,1,0,0,0,0,0,0,3,0,1
ENG-Premier League,2025-26,Fulham,Ryan Sessegnon,ENG,DF,25-105,2000,1.4,59,46,12,1,1,1,5,11,0,0,0,0,44,1,2
ENG-Premier League,2025-26,Fulham,Sander Berge,NOR,MF,27-198,1998,2.7,110,109,1,1,0,3,0,0,0,0,0,0,96,0,2
ENG-Premier League,2025-26,Fulham,Saša Lukić,SRB,MF,29-018,1996,3.0,116,87,29,9,1,1,22,0,13,9,4,0,93,0,1
ENG-Premier League,2025-26,Fulham,Timothy Castagne,BEL,"FW,DF",29-269,1995,1.4,46,43,3,0,0,0,4,3,0,0,0,0,35,0,0
ENG-Premier League,2025-26,Fulham,Tom Cairney,SCO,MF,34-223,1991,0.3,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0
