league,season,team,player,nation,pos,age,born,90s,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected
,,,,,,,,,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
ITA-Serie A,2024-25,Como,Dele Alli,ENG,MF,28,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Como,Edoardo Goldaniga,ITA,DF,30,1993,28.1,1,12,5,41.7,0.43,0.18,0.08,0.2,9.3,0,0,0,2.5,2.5,0.21,-1.5,-1.5
ITA-Serie A,2024-25,Como,Emil Audero,IDN,GK,27,1997,8.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Como,Federico Barba,ITA,DF,30,1993,4.8,0,2,1,50.0,0.42,0.21,0.0,0.0,8.9,0,0,0,0.2,0.2,0.1,-0.2,-0.2
ITA-Serie A,2024-25,Como,Fellipe Jack,BRA,DF,18,2006,1.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Como,Gabriel Strefezza,BRA,"FW,MF",27,1997,29.1,6,58,21,36.2,1.99,0.72,0.1,0.29,20.5,2,0,0,3.7,3.7,0.06,2.3,2.3
ITA-Serie A,2024-25,Como,Ignace Van Der Brempt,BEL,DF,22,2002,14.0,0,7,3,42.9,0.5,0.21,0.0,0.0,11.4,0,0,0,0.5,0.5,0.07,-0.5,-0.5
ITA-Serie A,2024-25,Como,Ivan Smolčić,CRO,DF,23,2000,7.0,0,7,3,42.9,1.0,0.43,0.0,0.0,11.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4
ITA-Serie A,2024-25,Como,Jean Butez,FRA,GK,29,1995,18.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Como,Jonathan Ikone,FRA,FW,26,1998,6.0,2,16,5,31.3,2.67,0.83,0.13,0.4,13.0,0,0,0,1.8,1.8,0.11,0.2,0.2
ITA-Serie A,2024-25,Como,Luca Mazzitelli,ITA,MF,28,1995,3.7,1,7,3,42.9,1.88,0.81,0.14,0.33,17.5,0,0,0,0.2,0.2,0.03,0.8,0.8
ITA-Serie A,2024-25,Como,Lucas Da Cunha,FRA,MF,23,2001,29.0,3,37,14,37.8,1.27,0.48,0.08,0.21,23.8,3,0,0,2.0,2.0,0.05,1.0,1.0
ITA-Serie A,2024-25,Como,Marc-Oliver Kempf,GER,DF,29,1995,29.1,0,20,4,20.0,0.69,0.14,0.0,0.0,10.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6
ITA-Serie A,2024-25,Como,Marco Sala,ITA,DF,25,1999,2.9,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Como,Matthias Braunöder,AUT,MF,22,2002,3.0,0,2,0,0.0,0.67,0.0,0.0,,24.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2024-25,Como,Maxence Caqueret,FRA,MF,24,2000,12.1,2,8,3,37.5,0.66,0.25,0.25,0.67,18.6,0,0,0,0.8,0.8,0.1,1.2,1.2
ITA-Serie A,2024-25,Como,Máximo Perrone,ARG,MF,21,2003,20.6,0,10,2,20.0,0.48,0.1,0.0,0.0,22.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9
ITA-Serie A,2024-25,Como,Mërgim Vojvoda,KVX,DF,29,1995,8.0,1,4,1,25.0,0.5,0.13,0.25,1.0,18.5,0,0,0,0.2,0.2,0.06,0.8,0.8
ITA-Serie A,2024-25,Como,Nicolás Paz,ARG,"MF,FW",19,2004,29.9,6,109,37,33.9,3.65,1.24,0.06,0.16,20.7,12,0,1,9.3,8.5,0.08,-3.3,-2.5
ITA-Serie A,2024-25,Como,Oliver Abildgaard,DEN,MF,28,1996,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Como,Patrick Cutrone,ITA,FW,26,1998,22.7,7,69,26,37.7,3.03,1.14,0.1,0.27,15.9,0,0,1,7.1,6.3,0.09,-0.1,0.7
ITA-Serie A,2024-25,Como,Pepe Reina,ESP,GK,41,1982,11.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Como,Sergi Roberto,ESP,MF,32,1992,7.7,0,6,1,16.7,0.78,0.13,0.0,0.0,23.5,0,0,0,0.7,0.7,0.11,-0.7,-0.7
ITA-Serie A,2024-25,Como,Simone Verdi,ITA,"MF,FW",32,1992,1.3,0,2,2,100.0,1.57,1.57,0.0,0.0,26.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1
ITA-Serie A,2024-25,Como,Yannik Engelhardt,GER,"MF,DF",23,2001,12.9,1,8,2,25.0,0.62,0.15,0.13,0.5,13.7,0,0,0,0.6,0.6,0.07,0.4,0.4
ITA-Serie A,2024-25,Como,Álex Valle,ESP,DF,20,2004,11.4,0,9,1,11.1,0.79,0.09,0.0,0.0,22.2,0,0,0,0.3,0.3,0.03,-0.3,-0.3
ITA-Serie A,2024-25,Empoli,Alberto Grassi,ITA,MF,29,1995,24.5,1,11,4,36.4,0.45,0.16,0.09,0.25,15.7,0,0,0,1.0,1.0,0.09,0.0,0.0
ITA-Serie A,2024-25,Empoli,Ardian Ismajli,ALB,DF,27,1996,27.9,0,5,0,0.0,0.18,0.0,0.0,,9.0,0,0,0,0.3,0.3,0.06,-0.3,-0.3
ITA-Serie A,2024-25,Empoli,Christian Kouamé,CIV,"FW,MF",26,1997,5.6,1,16,5,31.3,2.84,0.89,0.06,0.2,14.3,0,0,0,2.7,2.7,0.17,-1.7,-1.7
ITA-Serie A,2024-25,Empoli,Devis Vásquez,COL,GK,26,1998,32.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002,2.1,0,4,1,25.0,1.94,0.48,0.0,0.0,24.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2024-25,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30,1994,35.7,2,22,8,36.4,0.62,0.22,0.09,0.25,11.4,0,0,0,3.9,3.9,0.18,-1.9,-1.9
ITA-Serie A,2024-25,Empoli,Faustino Anjorin,ENG,MF,22,2001,12.4,2,23,7,30.4,1.86,0.57,0.09,0.29,25.6,1,0,0,0.9,0.9,0.04,1.1,1.1
ITA-Serie A,2024-25,Empoli,Francesco Caputo,ITA,FW,36,1987,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Giuseppe Pezzella,ITA,"DF,FW",26,1997,32.0,0,15,3,20.0,0.47,0.09,0.0,0.0,20.6,0,0,0,0.6,0.6,0.04,-0.6,-0.6
ITA-Serie A,2024-25,Empoli,Ismael Konate,CIV,"FW,MF",18,2006,1.3,0,3,2,66.7,2.33,1.55,0.0,0.0,20.9,0,0,0,0.2,0.2,0.07,-0.2,-0.2
ITA-Serie A,2024-25,Empoli,Jacopo Bacci,ITA,MF,19,2005,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Jacopo Fazzini,ITA,MF,21,2003,15.4,4,27,9,33.3,1.76,0.59,0.15,0.44,17.2,2,0,0,3.1,3.1,0.11,0.9,0.9
ITA-Serie A,2024-25,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Junior Sambia,FRA,"DF,FW",27,1996,4.3,0,10,1,10.0,2.33,0.23,0.0,0.0,25.5,4,0,0,0.4,0.4,0.04,-0.4,-0.4
ITA-Serie A,2024-25,Empoli,Liam Henderson,SCO,MF,28,1996,26.0,0,22,3,13.6,0.85,0.12,0.0,0.0,28.6,2,0,0,0.7,0.7,0.03,-0.7,-0.7
ITA-Serie A,2024-25,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,24.8,2,29,9,31.0,1.17,0.36,0.07,0.22,17.4,2,0,0,2.6,2.6,0.09,-0.6,-0.6
ITA-Serie A,2024-25,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,24.8,6,55,18,32.7,2.22,0.73,0.09,0.28,18.1,0,1,1,5.9,5.1,0.09,0.1,-0.1
ITA-Serie A,2024-25,Empoli,Lorenzo Tosto,ITA,DF,18,2006,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Luca Marianucci,ITA,DF,20,2004,11.9,0,8,2,25.0,0.67,0.17,0.0,0.0,18.6,0,0,0,0.6,0.6,0.08,-0.6,-0.6
ITA-Serie A,2024-25,Empoli,Marco Silvestri,ITA,GK,33,1991,5.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Mattia De Sciglio,ITA,DF,31,1992,8.5,1,5,3,60.0,0.59,0.35,0.2,0.33,16.9,0,0,0,0.6,0.6,0.12,0.4,0.4
ITA-Serie A,2024-25,Empoli,Mattia Viti,ITA,DF,22,2002,28.6,1,11,2,18.2,0.38,0.07,0.09,0.5,14.3,0,0,0,0.8,0.8,0.07,0.2,0.2
ITA-Serie A,2024-25,Empoli,Nicolas Haas,SUI,MF,28,1996,3.2,0,1,0,0.0,0.31,0.0,0.0,,31.7,0,0,0,0.0,0.0,0.01,0.0,0.0
ITA-Serie A,2024-25,Empoli,Ola Solbakken,NOR,"MF,FW",25,1998,8.4,0,4,3,75.0,0.47,0.36,0.0,0.0,12.7,0,0,0,0.8,0.8,0.2,-0.8,-0.8
ITA-Serie A,2024-25,Empoli,Petar Stojanović,SVN,MF,28,1995,0.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Pietro Pellegri,ITA,FW,23,2001,4.6,3,8,4,50.0,1.74,0.87,0.38,0.75,18.5,0,0,0,0.3,0.3,0.04,2.7,2.7
ITA-Serie A,2024-25,Empoli,Saba Goglichidze,GEO,DF,20,2004,28.2,0,6,0,0.0,0.21,0.0,0.0,,17.7,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2024-25,Empoli,Sebastian Walukiewicz,POL,DF,24,2000,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002,25.9,8,59,19,32.2,2.28,0.73,0.12,0.37,19.8,10,1,2,5.7,4.2,0.07,2.3,2.8
ITA-Serie A,2024-25,Empoli,Szymon Żurkowski,POL,MF,26,1997,1.2,0,2,0,0.0,1.7,0.0,0.0,,17.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Empoli,Thomas Campaniello,ITA,FW,16,2008,0.3,0,1,0,0.0,3.6,0.0,0.0,,10.8,0,0,0,0.5,0.5,0.51,-0.5,-0.5
ITA-Serie A,2024-25,Empoli,Tyronne Ebuehi,NGA,"DF,MF",28,1995,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Empoli,Viktor Kovalenko,UKR,MF,28,1996,0.9,0,3,1,33.3,3.51,1.17,0.0,0.0,22.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2024-25,Empoli,Youssef Maleh,MAR,MF,25,1998,16.8,0,17,3,17.6,1.01,0.18,0.0,0.0,24.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9
ITA-Serie A,2024-25,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997,14.1,6,25,13,52.0,1.77,0.92,0.16,0.31,20.8,2,2,2,4.5,2.9,0.12,1.5,1.1
ITA-Serie A,2024-25,Fiorentina,Alessandro Bianco,ITA,MF,21,2002,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Fiorentina,Amir Richardson,MAR,MF,22,2002,12.2,1,11,5,45.5,0.9,0.41,0.09,0.2,20.6,0,0,0,0.9,0.9,0.08,0.1,0.1
ITA-Serie A,2024-25,Fiorentina,Andrea Colpani,ITA,"FW,MF",25,1999,16.1,2,36,12,33.3,2.23,0.74,0.06,0.17,18.5,2,0,0,2.7,2.7,0.07,-0.7,-0.7
ITA-Serie A,2024-25,Fiorentina,Antonín Barák,CZE,MF,29,1994,0.6,0,2,2,100.0,3.33,3.33,0.0,0.0,25.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004,4.5,0,4,0,0.0,0.89,0.0,0.0,,20.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1
ITA-Serie A,2024-25,Fiorentina,Christian Kouamé,CIV,"FW,MF",26,1997,6.9,0,11,1,9.1,1.59,0.14,0.0,0.0,14.3,0,0,0,1.1,1.1,0.1,-1.1,-1.1
ITA-Serie A,2024-25,Fiorentina,Cristiano Biraghi,ITA,DF,31,1992,4.8,1,5,2,40.0,1.04,0.42,0.2,0.5,26.2,3,0,0,0.2,0.2,0.03,0.8,0.8
ITA-Serie A,2024-25,Fiorentina,Danilo Cataldi,ITA,MF,29,1994,19.2,3,13,5,38.5,0.68,0.26,0.23,0.6,22.8,2,0,0,1.1,1.1,0.09,1.9,1.9
ITA-Serie A,2024-25,Fiorentina,David de Gea,ESP,GK,33,1990,35.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Fiorentina,Dodô,BRA,DF,25,1998,34.6,0,27,5,18.5,0.78,0.14,0.0,0.0,17.9,0,0,0,1.4,1.4,0.05,-1.4,-1.4
ITA-Serie A,2024-25,Fiorentina,Edoardo Bove,ITA,"MF,FW",22,2002,9.5,1,7,2,28.6,0.74,0.21,0.14,0.5,14.6,0,0,0,0.6,0.6,0.08,0.4,0.4
ITA-Serie A,2024-25,Fiorentina,Fabiano Parisi,ITA,"DF,MF",23,2000,12.5,2,9,5,55.6,0.72,0.4,0.22,0.4,19.7,0,0,0,0.5,0.5,0.05,1.5,1.5
ITA-Serie A,2024-25,Fiorentina,Jonathan Ikone,FRA,"FW,MF",26,1998,3.7,0,9,5,55.6,2.43,1.35,0.0,0.0,14.5,0,0,0,0.8,0.8,0.09,-0.8,-0.8
ITA-Serie A,2024-25,Fiorentina,Luca Ranieri,ITA,DF,25,1999,34.1,1,11,5,45.5,0.32,0.15,0.09,0.2,16.2,0,0,0,1.1,1.1,0.11,-0.1,-0.1
ITA-Serie A,2024-25,Fiorentina,Lucas Beltrán,ARG,"FW,MF",23,2001,21.7,5,26,6,23.1,1.2,0.28,0.12,0.5,15.9,0,2,3,5.4,3.1,0.12,-0.4,-0.1
ITA-Serie A,2024-25,Fiorentina,Lucas Martínez Quarta,ARG,DF,28,1996,3.9,1,3,1,33.3,0.77,0.26,0.33,1.0,12.7,0,0,0,0.7,0.7,0.24,0.3,0.3
ITA-Serie A,2024-25,Fiorentina,Maat Daniel Caprini,ITA,FW,18,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Fiorentina,Marin Pongračić,CRO,DF,26,1997,15.2,0,2,1,50.0,0.13,0.07,0.0,0.0,17.7,0,0,0,0.2,0.2,0.09,-0.2,-0.2
ITA-Serie A,2024-25,Fiorentina,Matias Moreno,ARG,DF,20,2003,1.6,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Fiorentina,Michael Folorunsho,ITA,"FW,MF",26,1998,7.2,0,9,3,33.3,1.25,0.42,0.0,0.0,14.0,0,0,0,1.1,1.1,0.12,-1.1,-1.1
ITA-Serie A,2024-25,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004,1.4,0,1,0,0.0,0.71,0.0,0.0,,11.4,0,0,0,0.1,0.1,0.1,-0.1,-0.1
ITA-Serie A,2024-25,Fiorentina,Moise Kean,ITA,FW,24,2000,30.0,19,103,49,47.6,3.43,1.63,0.17,0.37,15.0,0,1,2,19.4,17.9,0.18,-0.4,0.1
ITA-Serie A,2024-25,Fiorentina,Nicolò Fagioli,ITA,MF,23,2001,10.7,1,10,4,40.0,0.94,0.37,0.1,0.25,21.9,1,0,0,0.5,0.5,0.05,0.5,0.5
ITA-Serie A,2024-25,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999,3.8,0,9,4,44.4,2.36,1.05,0.0,0.0,20.6,1,0,0,0.7,0.6,0.07,-0.7,-0.6
ITA-Serie A,2024-25,Fiorentina,Pablo Marí,ESP,DF,30,1993,12.2,0,5,1,20.0,0.41,0.08,0.0,0.0,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
ITA-Serie A,2024-25,Fiorentina,Pietro Comuzzo,ITA,DF,19,2005,24.4,1,5,2,40.0,0.2,0.08,0.2,0.5,13.0,0,0,0,0.5,0.5,0.1,0.5,0.5
ITA-Serie A,2024-25,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999,9.3,1,22,6,27.3,2.38,0.65,0.05,0.17,19.7,1,0,0,0.9,0.9,0.04,0.1,0.1
ITA-Serie A,2024-25,Fiorentina,Robin Gosens,GER,DF,30,1994,28.0,5,23,8,34.8,0.82,0.29,0.22,0.63,14.1,0,0,0,1.8,1.8,0.08,3.2,3.2
ITA-Serie A,2024-25,Fiorentina,Rolando Mandragora,ITA,MF,27,1997,21.5,4,37,14,37.8,1.72,0.65,0.08,0.21,24.6,6,1,1,2.7,1.9,0.05,1.3,1.1
ITA-Serie A,2024-25,Fiorentina,Sofyan Amrabat,MAR,MF,27,1996,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Fiorentina,Tommaso Rubino,ITA,MF,17,2006,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Fiorentina,Yacine Adli,FRA,MF,24,2000,13.7,4,14,5,35.7,1.02,0.36,0.29,0.8,21.3,2,0,0,1.0,1.0,0.07,3.0,3.0
ITA-Serie A,2024-25,Genoa,Aarón Martín,ESP,DF,27,1997,34.3,0,16,4,25.0,0.47,0.12,0.0,0.0,23.6,5,0,0,0.9,0.9,0.06,-0.9,-0.9
ITA-Serie A,2024-25,Genoa,Alan Matturro,URU,DF,19,2004,10.0,0,4,3,75.0,0.4,0.3,0.0,0.0,15.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2
ITA-Serie A,2024-25,Genoa,Alessandro Marcandalli,ITA,DF,21,2002,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Alessandro Vogliacco,ITA,DF,25,1998,7.9,2,5,2,40.0,0.63,0.25,0.4,1.0,10.6,0,0,0,1.3,1.3,0.27,0.7,0.7
ITA-Serie A,2024-25,Genoa,Alessandro Zanoli,ITA,"FW,DF",23,2000,19.0,1,11,3,27.3,0.58,0.16,0.09,0.33,20.8,0,0,0,0.4,0.4,0.04,0.6,0.6
ITA-Serie A,2024-25,Genoa,Andrea Pinamonti,ITA,FW,25,1999,31.7,10,78,29,37.2,2.46,0.92,0.13,0.34,16.1,2,0,1,7.7,7.0,0.09,2.3,3.0
ITA-Serie A,2024-25,Genoa,Benjamin Siegrist,SUI,GK,32,1992,1.7,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",20,2004,8.0,0,5,2,40.0,0.63,0.25,0.0,0.0,21.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3
ITA-Serie A,2024-25,Genoa,Caleb Ekuban,GHA,FW,30,1994,6.2,1,18,6,33.3,2.92,0.97,0.06,0.17,13.0,0,0,0,2.8,2.8,0.15,-1.8,-1.8
ITA-Serie A,2024-25,Genoa,Daniele Sommariva,ITA,GK,27,1997,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,David Akpan Ankeye,NGA,"FW,MF",22,2002,0.5,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Emil Bohinen,NOR,MF,25,1999,1.8,0,2,0,0.0,1.08,0.0,0.0,,28.6,1,0,0,0.1,0.1,0.05,-0.1,-0.1
ITA-Serie A,2024-25,Genoa,Fabio Miretti,ITA,"MF,FW",20,2003,18.6,3,24,6,25.0,1.29,0.32,0.13,0.5,17.4,1,0,0,3.1,3.1,0.13,-0.1,-0.1
ITA-Serie A,2024-25,Genoa,Federico Accornero,ITA,MF,20,2004,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Filippo Melegoni,ITA,"MF,FW",25,1999,1.0,0,1,0,0.0,1.01,0.0,0.0,,21.4,0,0,0,0.0,0.0,0.04,0.0,0.0
ITA-Serie A,2024-25,Genoa,Gastón Pereiro,URU,MF,29,1995,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Honest Ahanor,ITA,"DF,MF",16,2008,3.0,0,3,1,33.3,1.0,0.33,0.0,0.0,10.5,0,0,0,0.5,0.5,0.17,-0.5,-0.5
ITA-Serie A,2024-25,Genoa,Jean Onana,CMR,MF,24,2000,3.4,0,1,0,0.0,0.3,0.0,0.0,,40.8,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2024-25,Genoa,Jeff Ekhator,ITA,"FW,MF",17,2006,8.5,1,10,3,30.0,1.17,0.35,0.1,0.33,15.6,0,0,0,1.3,1.3,0.13,-0.3,-0.3
ITA-Serie A,2024-25,Genoa,Johan Vásquez,MEX,DF,25,1998,33.8,3,36,8,22.2,1.07,0.24,0.08,0.38,16.4,1,0,0,2.4,2.4,0.07,0.6,0.6
ITA-Serie A,2024-25,Genoa,Junior Messias,BRA,"MF,FW",33,1991,9.4,1,17,5,29.4,1.81,0.53,0.06,0.2,21.0,1,0,1,2.4,1.4,0.08,-1.4,-0.4
ITA-Serie A,2024-25,Genoa,Koni De Winter,BEL,DF,22,2002,23.7,3,13,7,53.8,0.55,0.3,0.23,0.43,8.8,0,0,0,2.1,2.1,0.16,0.9,0.9
ITA-Serie A,2024-25,Genoa,Lior Kasa,ISR,"MF,FW",18,2005,2.6,0,5,2,40.0,1.96,0.78,0.0,0.0,16.7,0,0,0,1.1,1.1,0.23,-1.1,-1.1
ITA-Serie A,2024-25,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006,1.9,2,4,3,75.0,2.16,1.62,0.5,0.67,15.5,0,0,0,0.7,0.7,0.18,1.3,1.3
ITA-Serie A,2024-25,Genoa,Mario Balotelli,ITA,"FW,MF",33,1990,0.7,0,2,0,0.0,2.9,0.0,0.0,,30.5,1,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2024-25,Genoa,Mattia Bani,ITA,DF,30,1993,16.7,0,8,3,37.5,0.48,0.18,0.0,0.0,9.2,0,0,0,1.2,1.2,0.15,-1.2,-1.2
ITA-Serie A,2024-25,Genoa,Maxwel Cornet,CIV,"FW,MF",27,1996,2.7,2,5,3,60.0,1.83,1.1,0.4,0.67,12.3,0,0,0,1.0,1.0,0.2,1.0,1.0
ITA-Serie A,2024-25,Genoa,Milan Badelj,CRO,MF,35,1989,16.4,1,14,2,14.3,0.86,0.12,0.07,0.5,21.0,0,0,0,1.0,1.0,0.07,0.0,0.0
ITA-Serie A,2024-25,Genoa,Morten Frendrup,DEN,MF,23,2001,34.5,2,30,9,30.0,0.87,0.26,0.07,0.22,21.9,0,0,0,1.6,1.6,0.05,0.4,0.4
ITA-Serie A,2024-25,Genoa,Morten Thorsby,NOR,"MF,FW",28,1996,21.1,0,15,6,40.0,0.71,0.28,0.0,0.0,12.2,0,0,0,2.8,2.8,0.19,-2.8,-2.8
ITA-Serie A,2024-25,Genoa,Nicola Leali,ITA,GK,31,1993,29.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Patrizio Masini,ITA,MF,23,2001,17.1,1,8,1,12.5,0.47,0.06,0.13,1.0,15.5,0,0,0,0.4,0.4,0.05,0.6,0.6
ITA-Serie A,2024-25,Genoa,Pierluigi Gollini,ITA,GK,29,1995,7.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",31,1993,4.3,0,9,3,33.3,2.11,0.7,0.0,0.0,30.2,3,0,0,0.2,0.2,0.03,-0.2,-0.2
ITA-Serie A,2024-25,Genoa,Sebastian Otoa,DEN,DF,20,2004,2.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0
ITA-Serie A,2024-25,Genoa,Stefano Sabelli,ITA,DF,31,1993,22.9,0,6,1,16.7,0.26,0.04,0.0,0.0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
ITA-Serie A,2024-25,Genoa,Vitinha,POR,"FW,MF",24,2000,14.8,2,33,5,15.2,2.24,0.34,0.06,0.4,20.3,1,0,0,1.6,1.6,0.05,0.4,0.4
ITA-Serie A,2024-25,Hellas Verona,Abdou Harroui,NED,"MF,FW",26,1998,5.1,1,15,4,26.7,2.92,0.78,0.07,0.25,17.7,1,0,0,2.2,2.2,0.15,-1.2,-1.2
ITA-Serie A,2024-25,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",17,2006,0.1,0,2,2,100.0,20.0,20.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.02,0.0,0.0
ITA-Serie A,2024-25,Hellas Verona,Amin Sarr,SWE,FW,23,2001,21.2,4,23,7,30.4,1.09,0.33,0.17,0.57,14.3,0,0,0,3.2,3.2,0.15,0.8,0.8
ITA-Serie A,2024-25,Hellas Verona,Antoine Bernede,FRA,MF,25,1999,6.6,1,4,2,50.0,0.61,0.3,0.25,0.5,21.0,0,0,0,0.8,0.8,0.19,0.2,0.2
ITA-Serie A,2024-25,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000,16.9,6,37,10,27.0,2.2,0.59,0.14,0.5,14.2,0,1,1,5.3,4.5,0.12,0.7,0.5
ITA-Serie A,2024-25,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,24,2000,8.4,0,3,1,33.3,0.36,0.12,0.0,0.0,21.8,0,0,0,0.4,0.4,0.13,-0.4,-0.4
ITA-Serie A,2024-25,Hellas Verona,Dailon Livramento,CPV,"FW,MF",23,2001,10.4,1,13,4,30.8,1.24,0.38,0.08,0.25,12.0,0,0,0,1.8,1.8,0.14,-0.8,-0.8
ITA-Serie A,2024-25,Hellas Verona,Daniel Bandeira,POR,MF,24,2000,4.5,0,2,1,50.0,0.44,0.22,0.0,0.0,31.1,0,0,0,0.0,0.0,0.02,0.0,0.0
