league,season,team,player,nation,pos,age,born,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
GER-Bundesliga,2023-24,Köln,Mark Uth,GER,"MF,FW",31,1991,4.1,232,0,21,106,105,19,232,13,4,30.8,5,38.5,122,681,266,12,6,2,13,8,142,29
GER-Bundesliga,2023-24,Köln,Marvin Schwäbe,GER,GK,28,1995,34.0,1393,1004,1359,35,0,0,1393,0,0,,0,,833,4192,2745,0,0,0,0,0,821,0
GER-Bundesliga,2023-24,Köln,Mathias Olesen,LUX,"MF,FW",22,2001,1.2,61,3,16,28,18,2,61,1,1,100.0,0,0.0,37,178,89,2,1,0,1,2,35,2
GER-Bundesliga,2023-24,Köln,Max Finkgräfe,GER,"DF,FW",19,2004,19.5,1121,53,333,510,308,24,1121,58,36,62.1,21,36.2,495,3461,1845,51,35,11,37,24,527,59
GER-Bundesliga,2023-24,Köln,Rasmus Carstensen,DEN,"DF,FW",22,2000,18.4,1072,81,326,459,304,36,1072,30,13,43.3,12,40.0,513,2976,1376,32,26,3,37,22,568,89
GER-Bundesliga,2023-24,Köln,Sargis Adamyan,ARM,"FW,MF",30,1993,8.9,312,8,30,151,136,52,312,18,7,38.9,10,55.6,162,814,344,15,9,5,27,17,183,42
GER-Bundesliga,2023-24,Köln,Steffen Tigges,GER,FW,25,1998,8.1,295,14,33,163,102,35,295,8,4,50.0,4,50.0,146,661,235,9,5,2,19,9,211,48
GER-Bundesliga,2023-24,Köln,Timo Hübers,GER,DF,27,1996,30.9,2143,267,1200,897,65,31,2143,6,4,66.7,2,33.3,1203,6033,3442,19,14,1,11,7,1280,3
GER-Bundesliga,2023-24,Leverkusen,Adam Hložek,CZE,"MF,FW",21,2002,5.1,222,4,21,99,105,29,222,14,4,28.6,9,64.3,135,812,386,14,9,5,10,13,177,33
GER-Bundesliga,2023-24,Leverkusen,Amine Adli,MAR,"MF,FW",23,2000,10.0,575,7,52,231,299,66,575,27,13,48.1,10,37.0,339,1768,1021,32,25,16,17,10,460,131
GER-Bundesliga,2023-24,Leverkusen,Arthur,BRA,DF,20,2003,2.0,131,7,35,42,56,8,131,5,2,40.0,3,60.0,79,485,307,8,6,2,2,3,88,28
GER-Bundesliga,2023-24,Leverkusen,Borja Iglesias,ESP,FW,30,1993,2.8,96,1,2,28,66,19,96,1,0,0.0,1,100.0,62,314,74,3,2,3,5,6,82,19
GER-Bundesliga,2023-24,Leverkusen,Edmond Tapsoba,BFA,DF,24,1999,23.2,2156,157,709,1290,177,23,2156,17,13,76.5,3,17.6,1495,8947,5271,49,45,1,13,7,1599,12
GER-Bundesliga,2023-24,Leverkusen,Exequiel Palacios,ARG,MF,24,1998,20.3,2222,36,341,1461,439,21,2220,26,23,88.5,3,11.5,1296,4722,2297,24,24,2,22,13,1802,45
GER-Bundesliga,2023-24,Leverkusen,Florian Wirtz,GER,MF,20,2003,26.4,2252,7,146,906,1229,170,2251,162,79,48.8,74,45.7,1384,7896,4152,138,108,45,83,79,1815,306
GER-Bundesliga,2023-24,Leverkusen,Granit Xhaka,SUI,MF,30,1992,31.3,3558,94,485,2291,797,17,3558,28,16,57.1,9,32.1,2164,9461,4933,60,67,4,31,30,2955,53
GER-Bundesliga,2023-24,Leverkusen,Gustavo Puerta,COL,"DF,MF",20,2003,0.5,53,2,5,38,10,0,53,1,1,100.0,0,0.0,37,186,44,1,1,0,1,0,39,1
GER-Bundesliga,2023-24,Leverkusen,Jeremie Frimpong,NED,DF,22,2000,25.0,1329,19,158,406,784,205,1329,106,48,45.3,48,45.3,824,6275,3756,153,62,73,51,37,941,348
GER-Bundesliga,2023-24,Leverkusen,Jonas Hofmann,GER,MF,31,1992,24.5,1718,3,122,676,928,110,1718,35,18,51.4,17,48.6,895,4657,2294,63,50,13,34,17,1353,221
GER-Bundesliga,2023-24,Leverkusen,Jonathan Tah,GER,DF,27,1996,29.2,2434,207,790,1517,140,34,2434,9,5,55.6,4,44.4,1557,8072,4568,17,26,1,11,5,1812,4
GER-Bundesliga,2023-24,Leverkusen,Josip Stanišić,CRO,DF,23,2000,14.0,1205,55,307,628,282,21,1205,20,12,60.0,6,30.0,729,4356,2590,49,37,4,14,5,877,63
GER-Bundesliga,2023-24,Leverkusen,Lukáš Hrádecký,FIN,GK,33,1989,33.0,939,777,925,14,0,0,939,0,0,,0,,543,2958,1580,0,1,1,1,0,456,0
GER-Bundesliga,2023-24,Leverkusen,Matej Kovar,CZE,GK,23,2000,1.0,19,17,19,0,0,0,19,0,0,,0,,8,45,38,0,0,0,0,0,9,0
GER-Bundesliga,2023-24,Leverkusen,Nadiem Amiri,GER,MF,26,1996,1.0,116,2,9,62,48,2,116,6,1,16.7,4,66.7,57,313,187,5,4,1,2,0,96,6
GER-Bundesliga,2023-24,Leverkusen,Nathan Tella,NGA,"DF,MF",24,1999,9.1,482,7,56,152,279,60,482,43,7,16.3,30,69.8,296,1791,970,35,15,16,18,15,340,114
GER-Bundesliga,2023-24,Leverkusen,Noah Mbamba,BEL,MF,18,2005,0.2,27,0,0,11,16,0,27,3,1,33.3,2,66.7,19,77,24,1,2,1,1,2,24,1
GER-Bundesliga,2023-24,Leverkusen,Odilon Kossounou,CIV,DF,22,2001,20.1,1600,67,404,976,237,9,1600,40,23,57.5,17,42.5,953,5398,2880,48,35,4,12,15,1154,23
GER-Bundesliga,2023-24,Leverkusen,Patrik Schick,CZE,FW,27,1996,11.8,350,7,15,132,208,90,349,25,8,32.0,14,56.0,191,814,265,7,4,5,23,17,281,88
GER-Bundesliga,2023-24,Leverkusen,Piero Hincapié,ECU,DF,21,2002,16.5,1597,100,472,895,237,25,1597,6,1,16.7,5,83.3,994,5078,3063,34,32,1,11,4,1237,50
GER-Bundesliga,2023-24,Leverkusen,Robert Andrich,GER,"MF,DF",28,1994,18.8,1638,53,319,1049,281,16,1638,12,7,58.3,4,33.3,885,4005,1978,20,34,1,13,7,1235,14
GER-Bundesliga,2023-24,Leverkusen,Victor Boniface,NGA,FW,22,2000,17.2,646,14,26,236,392,137,642,93,46,49.5,42,45.2,389,2221,1110,50,31,28,58,30,528,158
GER-Bundesliga,2023-24,Leverkusen,Álex Grimaldo,ESP,DF,27,1995,30.9,2465,60,429,940,1112,106,2465,48,20,41.7,23,47.9,1346,6006,3113,77,56,15,50,18,1681,261
GER-Bundesliga,2023-24,Mainz 05,Andreas Hanche-Olsen,NOR,DF,26,1997,11.0,539,60,303,226,14,5,539,0,0,,0,,253,1219,485,1,1,0,4,2,282,0
GER-Bundesliga,2023-24,Mainz 05,Anthony Caci,FRA,DF,26,1997,27.6,1791,89,587,865,358,41,1791,39,23,59.0,13,33.3,837,3889,2115,43,20,10,23,10,990,75
GER-Bundesliga,2023-24,Mainz 05,Anton Stach,GER,MF,24,1998,1.9,92,5,13,50,31,5,92,5,3,60.0,2,40.0,42,214,100,3,3,1,0,1,53,10
GER-Bundesliga,2023-24,Mainz 05,Anwar El Ghazi,NED,"MF,DF",28,1995,0.6,30,0,2,11,18,3,30,4,2,50.0,2,50.0,22,150,85,2,2,0,3,0,26,5
GER-Bundesliga,2023-24,Mainz 05,Aymen Barkok,MAR,"MF,FW",25,1998,3.6,238,2,19,116,103,19,237,8,2,25.0,4,50.0,123,655,344,14,4,5,12,5,174,33
GER-Bundesliga,2023-24,Mainz 05,Brajan Gruda,GER,"MF,FW",19,2004,18.2,937,9,72,362,541,93,937,148,69,46.6,63,42.6,577,4888,2497,100,55,44,70,49,623,167
GER-Bundesliga,2023-24,Mainz 05,Daniel Batz,GER,GK,32,1991,4.0,166,124,162,4,0,0,166,0,0,,0,,84,433,265,0,0,0,0,0,91,0
GER-Bundesliga,2023-24,Mainz 05,Danny da Costa,GER,DF,30,1993,9.2,589,32,163,254,175,11,589,13,7,53.8,5,38.5,227,1219,613,22,9,3,8,7,263,53
GER-Bundesliga,2023-24,Mainz 05,David Mamutovic,GER,"FW,DF",22,2000,0.1,12,0,2,7,3,0,12,0,0,,0,,7,19,5,0,0,0,0,0,9,0
GER-Bundesliga,2023-24,Mainz 05,Dominik Kohr,GER,"DF,MF",29,1994,24.3,1414,81,541,726,156,28,1414,11,5,45.5,6,54.5,632,2818,1235,19,10,2,22,4,811,26
GER-Bundesliga,2023-24,Mainz 05,Edimilson Fernandes,SUI,DF,27,1996,14.3,951,98,403,418,138,4,951,8,6,75.0,2,25.0,483,2609,1467,9,12,1,6,5,532,9
GER-Bundesliga,2023-24,Mainz 05,Jessic Ngankam,GER,"FW,MF",23,2000,2.0,58,1,3,26,30,10,58,7,5,71.4,1,14.3,42,233,84,3,3,4,4,8,41,11
GER-Bundesliga,2023-24,Mainz 05,Jonathan Burkardt,GER,"FW,MF",23,2000,17.1,594,3,46,269,292,73,593,57,23,40.4,29,50.9,391,2340,924,36,25,10,52,37,449,101
GER-Bundesliga,2023-24,Mainz 05,Josuha Guilavogui,FRA,DF,32,1990,4.5,244,39,157,83,7,4,244,0,0,,0,,104,420,138,1,1,0,7,1,113,1
GER-Bundesliga,2023-24,Mainz 05,Karim Onisiwo,AUT,"FW,MF",31,1992,16.6,538,12,45,211,285,77,538,45,19,42.2,17,37.8,323,1742,653,26,18,9,52,28,398,111
GER-Bundesliga,2023-24,Mainz 05,Leandro Barreiro Martins,LUX,MF,23,2000,29.0,1303,74,337,709,268,68,1303,33,15,45.5,15,45.5,487,2084,922,22,20,6,42,14,672,46
GER-Bundesliga,2023-24,Mainz 05,Lee Jae-sung,KOR,"MF,FW",30,1992,23.5,1036,32,147,533,363,83,1036,38,15,39.5,17,44.7,506,2304,920,25,17,4,42,22,730,121
GER-Bundesliga,2023-24,Mainz 05,Ludovic Ajorque,FRA,FW,29,1994,15.1,603,12,53,314,238,85,601,11,2,18.2,8,72.7,260,904,291,5,6,1,42,10,450,88
GER-Bundesliga,2023-24,Mainz 05,Marco Richter,GER,"MF,FW",25,1997,8.0,426,3,42,175,214,37,426,37,16,43.2,18,48.6,239,1411,651,20,11,9,31,12,296,53
GER-Bundesliga,2023-24,Mainz 05,Marcus Müller,GER,MF,20,2002,0.2,8,0,0,1,7,3,8,0,0,,0,,0,0,0,0,0,0,0,0,5,0
GER-Bundesliga,2023-24,Mainz 05,Maxim Leitsch,GER,DF,25,1998,4.2,205,26,126,73,6,0,205,2,0,0.0,2,100.0,98,388,170,1,0,0,1,0,101,0
GER-Bundesliga,2023-24,Mainz 05,Merveille Papela,GER,"MF,DF",22,2001,2.9,119,4,23,67,31,7,119,3,3,100.0,0,0.0,63,308,126,6,4,3,6,10,68,10
GER-Bundesliga,2023-24,Mainz 05,Nadiem Amiri,GER,MF,26,1996,14.6,984,29,149,504,346,15,983,55,25,45.5,24,43.6,470,2454,1094,16,25,5,22,19,524,22
GER-Bundesliga,2023-24,Mainz 05,Nelson Weiper,GER,"FW,MF",18,2005,1.4,64,0,5,20,39,10,64,7,2,28.6,5,71.4,37,196,107,6,2,2,7,1,45,20
GER-Bundesliga,2023-24,Mainz 05,Phillipp Mwene,AUT,DF,29,1994,22.2,1151,43,302,480,381,29,1151,32,15,46.9,13,40.6,508,3246,1571,50,32,6,26,14,587,93
GER-Bundesliga,2023-24,Mainz 05,Robin Zentner,GER,GK,28,1994,30.0,1123,877,1098,23,3,3,1123,1,1,100.0,0,0.0,610,3522,1858,0,0,0,1,0,503,0
GER-Bundesliga,2023-24,Mainz 05,Sepp van den Berg,NED,DF,21,2001,31.5,1872,229,964,845,74,34,1872,5,4,80.0,1,20.0,720,3108,1384,7,4,0,11,4,912,6
GER-Bundesliga,2023-24,Mainz 05,Silvan Widmer,SUI,DF,30,1993,13.8,827,48,220,400,214,38,827,18,2,11.1,14,77.8,307,1425,786,31,16,6,14,8,418,63
GER-Bundesliga,2023-24,Mainz 05,Stefan Bell,GER,DF,31,1991,7.4,431,51,231,182,20,8,431,2,2,100.0,0,0.0,223,846,336,0,1,0,2,1,270,2
GER-Bundesliga,2023-24,Mainz 05,Tom Krauß,GER,MF,22,2001,15.0,867,40,202,496,181,14,867,12,3,25.0,8,66.7,348,1746,798,12,13,4,27,13,418,29
GER-Bundesliga,2023-24,RB Leipzig,Amadou Haidara,MLI,MF,25,1998,17.0,1007,52,219,632,161,12,1007,11,9,81.8,2,18.2,466,2024,1007,8,10,2,12,9,620,11
GER-Bundesliga,2023-24,RB Leipzig,Benjamin Henrichs,GER,DF,26,1997,28.1,1959,61,508,850,620,68,1959,54,33,61.1,15,27.8,1113,5443,2958,53,51,7,32,20,1244,161
GER-Bundesliga,2023-24,RB Leipzig,Benjamin Šeško,SVN,FW,20,2003,17.0,528,31,67,215,253,87,528,35,17,48.6,16,45.7,273,1321,581,21,13,15,32,38,381,98
GER-Bundesliga,2023-24,RB Leipzig,Castello Lukeba,FRA,DF,20,2002,24.3,2114,191,955,1111,64,16,2114,31,17,54.8,6,19.4,1446,6629,3477,23,23,1,20,9,1617,9
GER-Bundesliga,2023-24,RB Leipzig,Christoph Baumgartner,AUT,"MF,FW",23,1999,12.9,662,17,94,305,275,67,662,37,18,48.6,15,40.5,390,2146,1252,36,31,13,38,28,479,86
GER-Bundesliga,2023-24,RB Leipzig,Christopher Lenz,GER,"DF,MF",28,1994,0.5,55,3,19,19,18,1,55,0,0,,0,,19,78,32,1,0,0,1,0,34,7
GER-Bundesliga,2023-24,RB Leipzig,Dani Olmo,ESP,MF,25,1998,16.1,854,18,116,419,329,59,854,72,31,43.1,38,52.8,544,3571,1925,60,49,18,28,26,651,111
GER-Bundesliga,2023-24,RB Leipzig,David Raum,GER,DF,25,1998,30.4,2442,88,653,1002,807,45,2442,32,18,56.3,13,40.6,1223,5411,2900,77,44,15,33,15,1474,246
GER-Bundesliga,2023-24,RB Leipzig,El Chadaille Bitshiabu,FRA,"DF,MF",18,2005,0.4,67,3,26,30,11,1,67,0,0,,0,,38,180,75,2,1,1,0,0,42,5
GER-Bundesliga,2023-24,RB Leipzig,Elif Elmas,MKD,"MF,FW",23,1999,3.0,160,1,20,77,63,14,160,10,5,50.0,3,30.0,95,472,211,9,7,4,6,6,113,18
GER-Bundesliga,2023-24,RB Leipzig,Emil Forsberg,SWE,"MF,FW",31,1991,5.2,261,7,25,132,105,19,260,9,3,33.3,4,44.4,173,801,290,8,3,4,12,7,196,38
GER-Bundesliga,2023-24,RB Leipzig,Fabio Carvalho,POR,MF,20,2002,1.8,118,0,13,45,61,7,118,7,3,42.9,3,42.9,72,438,231,8,6,1,7,2,90,13
GER-Bundesliga,2023-24,RB Leipzig,Janis Blaswich,GER,GK,32,1991,21.0,993,600,920,75,0,0,993,0,0,,0,,651,2387,1174,0,0,0,1,0,614,0
GER-Bundesliga,2023-24,RB Leipzig,Jonathan Norbye,NOR,MF,16,2007,0.0,1,0,0,1,0,0,1,0,0,,0,,1,2,1,0,0,0,0,0,1,0
GER-Bundesliga,2023-24,RB Leipzig,Kevin Kampl,SVN,MF,32,1990,15.1,1132,27,183,763,200,11,1132,14,10,71.4,3,21.4,743,4144,1978,28,27,1,15,14,839,27
GER-Bundesliga,2023-24,RB Leipzig,Loïs Openda,BEL,FW,23,2000,30.0,860,20,52,285,528,214,857,65,20,30.8,35,53.8,545,2923,1473,77,30,38,72,38,643,226
GER-Bundesliga,2023-24,RB Leipzig,Lukas Klostermann,GER,DF,27,1996,16.0,1305,101,456,778,74,7,1305,1,0,0.0,1,100.0,822,3655,2038,14,9,0,4,0,936,13
GER-Bundesliga,2023-24,RB Leipzig,Mohamed Simakan,FRA,DF,23,2000,23.8,1852,168,647,987,232,61,1852,22,12,54.5,8,36.4,1132,5202,2747,34,22,8,27,9,1253,76
GER-Bundesliga,2023-24,RB Leipzig,Nicolas Seiwald,AUT,MF,22,2001,8.0,477,25,162,280,40,2,477,6,4,66.7,2,33.3,240,950,435,3,6,0,2,8,280,4
GER-Bundesliga,2023-24,RB Leipzig,Nuha Jatta,GAM,FW,17,2006,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
GER-Bundesliga,2023-24,RB Leipzig,Péter Gulácsi,HUN,GK,33,1990,13.0,497,349,481,16,0,0,497,0,0,,0,,283,1193,682,0,0,0,0,0,263,0
GER-Bundesliga,2023-24,RB Leipzig,Timo Werner,GER,"FW,MF",27,1996,2.3,112,0,8,48,57,15,111,10,5,50.0,4,40.0,74,517,241,10,9,5,3,5,90,32
GER-Bundesliga,2023-24,RB Leipzig,Willi Orban,HUN,DF,30,1992,17.6,1563,145,669,847,54,27,1563,3,2,66.7,0,0.0,1043,5338,2799,7,11,0,8,2,1147,10
GER-Bundesliga,2023-24,RB Leipzig,Xaver Schlager,AUT,MF,25,1997,27.5,2060,52,377,1390,313,17,2060,32,19,59.4,8,25.0,1302,7183,4443,73,48,2,32,27,1471,45
GER-Bundesliga,2023-24,RB Leipzig,Xavi Simons,NED,MF,20,2003,29.5,1817,10,186,844,836,106,1815,160,84,52.5,55,34.4,1213,8332,4654,151,133,37,78,49,1375,216
GER-Bundesliga,2023-24,RB Leipzig,Yussuf Poulsen,DEN,FW,29,1994,13.5,424,16,44,214,175,62,424,22,12,54.5,7,31.8,257,950,369,11,10,5,25,20,317,78
GER-Bundesliga,2023-24,Stuttgart,Alexander Nübel,GER,GK,26,1996,30.0,1278,1050,1265,13,0,0,1278,0,0,,0,,762,3696,2160,0,0,0,0,0,733,0
GER-Bundesliga,2023-24,Stuttgart,Angelo Stiller,GER,MF,22,2001,29.9,2874,78,527,1844,525,29,2874,25,17,68.0,6,24.0,1523,5831,2774,37,46,4,39,27,2161,71
GER-Bundesliga,2023-24,Stuttgart,Anthony Rouault,FRA,DF,22,2001,11.2,1030,75,385,571,76,5,1030,6,2,33.3,4,66.7,639,2713,1556,8,5,0,7,3,753,10
GER-Bundesliga,2023-24,Stuttgart,Atakan Karazor,,MF,26,1996,29.1,2181,61,378,1434,382,15,2181,27,5,18.5,14,51.9,1149,4345,1991,24,42,0,23,19,1574,31
GER-Bundesliga,2023-24,Stuttgart,Borna Sosa,CRO,"FW,DF",25,1998,0.5,48,0,4,18,26,2,48,0,0,,0,,31,180,100,5,1,1,1,0,35,10
GER-Bundesliga,2023-24,Stuttgart,Chris Führich,GER,"FW,MF",25,1998,28.5,1667,8,117,628,948,124,1666,153,73,47.7,68,44.4,1070,8503,4459,153,106,56,53,27,1267,259
GER-Bundesliga,2023-24,Stuttgart,Dan-Axel Zagadou,FRA,DF,24,1999,16.1,1533,150,714,786,40,19,1533,4,3,75.0,1,25.0,968,4603,2263,2,5,0,5,1,1089,3
GER-Bundesliga,2023-24,Stuttgart,Deniz Undav,GER,"FW,MF",27,1996,23.2,1089,9,69,492,537,147,1088,50,27,54.0,20,40.0,674,3116,1459,45,36,20,58,51,889,182
GER-Bundesliga,2023-24,Stuttgart,Enzo Millot,FRA,"MF,FW",21,2002,24.9,1734,18,180,1008,569,70,1733,88,46,52.3,37,42.0,972,4825,1867,46,41,14,69,34,1373,167
GER-Bundesliga,2023-24,Stuttgart,Fabian Bredlow,GER,GK,28,1995,4.0,190,165,190,0,0,0,190,0,0,,0,,126,719,401,0,0,0,0,0,112,0
GER-Bundesliga,2023-24,Stuttgart,Genki Haraguchi,JPN,MF,32,1991,0.3,21,2,5,14,2,1,21,0,0,,0,,7,47,30,1,0,0,0,0,16,0
GER-Bundesliga,2023-24,Stuttgart,Hiroki Ito,JPN,DF,24,1999,24.8,2274,175,873,1204,204,18,2274,11,7,63.6,3,27.3,1259,5476,2647,29,26,2,13,5,1674,32
GER-Bundesliga,2023-24,Stuttgart,Jamie Leweling,GER,"FW,MF",22,2001,16.9,829,18,97,330,419,89,829,58,26,44.8,27,46.6,534,3571,1860,65,38,28,46,39,622,172
GER-Bundesliga,2023-24,Stuttgart,Jeong Woo-yeong,KOR,"MF,FW",23,1999,7.0,416,8,52,210,157,26,416,19,4,21.1,11,57.9,259,1536,789,23,11,6,17,7,317,54
GER-Bundesliga,2023-24,Stuttgart,Josha Vagnoman,GER,DF,22,2000,13.1,735,22,175,333,234,41,735,15,10,66.7,4,26.7,367,1596,798,19,15,7,22,10,480,67
GER-Bundesliga,2023-24,Stuttgart,Jovan Milošević,SRB,"FW,MF",18,2005,0.3,17,0,1,9,7,1,17,2,2,100.0,0,0.0,13,67,29,1,2,0,3,0,13,3
GER-Bundesliga,2023-24,Stuttgart,Leonidas Stergiou,SUI,DF,21,2002,6.6,420,20,132,205,83,3,420,2,1,50.0,1,50.0,186,808,335,6,5,0,6,2,272,22
GER-Bundesliga,2023-24,Stuttgart,Lilian Egloff,GER,"MF,DF",20,2002,1.2,56,2,20,22,14,1,56,2,0,0.0,1,50.0,27,182,69,2,3,0,0,1,32,2
GER-Bundesliga,2023-24,Stuttgart,Luca Raimund,GER,"FW,MF",18,2005,0.3,34,0,5,10,20,3,34,0,0,,0,,18,67,27,0,0,0,2,2,21,2
GER-Bundesliga,2023-24,Stuttgart,Mahmoud Dahoud,GER,MF,27,1996,2.5,261,5,48,157,57,6,261,2,0,0.0,2,100.0,144,548,241,1,5,0,6,3,207,5
GER-Bundesliga,2023-24,Stuttgart,Maximilian Mittelstädt,GER,DF,26,1997,23.4,2041,78,494,1098,470,35,2041,60,36,60.0,19,31.7,1056,5264,2712,70,58,6,30,21,1337,129
GER-Bundesliga,2023-24,Stuttgart,Pascal Stenzel,GER,DF,27,1996,11.8,947,45,217,498,237,4,947,8,6,75.0,2,25.0,491,2454,1346,34,31,1,16,6,595,46
GER-Bundesliga,2023-24,Stuttgart,Roberto Massimo,GER,"FW,DF",22,2000,0.9,50,1,11,29,10,1,50,1,0,0.0,0,0.0,29,154,103,3,2,1,1,0,32,6
GER-Bundesliga,2023-24,Stuttgart,Samuele Di Benedetto,GER,MF,18,2005,0.1,13,0,3,8,2,1,13,1,0,0.0,0,0.0,9,32,28,0,0,0,0,1,13,1
GER-Bundesliga,2023-24,Stuttgart,Serhou Guirassy,GUI,FW,27,1996,24.5,1064,30,62,555,453,156,1060,41,16,39.0,21,51.2,626,2552,950,32,19,19,71,38,930,183
GER-Bundesliga,2023-24,Stuttgart,Silas Katompa,COD,"FW,MF",24,1998,10.0,425,6,29,163,248,67,424,76,38,50.0,31,40.8,327,2484,1176,49,29,21,45,20,336,130
GER-Bundesliga,2023-24,Stuttgart,Waldemar Anton,GER,DF,27,1996,32.1,2977,296,1245,1612,138,34,2977,22,15,68.2,7,31.8,1847,10429,5711,38,19,5,28,12,2110,15
GER-Bundesliga,2023-24,Union Berlin,Alex Král,CZE,MF,25,1998,15.2,618,37,164,311,151,17,618,12,5,41.7,5,41.7,287,1688,837,15,16,1,15,12,338,41
GER-Bundesliga,2023-24,Union Berlin,Alexander Schwolow,GER,GK,31,1992,1.0,41,36,41,0,0,0,41,0,0,,0,,10,56,39,0,0,0,0,0,18,0
GER-Bundesliga,2023-24,Union Berlin,Aljoscha Kemlein,GER,MF,18,2004,0.3,13,0,5,6,2,0,13,1,1,100.0,0,0.0,7,41,31,0,0,0,1,0,6,1
GER-Bundesliga,2023-24,Union Berlin,András Schäfer,HUN,MF,24,1999,13.5,776,24,187,333,269,36,776,50,21,42.0,26,52.0,378,2213,994,37,25,12,34,20,451,71
GER-Bundesliga,2023-24,Union Berlin,Aïssa Laïdouni,TUN,MF,26,1996,11.9,666,19,142,340,197,24,666,27,10,37.0,16,59.3,366,2025,895,24,17,5,16,20,438,41
GER-Bundesliga,2023-24,Union Berlin,Benedict Hollerbach,GER,"FW,MF",22,2001,14.2,659,9,70,289,316,77,659,74,30,40.5,41,55.4,408,3029,1220,49,28,24,66,52,473,126
GER-Bundesliga,2023-24,Union Berlin,Brenden Aaronson,USA,"MF,FW",22,2000,14.1,675,11,108,301,293,47,675,77,34,44.2,41,53.2,406,2721,1387,37,29,9,41,38,457,91
GER-Bundesliga,2023-24,Union Berlin,Chris Bedia,CIV,"FW,MF",27,1996,1.6,40,2,2,17,23,8,40,2,2,100.0,0,0.0,23,80,31,1,1,1,6,1,30,6
GER-Bundesliga,2023-24,Union Berlin,Christopher Trimmel,AUT,DF,36,1987,18.3,1096,69,295,452,362,12,1096,10,6,60.0,3,30.0,438,1928,1069,23,20,0,11,5,531,65
GER-Bundesliga,2023-24,Union Berlin,Danilho Doekhi,NED,DF,25,1998,24.0,1225,154,634,537,58,25,1225,4,2,50.0,0,0.0,585,2763,1599,7,16,1,9,2,726,6
GER-Bundesliga,2023-24,Union Berlin,David Datro Fofana,CIV,"FW,MF",20,2002,7.6,288,6,21,98,176,42,288,49,19,38.8,26,53.1,180,1265,523,20,16,13,31,26,207,66
GER-Bundesliga,2023-24,Union Berlin,Diogo Leite,POR,DF,24,1999,30.0,1979,243,981,886,126,22,1979,11,6,54.5,5,45.5,982,4458,2495,14,9,2,24,7,1128,4
GER-Bundesliga,2023-24,Union Berlin,Frederik Rønnow,DEN,GK,30,1992,33.0,1401,1071,1384,16,3,3,1401,0,0,,0,,806,4273,2894,0,1,1,1,0,705,0
GER-Bundesliga,2023-24,Union Berlin,Janik Haberer,GER,"MF,DF",29,1994,13.6,705,26,162,372,176,17,705,19,8,42.1,10,52.6,275,1136,456,10,9,0,17,5,389,36
GER-Bundesliga,2023-24,Union Berlin,Jordan Pefok,USA,FW,27,1996,0.3,12,0,2,4,6,3,12,0,0,,0,,5,13,0,0,0,0,4,1,8,1
GER-Bundesliga,2023-24,Union Berlin,Josip Juranović,CRO,DF,27,1995,14.4,850,50,258,358,243,14,849,24,10,41.7,11,45.8,349,2086,1039,22,12,3,12,6,374,46
GER-Bundesliga,2023-24,Union Berlin,Jérôme Roussillon,FRA,DF,30,1993,8.4,462,28,141,210,121,6,462,11,5,45.5,5,45.5,217,931,516,10,9,2,16,8,213,29
GER-Bundesliga,2023-24,Union Berlin,Kevin Behrens,GER,FW,32,1991,14.0,499,21,43,226,235,69,499,7,4,57.1,3,42.9,244,985,342,11,13,4,39,12,372,93
GER-Bundesliga,2023-24,Union Berlin,Kevin Vogt,GER,DF,31,1991,14.7,873,163,531,331,12,7,873,1,1,100.0,0,0.0,431,2363,1360,1,0,0,9,1,540,1
GER-Bundesliga,2023-24,Union Berlin,Kevin Volland,GER,"FW,MF",31,1992,14.9,575,9,77,250,252,51,572,18,6,33.3,12,66.7,284,1145,394,14,9,8,35,22,387,96
GER-Bundesliga,2023-24,Union Berlin,Leonardo Bonucci,ITA,DF,36,1987,5.1,292,20,122,157,15,1,291,2,1,50.0,1,50.0,161,582,287,0,0,0,2,0,176,1
GER-Bundesliga,2023-24,Union Berlin,Lucas Tousart,FRA,MF,26,1997,17.5,772,57,230,390,163,44,772,21,10,47.6,11,52.4,333,1707,762,15,13,5,34,13,389,33
GER-Bundesliga,2023-24,Union Berlin,Mikkel Kaufmann,DEN,FW,22,2001,5.4,215,4,21,102,92,26,215,10,3,30.0,7,70.0,89,412,129,6,1,4,27,10,141,34
GER-Bundesliga,2023-24,Union Berlin,Miloš Pantović,SRB,MF,27,1996,0.2,10,0,4,4,2,1,10,1,1,100.0,0,0.0,7,28,18,1,0,1,1,0,7,1
GER-Bundesliga,2023-24,Union Berlin,Paul Jaeckel,GER,DF,25,1998,2.6,161,9,81,77,4,0,161,1,0,0.0,0,0.0,95,379,194,1,1,0,1,1,109,1
GER-Bundesliga,2023-24,Union Berlin,Rani Khedira,GER,MF,29,1994,14.9,600,43,198,337,70,6,600,8,4,50.0,3,37.5,196,994,296,6,5,0,12,9,265,15
GER-Bundesliga,2023-24,Union Berlin,Robin Gosens,GER,"DF,MF",29,1994,25.4,1496,89,379,677,444,58,1496,14,5,35.7,7,50.0,518,1978,1021,21,20,1,29,8,824,113
