league,season,team,player,nation,pos,age,born,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,,,,,,,,,,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
ITA-Serie A,2023-24,Frosinone,Abdou Harroui,NED,"MF,FW",25,1998,11.3,383,361,18,4,4,2,12,6,2,1,0,0,303,4,11
ITA-Serie A,2023-24,Frosinone,Anthony Oyono,GAB,DF,22,2001,13.3,621,490,130,5,0,1,11,125,0,0,0,0,518,1,16
ITA-Serie A,2023-24,Frosinone,Arijon Ibrahimović,GER,"FW,DF",17,2005,5.3,225,212,11,1,0,2,7,7,3,2,0,0,163,2,6
ITA-Serie A,2023-24,Frosinone,Caleb Okoli,ITA,DF,22,2001,32.4,1720,1588,129,66,0,6,2,27,0,0,0,0,1407,3,16
ITA-Serie A,2023-24,Frosinone,Demba Seck,SEN,"FW,MF",22,2001,3.3,92,89,3,1,0,0,2,1,1,0,0,0,74,0,3
ITA-Serie A,2023-24,Frosinone,Emanuele Valeri,ITA,DF,24,1998,13.1,560,398,160,16,1,2,73,125,18,3,14,0,341,2,17
ITA-Serie A,2023-24,Frosinone,Enzo Barrenechea,ARG,MF,22,2001,31.2,1903,1795,104,88,1,13,1,3,0,0,0,0,1624,4,21
ITA-Serie A,2023-24,Frosinone,Farés Ghedjemis,FRA,"FW,MF",20,2002,2.0,61,60,1,0,0,0,6,1,0,0,0,0,48,0,3
ITA-Serie A,2023-24,Frosinone,Francesco Gelli,ITA,"MF,DF",26,1996,17.3,743,612,129,32,2,0,53,52,43,18,5,1,604,2,18
ITA-Serie A,2023-24,Frosinone,Gennaro Borrelli,ITA,FW,23,2000,0.3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
ITA-Serie A,2023-24,Frosinone,Giorgi Kvernadze,GEO,"FW,DF",20,2003,0.7,36,32,4,0,0,0,1,4,0,0,0,0,31,0,2
ITA-Serie A,2023-24,Frosinone,Giuseppe Caso,ITA,"FW,MF",24,1998,4.6,112,106,6,0,1,0,2,1,5,0,0,0,95,0,2
ITA-Serie A,2023-24,Frosinone,Ilario Monterisi,ITA,DF,21,2001,16.3,997,911,85,22,2,0,5,55,0,0,0,0,802,1,18
ITA-Serie A,2023-24,Frosinone,Jaime Báez,URU,"FW,MF",28,1995,5.6,202,182,20,4,0,1,24,2,14,2,10,0,141,0,7
ITA-Serie A,2023-24,Frosinone,Kaio Jorge,BRA,FW,21,2002,9.0,159,133,26,0,0,1,3,1,0,0,0,0,116,0,5
ITA-Serie A,2023-24,Frosinone,Karlo Lulić,CRO,MF,27,1996,0.2,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0
ITA-Serie A,2023-24,Frosinone,Kevin Bonifazi,ITA,DF,27,1996,3.4,145,133,12,8,0,1,0,4,0,0,0,0,123,0,4
ITA-Serie A,2023-24,Frosinone,Luca Garritano,ITA,"MF,DF",29,1994,5.4,220,203,17,4,0,2,16,5,8,3,3,0,147,0,10
ITA-Serie A,2023-24,Frosinone,Luca Mazzitelli,ITA,MF,27,1995,24.6,1309,1234,67,38,5,10,42,5,12,7,3,0,974,8,21
ITA-Serie A,2023-24,Frosinone,Luigi Canotto,ITA,FW,29,1994,0.2,3,2,1,1,0,0,0,0,0,0,0,0,2,0,1
ITA-Serie A,2023-24,Frosinone,Marco Brescianini,ITA,MF,23,2000,25.8,804,761,40,7,5,0,20,29,0,0,0,0,632,3,21
ITA-Serie A,2023-24,Frosinone,Marvin Cuni,ALB,FW,22,2001,5.9,115,104,10,0,0,1,4,1,0,0,0,0,82,1,5
ITA-Serie A,2023-24,Frosinone,Mateus Lusuardi,BRA,DF,19,2004,2.4,154,134,19,4,0,0,1,15,0,0,0,0,134,1,0
ITA-Serie A,2023-24,Frosinone,Matìas Soulé,ARG,"FW,MF",20,2003,34.7,1535,1387,142,27,23,3,98,32,82,32,15,1,1197,6,33
ITA-Serie A,2023-24,Frosinone,Mehdi Bourabia,MAR,MF,31,1991,2.2,98,96,2,2,1,0,2,0,0,0,0,0,76,0,4
ITA-Serie A,2023-24,Frosinone,Michele Cerofolini,ITA,GK,24,1999,7.5,209,148,61,23,0,0,0,0,0,0,0,0,124,0,0
ITA-Serie A,2023-24,Frosinone,Nadir Zortea,ITA,DF,24,1999,14.0,572,433,138,7,0,0,74,114,17,0,13,1,418,1,25
ITA-Serie A,2023-24,Frosinone,Pol Lirola,ESP,DF,25,1997,17.1,722,627,93,15,2,2,25,78,0,0,0,0,556,2,20
ITA-Serie A,2023-24,Frosinone,Przemysław Szymiński,POL,MF,29,1994,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2023-24,Frosinone,Reinier,BRA,"MF,FW",21,2002,11.8,401,383,18,3,2,2,13,4,8,1,0,0,318,0,10
ITA-Serie A,2023-24,Frosinone,Riccardo Marchizza,ITA,DF,25,1998,12.8,558,444,112,10,0,2,22,102,0,0,0,0,423,2,16
ITA-Serie A,2023-24,Frosinone,Simone Romagnoli,ITA,DF,33,1990,30.2,1421,1256,165,76,0,1,1,0,0,0,0,0,1221,0,9
ITA-Serie A,2023-24,Frosinone,Stefano Turati,ITA,GK,21,2001,30.5,1065,858,205,61,0,1,0,0,0,0,0,0,775,2,0
ITA-Serie A,2023-24,Frosinone,Walid Cheddira,MAR,FW,25,1998,23.6,385,349,33,0,1,2,3,1,0,0,0,0,262,3,27
ITA-Serie A,2023-24,Genoa,Aarón Martín,ESP,DF,26,1997,15.3,619,495,119,16,0,2,106,71,32,7,21,0,431,5,22
ITA-Serie A,2023-24,Genoa,Alan Matturro,URU,DF,18,2004,1.2,25,24,1,0,0,0,0,1,0,0,0,0,16,0,1
ITA-Serie A,2023-24,Genoa,Albert Guðmundsson,ISL,"FW,MF",26,1997,33.5,1213,1006,204,80,5,8,179,16,93,34,48,2,907,3,34
ITA-Serie A,2023-24,Genoa,Alessandro Vogliacco,ITA,DF,24,1998,13.0,626,571,52,17,0,4,12,34,0,0,0,0,494,3,5
ITA-Serie A,2023-24,Genoa,Berkan Kutlu,TUR,MF,25,1998,2.2,64,59,5,2,0,2,12,0,2,1,1,0,46,0,3
ITA-Serie A,2023-24,Genoa,Caleb Ekuban,GHA,FW,29,1994,12.6,211,205,6,0,1,1,4,0,0,0,0,0,138,0,10
ITA-Serie A,2023-24,Genoa,Christos Papadopoulos,GRE,FW,18,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Genoa,Daniele Sommariva,ITA,GK,26,1997,0.1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Genoa,David Akpan Ankeye,NGA,FW,21,2002,0.6,9,9,0,0,0,0,1,0,0,0,0,0,8,0,0
ITA-Serie A,2023-24,Genoa,Davide Biraschi,ITA,DF,29,1994,1.0,37,28,9,2,0,0,0,7,0,0,0,0,31,0,0
ITA-Serie A,2023-24,Genoa,Djed Spence,ENG,DF,22,2000,9.5,342,275,67,4,0,2,12,63,0,0,0,0,272,0,5
ITA-Serie A,2023-24,Genoa,Emil Bohinen,NOR,MF,24,1999,0.6,34,33,1,1,0,1,2,0,0,0,0,0,26,0,0
ITA-Serie A,2023-24,Genoa,Filip Jagiełło,POL,MF,25,1997,0.4,17,17,0,0,0,0,0,0,0,0,0,0,15,0,1
ITA-Serie A,2023-24,Genoa,George Pușcaș,ROU,FW,27,1996,2.1,61,58,3,0,0,0,0,0,0,0,0,0,34,0,3
ITA-Serie A,2023-24,Genoa,Giorgio Cittadini,ITA,DF,21,2002,1.2,31,28,3,0,0,0,0,3,0,0,0,0,19,0,0
ITA-Serie A,2023-24,Genoa,Johan Vásquez,MEX,DF,24,1998,31.7,1394,1196,194,34,0,5,30,129,0,0,0,0,1069,4,27
ITA-Serie A,2023-24,Genoa,Josep Martinez,ESP,GK,25,1998,36.0,1430,1129,295,124,0,5,0,0,0,0,0,0,1017,6,2
ITA-Serie A,2023-24,Genoa,Junior Messias,BRA,"MF,DF",32,1991,11.7,337,307,30,5,1,3,24,14,4,2,2,0,245,0,7
ITA-Serie A,2023-24,Genoa,Kevin Strootman,NED,MF,33,1990,13.4,670,632,37,21,1,1,20,11,5,2,1,0,550,1,9
ITA-Serie A,2023-24,Genoa,Koni De Winter,BEL,DF,21,2002,26.4,1269,1158,111,35,1,0,5,45,0,0,0,0,1122,0,14
ITA-Serie A,2023-24,Genoa,Mateo Retegui,ITA,FW,24,1999,24.6,412,381,27,0,0,0,20,2,0,0,0,0,265,4,21
ITA-Serie A,2023-24,Genoa,Mattia Bani,ITA,DF,29,1993,25.6,1152,1059,88,45,0,1,1,6,0,0,0,0,962,5,8
ITA-Serie A,2023-24,Genoa,Milan Badelj,CRO,MF,34,1989,28.2,1407,1344,59,39,5,14,14,9,0,0,0,0,1136,4,20
ITA-Serie A,2023-24,Genoa,Morten Frendrup,DEN,MF,22,2001,34.9,1224,1181,41,10,1,4,12,22,0,0,0,0,979,2,38
ITA-Serie A,2023-24,Genoa,Morten Thorsby,NOR,MF,27,1996,12.9,332,329,3,1,0,0,9,2,0,0,0,0,206,0,10
ITA-Serie A,2023-24,Genoa,Nicola Leali,ITA,GK,30,1993,2.0,72,53,19,9,0,0,0,0,0,0,0,0,40,0,0
ITA-Serie A,2023-24,Genoa,Pablo Galdames Millán,CHI,"MF,DF",26,1996,0.1,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0
ITA-Serie A,2023-24,Genoa,Radu Drăgușin,ROU,DF,21,2002,19.0,721,623,98,20,0,3,1,34,0,0,0,0,592,0,3
ITA-Serie A,2023-24,Genoa,Ridgeciano Haps,SUR,DF,30,1993,8.6,221,199,22,0,0,0,16,22,0,0,0,0,161,0,7
ITA-Serie A,2023-24,Genoa,Ruslan Malinovskyi,UKR,MF,30,1993,17.2,719,688,26,15,5,9,19,5,5,4,0,1,573,5,13
ITA-Serie A,2023-24,Genoa,Seydou Fini,ITA,"DF,FW",17,2006,0.4,14,12,2,0,0,0,1,2,0,0,0,0,9,0,0
ITA-Serie A,2023-24,Genoa,Silvan Hefti,SUI,"MF,DF",25,1997,1.3,39,30,9,0,0,0,2,9,0,0,0,0,24,0,1
ITA-Serie A,2023-24,Genoa,Stefano Sabelli,ITA,DF,30,1993,27.0,977,781,192,7,1,6,99,185,0,0,0,0,611,4,43
ITA-Serie A,2023-24,Genoa,Vitinha,POR,"FW,MF",23,2000,3.2,60,52,7,0,0,1,9,3,1,0,0,0,34,1,2
ITA-Serie A,2023-24,Hellas Verona,Alphadjo Cissè,ITA,FW,16,2006,0.1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2023-24,Hellas Verona,Bruno Amione,ARG,DF,21,2002,6.4,273,267,6,4,0,1,1,2,0,0,0,0,217,0,3
ITA-Serie A,2023-24,Hellas Verona,Charlys,BRA,MF,19,2004,0.3,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2023-24,Hellas Verona,Cyril Ngonge,BEL,"FW,MF",23,2000,15.9,361,324,35,10,4,5,51,2,10,2,7,0,234,2,12
ITA-Serie A,2023-24,Hellas Verona,Daniel Bandeira,POR,MF,23,2000,5.0,233,224,7,2,3,4,7,3,2,0,1,0,187,2,2
ITA-Serie A,2023-24,Hellas Verona,Darko Lazović,SRB,"FW,MF",32,1990,21.4,671,581,88,18,1,3,97,41,28,13,14,0,431,2,33
ITA-Serie A,2023-24,Hellas Verona,Davide Faraoni,ITA,DF,31,1991,6.7,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6
ITA-Serie A,2023-24,Hellas Verona,Diego Coppola,ITA,DF,19,2003,18.2,718,687,30,28,0,7,0,1,0,0,0,0,555,1,6
ITA-Serie A,2023-24,Hellas Verona,Elayis Tavsan,NED,"MF,FW",22,2001,0.6,8,7,1,0,0,0,1,0,1,1,0,0,7,0,0
ITA-Serie A,2023-24,Hellas Verona,Fabien Centonze,FRA,DF,27,1996,7.5,317,238,77,0,0,0,28,77,0,0,0,0,213,2,10
ITA-Serie A,2023-24,Hellas Verona,Federico Bonazzoli,ITA,"FW,MF",26,1997,11.3,314,294,17,0,3,5,7,1,0,0,0,0,242,3,11
ITA-Serie A,2023-24,Hellas Verona,Filippo Terracciano,ITA,DF,20,2003,14.4,713,559,153,19,1,10,59,121,13,2,10,0,507,1,15
ITA-Serie A,2023-24,Hellas Verona,Giangiacomo Magnani,ITA,DF,27,1995,27.2,994,939,49,48,0,21,12,1,0,0,0,0,785,6,6
ITA-Serie A,2023-24,Hellas Verona,Isak Hien,SWE,DF,24,1999,9.6,394,381,13,12,0,2,0,1,0,0,0,0,324,0,2
ITA-Serie A,2023-24,Hellas Verona,Jackson Tchatchoua,CMR,DF,21,2001,19.2,799,621,177,6,0,2,64,171,0,0,0,0,604,1,16
ITA-Serie A,2023-24,Hellas Verona,Jordi Mboula,ESP,"FW,MF",24,1999,3.4,69,68,1,1,0,1,8,0,0,0,0,0,46,0,9
ITA-Serie A,2023-24,Hellas Verona,Josh Doig,SCO,DF,21,2002,9.2,338,261,74,4,0,1,30,70,0,0,0,0,251,3,9
ITA-Serie A,2023-24,Hellas Verona,Juan Cruz,ARG,"FW,MF",24,1999,1.2,27,27,0,0,0,0,1,0,0,0,0,0,18,0,1
ITA-Serie A,2023-24,Hellas Verona,Juan David Cabal,COL,DF,22,2001,16.6,790,620,168,14,1,6,33,153,1,0,0,0,561,2,29
ITA-Serie A,2023-24,Hellas Verona,Karol Świderski,POL,"FW,MF",26,1997,5.6,120,108,9,0,0,0,3,0,1,0,0,0,84,3,8
ITA-Serie A,2023-24,Hellas Verona,Lorenzo Montipò,ITA,GK,27,1996,37.0,1272,833,432,127,0,2,0,0,0,0,0,0,783,7,0
ITA-Serie A,2023-24,Hellas Verona,Martin Hongla,CMR,MF,25,1998,12.0,474,448,24,19,0,2,4,4,0,0,0,0,391,2,5
ITA-Serie A,2023-24,Hellas Verona,Michael Folorunsho,ITA,"MF,FW",25,1998,30.9,796,768,25,14,1,12,64,11,0,0,0,0,486,3,32
ITA-Serie A,2023-24,Hellas Verona,Milan Đurić,BIH,FW,33,1990,13.4,334,330,4,0,0,3,1,0,0,0,0,0,181,0,3
ITA-Serie A,2023-24,Hellas Verona,Ondrej Duda,SVK,MF,28,1994,27.3,1209,1049,156,94,5,20,94,5,54,11,32,0,906,4,19
ITA-Serie A,2023-24,Hellas Verona,Paweł Dawidowicz,POL,DF,28,1995,23.8,1173,1102,70,52,0,11,2,10,0,0,0,0,972,1,12
ITA-Serie A,2023-24,Hellas Verona,Reda Belahyane,MAR,MF,19,2004,1.0,25,24,1,1,0,0,0,0,0,0,0,0,23,0,0
ITA-Serie A,2023-24,Hellas Verona,Riccardo Saponara,ITA,"FW,MF",31,1991,3.8,124,118,4,3,1,2,8,1,0,0,0,0,87,2,8
ITA-Serie A,2023-24,Hellas Verona,Rúben Vinagre,POR,"DF,FW",24,1999,3.1,127,107,20,5,0,0,16,15,0,0,0,0,86,0,3
ITA-Serie A,2023-24,Hellas Verona,Simone Perilli,ITA,GK,28,1995,1.0,38,29,8,3,0,0,0,0,0,0,0,0,17,1,0
ITA-Serie A,2023-24,Hellas Verona,Stefan Mitrović,SRB,"FW,MF",20,2002,4.3,105,101,2,0,0,1,15,0,2,0,2,0,77,2,5
ITA-Serie A,2023-24,Hellas Verona,Suat Serdar,GER,MF,26,1997,18.4,602,570,29,23,0,12,9,2,0,0,0,0,445,3,19
ITA-Serie A,2023-24,Hellas Verona,Thomas Henry,FRA,FW,28,1994,3.7,67,66,1,0,0,1,3,1,0,0,0,0,33,0,2
ITA-Serie A,2023-24,Hellas Verona,Tijjani Noslin,NED,"FW,MF",24,1999,14.9,338,330,7,0,0,0,15,0,0,0,0,0,235,1,9
ITA-Serie A,2023-24,Hellas Verona,Tomáš Suslov,SVK,"MF,FW",21,2002,23.2,573,473,97,27,3,15,72,9,29,8,19,0,416,3,23
ITA-Serie A,2023-24,Hellas Verona,Yayah Kallon,SLE,FW,22,2001,0.0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2023-24,Inter,Alessandro Bastoni,ITA,DF,24,1999,25.2,1935,1787,139,58,1,29,76,71,0,0,0,0,1671,9,30
ITA-Serie A,2023-24,Inter,Alexis Sánchez,CHI,"FW,MF",34,1988,8.5,367,335,31,6,5,6,31,0,21,10,6,0,276,1,13
ITA-Serie A,2023-24,Inter,Benjamin Pavard,FRA,DF,27,1996,18.6,1308,1247,59,33,0,3,24,26,0,0,0,0,1180,2,10
ITA-Serie A,2023-24,Inter,Carlos Augusto,BRA,DF,24,1999,19.2,1099,977,112,14,0,3,40,92,0,0,0,0,921,10,25
ITA-Serie A,2023-24,Inter,Davide Frattesi,ITA,MF,23,1999,10.6,301,293,7,6,2,2,11,1,0,0,0,0,235,1,7
ITA-Serie A,2023-24,Inter,Davy Klaassen,NED,MF,30,1993,2.3,95,94,1,1,0,1,0,0,0,0,0,0,82,0,2
ITA-Serie A,2023-24,Inter,Denzel Dumfries,NED,DF,27,1996,18.2,801,656,142,4,0,2,47,138,0,0,0,0,614,3,16
ITA-Serie A,2023-24,Inter,Ebenezer Akinsanmiro,NGA,MF,18,2004,0.2,8,7,1,1,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2023-24,Inter,Emil Audero,IDN,GK,26,1997,3.7,197,174,21,3,0,0,0,0,0,0,0,0,166,2,1
ITA-Serie A,2023-24,Inter,Federico Dimarco,ITA,DF,25,1997,23.1,1328,1116,207,24,1,6,196,124,59,22,30,0,1027,5,34
ITA-Serie A,2023-24,Inter,Francesco Acerbi,ITA,DF,35,1988,26.5,1781,1719,60,43,0,11,9,8,0,0,0,0,1615,2,5
ITA-Serie A,2023-24,Inter,Hakan Çalhanoğlu,TUR,MF,29,1994,28.4,2316,2097,210,92,4,35,153,4,113,52,47,0,2045,9,18
ITA-Serie A,2023-24,Inter,Henrikh Mkhitaryan,ARM,MF,34,1989,30.9,1679,1654,22,14,8,11,32,8,0,0,0,0,1453,3,44
ITA-Serie A,2023-24,Inter,Juan Cuadrado,COL,DF,35,1988,3.0,189,169,20,3,0,6,18,17,0,0,0,0,158,0,0
ITA-Serie A,2023-24,Inter,Kristjan Asllani,ALB,MF,21,2002,8.7,744,685,56,23,2,4,35,1,32,12,10,0,662,3,6
ITA-Serie A,2023-24,Inter,Lautaro Martínez,ARG,FW,25,1997,29.5,782,734,42,4,12,3,15,1,0,0,0,0,604,6,28
ITA-Serie A,2023-24,Inter,Lucien Agoume,FRA,MF,21,2002,0.1,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0
ITA-Serie A,2023-24,Inter,Marcus Thuram,FRA,FW,25,1997,29.9,656,641,14,0,4,4,21,1,0,0,0,0,476,1,21
ITA-Serie A,2023-24,Inter,Marko Arnautović,AUT,FW,34,1989,8.9,271,264,5,0,3,1,7,0,0,0,0,0,203,2,9
ITA-Serie A,2023-24,Inter,Matteo Darmian,ITA,DF,33,1989,26.7,1389,1236,150,16,5,9,21,134,0,0,0,0,1181,3,30
ITA-Serie A,2023-24,Inter,Nicolò Barella,ITA,MF,26,1997,31.6,2168,2120,37,17,12,25,51,19,1,0,0,0,1835,11,37
ITA-Serie A,2023-24,Inter,Raffaele Di Gennaro,ITA,GK,29,1993,0.3,17,15,1,0,0,0,0,0,0,0,0,0,15,1,0
ITA-Serie A,2023-24,Inter,Stefan de Vrij,NED,DF,31,1992,17.6,1010,989,20,15,0,0,0,1,0,0,0,0,932,1,2
ITA-Serie A,2023-24,Inter,Stefano Sensi,ITA,MF,27,1995,0.5,52,49,3,1,1,1,1,0,2,0,1,0,47,0,1
ITA-Serie A,2023-24,Inter,Tajon Buchanan,CAN,DF,24,1999,1.8,72,70,2,0,0,0,11,2,0,0,0,0,58,0,3
ITA-Serie A,2023-24,Inter,Yann Aurel Bisseck,GER,DF,22,2000,10.0,641,614,27,20,1,2,5,7,0,0,0,0,590,0,9
ITA-Serie A,2023-24,Inter,Yann Sommer,SUI,GK,34,1988,34.0,1236,992,242,41,0,1,0,0,0,0,0,0,1078,2,0
ITA-Serie A,2023-24,Juventus,Adrien Rabiot,FRA,MF,28,1995,29.5,1211,1167,40,15,3,7,45,25,0,0,0,0,996,4,27
ITA-Serie A,2023-24,Juventus,Alex Sandro,BRA,DF,32,1991,8.0,555,474,79,11,0,2,5,59,0,0,0,0,479,2,4
ITA-Serie A,2023-24,Juventus,Andrea Cambiaso,ITA,"DF,FW",23,2000,26.4,1207,1096,105,16,2,10,81,70,18,4,5,0,1007,6,38
ITA-Serie A,2023-24,Juventus,Arkadiusz Milik,POL,FW,29,1994,10.2,270,260,9,1,3,2,4,1,0,0,0,0,215,1,3
ITA-Serie A,2023-24,Juventus,Carlo Pinsoglio,ITA,GK,33,1990,0.5,21,19,2,2,0,0,0,0,0,0,0,0,14,0,0
ITA-Serie A,2023-24,Juventus,Carlos Alcaraz,ARG,MF,20,2002,4.2,165,155,10,7,2,1,1,2,1,0,0,0,143,0,3
ITA-Serie A,2023-24,Juventus,Daniele Rugani,ITA,DF,29,1994,13.2,636,611,24,8,0,4,1,1,0,0,0,0,564,1,4
ITA-Serie A,2023-24,Juventus,Danilo,BRA,DF,32,1991,27.2,1849,1635,205,49,2,23,18,89,0,0,0,0,1591,9,12
ITA-Serie A,2023-24,Juventus,Dean Huijsen,ESP,DF,18,2005,0.1,19,18,0,0,0,1,0,0,0,0,0,0,18,1,0
ITA-Serie A,2023-24,Juventus,Dušan Vlahović,SRB,FW,23,2000,25.6,542,492,44,3,2,5,7,0,0,0,0,0,380,6,23
ITA-Serie A,2023-24,Juventus,Fabio Miretti,ITA,MF,19,2003,12.3,449,412,36,5,2,5,32,3,23,2,15,0,344,1,12
ITA-Serie A,2023-24,Juventus,Federico Chiesa,ITA,FW,25,1997,24.4,712,615,90,15,6,4,117,20,50,22,22,0,498,7,29
ITA-Serie A,2023-24,Juventus,Federico Gatti,ITA,DF,25,1998,29.3,1370,1295,71,23,1,13,19,48,0,0,0,0,1166,4,21
ITA-Serie A,2023-24,Juventus,Filip Kostić,SRB,DF,30,1992,20.2,997,808,187,18,0,5,168,109,60,19,37,0,726,2,38
ITA-Serie A,2023-24,Juventus,Gleison Bremer,BRA,DF,26,1997,35.9,1930,1854,71,25,0,8,1,2,0,0,0,0,1661,5,14
ITA-Serie A,2023-24,Juventus,Hans Nicolussi Caviglia,ITA,MF,23,2000,3.0,136,114,22,8,0,6,18,1,13,3,8,0,107,0,1
ITA-Serie A,2023-24,Juventus,Joseph Nonge,BEL,MF,18,2005,0.3,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0
ITA-Serie A,2023-24,Juventus,Kenan Yıldız,TUR,"FW,MF",18,2005,10.6,349,338,11,1,2,4,17,3,5,0,3,0,284,0,3
ITA-Serie A,2023-24,Juventus,Leonardo Cerri,ITA,DF,20,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA-Serie A,2023-24,Juventus,Manuel Locatelli,ITA,MF,25,1998,33.4,1988,1871,108,98,5,34,10,10,0,0,0,0,1703,9,15
ITA-Serie A,2023-24,Juventus,Mattia De Sciglio,ITA,DF,30,1992,0.5,19,17,2,0,0,0,0,2,0,0,0,0,17,0,0
ITA-Serie A,2023-24,Juventus,Mattia Perin,ITA,GK,30,1992,2.5,66,49,17,5,0,1,0,0,0,0,0,0,54,0,0
ITA-Serie A,2023-24,Juventus,Moise Kean,ITA,FW,23,2000,7.3,96,88,7,0,0,1,1,1,0,0,0,0,66,1,5
ITA-Serie A,2023-24,Juventus,Nicolò Fagioli,ITA,MF,22,2001,4.9,223,202,21,6,1,4,19,3,10,1,7,0,193,0,2
ITA-Serie A,2023-24,Juventus,Nikola Sekulov,ITA,FW,21,2002,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0
ITA-Serie A,2023-24,Juventus,Paul Pogba,FRA,MF,30,1993,0.6,35,32,3,3,1,1,1,0,0,0,0,0,27,0,2
ITA-Serie A,2023-24,Juventus,Samuel Iling-Junior,ENG,"DF,MF",19,2003,9.0,433,371,60,10,0,3,46,38,12,2,9,0,330,2,17
ITA-Serie A,2023-24,Juventus,Tiago Djaló,POR,DF,23,2000,0.2,13,11,2,2,0,0,0,0,0,0,0,0,12,0,1
ITA-Serie A,2023-24,Juventus,Timothy Weah,USA,"DF,FW",23,2000,14.0,597,554,40,0,0,1,38,40,0,0,0,0,476,3,23
ITA-Serie A,2023-24,Juventus,Weston McKennie,USA,"MF,DF",24,1998,28.8,1172,990,178,9,3,6,59,168,1,0,0,0,898,4,23
ITA-Serie A,2023-24,Juventus,Wojciech Szczęsny,POL,GK,33,1990,35.0,1006,771,231,57,0,5,0,0,0,0,0,0,780,4,0
ITA-Serie A,2023-24,Lazio,Adam Marušić,MNE,DF,30,1992,34.4,1880,1575,304,20,0,4,44,284,0,0,0,0,1560,1,27
ITA-Serie A,2023-24,Lazio,Alessio Romagnoli,ITA,DF,28,1995,26.8,1759,1625,128,57,1,3,1,2,0,0,0,0,1604,6,3
ITA-Serie A,2023-24,Lazio,Christos Mandas,GRE,GK,21,2001,8.0,269,220,49,20,0,0,0,0,0,0,0,0,181,0,0
ITA-Serie A,2023-24,Lazio,Ciro Immobile,ITA,FW,33,1990,18.4,461,428,30,2,2,1,7,2,1,0,0,0,338,3,17
ITA-Serie A,2023-24,Lazio,Daichi Kamada,JPN,MF,26,1996,17.2,921,907,12,6,4,5,11,4,0,0,0,0,810,2,21
ITA-Serie A,2023-24,Lazio,Danilo Cataldi,ITA,MF,28,1994,15.1,932,882,48,23,3,3,31,5,20,4,13,0,800,2,8
ITA-Serie A,2023-24,Lazio,Elseid Hysaj,ALB,DF,29,1994,13.3,850,734,115,15,1,0,18,100,0,0,0,0,713,1,8
ITA-Serie A,2023-24,Lazio,Felipe Anderson,BRA,"FW,MF",30,1993,30.8,1336,1299,29,5,5,6,57,18,6,1,4,0,1012,8,63
ITA-Serie A,2023-24,Lazio,Gustav Isaksen,DEN,FW,22,2001,11.9,328,311,15,3,3,1,29,9,3,2,0,0,218,2,17
ITA-Serie A,2023-24,Lazio,Ivan Provedel,ITA,GK,29,1994,30.0,1022,790,227,51,0,3,0,0,0,0,0,0,835,5,0
ITA-Serie A,2023-24,Lazio,Luca Pellegrini,ITA,DF,24,1999,8.7,515,419,94,6,1,1,28,87,1,0,0,0,372,2,21
ITA-Serie A,2023-24,Lazio,Luis Alberto,ESP,MF,30,1992,25.7,1679,1452,215,71,14,6,150,13,114,45,54,0,1303,12,28
ITA-Serie A,2023-24,Lazio,Manuel Lazzari,ITA,DF,29,1993,18.6,975,819,156,11,0,2,56,145,0,0,0,0,826,0,28
ITA-Serie A,2023-24,Lazio,Mario Gila,ESP,DF,22,2000,20.1,1294,1209,81,45,4,16,8,18,0,0,0,0,1161,4,7
ITA-Serie A,2023-24,Lazio,Mattia Zaccagni,ITA,"FW,MF",28,1995,21.7,899,823,74,22,2,5,71,20,32,12,9,0,711,2,30
ITA-Serie A,2023-24,Lazio,Mattéo Guendouzi,FRA,MF,24,1999,26.3,1119,1081,33,16,5,3,42,17,0,0,0,0,926,5,27
ITA-Serie A,2023-24,Lazio,Matías Vecino,URU,MF,31,1991,12.8,750,732,12,8,2,3,5,4,0,0,0,0,621,6,12
ITA-Serie A,2023-24,Lazio,Nicolò Casale,ITA,DF,25,1998,17.3,1024,989,35,25,0,2,0,2,0,0,0,0,940,0,8
