league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
ITA-Serie A,2024-25,Como,Alberto Moreno,ESP,DF,32,1992,19.2,36,1.88,32,3,0,1,0,0,2,0.1,2,0,0,0,0,0
ITA-Serie A,2024-25,Como,Alessandro Gabrielloni,ITA,"FW,MF",30,1994,1.6,6,3.78,4,0,0,1,1,0,1,0.63,1,0,0,0,0,0
ITA-Serie A,2024-25,Como,Alessio Iovine,ITA,"DF,FW",33,1991,4.3,5,1.16,2,2,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Ali Jasim,IRQ,"FW,DF",20,2004,0.1,1,9.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Alieu Fadera,GAM,"FW,DF",22,2001,18.3,54,2.95,37,1,5,3,6,2,7,0.38,6,0,1,0,0,0
ITA-Serie A,2024-25,Como,Anastasios Douvikas,GRE,FW,24,1999,6.4,19,2.95,15,0,2,1,1,0,1,0.16,1,0,0,0,0,0
ITA-Serie A,2024-25,Como,Andrea Belotti,ITA,FW,30,1993,6.6,14,2.13,9,0,0,3,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Assane Diao,SEN,"FW,MF",18,2005,13.9,31,2.23,21,0,4,3,3,0,4,0.29,2,0,1,0,1,0
ITA-Serie A,2024-25,Como,Ben Lhassine Kone,CIV,MF,24,2000,0.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Daniele Baselli,ITA,MF,32,1992,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Dele Alli,ENG,MF,28,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Edoardo Goldaniga,ITA,DF,30,1993,28.1,25,0.89,18,2,0,5,0,0,3,0.11,2,0,0,1,0,0
ITA-Serie A,2024-25,Como,Emil Audero,IDN,GK,27,1997,8.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Federico Barba,ITA,DF,30,1993,4.8,3,0.63,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Fellipe Jack,BRA,DF,18,2006,1.9,2,1.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Gabriel Strefezza,BRA,"FW,MF",27,1997,29.1,111,3.82,76,23,3,3,4,2,4,0.14,4,0,0,0,0,0
ITA-Serie A,2024-25,Como,Ignace Van Der Brempt,BEL,DF,22,2002,14.0,22,1.58,16,0,0,1,3,2,3,0.21,2,0,0,1,0,0
ITA-Serie A,2024-25,Como,Ivan Smolčić,CRO,DF,23,2000,7.0,8,1.14,4,2,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Jean Butez,FRA,GK,29,1995,18.5,5,0.27,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Jonathan Ikone,FRA,FW,26,1998,6.0,14,2.33,7,0,2,2,2,1,3,0.5,2,0,0,0,0,1
ITA-Serie A,2024-25,Como,Luca Mazzitelli,ITA,MF,28,1995,3.7,13,3.5,10,0,1,1,0,1,1,0.27,1,0,0,0,0,0
ITA-Serie A,2024-25,Como,Lucas Da Cunha,FRA,MF,23,2001,29.0,110,3.79,70,28,1,6,4,1,7,0.24,4,2,0,0,0,1
ITA-Serie A,2024-25,Como,Marc-Oliver Kempf,GER,DF,29,1995,29.1,34,1.17,29,0,0,5,0,0,2,0.07,2,0,0,0,0,0
ITA-Serie A,2024-25,Como,Marco Sala,ITA,DF,25,1999,2.9,6,2.07,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Matthias Braunöder,AUT,MF,22,2002,3.0,4,1.34,2,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Maxence Caqueret,FRA,MF,24,2000,12.1,41,3.4,34,1,3,2,1,0,8,0.66,7,0,1,0,0,0
ITA-Serie A,2024-25,Como,Máximo Perrone,ARG,MF,21,2003,20.6,49,2.37,47,1,0,0,1,0,4,0.19,4,0,0,0,0,0
ITA-Serie A,2024-25,Como,Mërgim Vojvoda,KVX,DF,29,1995,8.0,20,2.51,15,3,1,1,0,0,2,0.25,2,0,0,0,0,0
ITA-Serie A,2024-25,Como,Nicolás Paz,ARG,"MF,FW",19,2004,29.9,144,4.82,96,11,19,11,6,1,16,0.54,14,0,2,0,0,0
ITA-Serie A,2024-25,Como,Oliver Abildgaard,DEN,MF,28,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Patrick Cutrone,ITA,FW,26,1998,22.7,49,2.15,33,0,1,10,3,2,6,0.26,6,0,0,0,0,0
ITA-Serie A,2024-25,Como,Pepe Reina,ESP,GK,41,1982,11.5,1,0.09,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Sergi Roberto,ESP,MF,32,1992,7.7,24,3.1,20,3,0,1,0,0,1,0.13,1,0,0,0,0,0
ITA-Serie A,2024-25,Como,Simone Verdi,ITA,"MF,FW",32,1992,1.3,8,6.26,6,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Como,Yannik Engelhardt,GER,"MF,DF",23,2001,12.9,24,1.86,20,1,1,0,1,1,2,0.15,2,0,0,0,0,0
ITA-Serie A,2024-25,Como,Álex Valle,ESP,DF,20,2004,11.4,25,2.18,22,1,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Alberto Grassi,ITA,MF,29,1995,24.5,27,1.1,21,0,0,2,3,1,2,0.08,1,0,0,0,1,0
ITA-Serie A,2024-25,Empoli,Ardian Ismajli,ALB,DF,27,1996,27.9,8,0.29,6,1,0,0,0,1,1,0.04,1,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Christian Kouamé,CIV,"FW,MF",26,1997,5.6,23,4.08,15,0,3,2,2,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Devis Vásquez,COL,GK,26,1998,32.0,6,0.19,6,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Emmanuel Ekong,SWE,"MF,FW",22,2002,2.1,6,2.9,3,0,3,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Emmanuel Gyasi,GHA,"DF,FW",30,1994,35.7,40,1.12,33,4,1,1,1,0,5,0.14,4,1,0,0,0,0
ITA-Serie A,2024-25,Empoli,Faustino Anjorin,ENG,MF,22,2001,12.4,32,2.59,24,1,3,1,2,1,5,0.4,4,0,0,0,0,1
ITA-Serie A,2024-25,Empoli,Francesco Caputo,ITA,FW,36,1987,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Giuseppe Pezzella,ITA,"DF,FW",26,1997,32.0,59,1.85,43,11,2,0,2,1,5,0.16,5,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Ismael Konate,CIV,"FW,MF",18,2006,1.3,3,2.31,2,0,1,0,0,0,1,0.77,1,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Jacopo Bacci,ITA,MF,19,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Jacopo Fazzini,ITA,MF,21,2003,15.4,49,3.19,34,2,3,3,7,0,7,0.46,7,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Jacopo Seghetti,ITA,GK,19,2005,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Junior Sambia,FRA,"DF,FW",27,1996,4.3,11,2.56,9,1,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Liam Henderson,SCO,MF,28,1996,26.0,59,2.27,44,10,2,1,1,1,5,0.19,4,1,0,0,0,0
ITA-Serie A,2024-25,Empoli,Liberato Cacace,NZL,"MF,DF",23,2000,24.8,54,2.18,33,14,4,2,1,0,4,0.16,2,2,0,0,0,0
ITA-Serie A,2024-25,Empoli,Lorenzo Colombo,ITA,"FW,MF",22,2002,24.8,55,2.21,33,0,5,8,8,1,3,0.12,1,0,1,1,0,0
ITA-Serie A,2024-25,Empoli,Lorenzo Tosto,ITA,DF,18,2006,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Luca Marianucci,ITA,DF,20,2004,11.9,12,1.01,6,2,2,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Marco Silvestri,ITA,GK,33,1991,5.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Mattia De Sciglio,ITA,DF,31,1992,8.5,8,0.94,5,1,0,0,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Mattia Viti,ITA,DF,22,2002,28.6,23,0.8,14,2,0,2,2,3,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Nicolas Haas,SUI,MF,28,1996,3.2,8,2.51,6,0,0,0,0,2,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Ola Solbakken,NOR,"MF,FW",25,1998,8.4,12,1.42,11,0,1,0,0,0,1,0.12,1,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Petar Stojanović,SVN,MF,28,1995,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Pietro Pellegri,ITA,FW,23,2001,4.6,15,3.27,10,0,4,1,0,0,2,0.44,0,0,2,0,0,0
ITA-Serie A,2024-25,Empoli,Saba Goglichidze,GEO,DF,20,2004,28.2,13,0.46,11,0,0,0,0,2,2,0.07,2,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Sebastian Walukiewicz,POL,DF,24,2000,2.0,4,2.0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Sebastiano Esposito,ITA,"FW,MF",22,2002,25.9,79,3.05,52,4,6,9,7,1,6,0.23,0,0,2,3,1,0
ITA-Serie A,2024-25,Empoli,Szymon Żurkowski,POL,MF,26,1997,1.2,1,0.85,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Thomas Campaniello,ITA,FW,16,2008,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Tyronne Ebuehi,NGA,"DF,MF",28,1995,0.8,1,1.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Viktor Kovalenko,UKR,MF,28,1996,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Empoli,Youssef Maleh,MAR,MF,25,1998,16.8,30,1.79,26,0,1,1,2,0,2,0.12,2,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Albert Guðmundsson,ISL,"FW,MF",27,1997,14.1,39,2.76,26,2,2,5,4,0,5,0.35,3,0,0,0,2,0
ITA-Serie A,2024-25,Fiorentina,Alessandro Bianco,ITA,MF,21,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Amir Richardson,MAR,MF,22,2002,12.2,19,1.56,17,0,1,0,1,0,4,0.33,3,0,0,0,1,0
ITA-Serie A,2024-25,Fiorentina,Andrea Colpani,ITA,"FW,MF",25,1999,16.1,43,2.7,34,4,0,4,1,0,5,0.31,3,0,0,2,0,0
ITA-Serie A,2024-25,Fiorentina,Antonín Barák,CZE,MF,29,1994,0.6,3,5.0,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Cher Ndour,ITA,"MF,DF",20,2004,4.5,10,2.22,8,0,0,0,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Christian Kouamé,CIV,"FW,MF",26,1997,6.9,22,3.19,18,0,2,1,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Cristiano Biraghi,ITA,DF,31,1992,4.8,8,1.66,3,5,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Danilo Cataldi,ITA,MF,29,1994,19.2,32,1.68,21,6,0,3,1,1,1,0.05,0,1,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,David de Gea,ESP,GK,33,1990,35.0,10,0.29,8,2,0,0,0,0,3,0.09,2,1,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Dodô,BRA,DF,25,1998,34.6,75,2.17,56,2,4,3,8,2,11,0.32,7,0,2,0,2,0
ITA-Serie A,2024-25,Fiorentina,Edoardo Bove,ITA,"MF,FW",22,2002,9.5,31,3.27,24,1,1,1,3,1,7,0.74,5,0,1,0,1,0
ITA-Serie A,2024-25,Fiorentina,Fabiano Parisi,ITA,"DF,MF",23,2000,12.5,14,1.12,8,1,3,0,2,0,2,0.16,0,0,2,0,0,0
ITA-Serie A,2024-25,Fiorentina,Jonathan Ikone,FRA,"FW,MF",26,1998,3.7,13,3.5,8,0,2,1,2,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Luca Ranieri,ITA,DF,25,1999,34.1,28,0.82,24,0,2,2,0,0,6,0.18,6,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Lucas Beltrán,ARG,"FW,MF",23,2001,21.7,63,2.9,55,1,1,2,2,2,9,0.41,8,0,0,0,1,0
ITA-Serie A,2024-25,Fiorentina,Lucas Martínez Quarta,ARG,DF,28,1996,3.9,4,1.03,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Maat Daniel Caprini,ITA,FW,18,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Marin Pongračić,CRO,DF,26,1997,15.2,12,0.79,10,2,0,0,0,0,1,0.07,1,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Matias Moreno,ARG,DF,20,2003,1.6,3,1.87,2,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Michael Folorunsho,ITA,"FW,MF",26,1998,7.2,14,1.94,9,0,2,1,1,1,1,0.14,1,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Michael Kayode,ITA,"DF,FW",20,2004,1.4,4,2.83,2,0,2,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Moise Kean,ITA,FW,24,2000,30.0,57,1.9,26,1,16,8,5,1,7,0.23,2,0,3,2,0,0
ITA-Serie A,2024-25,Fiorentina,Nicolò Fagioli,ITA,MF,23,2001,10.7,43,4.02,32,5,1,4,1,0,4,0.37,3,0,0,1,0,0
ITA-Serie A,2024-25,Fiorentina,Nicolò Zaniolo,ITA,FW,25,1999,3.8,10,2.42,6,0,1,0,3,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Pablo Marí,ESP,DF,30,1993,12.2,10,0.82,9,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Pietro Comuzzo,ITA,DF,19,2005,24.4,20,0.82,17,0,0,1,0,2,1,0.04,1,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Pietro Terracciano,ITA,GK,34,1990,3.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Riccardo Sottil,ITA,"FW,MF",25,1999,9.3,35,3.78,23,0,5,3,4,0,4,0.43,3,0,0,0,1,0
ITA-Serie A,2024-25,Fiorentina,Robin Gosens,GER,DF,30,1994,28.0,66,2.36,51,6,2,5,1,1,14,0.5,8,2,0,4,0,0
ITA-Serie A,2024-25,Fiorentina,Rolando Mandragora,ITA,MF,27,1997,21.5,56,2.61,35,11,1,3,3,3,5,0.23,3,2,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Sofyan Amrabat,MAR,MF,27,1996,2.0,4,2.0,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Tommaso Rubino,ITA,MF,17,2006,0.1,1,11.25,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Fiorentina,Yacine Adli,FRA,MF,24,2000,13.7,50,3.64,35,10,2,2,1,0,10,0.73,6,2,1,1,0,0
ITA-Serie A,2024-25,Genoa,Aarón Martín,ESP,DF,27,1997,34.3,95,2.77,42,48,2,1,2,0,13,0.38,8,5,0,0,0,0
ITA-Serie A,2024-25,Genoa,Alan Matturro,URU,DF,19,2004,10.0,9,0.9,7,1,0,0,0,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Alessandro Marcandalli,ITA,DF,21,2002,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Alessandro Vogliacco,ITA,DF,25,1998,7.9,6,0.76,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Alessandro Zanoli,ITA,"FW,DF",23,2000,19.0,32,1.68,25,2,2,1,1,1,1,0.05,1,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Andrea Pinamonti,ITA,FW,25,1999,31.7,48,1.52,35,1,0,10,2,0,5,0.16,3,0,0,2,0,0
ITA-Serie A,2024-25,Genoa,Benjamin Siegrist,SUI,GK,32,1992,1.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Brooke Norton-Cuffy,ENG,"DF,FW",20,2004,8.0,13,1.63,10,1,2,0,0,0,3,0.38,3,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Caleb Ekuban,GHA,FW,30,1994,6.2,14,2.27,11,0,0,2,1,0,3,0.49,3,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Daniele Sommariva,ITA,GK,27,1997,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,David Akpan Ankeye,NGA,"FW,MF",22,2002,0.5,1,2.0,0,0,0,0,1,0,1,2.0,0,0,0,0,1,0
ITA-Serie A,2024-25,Genoa,Emil Bohinen,NOR,MF,25,1999,1.8,5,2.69,4,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Fabio Miretti,ITA,"MF,FW",20,2003,18.6,53,2.84,29,11,4,5,4,0,6,0.32,4,2,0,0,0,0
ITA-Serie A,2024-25,Genoa,Federico Accornero,ITA,MF,20,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Filippo Melegoni,ITA,"MF,FW",25,1999,1.0,1,1.01,1,0,0,0,0,0,1,1.01,1,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Gastón Pereiro,URU,MF,29,1995,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Honest Ahanor,ITA,"DF,MF",16,2008,3.0,5,1.67,3,0,0,0,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Jean Onana,CMR,MF,24,2000,3.4,4,1.18,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Jeff Ekhator,ITA,"FW,MF",17,2006,8.5,21,2.46,15,0,0,2,4,0,2,0.23,1,0,0,1,0,0
ITA-Serie A,2024-25,Genoa,Johan Vásquez,MEX,DF,25,1998,33.8,25,0.74,18,1,0,3,2,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Junior Messias,BRA,"MF,FW",33,1991,9.4,23,2.44,13,0,3,3,4,0,3,0.32,2,0,0,1,0,0
ITA-Serie A,2024-25,Genoa,Koni De Winter,BEL,DF,22,2002,23.7,15,0.63,11,2,0,0,1,1,1,0.04,1,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Lior Kasa,ISR,"MF,FW",18,2005,2.6,5,1.97,3,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Lorenzo Venturino,ITA,"FW,MF",18,2006,1.9,6,3.23,3,0,1,1,0,1,1,0.54,0,0,1,0,0,0
ITA-Serie A,2024-25,Genoa,Mario Balotelli,ITA,"FW,MF",33,1990,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Mattia Bani,ITA,DF,30,1993,16.7,7,0.42,6,0,0,1,0,0,2,0.12,1,0,0,1,0,0
ITA-Serie A,2024-25,Genoa,Maxwel Cornet,CIV,"FW,MF",27,1996,2.7,8,2.93,6,0,2,0,0,0,1,0.37,1,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Milan Badelj,CRO,MF,35,1989,16.4,26,1.59,20,0,0,4,2,0,1,0.06,0,0,0,1,0,0
ITA-Serie A,2024-25,Genoa,Morten Frendrup,DEN,MF,23,2001,34.5,53,1.54,46,0,0,0,3,4,4,0.12,4,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Morten Thorsby,NOR,"MF,FW",28,1996,21.1,55,2.61,48,0,0,4,2,1,2,0.09,2,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Nicola Leali,ITA,GK,31,1993,29.0,2,0.07,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Patrizio Masini,ITA,MF,23,2001,17.1,24,1.4,18,0,1,0,5,0,3,0.18,2,0,0,0,1,0
ITA-Serie A,2024-25,Genoa,Pierluigi Gollini,ITA,GK,29,1995,7.0,4,0.57,1,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Ruslan Malinovskyi,UKR,"MF,FW",31,1993,4.3,17,3.98,11,2,0,3,1,0,2,0.47,2,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Sebastian Otoa,DEN,DF,20,2004,2.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Stefano Sabelli,ITA,DF,31,1993,22.9,38,1.66,33,3,0,0,2,0,2,0.09,2,0,0,0,0,0
ITA-Serie A,2024-25,Genoa,Vitinha,POR,"FW,MF",24,2000,14.8,41,2.78,25,4,5,2,5,0,3,0.2,3,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Abdou Harroui,NED,"MF,FW",26,1998,5.1,15,2.92,13,0,2,0,0,0,3,0.58,3,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Alphadjo Cissè,ITA,"FW,MF",17,2006,0.1,1,10.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Amin Sarr,SWE,FW,23,2001,21.2,45,2.13,35,0,3,5,2,0,4,0.19,2,0,0,2,0,0
ITA-Serie A,2024-25,Hellas Verona,Antoine Bernede,FRA,MF,25,1999,6.6,22,3.33,16,2,1,1,0,2,1,0.15,0,0,1,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Casper Tengstedt,DEN,FW,24,2000,16.9,24,1.42,17,0,1,4,2,0,3,0.18,2,0,0,1,0,0
ITA-Serie A,2024-25,Hellas Verona,Cheikh Tidiane Niasse,SEN,MF,24,2000,8.4,12,1.43,10,0,0,0,1,1,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Dailon Livramento,CPV,"FW,MF",23,2001,10.4,19,1.82,12,0,4,1,1,1,4,0.38,2,0,1,1,0,0
ITA-Serie A,2024-25,Hellas Verona,Daniel Bandeira,POR,MF,24,2000,4.5,6,1.33,5,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Daniel Mosquera,COL,FW,24,1999,15.3,43,2.82,28,0,1,11,1,2,3,0.2,2,0,0,1,0,0
ITA-Serie A,2024-25,Hellas Verona,Daniel Oyegoke,ENG,DF,21,2003,1.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Daniele Ghilardi,ITA,DF,21,2003,22.5,16,0.71,11,0,0,0,4,1,1,0.04,1,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Darko Lazović,SRB,"DF,MF",33,1990,16.2,23,1.42,17,4,0,1,1,0,4,0.25,1,1,0,1,1,0
ITA-Serie A,2024-25,Hellas Verona,Davide Faraoni,ITA,DF,32,1991,2.9,3,1.04,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Diego Coppola,ITA,DF,20,2003,32.5,10,0.31,9,0,0,1,0,0,1,0.03,1,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Domagoj Bradarić,CRO,DF,24,1999,21.5,47,2.19,30,12,3,1,1,0,1,0.05,1,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Faride Alidou,GER,"FW,MF",23,2001,0.8,2,2.54,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Flavius Daniliuc,AUT,DF,23,2001,11.2,11,0.98,10,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Giangiacomo Magnani,ITA,DF,28,1995,11.8,4,0.34,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Grigoris Kastanos,CYP,"MF,FW",26,1998,9.7,24,2.47,13,8,0,2,1,0,2,0.21,1,1,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Jackson Tchatchoua,CMR,"DF,MF",22,2001,35.2,60,1.71,53,3,1,2,0,1,3,0.09,3,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Junior Ajayi,CIV,FW,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Lorenzo Montipò,ITA,GK,28,1996,36.0,5,0.14,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Martin Frese,DEN,DF,26,1998,6.1,10,1.64,5,3,0,1,1,0,1,0.16,0,0,0,0,1,0
ITA-Serie A,2024-25,Hellas Verona,Mathis Lambourde,FRA,"FW,MF",18,2006,1.0,2,2.0,1,0,1,0,0,0,1,1.0,0,0,1,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Nicolás Valentini,ARG,DF,23,2001,12.5,11,0.88,11,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Ondrej Duda,SVK,MF,29,1994,26.6,73,2.74,45,18,2,3,4,1,7,0.26,5,2,0,0,0,0
ITA-Serie A,2024-25,Hellas Verona,Paweł Dawidowicz,POL,"DF,MF",29,1995,20.5,8,0.39,6,2,0,0,0,0,1,0.05,1,0,0,0,0,0
