league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
ESP-La Liga,2023-24,Cádiz,Aiham Ousou,SYR,DF,23,2000,4.8,8,5,6,2,0,5,5,100.0,0,1,0,1,7,15,15,0
ESP-La Liga,2023-24,Cádiz,Borja Vázquez,ESP,FW,18,2005,0.0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0
ESP-La Liga,2023-24,Cádiz,Brian Ocampo,URU,"MF,FW",24,1999,2.8,4,3,1,3,0,2,5,40.0,3,4,0,4,3,7,0,0
ESP-La Liga,2023-24,Cádiz,Chris Ramos,ESP,"FW,MF",26,1997,29.0,28,15,9,15,4,8,27,29.6,19,23,7,16,9,37,44,0
ESP-La Liga,2023-24,Cádiz,Darwin Machís,VEN,MF,30,1993,8.7,23,14,7,9,7,13,24,54.2,11,8,1,7,4,27,2,0
ESP-La Liga,2023-24,Cádiz,David Gil,ESP,GK,29,1994,4.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0
ESP-La Liga,2023-24,Cádiz,Diadie Samassékou,MLI,MF,27,1996,1.0,5,3,2,2,1,5,6,83.3,1,0,0,0,3,8,1,0
ESP-La Liga,2023-24,Cádiz,Fali,ESP,DF,29,1993,28.3,41,26,29,11,1,21,36,58.3,15,38,24,14,27,68,120,0
ESP-La Liga,2023-24,Cádiz,Fede San Emeterio,ESP,MF,26,1997,1.7,3,2,2,1,0,1,4,25.0,3,3,2,1,2,5,1,0
ESP-La Liga,2023-24,Cádiz,Gonzalo Escalante,ARG,MF,30,1993,18.9,39,24,16,14,9,20,55,36.4,35,23,5,18,26,65,33,2
ESP-La Liga,2023-24,Cádiz,Isaac Carcelen,ESP,DF,30,1993,29.0,50,31,30,15,5,25,45,55.6,20,24,7,17,27,77,87,2
ESP-La Liga,2023-24,Cádiz,Iván Alejo,ESP,MF,28,1995,18.8,40,23,23,11,6,17,57,29.8,40,20,0,20,7,47,17,0
ESP-La Liga,2023-24,Cádiz,Javi Hernández,ESP,DF,25,1998,27.9,43,24,26,12,5,25,46,54.3,21,34,9,25,19,62,72,1
ESP-La Liga,2023-24,Cádiz,Jeremías Ledesma,ARG,GK,30,1993,33.9,1,1,1,0,0,1,4,25.0,3,0,0,0,0,1,15,3
ESP-La Liga,2023-24,Cádiz,Jorge Meré,ESP,DF,26,1997,7.5,8,7,6,2,0,4,7,57.1,3,5,3,2,8,16,33,0
ESP-La Liga,2023-24,Cádiz,Joseba Zaldúa,ESP,DF,31,1992,7.8,20,12,17,2,1,13,21,61.9,8,6,4,2,2,22,20,0
ESP-La Liga,2023-24,Cádiz,José Mari,ESP,"MF,FW",35,1987,0.2,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0
ESP-La Liga,2023-24,Cádiz,Juanmi,ESP,FW,30,1993,9.7,9,4,2,7,0,2,9,22.2,7,6,0,6,6,15,3,0
ESP-La Liga,2023-24,Cádiz,Karl Etta,CMR,FW,19,2003,0.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2023-24,Cádiz,Lucas,BRA,DF,22,2001,17.1,47,27,32,11,4,32,55,58.2,23,27,4,23,17,64,45,0
ESP-La Liga,2023-24,Cádiz,Luis Hernández,ESP,DF,34,1989,8.0,7,3,4,3,0,4,8,50.0,4,3,2,1,8,15,25,0
ESP-La Liga,2023-24,Cádiz,Mamadou Mbaye,SEN,DF,25,1998,3.2,6,3,3,3,0,2,5,40.0,3,10,7,3,5,11,26,0
ESP-La Liga,2023-24,Cádiz,Maxi Gómez,URU,FW,26,1996,12.9,6,4,2,3,1,3,5,60.0,2,8,3,5,3,9,3,0
ESP-La Liga,2023-24,Cádiz,Milutin Osmajić,MNE,MF,24,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Cádiz,Moussa Diakité,MLI,MF,19,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Cádiz,Roberto Navarro,ESP,"MF,FW",21,2002,21.0,46,29,20,21,5,22,43,51.2,21,33,0,33,19,65,7,1
ESP-La Liga,2023-24,Cádiz,Roger Martí,ESP,FW,32,1991,15.1,12,6,1,9,2,2,7,28.6,5,16,1,15,7,19,4,0
ESP-La Liga,2023-24,Cádiz,Rominigue Kouamé,MLI,MF,26,1996,9.1,14,9,6,7,1,7,15,46.7,8,10,2,8,13,27,10,1
ESP-La Liga,2023-24,Cádiz,Rubén Alcaraz,ESP,MF,32,1991,34.8,97,59,39,52,6,50,121,41.3,71,60,14,46,33,130,55,2
ESP-La Liga,2023-24,Cádiz,Rubén Sobrino,ESP,"MF,FW",31,1992,18.3,52,28,18,26,8,22,51,43.1,29,26,2,24,16,68,18,0
ESP-La Liga,2023-24,Cádiz,Sergi Guardiola,ESP,"FW,MF",32,1991,5.5,10,7,2,6,2,4,9,44.4,5,10,0,10,0,10,4,0
ESP-La Liga,2023-24,Cádiz,Víctor Chust,ESP,DF,23,2000,20.7,29,18,23,5,1,18,32,56.3,14,27,21,6,11,40,92,1
ESP-La Liga,2023-24,Cádiz,Álex Fernández,ESP,MF,30,1992,14.3,19,9,10,9,0,11,22,50.0,11,17,5,12,15,34,30,0
ESP-La Liga,2023-24,Cádiz,Álvaro Negredo,ESP,"FW,MF",37,1985,0.6,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
ESP-La Liga,2023-24,Getafe,Alberto Risco,ESP,MF,17,2005,1.5,2,2,1,1,0,0,4,0.0,4,0,0,0,0,2,1,0
ESP-La Liga,2023-24,Getafe,Anthony Lozano,HON,"MF,FW",30,1993,1.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ESP-La Liga,2023-24,Getafe,Borja Mayoral,ESP,FW,26,1997,23.9,9,5,2,2,5,5,22,22.7,17,7,0,7,4,13,16,0
ESP-La Liga,2023-24,Getafe,Carles Aleñá,ESP,MF,25,1998,11.3,24,8,7,14,3,10,24,41.7,14,14,3,11,4,28,13,0
ESP-La Liga,2023-24,Getafe,Carmona,ESP,"DF,MF",21,2002,14.6,30,21,13,14,3,9,28,32.1,19,15,2,13,21,51,25,0
ESP-La Liga,2023-24,Getafe,Damián Suárez,URU,DF,35,1988,14.4,36,21,16,16,4,26,45,57.8,19,13,3,10,10,46,31,0
ESP-La Liga,2023-24,Getafe,Daniel Fuzato,BRA,GK,26,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2023-24,Getafe,David Soria,ESP,GK,30,1993,37.9,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,21,6
ESP-La Liga,2023-24,Getafe,Diego Rico,ESP,DF,30,1993,28.2,64,48,32,23,9,41,76,53.9,35,25,8,17,41,105,76,0
ESP-La Liga,2023-24,Getafe,Djené,TOG,"DF,MF",31,1991,27.6,34,19,18,13,3,15,26,57.7,11,31,15,16,23,57,70,0
ESP-La Liga,2023-24,Getafe,Domingos Duarte,POR,DF,28,1995,10.1,7,4,6,0,1,5,7,71.4,2,7,5,2,8,15,27,0
ESP-La Liga,2023-24,Getafe,Enes Ünal,TUR,"FW,MF",26,1997,1.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,2,0
ESP-La Liga,2023-24,Getafe,Fabrizio Angileri,ARG,"DF,MF",29,1994,1.8,1,1,1,0,0,1,3,33.3,2,0,0,0,4,5,8,0
ESP-La Liga,2023-24,Getafe,Gastón Álvarez,URU,DF,23,2000,28.2,68,37,43,20,5,37,57,64.9,20,40,11,29,35,103,80,0
ESP-La Liga,2023-24,Getafe,Gorka Rivera Alonso,ESP,DF,18,2004,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Getafe,Iglesias,ESP,"DF,FW",25,1998,15.7,41,22,25,11,5,21,33,63.6,12,18,7,11,16,57,53,0
ESP-La Liga,2023-24,Getafe,Ilaix Moriba,GUI,"MF,FW",20,2003,6.7,20,11,3,11,6,4,9,44.4,5,3,1,2,4,24,10,0
ESP-La Liga,2023-24,Getafe,Jaime Mata,ESP,"FW,MF",34,1988,19.9,24,15,12,8,4,11,26,42.3,15,18,1,17,17,41,31,0
ESP-La Liga,2023-24,Getafe,Jeremy Jorge,ESP,FW,20,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Getafe,Jordi,ESP,"MF,DF",22,2001,6.4,16,11,3,11,2,7,15,46.7,8,7,2,5,8,24,7,0
ESP-La Liga,2023-24,Getafe,Juanmi Latasa,ESP,FW,22,2001,17.3,9,7,0,6,3,1,11,9.1,10,9,0,9,4,13,21,0
ESP-La Liga,2023-24,Getafe,Luis Milla,ESP,MF,28,1994,23.5,57,33,19,28,10,28,47,59.6,19,20,1,19,32,89,10,0
ESP-La Liga,2023-24,Getafe,Mason Greenwood,ENG,"MF,FW",21,2001,29.6,11,6,3,5,3,4,21,19.0,17,9,0,9,4,15,4,0
ESP-La Liga,2023-24,Getafe,Mauro Arambarri,URU,MF,27,1995,3.8,6,2,3,2,1,1,6,16.7,5,1,0,1,2,8,7,0
ESP-La Liga,2023-24,Getafe,Nabil Aberdin,FRA,DF,20,2002,2.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
ESP-La Liga,2023-24,Getafe,Nemanja Maksimović,SRB,MF,28,1995,36.3,65,43,26,31,8,23,41,56.1,18,56,23,33,46,111,61,0
ESP-La Liga,2023-24,Getafe,Omar Alderete,PAR,DF,26,1996,24.4,28,21,15,13,0,19,35,54.3,16,30,18,12,13,41,111,0
ESP-La Liga,2023-24,Getafe,Portu,ESP,FW,31,1992,1.1,5,3,4,0,1,5,6,83.3,1,0,0,0,0,5,0,0
ESP-La Liga,2023-24,Getafe,Santiago García,ESP,FW,21,2001,0.3,1,0,0,0,1,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2023-24,Getafe,Stefan Mitrović,SRB,DF,33,1990,7.8,9,3,7,2,0,4,8,50.0,4,3,2,1,6,15,26,0
ESP-La Liga,2023-24,Getafe,Yassin Tallal,ESP,FW,18,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Getafe,Yellu Santiago,ESP,MF,19,2004,7.3,17,8,8,5,4,4,7,57.1,3,3,0,3,0,17,8,0
ESP-La Liga,2023-24,Getafe,Óscar Rodríguez Arnaiz,ESP,"MF,FW",25,1998,10.7,24,13,2,15,7,9,15,60.0,6,12,1,11,5,29,5,0
ESP-La Liga,2023-24,Girona,Aleix García,ESP,MF,26,1997,35.5,49,28,17,26,6,28,54,51.9,26,45,17,28,36,85,53,3
ESP-La Liga,2023-24,Girona,Antal Yaakobishvili,HUN,DF,19,2004,0.7,2,1,1,1,0,1,1,100.0,0,0,0,0,3,5,3,0
ESP-La Liga,2023-24,Girona,Arnau Martinez,ESP,DF,20,2003,13.8,25,16,17,6,2,15,32,46.9,17,15,5,10,10,35,41,3
ESP-La Liga,2023-24,Girona,Artem Dovbyk,UKR,FW,26,1997,28.7,4,3,2,1,1,0,2,0.0,2,8,1,7,0,4,17,0
ESP-La Liga,2023-24,Girona,Bernardo Espinosa,COL,DF,34,1989,0.0,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
ESP-La Liga,2023-24,Girona,Cristhian Stuani,URU,FW,36,1986,8.9,14,11,4,6,4,4,7,57.1,3,9,2,7,5,19,13,0
ESP-La Liga,2023-24,Girona,Daley Blind,NED,DF,33,1990,33.0,47,21,33,13,1,29,47,61.7,18,37,19,18,21,68,113,0
ESP-La Liga,2023-24,Girona,David López,ESP,DF,33,1989,21.8,33,20,21,12,0,17,22,77.3,5,28,19,9,20,53,63,4
ESP-La Liga,2023-24,Girona,Eric García,ESP,DF,22,2001,29.3,55,37,34,18,3,34,49,69.4,15,36,18,18,30,85,79,2
ESP-La Liga,2023-24,Girona,Ibrahima Kebe,MLI,MF,22,2000,0.1,1,1,0,1,0,0,0,,0,1,0,1,1,2,0,0
ESP-La Liga,2023-24,Girona,Iván Martín,ESP,MF,24,1999,30.3,44,25,22,15,7,22,57,38.6,35,25,3,22,21,65,14,0
ESP-La Liga,2023-24,Girona,Jastin García,ESP,FW,19,2004,0.4,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0
ESP-La Liga,2023-24,Girona,Jhon Solis,COL,MF,18,2004,4.3,10,8,4,5,1,4,12,33.3,8,8,3,5,8,18,7,1
ESP-La Liga,2023-24,Girona,Juanpe,ESP,DF,32,1991,8.3,11,8,8,3,0,9,10,90.0,1,17,11,6,7,18,50,1
ESP-La Liga,2023-24,Girona,Miguel Gutiérrez,ESP,DF,22,2001,33.7,29,18,11,14,4,13,35,37.1,22,27,11,16,22,51,66,2
ESP-La Liga,2023-24,Girona,Pablo Torre,ESP,"MF,FW",20,2003,7.8,5,2,0,5,0,4,10,40.0,6,10,2,8,4,9,6,1
ESP-La Liga,2023-24,Girona,Paulo Gazzaniga,ARG,GK,31,1992,38.0,2,2,2,0,0,2,4,50.0,2,0,0,0,0,2,12,1
ESP-La Liga,2023-24,Girona,Portu,ESP,"MF,FW",31,1992,13.2,18,13,3,10,5,3,18,16.7,15,9,1,8,4,22,6,0
ESP-La Liga,2023-24,Girona,Silvi Clúa,ESP,MF,18,2005,0.0,2,0,2,0,0,2,2,100.0,0,1,0,1,0,2,0,0
ESP-La Liga,2023-24,Girona,Sávio,BRA,"FW,MF",19,2004,33.1,42,25,14,22,6,16,28,57.1,12,34,0,34,18,60,11,1
ESP-La Liga,2023-24,Girona,Toni Villa,ESP,FW,28,1995,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Girona,Valery Fernández,ESP,"MF,FW",23,1999,5.6,11,9,4,7,0,6,8,75.0,2,6,1,5,1,12,4,0
ESP-La Liga,2023-24,Girona,Viktor Tsyhankov,UKR,"MF,FW",25,1997,22.8,29,20,11,13,5,14,26,53.8,12,18,1,17,12,41,24,0
ESP-La Liga,2023-24,Girona,Yan Couto,BRA,"DF,FW",21,2002,24.9,45,34,25,14,6,20,40,50.0,20,14,2,12,10,55,31,1
ESP-La Liga,2023-24,Girona,Yangel Herrera,VEN,MF,25,1998,23.4,64,37,28,30,6,30,56,53.6,26,30,8,22,24,88,45,1
ESP-La Liga,2023-24,Granada,Adri Bosch,ESP,DF,22,2001,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,1,0
ESP-La Liga,2023-24,Granada,Alberto Perea,ESP,"MF,FW",32,1990,0.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Granada,Alberto Soro,ESP,MF,24,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Granada,André Ferreira,POR,GK,27,1996,14.9,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,2
ESP-La Liga,2023-24,Granada,Antonio Puertas,ESP,"MF,FW",31,1992,8.1,12,8,6,5,1,6,15,40.0,9,5,0,5,6,18,4,0
ESP-La Liga,2023-24,Granada,Augusto Batalla,ARG,GK,27,1996,17.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,2
ESP-La Liga,2023-24,Granada,Brau,ESP,DF,21,2001,0.3,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
ESP-La Liga,2023-24,Granada,Bruno Méndez,URU,DF,23,1999,14.8,36,17,19,12,5,21,37,56.8,16,24,6,18,26,62,45,0
ESP-La Liga,2023-24,Granada,Bryan Zaragoza,ESP,"MF,FW",22,2001,18.2,18,9,8,6,4,8,23,34.8,15,9,0,9,3,21,3,0
ESP-La Liga,2023-24,Granada,Carlos Neva,ESP,DF,27,1996,35.0,32,21,22,9,1,17,40,42.5,23,39,14,25,30,62,108,2
ESP-La Liga,2023-24,Granada,Facundo Pellistri,URU,"MF,FW",21,2001,13.7,29,19,12,10,7,6,21,28.6,15,18,0,18,4,33,7,0
ESP-La Liga,2023-24,Granada,Faitout Maouassa,FRA,"DF,MF",25,1998,2.5,8,5,6,1,1,4,5,80.0,1,6,0,6,1,9,3,0
ESP-La Liga,2023-24,Granada,Famara Diedhiou,SEN,"FW,MF",30,1992,1.0,1,1,0,1,0,0,1,0.0,1,0,0,0,0,1,2,0
ESP-La Liga,2023-24,Granada,Gerard Gumbau,ESP,MF,28,1994,29.7,55,34,21,30,4,23,62,37.1,39,24,5,19,25,80,30,2
ESP-La Liga,2023-24,Granada,Gonzalo Villar,ESP,MF,25,1998,20.0,51,33,26,20,5,26,41,63.4,15,32,10,22,6,57,26,1
ESP-La Liga,2023-24,Granada,Ignasi Miquel,ESP,DF,30,1992,33.2,47,30,39,6,2,23,40,57.5,17,32,16,16,45,92,132,4
ESP-La Liga,2023-24,Granada,Jesús Vallejo,ESP,DF,26,1997,1.2,3,1,1,2,0,2,2,100.0,0,3,2,1,0,3,1,1
ESP-La Liga,2023-24,Granada,José Callejón,ESP,"MF,FW",36,1987,8.9,13,6,10,3,0,8,22,36.4,14,7,1,6,5,18,10,0
ESP-La Liga,2023-24,Granada,Kamil Jóźwiak,POL,MF,25,1998,6.3,13,10,4,6,3,9,17,52.9,8,4,0,4,2,15,6,0
ESP-La Liga,2023-24,Granada,Kamil Piątkowski,POL,DF,23,2000,5.6,18,10,16,1,1,10,14,71.4,4,6,5,1,8,26,28,1
ESP-La Liga,2023-24,Granada,Lucas Boyé,ARG,FW,27,1996,28.2,50,25,14,25,11,14,34,41.2,20,35,5,30,10,60,46,0
ESP-La Liga,2023-24,Granada,Marc Martínez,ESP,GK,33,1990,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ESP-La Liga,2023-24,Granada,Martin Hongla,CMR,"MF,DF",25,1998,6.2,7,3,2,5,0,3,9,33.3,6,6,3,3,6,13,13,1
ESP-La Liga,2023-24,Granada,Matias Arezo,URU,FW,20,2002,4.1,7,3,2,5,0,1,5,20.0,4,4,1,3,1,8,4,0
ESP-La Liga,2023-24,Granada,Miguel Ángel Rubio,ESP,DF,25,1998,17.3,20,12,14,6,0,14,21,66.7,7,31,18,13,28,48,74,2
ESP-La Liga,2023-24,Granada,Myrto Uzuni,ALB,FW,28,1995,27.2,18,14,8,7,3,6,27,22.2,21,19,3,16,4,22,7,0
ESP-La Liga,2023-24,Granada,Njegoš Petrović,SRB,"MF,FW",24,1999,1.7,5,2,4,1,0,2,3,66.7,1,2,0,2,1,6,3,0
ESP-La Liga,2023-24,Granada,Pablo Saenz,ESP,MF,22,2001,0.2,3,3,2,0,1,1,3,33.3,2,0,0,0,0,3,0,0
ESP-La Liga,2023-24,Granada,Raúl Fernández,ESP,GK,35,1988,3.1,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,2
ESP-La Liga,2023-24,Granada,Raúl Torrente,ESP,DF,21,2001,13.9,29,16,20,9,0,17,22,77.3,5,16,10,6,11,40,68,2
ESP-La Liga,2023-24,Granada,Ricard Sánchez,ESP,DF,23,2000,25.5,29,18,15,8,6,12,24,50.0,12,32,4,28,13,42,64,0
ESP-La Liga,2023-24,Granada,Samu Omorodion,ESP,FW,19,2004,0.9,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2023-24,Granada,Sergio Rodelas,ESP,"FW,DF",18,2004,1.4,3,2,1,0,2,0,3,0.0,3,0,0,0,0,3,0,0
ESP-La Liga,2023-24,Granada,Sergio Ruiz,ESP,MF,28,1994,27.7,83,46,43,36,4,38,84,45.2,46,24,6,18,28,111,43,1
ESP-La Liga,2023-24,Granada,Shon Weissman,ISR,FW,27,1996,0.9,1,1,0,0,1,1,4,25.0,3,3,0,3,0,1,1,0
ESP-La Liga,2023-24,Granada,Theo Corbeanu,CAN,"MF,FW",21,2002,2.0,5,2,2,3,0,1,3,33.3,2,3,0,3,3,8,2,0
ESP-La Liga,2023-24,Granada,Víctor Díaz,ESP,"DF,MF",35,1988,1.8,5,3,2,3,0,1,3,33.3,2,1,0,1,1,6,8,0
ESP-La Liga,2023-24,Granada,Wilson Manafá,POR,"DF,MF",29,1994,2.7,6,4,3,2,1,4,7,57.1,3,1,0,1,1,7,4,1
ESP-La Liga,2023-24,Granada,Álvaro Carreras,ESP,"MF,FW",20,2003,5.3,13,8,8,4,1,5,11,45.5,6,5,1,4,7,20,9,1
ESP-La Liga,2023-24,Granada,Óscar Melendo,ESP,"MF,FW",25,1997,12.5,14,6,4,10,0,4,12,33.3,8,13,0,13,5,19,4,1
ESP-La Liga,2023-24,Las Palmas,Aarón Escandell,ESP,GK,27,1995,1.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
ESP-La Liga,2023-24,Las Palmas,Alberto Moleiro,ESP,"FW,MF",19,2003,20.0,15,6,4,7,4,6,30,20.0,24,11,0,11,7,22,10,0
ESP-La Liga,2023-24,Las Palmas,Benito Ramírez,ESP,"FW,MF",28,1995,4.3,5,3,2,3,0,3,6,50.0,3,7,1,6,3,8,0,0
ESP-La Liga,2023-24,Las Palmas,Cristian Herrera,ESP,"FW,MF",32,1991,1.8,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0
ESP-La Liga,2023-24,Las Palmas,Daley Sinkgraven,NED,DF,28,1995,4.2,11,5,6,5,0,2,8,25.0,6,5,3,2,6,17,9,0
ESP-La Liga,2023-24,Las Palmas,Enzo Loiodice,FRA,MF,22,2000,19.9,62,35,15,34,13,20,42,47.6,22,20,2,18,12,74,16,1
ESP-La Liga,2023-24,Las Palmas,Eric Curbelo,ESP,"DF,MF",29,1994,1.1,4,3,2,2,0,3,4,75.0,1,3,1,2,2,6,5,1
ESP-La Liga,2023-24,Las Palmas,Fabio González,ESP,MF,26,1997,1.4,2,2,2,0,0,1,2,50.0,1,2,0,2,0,2,0,0
ESP-La Liga,2023-24,Las Palmas,Iñaki González,ESP,MF,19,2004,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,1,0
ESP-La Liga,2023-24,Las Palmas,Javier Muñoz,ESP,MF,28,1995,29.3,42,23,14,22,6,16,44,36.4,28,40,4,36,20,62,29,1
ESP-La Liga,2023-24,Las Palmas,Jonathan Viera,ESP,"MF,FW",33,1989,6.9,6,3,1,2,3,1,9,11.1,8,0,0,0,0,6,1,0
ESP-La Liga,2023-24,Las Palmas,José Campaña,ESP,MF,30,1993,1.9,2,2,1,1,0,0,2,0.0,2,3,2,1,2,4,3,0
ESP-La Liga,2023-24,Las Palmas,Juan Herzog,ESP,DF,20,2003,3.2,6,5,5,1,0,3,6,50.0,3,4,1,3,2,8,17,0
ESP-La Liga,2023-24,Las Palmas,Julian Araujo,MEX,DF,21,2001,16.2,41,22,29,7,5,23,33,69.7,10,23,16,7,10,51,52,1
ESP-La Liga,2023-24,Las Palmas,Kirian Rodríguez,ESP,MF,27,1996,35.7,52,32,22,25,5,24,67,35.8,43,39,3,36,28,80,23,1
ESP-La Liga,2023-24,Las Palmas,Marc Cardona,ESP,FW,28,1995,8.2,9,8,3,4,2,1,12,8.3,11,5,0,5,2,11,7,0
ESP-La Liga,2023-24,Las Palmas,Marvin,ESP,"FW,DF",23,2000,20.6,39,25,18,17,4,18,36,50.0,18,28,2,26,14,53,18,1
ESP-La Liga,2023-24,Las Palmas,Mika Mármol,ESP,DF,22,2001,35.3,70,42,44,24,2,35,53,66.0,18,39,19,20,44,114,147,2
ESP-La Liga,2023-24,Las Palmas,Munir El Haddadi,MAR,FW,27,1995,27.2,40,27,18,17,5,17,38,44.7,21,27,1,26,11,51,16,0
ESP-La Liga,2023-24,Las Palmas,Máximo Perrone,ARG,MF,20,2003,18.0,42,21,17,22,3,19,39,48.7,20,27,4,23,24,66,21,0
ESP-La Liga,2023-24,Las Palmas,Omenuke Mfulu,COD,"MF,FW",29,1994,0.9,4,3,3,1,0,0,1,0.0,1,1,1,0,2,6,5,0
ESP-La Liga,2023-24,Las Palmas,Pejiño,ESP,FW,27,1996,5.6,12,8,3,6,3,6,18,33.3,12,4,0,4,2,14,5,0
ESP-La Liga,2023-24,Las Palmas,Sandro Ramírez,ESP,FW,28,1995,20.1,12,8,4,6,2,6,15,40.0,9,13,1,12,4,16,14,1
ESP-La Liga,2023-24,Las Palmas,Saúl Coco,EQG,DF,24,1999,25.5,32,19,25,7,0,11,18,61.1,7,27,15,12,20,52,120,3
ESP-La Liga,2023-24,Las Palmas,Sergi Cardona,ESP,DF,24,1999,31.3,90,55,52,29,9,55,96,57.3,41,45,7,38,46,136,102,0
ESP-La Liga,2023-24,Las Palmas,Sory Kaba,GUI,FW,28,1995,8.0,2,0,0,2,0,0,5,0.0,5,6,0,6,0,2,9,0
ESP-La Liga,2023-24,Las Palmas,Álex Suárez,ESP,DF,30,1993,28.5,53,36,33,15,5,31,37,83.8,6,33,14,19,18,71,84,0
ESP-La Liga,2023-24,Las Palmas,Álvaro Lemos,ESP,DF,30,1993,2.8,4,1,1,3,0,0,2,0.0,2,3,1,2,2,6,4,0
ESP-La Liga,2023-24,Las Palmas,Álvaro Vallés,ESP,GK,26,1997,36.3,3,2,3,0,0,3,8,37.5,5,0,0,0,0,3,40,1
ESP-La Liga,2023-24,Mallorca,Abdón Prats,ESP,"FW,MF",30,1992,14.1,6,4,2,2,2,3,5,60.0,2,6,3,3,2,8,12,0
ESP-La Liga,2023-24,Mallorca,Amath,SEN,"FW,MF",27,1996,4.4,9,6,7,2,0,2,10,20.0,8,2,0,2,3,12,6,0
ESP-La Liga,2023-24,Mallorca,Antonio Raillo,ESP,DF,31,1991,24.4,30,23,18,12,0,17,23,73.9,6,44,30,14,37,67,104,2
ESP-La Liga,2023-24,Mallorca,Antonio Sánchez,ESP,MF,26,1997,16.1,25,11,13,10,2,11,32,34.4,21,24,5,19,13,38,13,0
ESP-La Liga,2023-24,Mallorca,Copete,ESP,DF,23,1999,14.8,45,27,27,17,1,30,43,69.8,13,12,6,6,32,77,47,1
ESP-La Liga,2023-24,Mallorca,Cyle Larin,CAN,FW,28,1995,20.3,17,8,6,4,7,2,7,28.6,5,16,5,11,3,20,17,0
ESP-La Liga,2023-24,Mallorca,Dani Rodríguez,ESP,MF,35,1988,29.1,47,24,21,20,6,21,45,46.7,24,34,5,29,15,62,21,0
ESP-La Liga,2023-24,Mallorca,Dominik Greif,SVK,GK,26,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Mallorca,Giovanni González,URU,DF,28,1994,27.4,73,45,37,32,4,40,81,49.4,41,24,3,21,31,104,60,2
ESP-La Liga,2023-24,Mallorca,Iván Cuéllar,ESP,GK,39,1984,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2023-24,Mallorca,Jaume Costa,ESP,DF,35,1988,18.7,38,22,23,10,5,18,29,62.1,11,14,4,10,16,54,35,0
ESP-La Liga,2023-24,Mallorca,Javier Llabrés,ESP,"MF,FW",20,2002,2.7,3,1,1,1,1,1,2,50.0,1,1,0,1,3,6,4,0
ESP-La Liga,2023-24,Mallorca,Manu Morlanes,ESP,MF,24,1999,17.9,50,29,23,26,1,23,53,43.4,30,13,1,12,20,70,21,0
ESP-La Liga,2023-24,Mallorca,Martin Valjent,SVK,DF,27,1995,26.1,34,18,19,13,2,18,30,60.0,12,26,11,15,29,63,112,1
ESP-La Liga,2023-24,Mallorca,Matija Nastasić,SRB,DF,30,1993,25.1,35,17,26,9,0,24,32,75.0,8,33,20,13,29,64,114,0
