league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
ENG-Premier League,2023-24,Nott'ham Forest,Orel Mangala,BEL,MF,25,1998,17.4,20,1.15,17,0,0,0,1,2,2,0.12,1,0,0,0,0,1
ENG-Premier League,2023-24,Nott'ham Forest,Rodrigo Ribeiro,POR,"MF,FW",18,2005,0.2,1,5.29,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Nott'ham Forest,Ryan Yates,ENG,MF,25,1997,22.1,30,1.36,22,0,0,5,3,0,4,0.18,3,0,0,1,0,0
ENG-Premier League,2023-24,Nott'ham Forest,Scott McKenna,SCO,DF,26,1996,4.6,2,0.43,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Nott'ham Forest,Serge Aurier,CIV,"DF,MF",30,1992,9.3,15,1.62,12,1,1,0,1,0,2,0.22,2,0,0,0,0,0
ENG-Premier League,2023-24,Nott'ham Forest,Taiwo Awoniyi,NGA,FW,25,1997,11.6,30,2.6,22,0,2,0,4,2,6,0.52,5,0,1,0,0,0
ENG-Premier League,2023-24,Nott'ham Forest,Willy Boly,CIV,DF,32,1991,16.0,16,1.0,14,0,0,2,0,0,2,0.13,2,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Andre Brooks,ENG,"MF,DF",19,2003,10.4,9,0.86,6,0,2,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Anel Ahmedhodžić,BIH,DF,24,1999,29.4,26,0.88,23,0,0,3,0,0,1,0.03,0,0,0,1,0,0
ENG-Premier League,2023-24,Sheffield Utd,Anis Ben Slimane,TUN,MF,22,2001,4.7,12,2.58,8,1,1,1,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Antwoine Hackford,ENG,FW,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Auston Trusty,USA,DF,24,1998,28.6,16,0.56,11,2,1,0,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Ben Brereton,CHI,"FW,MF",24,1999,12.3,31,2.52,21,0,4,2,3,1,4,0.33,2,0,1,0,1,0
ENG-Premier League,2023-24,Sheffield Utd,Ben Osborn,ENG,"DF,MF",28,1994,15.2,24,1.58,22,1,0,0,1,0,3,0.2,3,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Bénie Traoré,CIV,"FW,MF",20,2002,4.3,6,1.4,6,0,0,0,0,0,1,0.23,1,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Cameron Archer,ENG,"FW,MF",22,2001,20.4,49,2.41,32,0,9,5,1,2,4,0.2,2,0,1,1,0,0
ENG-Premier League,2023-24,Sheffield Utd,Chris Basham,ENG,"DF,MF",35,1988,3.6,3,0.84,1,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Daniel Jebbison,CAN,FW,19,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,George Baldock,GRE,DF,30,1993,10.8,16,1.49,10,3,2,0,1,0,2,0.19,1,0,0,0,1,0
ENG-Premier League,2023-24,Sheffield Utd,Gustavo Hamer,NED,MF,26,1997,32.3,116,3.59,73,22,10,7,4,0,12,0.37,9,1,2,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Ivo Grbić,CRO,GK,27,1996,8.6,2,0.23,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Jack Robinson,ENG,DF,29,1993,32.1,23,0.72,12,7,0,3,0,1,1,0.03,0,1,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,James Mcatee,ENG,"MF,FW",20,2002,20.2,60,2.97,45,4,5,4,2,0,3,0.15,3,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Jayden Bogle,ENG,DF,23,2000,31.0,33,1.07,26,1,3,1,2,0,1,0.03,0,0,0,1,0,0
ENG-Premier League,2023-24,Sheffield Utd,John Egan,IRL,DF,30,1992,5.4,1,0.19,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,John Fleck,SCO,"MF,DF",31,1991,1.0,4,3.91,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Luke Thomas,ENG,DF,22,2001,10.2,10,0.98,8,0,0,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Mason Holgate,JAM,DF,26,1996,7.9,4,0.51,2,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Max Lowe,ENG,"DF,MF",26,1997,5.6,8,1.43,7,0,0,1,0,0,1,0.18,1,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Oliver Arblaster,ENG,MF,19,2004,10.5,23,2.2,19,2,0,1,0,1,2,0.19,1,0,0,1,0,0
ENG-Premier League,2023-24,Sheffield Utd,Oliver McBurnie,SCO,FW,27,1996,14.2,29,2.04,24,0,0,2,3,0,7,0.49,6,0,0,0,1,0
ENG-Premier League,2023-24,Sheffield Utd,Oliver Norwood,NIR,MF,32,1991,16.0,32,2.0,19,12,0,1,0,0,1,0.06,1,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Rhian Brewster,ENG,"FW,MF",23,2000,3.8,7,1.82,6,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Rhys Norrington-Davies,WAL,DF,24,1999,1.2,1,0.82,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Ryan One,SCO,FW,17,2006,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Sam Curtis,IRL,DF,17,2005,0.3,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Sydie Peck,ENG,MF,18,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,Tom Davies,ENG,MF,25,1998,2.5,6,2.44,4,0,0,1,0,1,1,0.41,0,0,0,0,0,1
ENG-Premier League,2023-24,Sheffield Utd,Vinicius Souza,BRA,MF,24,1999,29.6,26,0.88,22,1,0,1,0,2,3,0.1,2,0,0,1,0,0
ENG-Premier League,2023-24,Sheffield Utd,Wes Foderingham,ENG,GK,32,1991,29.4,4,0.14,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Sheffield Utd,William Osula,DEN,FW,19,2003,8.7,12,1.37,3,0,1,5,3,0,1,0.11,0,0,0,1,0,0
ENG-Premier League,2023-24,Sheffield Utd,Yasser Larouci,ALG,DF,22,2001,5.9,8,1.36,5,1,1,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Alejo Véliz,ARG,FW,19,2003,0.6,1,1.84,0,0,1,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Ben Davies,WAL,DF,30,1993,12.1,15,1.24,14,0,0,0,1,0,2,0.17,1,0,0,0,1,0
ENG-Premier League,2023-24,Tottenham,Brennan Johnson,WAL,FW,22,2001,23.2,70,3.02,55,0,4,6,3,2,13,0.56,11,0,0,1,0,1
ENG-Premier League,2023-24,Tottenham,Bryan Gil,ESP,"FW,MF",22,2001,2.3,9,3.88,8,0,0,1,0,0,1,0.43,1,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Cristian Romero,ARG,DF,25,1998,31.0,35,1.13,28,2,0,3,0,2,2,0.06,1,0,0,1,0,0
ENG-Premier League,2023-24,Tottenham,Dane Scarlett,ENG,FW,19,2004,0.2,1,4.09,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Davinson Sánchez,COL,DF,27,1996,0.9,1,1.17,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Dejan Kulusevski,SWE,"FW,MF",23,2000,30.7,127,4.14,104,1,9,11,0,2,8,0.26,6,0,1,0,0,1
ENG-Premier League,2023-24,Tottenham,Destiny Udogie,ITA,DF,20,2002,26.6,57,2.15,51,0,4,2,0,0,7,0.26,6,0,0,1,0,0
ENG-Premier League,2023-24,Tottenham,Emerson,BRA,DF,24,1999,12.9,21,1.63,15,2,0,1,2,1,3,0.23,1,2,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Eric Dier,ENG,DF,29,1994,2.2,2,0.9,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Giovani Lo Celso,ARG,MF,27,1996,5.6,28,4.96,22,2,1,2,1,0,3,0.53,3,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Guglielmo Vicario,ITA,GK,26,1996,38.0,2,0.05,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Ivan Perišić,CRO,FW,34,1989,1.1,8,6.99,6,1,1,0,0,0,2,1.75,1,1,0,0,0,0
ENG-Premier League,2023-24,Tottenham,James Maddison,ENG,MF,26,1996,23.7,161,6.79,110,22,10,6,10,3,19,0.8,13,1,2,1,1,1
ENG-Premier League,2023-24,Tottenham,Jamie Donley,NIR,FW,18,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Manor Solomon,ISR,FW,24,1999,2.2,19,8.59,16,0,1,1,1,0,2,0.9,2,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Micky van de Ven,NED,DF,22,2001,26.0,11,0.42,9,0,1,0,1,0,1,0.04,0,0,1,0,0,0
ENG-Premier League,2023-24,Tottenham,Mikey Moore,ENG,MF,15,2007,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Oliver Skipp,ENG,"MF,DF",22,2000,7.9,14,1.78,13,0,0,1,0,0,2,0.25,2,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Pape Matar Sarr,SEN,MF,20,2002,23.0,52,2.26,43,0,0,3,2,4,7,0.3,6,0,0,1,0,0
ENG-Premier League,2023-24,Tottenham,Pedro Porro,ESP,DF,23,1999,34.3,107,3.12,66,28,4,5,4,0,12,0.35,9,3,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Pierre Højbjerg,DEN,MF,27,1995,14.6,39,2.68,36,0,2,1,0,0,2,0.14,2,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Radu Drăgușin,ROU,DF,21,2002,4.8,1,0.21,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Richarlison,BRA,FW,26,1997,16.6,34,2.05,23,0,3,5,2,1,5,0.3,5,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Rodrigo Bentancur,URU,MF,26,1997,11.2,31,2.78,26,0,1,2,0,2,4,0.36,3,0,0,0,0,1
ENG-Premier League,2023-24,Tottenham,Son Heung-min,KOR,FW,31,1992,32.6,129,3.96,108,0,11,6,3,1,17,0.52,13,0,3,0,1,0
ENG-Premier League,2023-24,Tottenham,Timo Werner,GER,FW,27,1996,9.0,34,3.78,25,0,4,4,1,0,7,0.78,7,0,0,0,0,0
ENG-Premier League,2023-24,Tottenham,Yves Bissouma,MLI,MF,26,1996,23.0,44,1.91,35,2,3,0,0,4,3,0.13,3,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Aaron Cresswell,ENG,"DF,FW",33,1989,4.8,12,2.48,7,3,0,0,2,0,1,0.21,1,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Alphonse Areola,FRA,GK,30,1993,30.0,2,0.07,1,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Angelo Ogbonna,ITA,DF,35,1988,7.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Ben Johnson,ENG,"DF,FW",23,2000,6.0,9,1.49,7,0,0,0,2,0,1,0.17,1,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Danny Ings,ENG,FW,31,1992,4.5,17,3.79,8,0,3,4,1,1,3,0.67,0,0,1,1,1,0
ENG-Premier League,2023-24,West Ham,Divin Mubama,ENG,FW,18,2004,0.9,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Edson Álvarez,MEX,MF,25,1997,26.4,32,1.21,24,0,2,3,0,3,2,0.08,2,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Emerson Palmieri,ITA,DF,28,1994,34.9,74,2.12,49,6,3,4,8,4,12,0.34,6,2,1,1,1,1
ENG-Premier League,2023-24,West Ham,George Earthy,ENG,FW,18,2004,0.4,2,5.29,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,James Ward-Prowse,ENG,MF,28,1994,33.3,116,3.48,57,51,1,4,1,2,16,0.48,7,7,0,2,0,0
ENG-Premier League,2023-24,West Ham,Jarrod Bowen,ENG,FW,26,1996,33.5,81,2.42,55,7,6,5,6,2,12,0.36,9,1,0,1,0,1
ENG-Premier League,2023-24,West Ham,Kaelan Casey,ENG,DF,18,2004,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Kalvin Phillips,ENG,MF,27,1995,3.4,5,1.46,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Konstantinos Mavropanos,GRE,DF,25,1997,16.7,10,0.6,7,0,0,1,0,2,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Kurt Zouma,FRA,DF,28,1994,31.5,13,0.41,11,0,0,1,1,0,2,0.06,2,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Lucas Paquetá,BRA,"FW,MF",25,1997,29.1,95,3.26,77,1,7,2,6,2,16,0.55,13,1,2,0,0,0
ENG-Premier League,2023-24,West Ham,Maxwel Cornet,CIV,"MF,FW",26,1996,1.2,5,4.02,4,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Michail Antonio,JAM,FW,33,1990,18.8,33,1.75,18,1,5,3,4,2,5,0.27,4,0,1,0,0,0
ENG-Premier League,2023-24,West Ham,Mohammed Kudus,GHA,"FW,MF",22,2000,27.6,100,3.62,53,1,25,8,12,1,16,0.58,8,0,3,3,2,0
ENG-Premier League,2023-24,West Ham,Nayef Aguerd,MAR,DF,27,1996,20.6,14,0.68,12,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Pablo Fornals,ESP,"MF,FW",27,1996,4.7,16,3.37,13,0,0,0,1,2,1,0.21,0,0,0,0,0,1
ENG-Premier League,2023-24,West Ham,Saïd Benrahma,ALG,"FW,MF",27,1995,6.9,26,3.77,23,0,3,0,0,0,1,0.15,1,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Thilo Kehrer,GER,"DF,MF",26,1996,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Tomáš Souček,CZE,MF,28,1995,31.9,42,1.32,34,1,0,4,0,3,4,0.13,4,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Vladimír Coufal,CZE,DF,30,1992,34.8,77,2.21,50,18,3,2,3,1,12,0.34,12,0,0,0,0,0
ENG-Premier League,2023-24,West Ham,Łukasz Fabiański,POL,GK,38,1985,8.0,1,0.12,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Boubacar Traoré,MLI,MF,21,2001,9.1,13,1.43,12,0,1,0,0,0,2,0.22,2,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Craig Dawson,ENG,DF,33,1990,24.5,12,0.49,8,0,0,3,0,1,1,0.04,0,0,0,1,0,0
ENG-Premier League,2023-24,Wolves,Daniel Bentley,ENG,GK,30,1993,4.3,1,0.23,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Enso Gonzalez,PAR,"MF,DF",18,2005,0.0,1,90.0,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Fábio Silva,POR,FW,21,2002,2.9,9,3.08,6,0,1,1,1,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Hugo Bueno,ESP,"DF,MF",20,2002,8.2,17,2.07,14,0,1,1,1,0,2,0.24,2,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Hwang Hee-chan,KOR,"FW,MF",27,1996,23.5,48,2.04,29,0,8,6,4,1,9,0.38,4,0,3,1,1,0
ENG-Premier League,2023-24,Wolves,Jean-Ricner Bellegarde,FRA,"MF,FW",25,1998,10.6,30,2.81,20,2,6,1,1,0,2,0.19,1,0,1,0,0,0
ENG-Premier League,2023-24,Wolves,Jonny Castro,ESP,MF,29,1994,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,José Sá,POR,GK,30,1993,33.7,3,0.09,3,0,0,0,0,0,1,0.03,1,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,João Gomes,BRA,MF,22,2001,29.4,65,2.21,48,4,2,4,2,5,4,0.14,3,0,0,1,0,0
ENG-Premier League,2023-24,Wolves,Leon Chiwome,ENG,FW,17,2006,1.9,1,0.52,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Mario Lemina,GAB,MF,29,1993,33.0,47,1.42,42,0,0,4,1,0,5,0.15,4,0,0,0,1,0
ENG-Premier League,2023-24,Wolves,Matheus Cunha,BRA,"FW,MF",24,1999,27.1,78,2.88,46,1,12,8,8,3,13,0.48,9,0,1,1,1,1
ENG-Premier League,2023-24,Wolves,Matheus Nunes,POR,MF,24,1998,2.0,7,3.52,5,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Matt Doherty,IRL,"DF,MF",31,1992,12.8,19,1.48,18,1,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Max Kilman,ENG,DF,26,1997,38.0,39,1.03,34,0,2,2,0,1,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Nathan Fraser,IRL,FW,18,2005,2.1,6,2.92,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Nélson Semedo,POR,"DF,MF",29,1993,34.3,60,1.75,46,0,3,2,6,3,3,0.09,2,0,0,0,0,1
ENG-Premier League,2023-24,Wolves,Pablo Sarabia,ESP,"MF,FW",31,1992,19.4,87,4.49,49,26,2,4,5,1,11,0.57,7,4,0,0,0,0
ENG-Premier League,2023-24,Wolves,Pedro Neto,POR,"FW,MF",23,2000,16.8,75,4.45,41,15,8,4,7,0,14,0.83,8,2,2,1,1,0
ENG-Premier League,2023-24,Wolves,Rayan Aït-Nouri,ALG,"DF,MF",22,2001,25.9,65,2.51,41,9,6,3,6,0,5,0.19,2,0,0,0,3,0
ENG-Premier League,2023-24,Wolves,Santiago Bueno,URU,DF,24,1998,9.1,5,0.55,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Sasa Kalajdzic,AUT,FW,26,1997,1.8,5,2.71,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Tawanda Chirewa,ZIM,"MF,FW",19,2003,1.6,3,1.86,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ENG-Premier League,2023-24,Wolves,Tommy Doyle,ENG,MF,21,2001,13.6,26,1.91,20,6,0,0,0,0,5,0.37,4,1,0,0,0,0
ENG-Premier League,2023-24,Wolves,Toti Gomes,POR,DF,24,1999,30.8,21,0.68,16,1,1,3,0,0,4,0.13,3,0,0,1,0,0
ESP-La Liga,2023-24,Alavés,Abdel Abqar,MAR,DF,24,1999,25.7,12,0.47,9,0,0,2,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Abderrahman Rebbach,ALG,"FW,MF",24,1998,8.0,29,3.61,15,7,4,2,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Aleksandar Sedlar,SRB,DF,31,1991,10.5,9,0.86,6,0,1,0,0,2,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Alex Sola,ESP,"FW,MF",24,1999,14.0,69,4.92,32,7,16,6,7,1,4,0.29,2,1,1,0,0,0
ESP-La Liga,2023-24,Alavés,Ander Guevara,ESP,MF,26,1997,32.6,69,2.12,58,4,2,3,1,1,3,0.09,2,0,0,0,1,0
ESP-La Liga,2023-24,Alavés,Andoni Gorosabel,ESP,DF,26,1996,31.7,59,1.86,46,5,1,1,4,2,2,0.06,2,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Antonio Blanco,ESP,MF,23,2000,27.0,45,1.67,39,1,0,2,3,0,1,0.04,1,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Antonio Sivera,ESP,GK,26,1996,34.0,15,0.44,9,6,0,0,0,0,1,0.03,0,1,0,0,0,0
ESP-La Liga,2023-24,Alavés,Carlos Benavídez,URU,MF,25,1998,12.6,22,1.74,15,0,0,2,2,3,2,0.16,2,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Carlos Vicente,ESP,FW,24,1999,12.4,48,3.87,26,13,4,2,3,0,5,0.4,3,1,1,0,0,0
ESP-La Liga,2023-24,Alavés,Eneko Ortiz,ESP,DF,20,2003,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Giuliano Simeone,ARG,FW,20,2002,7.0,22,3.14,14,0,0,5,2,1,4,0.57,2,0,0,1,1,0
ESP-La Liga,2023-24,Alavés,Ianis Hagi,ROU,"MF,FW",24,1998,8.9,48,5.37,26,15,3,3,1,0,1,0.11,1,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Javi López,ESP,DF,21,2002,26.5,51,1.92,39,2,4,2,4,0,8,0.3,6,0,1,0,1,0
ESP-La Liga,2023-24,Alavés,Jesús Owono,EQG,GK,22,2001,4.0,6,1.5,3,3,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Joaquín Panichelli,ARG,"FW,MF",20,2002,2.5,6,2.39,4,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Jon Guridi,ESP,MF,28,1995,29.8,69,2.32,54,0,2,7,2,4,8,0.27,6,0,0,2,0,0
ESP-La Liga,2023-24,Alavés,Jon Karrikaburu,ESP,"MF,FW",20,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Kiké,ESP,"FW,MF",33,1989,15.8,40,2.53,26,0,5,4,5,0,6,0.38,3,0,2,0,1,0
ESP-La Liga,2023-24,Alavés,Luis Rioja,ESP,"FW,MF",29,1993,27.8,81,2.92,57,14,5,3,2,0,7,0.25,6,1,0,0,0,0
ESP-La Liga,2023-24,Alavés,Mamadou Sylla,SEN,"FW,MF",29,1994,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Miguel,ESP,"FW,MF",23,1999,0.7,1,1.38,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Nahuel Tenaglia,ARG,DF,27,1996,12.7,24,1.89,19,2,0,0,1,2,2,0.16,1,0,0,0,1,0
ESP-La Liga,2023-24,Alavés,Rafa Marín,ESP,DF,21,2002,27.1,18,0.66,16,1,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Rubén Duarte,ESP,DF,27,1995,20.9,32,1.54,21,8,1,1,1,0,2,0.1,1,1,0,0,0,0
ESP-La Liga,2023-24,Alavés,Samu Omorodion,ESP,FW,19,2004,21.3,31,1.46,19,0,5,5,2,0,3,0.14,0,0,1,1,1,0
ESP-La Liga,2023-24,Alavés,Tomás Mendes,ESP,MF,18,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Unai Ropero,ESP,MF,21,2001,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Victor Parada,ESP,"FW,MF",21,2002,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Alavés,Xeber,ESP,"FW,MF",26,1997,3.4,11,3.28,10,0,1,0,0,0,1,0.3,1,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Adri Embarba,ESP,"FW,MF",31,1992,27.5,108,3.93,59,25,8,6,6,4,8,0.29,4,1,0,3,0,0
ESP-La Liga,2023-24,Almería,Alejandro Pozo Pozo,ESP,"DF,MF",24,1999,10.8,25,2.31,18,3,1,2,1,0,3,0.28,1,1,0,1,0,0
ESP-La Liga,2023-24,Almería,Aleksandar Radovanović,SRB,DF,29,1993,6.3,2,0.32,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Anthony Lozano,HON,FW,30,1993,8.6,19,2.22,12,1,1,0,5,0,1,0.12,0,0,0,0,1,0
ESP-La Liga,2023-24,Almería,Arnau Puigmal,ESP,"FW,DF",22,2001,2.8,4,1.42,2,2,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Bruno Langa,MOZ,DF,25,1997,9.1,17,1.87,11,2,1,1,1,1,1,0.11,0,0,0,0,0,1
ESP-La Liga,2023-24,Almería,Chumi,ESP,DF,24,1999,27.0,21,0.78,18,1,0,1,0,1,1,0.04,1,0,0,0,0,0
ESP-La Liga,2023-24,Almería,César Montes,MEX,DF,26,1997,19.9,18,0.91,16,0,0,2,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Diego Mariño,ESP,GK,33,1990,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Dion Lopy,SEN,MF,21,2002,21.3,45,2.11,34,0,4,1,5,1,3,0.14,3,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Fernando,ESP,GK,33,1990,4.0,1,0.25,1,0,0,0,0,0,1,0.25,1,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Gonzalo Melero,ESP,"MF,FW",29,1994,12.3,35,2.86,27,1,1,1,4,1,3,0.24,1,0,1,1,0,0
ESP-La Liga,2023-24,Almería,Houboulang Mendes,GNB,DF,25,1998,4.4,4,0.91,2,1,0,0,1,0,0,0.0,0,0,0,0,0,0
ESP-La Liga,2023-24,Almería,Ibrahima Koné,MLI,FW,24,1999,3.1,5,1.61,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
