league,season,team,player,nation,pos,age,born,90s,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types
,,,,,,,,,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def
FRA-Ligue 1,2023-24,Clermont Foot,Cheick Konaté,MLI,DF,19,2004,11.9,29,2.44,25,0,3,1,0,0,2,0.17,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Chrislain Matsima,FRA,DF,21,2002,13.1,6,0.46,5,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Elba Rashani,KVX,"MF,FW",30,1993,13.1,29,2.22,22,0,1,2,3,1,2,0.15,1,0,0,0,1,0
FRA-Ligue 1,2023-24,Clermont Foot,Florent Ogier,FRA,DF,34,1989,10.5,9,0.86,5,0,0,4,0,0,2,0.19,1,0,0,1,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Grejohn Kyei,FRA,FW,27,1995,11.4,21,1.84,18,0,1,1,1,0,2,0.18,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Habib Keita,MLI,MF,21,2002,14.2,28,1.97,24,0,1,2,1,0,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Ilhan Fakili,FRA,"MF,FW",17,2006,1.0,2,1.91,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Jim Allevinah,GAB,"MF,DF",28,1995,20.7,58,2.8,37,2,6,6,6,1,3,0.15,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Johan Gastien,FRA,MF,35,1988,25.1,63,2.51,47,11,0,1,2,2,4,0.16,4,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Joshua M'Bahia,CIV,MF,18,2005,0.2,3,19.29,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Jérémie Bela,ANG,"MF,FW",30,1993,2.3,7,3.07,6,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Jérémy Jacquet,FRA,DF,18,2005,2.8,5,1.79,5,0,0,0,0,0,1,0.36,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Komnen Andrić,SRB,FW,28,1995,1.9,6,3.2,5,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Massamba Ndiaye,SEN,GK,21,2001,4.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Mateusz Wieteska,POL,DF,26,1997,1.9,1,0.51,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Maxime Gonalons,FRA,MF,34,1989,14.4,19,1.32,18,0,0,0,0,1,2,0.14,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Maximiliano Caufriez,BEL,DF,26,1997,18.4,14,0.76,13,1,0,0,0,0,2,0.11,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Mehdi Zeffane,ALG,"DF,MF",31,1992,13.7,24,1.76,18,2,0,3,1,0,3,0.22,1,1,0,0,1,0
FRA-Ligue 1,2023-24,Clermont Foot,Mohamed Bouchenna,FRA,"MF,FW",17,2006,0.3,2,6.21,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Mory Diaw,SEN,GK,30,1993,30.0,7,0.23,6,1,0,0,0,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Muhammed Cham,AUT,"MF,FW",22,2000,28.4,119,4.2,71,27,3,8,10,0,9,0.32,4,3,0,2,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Neto Borges,BRA,DF,26,1996,28.0,50,1.79,37,5,2,2,3,1,3,0.11,1,0,0,0,2,0
FRA-Ligue 1,2023-24,Clermont Foot,Shamar Nicholson,JAM,FW,26,1997,16.5,44,2.67,30,0,3,6,4,1,5,0.3,5,0,0,0,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Yohann Magnin,FRA,MF,26,1997,18.7,28,1.5,23,2,0,1,1,1,2,0.11,1,0,0,1,0,0
FRA-Ligue 1,2023-24,Clermont Foot,Yoël Armougom,FRA,"DF,MF",25,1998,2.6,8,3.08,7,0,0,1,0,0,1,0.38,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Abdoulaye Touré,GUI,MF,29,1994,25.4,44,1.73,37,0,2,1,3,1,1,0.04,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Alois Confais,FRA,"MF,FW",26,1996,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,André Ayew,GHA,FW,33,1989,12.3,27,2.2,18,0,5,2,0,2,1,0.08,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Antoine Joujou,FRA,"FW,MF",20,2003,8.7,31,3.59,17,0,5,5,4,0,5,0.58,3,0,1,0,1,0
FRA-Ligue 1,2023-24,Le Havre,Arouna Sangante,SEN,DF,21,2002,29.9,39,1.31,28,4,0,0,3,4,4,0.13,2,0,0,0,1,1
FRA-Ligue 1,2023-24,Le Havre,Arthur Desmas,FRA,GK,29,1994,33.0,4,0.12,4,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Christopher Operi,CIV,DF,26,1997,27.2,74,2.72,29,34,5,4,2,0,6,0.22,2,2,1,0,1,0
FRA-Ligue 1,2023-24,Le Havre,Daler Kuzyaev,RUS,MF,30,1993,23.2,72,3.1,57,6,0,3,6,0,4,0.17,4,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Elysée Logbo,FRA,FW,19,2004,2.8,3,1.09,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Emmanuel Sabbi,USA,"FW,MF",25,1997,17.6,44,2.5,26,1,5,5,7,0,6,0.34,3,0,1,1,1,0
FRA-Ligue 1,2023-24,Le Havre,Etienne Youte Kinkoue,FRA,DF,21,2002,21.6,12,0.56,9,2,0,0,0,1,1,0.05,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Gautier Lloris,FRA,DF,28,1995,30.9,18,0.58,16,1,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Issa Soumaré,SEN,"FW,MF",22,2000,2.6,7,2.66,2,0,2,1,2,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Josué Casimir,FRA,"FW,DF",21,2001,22.4,52,2.32,42,0,4,2,4,0,7,0.31,5,0,1,0,1,0
FRA-Ligue 1,2023-24,Le Havre,Loïc Nego,HUN,"DF,MF",32,1991,17.3,39,2.25,29,2,1,1,6,0,8,0.46,6,0,0,0,2,0
FRA-Ligue 1,2023-24,Le Havre,Mathieu Gorgelin,FRA,GK,32,1990,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Mohamed Lamine Bayo,GUI,FW,25,1998,15.4,39,2.53,26,0,5,6,1,1,6,0.39,3,0,2,1,0,0
FRA-Ligue 1,2023-24,Le Havre,Nabil Alioui,FRA,"MF,FW",24,1999,11.2,40,3.56,24,11,3,2,0,0,2,0.18,1,1,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Nolan Mbemba,CGO,MF,28,1995,0.2,1,4.09,1,0,0,0,0,0,1,4.09,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Oualid El Hajjam,MAR,"DF,MF",32,1991,4.4,12,2.76,9,0,1,0,2,0,1,0.23,0,0,0,0,1,0
FRA-Ligue 1,2023-24,Le Havre,Oussama Targhalline,MAR,MF,21,2002,11.4,24,2.11,18,0,0,0,3,3,2,0.18,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Rassoul Ndiaye,SEN,"MF,FW",21,2001,5.8,7,1.2,6,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Samuel Grandsir,FRA,"MF,FW",26,1996,6.7,31,4.61,20,5,3,2,0,1,2,0.3,1,0,1,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Simon Ebonog,CMR,MF,18,2004,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Steve Ngoura,FRA,"FW,MF",18,2005,2.5,9,3.6,7,0,2,0,0,0,1,0.4,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Le Havre,Yassine Kechta,MAR,MF,21,2002,20.5,47,2.29,39,2,0,2,4,0,2,0.1,1,0,0,1,0,0
FRA-Ligue 1,2023-24,Le Havre,Yoann Salmier,GUF,DF,30,1992,17.4,17,0.98,15,1,0,1,0,0,3,0.17,2,0,0,1,0,0
FRA-Ligue 1,2023-24,Lens,Abdukodir Khusanov,UZB,DF,19,2004,9.0,6,0.67,3,0,0,0,1,2,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Adrien Thomasson,FRA,MF,29,1993,13.3,75,5.64,59,9,0,4,3,0,3,0.23,1,1,0,0,1,0
FRA-Ligue 1,2023-24,Lens,Andy Diouf,FRA,MF,20,2003,14.6,51,3.49,31,10,5,2,2,1,2,0.14,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Angelo Fulgini,FRA,MF,26,1996,15.3,69,4.51,40,20,1,4,4,0,4,0.26,2,2,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Ayanda Sishuba,BEL,"MF,FW",18,2005,0.7,8,11.61,1,0,4,3,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Brice Samba,FRA,GK,29,1994,33.0,8,0.24,7,1,0,0,0,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,David Costa,POR,MF,22,2001,16.6,55,3.32,30,12,5,4,4,0,6,0.36,4,0,0,1,1,0
FRA-Ligue 1,2023-24,Lens,Deiver Machado,COL,DF,29,1993,12.5,24,1.92,18,0,1,2,3,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Elye Wahi,FRA,FW,20,2003,18.8,41,2.18,23,1,3,6,5,3,3,0.16,1,1,0,1,0,0
FRA-Ligue 1,2023-24,Lens,Facundo Medina,ARG,DF,24,1999,30.2,63,2.09,54,0,3,4,1,1,7,0.23,6,0,0,1,0,0
FRA-Ligue 1,2023-24,Lens,Faitout Maouassa,FRA,"MF,DF",25,1998,0.8,4,4.68,2,1,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Florian Sotoca,FRA,"MF,FW",32,1990,28.9,109,3.78,90,3,6,4,6,0,13,0.45,11,1,1,0,0,0
FRA-Ligue 1,2023-24,Lens,Jean-Louis Leca,FRA,GK,37,1985,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Jhoanner Chávez,ECU,DF,21,2002,5.3,9,1.68,8,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Jonathan Gradit,FRA,DF,30,1992,23.5,31,1.32,27,1,0,2,1,0,2,0.09,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Julien Le Cardinal,FRA,DF,25,1997,0.6,1,1.55,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Kevin Danso,AUT,DF,24,1998,29.5,32,1.08,27,0,0,3,1,1,3,0.1,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Massadio Haïdara,MLI,DF,30,1992,8.2,6,0.73,4,1,0,1,0,0,1,0.12,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Morgan Guilavogui,GUI,"FW,MF",25,1998,6.3,27,4.26,24,0,1,2,0,0,4,0.63,3,0,0,1,0,0
FRA-Ligue 1,2023-24,Lens,Nampalys Mendy,SEN,MF,31,1992,11.7,23,1.97,19,0,1,1,0,2,5,0.43,3,0,0,1,0,1
FRA-Ligue 1,2023-24,Lens,Neil El Aynaoui,FRA,MF,22,2001,17.4,25,1.44,20,0,0,1,3,1,3,0.17,2,0,0,0,1,0
FRA-Ligue 1,2023-24,Lens,Oscar Cortés,COL,"FW,MF",19,2003,0.5,1,2.05,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Przemysław Frankowski,POL,DF,28,1995,24.4,76,3.12,63,8,2,2,0,1,4,0.16,3,0,0,1,0,0
FRA-Ligue 1,2023-24,Lens,Ruben Aguilar,FRA,DF,30,1993,21.4,47,2.2,43,1,1,2,0,0,5,0.23,5,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Salis Abdul Samed,GHA,MF,23,2000,16.9,27,1.6,27,0,0,0,0,0,3,0.18,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Stijn Spierings,NED,MF,27,1996,1.3,1,0.76,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lens,Wesley Saïd,FRA,"FW,MF",28,1995,11.3,38,3.35,25,0,4,5,2,2,5,0.44,1,0,2,1,1,0
FRA-Ligue 1,2023-24,Lille,Aaron Malouda,FRA,FW,17,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Adam Ounas,ALG,FW,26,1996,4.6,28,6.04,17,1,4,2,4,0,1,0.22,0,0,0,1,0,0
FRA-Ligue 1,2023-24,Lille,Alan Virginius,FRA,FW,20,2003,0.8,2,2.54,1,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Alexsandro Ribeiro,BRA,DF,23,1999,24.7,11,0.45,10,0,0,1,0,0,1,0.04,0,0,0,1,0,0
FRA-Ligue 1,2023-24,Lille,Andrej Ilic,SRB,FW,23,2000,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Angel Gomes,ENG,MF,22,2000,28.6,107,3.75,73,12,4,7,9,2,12,0.42,8,3,0,1,0,0
FRA-Ligue 1,2023-24,Lille,Ayyoub Bouaddi,FRA,MF,15,2007,1.5,2,1.37,2,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Bafodé Diakité,FRA,DF,22,2001,18.8,22,1.17,18,1,0,1,1,1,2,0.11,1,0,0,1,0,0
FRA-Ligue 1,2023-24,Lille,Benjamin André,FRA,MF,32,1990,28.6,49,1.72,41,1,0,0,5,2,3,0.11,1,0,0,0,2,0
FRA-Ligue 1,2023-24,Lille,Carlos Baleba,CMR,MF,19,2004,0.7,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Edon Zhegrova,KVX,FW,24,1999,25.4,123,4.84,63,20,25,10,5,0,15,0.59,9,1,5,0,0,0
FRA-Ligue 1,2023-24,Lille,Gabriel Gudmundsson,SWE,"DF,FW",24,1999,14.1,22,1.56,17,0,3,1,0,1,2,0.14,1,0,0,1,0,0
FRA-Ligue 1,2023-24,Lille,Hákon Arnar Haraldsson,ISL,"FW,MF",20,2003,14.3,35,2.45,23,2,3,2,5,0,1,0.07,0,0,0,0,1,0
FRA-Ligue 1,2023-24,Lille,Ichem Ferrah,FRA,FW,17,2005,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Ignacio Miramon,ARG,MF,20,2003,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Ismaily,BRA,DF,33,1990,27.4,32,1.17,25,0,3,0,2,2,2,0.07,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Ivan Cavaleiro,POR,FW,29,1993,8.6,18,2.1,12,3,1,1,1,0,1,0.12,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Jonathan David,CAN,FW,23,2000,29.2,77,2.64,58,1,3,9,6,0,9,0.31,3,0,1,3,2,0
FRA-Ligue 1,2023-24,Lille,Leny Yoro,FRA,DF,17,2005,29.7,15,0.51,9,1,0,3,0,2,3,0.1,1,0,0,2,0,0
FRA-Ligue 1,2023-24,Lille,Lucas Chevalier,FRA,GK,21,2001,33.0,5,0.15,5,0,0,0,0,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Nabil Bentaleb,ALG,MF,28,1994,21.9,38,1.74,34,2,0,0,1,1,5,0.23,5,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Rémy Cabella,FRA,"FW,MF",33,1990,16.4,76,4.64,47,16,2,5,2,4,10,0.61,4,2,0,2,1,1
FRA-Ligue 1,2023-24,Lille,Samuel Umtiti,FRA,DF,29,1993,2.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Tiago Fonseca Morais,POR,FW,19,2003,0.5,1,1.96,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Tiago Santos,POR,DF,21,2002,26.3,68,2.59,46,4,7,0,10,1,6,0.23,4,1,1,0,0,0
FRA-Ligue 1,2023-24,Lille,Trévis Dago,CIV,"FW,MF",18,2005,0.3,2,7.83,1,0,1,0,0,0,2,7.83,1,0,1,0,0,0
FRA-Ligue 1,2023-24,Lille,Vito Mannone,ITA,GK,35,1988,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lille,Yusuf Yazıcı,TUR,"MF,FW",26,1997,14.6,40,2.74,26,7,1,5,0,1,5,0.34,4,1,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Adrian Grbić,AUT,FW,26,1996,0.3,1,2.9,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Aurélien Pelon,FRA,DF,19,2004,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Ayman Kari,FRA,MF,18,2004,9.9,33,3.32,29,0,1,1,2,0,3,0.3,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Badredine Bouanani,ALG,MF,18,2004,4.9,24,4.89,16,5,1,0,2,0,2,0.41,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Bamba Dieng,SEN,FW,23,2000,6.1,19,3.11,9,0,1,3,6,0,4,0.65,2,0,0,2,0,0
FRA-Ligue 1,2023-24,Lorient,Bamo Meïté,CIV,DF,21,2001,1.6,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Bassirou Ndiaye,SEN,FW,21,2002,1.7,3,1.76,3,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Benjamin Mendy,FRA,DF,29,1994,7.9,23,2.91,15,5,1,2,0,0,2,0.25,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Bonke Innocent,NGA,MF,27,1996,2.3,2,0.86,1,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Darlin Yongwa,CMR,DF,22,2000,12.9,27,2.09,16,2,4,1,4,0,2,0.16,2,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Dembo Sylla,GUI,DF,20,2002,0.5,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Eli Junior Kroupi,FRA,"FW,MF",17,2006,12.0,20,1.66,13,3,3,1,0,0,3,0.25,2,0,1,0,0,0
FRA-Ligue 1,2023-24,Lorient,Formose Mendy,SEN,DF,22,2001,14.0,10,0.72,8,0,0,1,0,1,1,0.07,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Gedeon Kalulu,COD,DF,25,1997,10.8,17,1.58,15,0,0,1,0,1,3,0.28,2,0,0,1,0,0
FRA-Ligue 1,2023-24,Lorient,Gino Caoki,FRA,MF,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Ibrahima Koné,MLI,FW,24,1999,0.4,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Igor Carioca,BRA,"DF,MF",26,1996,2.9,7,2.4,6,1,0,0,0,0,1,0.34,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Imran Louza,MAR,MF,24,1999,9.6,46,4.8,25,16,1,3,1,0,3,0.31,2,1,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Jean-Victor Makengo,FRA,"MF,FW",25,1998,5.3,4,0.75,3,0,1,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Joel Mvuka,NOR,"DF,FW",20,2002,2.2,1,0.45,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Julien Laporte,FRA,DF,29,1993,20.2,8,0.4,7,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Julien Ponceau,FRA,MF,22,2000,24.9,83,3.33,58,7,7,6,4,1,8,0.32,6,0,0,2,0,0
FRA-Ligue 1,2023-24,Lorient,Laurent Abergel,FRA,MF,30,1993,31.8,81,2.55,67,3,2,1,2,6,5,0.16,3,0,1,0,0,1
FRA-Ligue 1,2023-24,Lorient,Loris Mouyokolo,FRA,DF,22,2001,1.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Mohamed Bamba,CIV,FW,21,2001,12.6,32,2.53,24,0,3,2,2,1,3,0.24,3,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Montassar Talbi,TUN,DF,25,1998,24.5,16,0.65,15,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Nathaniel Adjei,GHA,DF,20,2002,13.8,11,0.8,8,0,0,0,1,2,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Pablo Pagis,FRA,MF,20,2002,1.8,3,1.65,0,0,1,0,2,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Panos Katseris,GRE,DF,22,2001,11.6,20,1.73,15,0,1,2,1,1,3,0.26,2,0,0,1,0,0
FRA-Ligue 1,2023-24,Lorient,Romain Faivre,FRA,"MF,FW",25,1998,16.1,43,2.66,28,7,3,3,2,0,6,0.37,4,0,0,2,0,0
FRA-Ligue 1,2023-24,Lorient,Royce Openda Owaga,GAB,FW,21,2002,0.2,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Siriné Doucouré,MLI,FW,21,2002,4.7,13,2.78,11,0,1,1,0,0,4,0.86,4,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Souleymane Touré,FRA,DF,20,2003,22.8,20,0.88,20,0,0,0,0,0,1,0.04,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Théo Le Bris,FRA,"DF,MF",20,2002,16.8,28,1.66,20,1,1,4,2,0,4,0.24,1,0,0,2,1,0
FRA-Ligue 1,2023-24,Lorient,Tiemoué Bakayoko,FRA,MF,28,1994,14.6,13,0.89,10,1,0,1,0,1,3,0.21,2,0,0,1,0,0
FRA-Ligue 1,2023-24,Lorient,Tosin Aiyegun,BEN,"MF,FW",25,1998,10.0,13,1.3,12,0,0,0,1,0,1,0.1,0,0,0,0,1,0
FRA-Ligue 1,2023-24,Lorient,Vincent Le Goff,FRA,"DF,MF",33,1989,6.0,13,2.17,11,2,0,0,0,0,1,0.17,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lorient,Yvon Mvogo,SUI,GK,29,1994,34.0,7,0.21,7,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Adryelson,BRA,"DF,FW",25,1998,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Ainsley Maitland-Niles,ENG,"DF,MF",25,1997,15.9,33,2.07,27,0,0,4,1,1,7,0.44,7,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Alexandre Lacazette,FRA,FW,32,1991,25.5,56,2.2,39,0,5,6,6,0,9,0.35,4,0,2,1,2,0
FRA-Ligue 1,2023-24,Lyon,Amin Sarr,SWE,"FW,MF",22,2001,1.1,3,2.73,1,0,0,2,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Anthony Lopes,POR,GK,32,1990,31.0,3,0.1,2,1,0,0,0,0,1,0.03,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Bradley Barcola,FRA,FW,20,2002,3.0,5,1.67,5,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Chaim El Djebali,TUN,MF,19,2004,0.1,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Clinton Mata,ANG,DF,30,1992,24.7,31,1.26,26,0,1,2,2,0,4,0.16,3,0,0,1,0,0
FRA-Ligue 1,2023-24,Lyon,Corentin Tolisso,FRA,MF,28,1994,19.3,52,2.69,40,1,0,9,1,1,3,0.16,1,0,0,2,0,0
FRA-Ligue 1,2023-24,Lyon,Dejan Lovren,CRO,DF,34,1989,8.0,4,0.5,3,0,0,1,0,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Diego Moreira,POR,"FW,MF",18,2004,3.0,4,1.34,3,0,0,0,1,0,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Duje Ćaleta-Car,CRO,DF,26,1996,22.1,12,0.54,10,0,0,1,0,1,0,0.0,0,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Ernest Nuamah,GHA,"FW,MF",19,2003,20.4,73,3.58,47,6,8,7,5,0,6,0.29,4,1,0,1,0,0
FRA-Ligue 1,2023-24,Lyon,Gift Orban,NGA,FW,21,2002,5.3,8,1.52,6,0,1,0,1,0,1,0.19,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Henrique,BRA,DF,29,1994,6.7,9,1.33,6,1,1,0,1,0,1,0.15,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Jake O'Brien,IRL,DF,22,2001,26.3,14,0.53,8,1,0,5,0,0,2,0.08,0,0,0,2,0,0
FRA-Ligue 1,2023-24,Lyon,Jeffinho,BRA,"FW,MF",23,1999,3.4,17,4.98,12,0,1,2,1,1,3,0.88,2,0,0,0,1,0
FRA-Ligue 1,2023-24,Lyon,Johann Lepenant,FRA,MF,20,2002,2.8,7,2.48,6,0,0,1,0,0,1,0.35,1,0,0,0,0,0
FRA-Ligue 1,2023-24,Lyon,Mahamadou Diawara,FRA,MF,18,2005,4.0,9,2.26,6,0,0,1,2,0,1,0.25,0,0,0,1,0,0
