league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
ENG-Premier League,2025-26,Fulham,Calvin Bassey,NGA,DF,25-243,1999,3.0,4,1,4,0,0,3,8,37.5,5,0,0,0,0,4,9,1
ENG-Premier League,2025-26,Fulham,Emile Smith Rowe,ENG,"MF,FW",25-034,2000,0.6,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ENG-Premier League,2025-26,Fulham,Harry Wilson,WAL,FW,28-162,1997,1.7,3,1,2,1,0,1,1,100.0,0,0,0,0,0,3,2,0
ENG-Premier League,2025-26,Fulham,Joachim Andersen,DEN,DF,29-092,1996,3.0,7,5,5,1,1,4,5,80.0,1,1,0,1,3,10,19,0
ENG-Premier League,2025-26,Fulham,Jorge Cuenca,ESP,DF,25-287,1999,0.9,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,2,0
ENG-Premier League,2025-26,Fulham,Joshua King,ENG,MF,18-240,2007,2.4,4,1,0,2,2,2,2,100.0,0,2,1,1,1,5,0,0
ENG-Premier League,2025-26,Fulham,Kenny Tete,NED,DF,29-326,1995,3.0,10,7,8,2,0,3,4,75.0,1,2,1,1,1,11,10,0
ENG-Premier League,2025-26,Fulham,Raúl Jiménez,MEX,FW,34-118,1991,1.3,1,1,0,1,0,0,1,0.0,1,1,0,1,0,1,2,0
ENG-Premier League,2025-26,Fulham,Rodrigo Muniz,BRA,FW,24-119,2001,1.7,1,1,0,1,0,0,0,,0,2,0,2,0,1,3,0
ENG-Premier League,2025-26,Fulham,Ryan Sessegnon,ENG,DF,25-105,2000,1.4,6,3,1,3,2,3,3,100.0,0,2,2,0,2,8,3,0
ENG-Premier League,2025-26,Fulham,Sander Berge,NOR,MF,27-198,1998,2.7,3,3,2,1,0,1,3,33.3,2,3,2,1,2,5,1,0
ENG-Premier League,2025-26,Fulham,Saša Lukić,SRB,MF,29-018,1996,3.0,7,3,4,2,1,1,2,50.0,1,2,2,0,2,9,3,1
ENG-Premier League,2025-26,Fulham,Timothy Castagne,BEL,"FW,DF",29-269,1995,1.4,3,0,2,0,1,2,2,100.0,0,1,0,1,2,5,2,0
ENG-Premier League,2025-26,Fulham,Tom Cairney,SCO,MF,34-223,1991,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Anton Stach,GER,MF,26-289,1998,3.0,6,3,3,3,0,4,4,100.0,0,2,1,1,2,8,7,1
ENG-Premier League,2025-26,Leeds United,Ao Tanaka,JPN,MF,26-355,1998,1.6,0,0,0,0,0,0,5,0.0,5,1,0,1,1,1,0,0
ENG-Premier League,2025-26,Leeds United,Brenden Aaronson,USA,FW,24-313,2000,0.9,4,3,1,2,1,3,5,60.0,2,3,0,3,0,4,1,0
ENG-Premier League,2025-26,Leeds United,Daniel James,WAL,FW,27-294,1997,2.2,1,1,0,1,0,0,1,0.0,1,3,0,3,0,1,2,0
ENG-Premier League,2025-26,Leeds United,Dominic Calvert-Lewin,ENG,FW,28-168,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Ethan Ampadu,WAL,MF,24-351,2000,0.9,3,0,1,0,2,2,2,100.0,0,0,0,0,1,4,0,0
ENG-Premier League,2025-26,Leeds United,Gabriel Gudmundsson,SWE,DF,26-124,1999,2.9,6,4,5,0,1,6,7,85.7,1,2,2,0,3,9,11,0
ENG-Premier League,2025-26,Leeds United,Ilia Gruev,BUL,MF,25-117,2000,2.1,5,4,3,2,0,2,6,33.3,4,2,1,1,3,8,2,0
ENG-Premier League,2025-26,Leeds United,Jack Harrison,ENG,FW,28-284,1996,0.5,2,1,1,1,0,1,1,100.0,0,1,0,1,3,5,0,0
ENG-Premier League,2025-26,Leeds United,James Justin,ENG,DF,27-189,1998,0.1,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Jayden Bogle,ENG,DF,25-035,2000,2.9,5,2,4,1,0,3,5,60.0,2,1,1,0,4,9,6,0
ENG-Premier League,2025-26,Leeds United,Joe Rodon,WAL,DF,27-313,1997,3.0,2,1,2,0,0,2,2,100.0,0,3,3,0,6,8,18,0
ENG-Premier League,2025-26,Leeds United,Joël Piroe,NED,FW,26-029,1999,1.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Lucas Perri,BRA,GK,27-264,1997,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Leeds United,Lukas Nmecha,GER,FW,26-260,1998,1.3,0,0,0,0,0,0,0,,0,1,1,0,1,1,4,0
ENG-Premier League,2025-26,Leeds United,Noah Okafor,SUI,FW,25-099,2000,0.3,2,2,1,0,1,1,1,100.0,0,0,0,0,0,2,0,0
ENG-Premier League,2025-26,Leeds United,Pascal Struijk,NED,DF,26-020,1999,3.0,2,2,0,2,0,2,2,100.0,0,0,0,0,0,2,16,0
ENG-Premier League,2025-26,Leeds United,Sam Byram,ENG,DF,31-349,1993,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Leeds United,Sean Longstaff,ENG,MF,27-305,1997,1.4,5,4,0,4,1,3,7,42.9,4,2,0,2,2,7,1,0
ENG-Premier League,2025-26,Leeds United,Wilfried Gnonto,ITA,FW,21-299,2003,2.1,8,6,5,3,0,4,6,66.7,2,2,0,2,2,10,0,0
ENG-Premier League,2025-26,Liverpool,Alexis Mac Allister,ARG,MF,26-250,1998,0.8,3,2,1,2,0,3,4,75.0,1,1,0,1,1,4,0,0
ENG-Premier League,2025-26,Liverpool,Alisson,BRA,GK,32-333,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ENG-Premier League,2025-26,Liverpool,Andrew Robertson,SCO,DF,31-173,1994,0.3,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
ENG-Premier League,2025-26,Liverpool,Cody Gakpo,NED,FW,26-116,1999,2.0,4,1,2,1,1,3,5,60.0,2,5,0,5,0,4,3,0
ENG-Premier League,2025-26,Liverpool,Conor Bradley,NIR,DF,22-053,2003,0.1,0,0,0,0,0,0,1,0.0,1,2,1,1,0,0,0,0
ENG-Premier League,2025-26,Liverpool,Curtis Jones,ENG,MF,24-213,2001,1.2,4,2,2,2,0,3,3,100.0,0,0,0,0,0,4,0,0
ENG-Premier League,2025-26,Liverpool,Dominik Szoboszlai,HUN,"MF,DF",24-310,2000,2.0,5,5,4,0,1,4,6,66.7,2,2,0,2,0,5,6,1
ENG-Premier League,2025-26,Liverpool,Federico Chiesa,ITA,FW,27-310,1997,0.2,1,1,0,0,1,0,0,,0,0,0,0,0,1,1,0
ENG-Premier League,2025-26,Liverpool,Florian Wirtz,GER,MF,22-120,2003,1.8,3,3,1,1,1,3,5,60.0,2,3,0,3,0,3,2,1
ENG-Premier League,2025-26,Liverpool,Harvey Elliott,ENG,"MF,FW",22-149,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Liverpool,Hugo Ekitike,FRA,FW,23-072,2002,1.7,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,4,0
ENG-Premier League,2025-26,Liverpool,Ibrahima Konaté,FRA,DF,26-098,1999,2.0,1,1,1,0,0,0,1,0.0,1,1,1,0,0,1,12,0
ENG-Premier League,2025-26,Liverpool,Jeremie Frimpong,NED,DF,24-264,2000,0.7,1,1,1,0,0,0,1,0.0,1,2,0,2,1,2,2,0
ENG-Premier League,2025-26,Liverpool,Joe Gomez,ENG,DF,28-100,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Liverpool,Milos Kerkez,HUN,DF,21-297,2003,1.7,3,3,1,2,0,1,2,50.0,1,2,1,1,0,3,11,1
ENG-Premier League,2025-26,Liverpool,Mohamed Salah,EGY,FW,33-077,1992,2.0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0
ENG-Premier League,2025-26,Liverpool,Rio Ngumoha,ENG,FW,17-002,2008,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Liverpool,Ryan Gravenberch,NED,MF,23-107,2002,1.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,3,0
ENG-Premier League,2025-26,Liverpool,Virgil van Dijk,NED,DF,34-054,1991,2.0,1,0,0,1,0,1,2,50.0,1,4,2,2,2,3,31,0
ENG-Premier League,2025-26,Liverpool,Wataru Endo,JPN,"MF,DF",32-203,1993,0.4,2,1,0,0,2,1,2,50.0,1,0,0,0,0,2,1,0
ENG-Premier League,2025-26,Manchester City,Abdukodir Khusanov,UZB,DF,21-183,2004,0.1,1,1,0,0,1,0,0,,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Manchester City,Bernardo Silva,POR,MF,31-021,1994,1.1,4,2,1,3,0,2,7,28.6,5,1,0,1,1,5,2,0
ENG-Premier League,2025-26,Manchester City,Erling Haaland,NOR,FW,25-041,2000,1.8,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0
ENG-Premier League,2025-26,Manchester City,James Trafford,ENG,GK,22-325,2002,2.0,2,1,2,0,0,2,2,100.0,0,0,0,0,0,2,4,1
ENG-Premier League,2025-26,Manchester City,Jeremy Doku,BEL,"FW,MF",23-096,2002,1.1,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
ENG-Premier League,2025-26,Manchester City,John Stones,ENG,DF,31-095,1994,1.9,0,0,0,0,0,0,0,,0,1,1,0,1,1,8,0
ENG-Premier League,2025-26,Manchester City,Matheus Nunes,POR,DF,27-004,1998,0.3,1,1,0,0,1,1,2,50.0,1,0,0,0,0,1,3,1
ENG-Premier League,2025-26,Manchester City,Nathan Aké,NED,DF,30-194,1995,0.8,1,1,1,0,0,1,1,100.0,0,1,0,1,1,2,3,0
ENG-Premier League,2025-26,Manchester City,Nico O’Reilly,ENG,MF,20-163,2005,0.3,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester City,Nicolás González,ESP,MF,23-240,2002,1.8,6,6,0,5,1,3,4,75.0,1,3,1,2,1,7,3,0
ENG-Premier League,2025-26,Manchester City,Omar Marmoush,EGY,"MF,FW",26-205,1999,0.9,1,1,0,1,0,0,1,0.0,1,1,1,0,0,1,1,0
ENG-Premier League,2025-26,Manchester City,Oscar Bobb,NOR,"FW,MF",22-050,2003,1.8,3,2,1,1,1,2,2,100.0,0,2,0,2,0,3,1,0
ENG-Premier League,2025-26,Manchester City,Phil Foden,ENG,MF,25-095,2000,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Manchester City,Rayan Aït-Nouri,ALG,DF,24-086,2001,1.2,6,4,5,1,0,1,2,50.0,1,3,0,3,3,9,6,0
ENG-Premier League,2025-26,Manchester City,Rayan Cherki,FRA,"MF,FW",22-014,2003,0.8,4,1,3,1,0,3,4,75.0,1,1,0,1,2,6,0,0
ENG-Premier League,2025-26,Manchester City,Rico Lewis,ENG,DF,20-283,2004,1.7,3,1,2,1,0,1,2,50.0,1,1,1,0,3,6,6,0
ENG-Premier League,2025-26,Manchester City,Rodri,ESP,MF,29-070,1996,0.2,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,1
ENG-Premier League,2025-26,Manchester City,Rúben Dias,POR,DF,28-109,1997,2.0,2,0,0,2,0,2,2,100.0,0,1,1,0,1,3,8,0
ENG-Premier League,2025-26,Manchester City,Tijjani Reijnders,NED,MF,27-033,1998,2.0,2,0,0,1,1,0,0,,0,1,0,1,0,2,1,1
ENG-Premier League,2025-26,Manchester Utd,Altay Bayındır,TUR,GK,27-139,1998,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,1
ENG-Premier League,2025-26,Manchester Utd,Amad Diallo,CIV,DF,23-051,2002,2.0,6,3,0,3,3,2,3,66.7,1,2,0,2,0,6,6,0
ENG-Premier League,2025-26,Manchester Utd,Ayden Heaven,ENG,DF,18-343,2006,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Manchester Utd,Benjamin Šeško,SVN,FW,22-092,2003,0.9,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ENG-Premier League,2025-26,Manchester Utd,Bruno Fernandes,POR,MF,30-357,1994,3.0,8,2,3,3,2,4,10,40.0,6,3,1,2,0,8,8,0
ENG-Premier League,2025-26,Manchester Utd,Bryan Mbeumo,CMR,MF,26-024,1999,3.0,0,0,0,0,0,0,0,,0,2,0,2,0,0,1,0
ENG-Premier League,2025-26,Manchester Utd,Casemiro,BRA,MF,33-189,1992,2.1,6,4,3,2,1,4,5,80.0,1,4,1,3,1,7,2,0
ENG-Premier League,2025-26,Manchester Utd,Diogo Dalot,POR,DF,26-166,1999,2.0,4,1,3,0,1,1,1,100.0,0,1,0,1,1,5,7,1
ENG-Premier League,2025-26,Manchester Utd,Harry Maguire,ENG,DF,32-179,1993,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,4,0
ENG-Premier League,2025-26,Manchester Utd,Joshua Zirkzee,NED,"FW,MF",24-101,2001,0.7,0,0,0,0,0,0,0,,0,4,2,2,0,0,0,0
ENG-Premier League,2025-26,Manchester Utd,Kobbie Mainoo,ENG,MF,20-134,2005,0.5,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Manchester Utd,Leny Yoro,FRA,DF,19-291,2005,2.9,5,3,3,2,0,2,3,66.7,1,0,0,0,5,10,13,0
ENG-Premier League,2025-26,Manchester Utd,Luke Shaw,ENG,DF,30-050,1995,2.8,7,4,3,4,0,3,4,75.0,1,4,0,4,0,7,6,0
ENG-Premier League,2025-26,Manchester Utd,Manuel Ugarte Ribeiro,URU,MF,24-142,2001,0.5,3,2,3,0,0,2,2,100.0,0,0,0,0,0,3,2,0
ENG-Premier League,2025-26,Manchester Utd,Mason Mount,ENG,MF,26-233,1999,2.0,5,3,2,3,0,3,3,100.0,0,2,0,2,0,5,0,0
ENG-Premier League,2025-26,Manchester Utd,Matheus Cunha,BRA,"FW,MF",26-096,1999,2.3,2,2,1,1,0,1,2,50.0,1,5,1,4,0,2,0,0
ENG-Premier League,2025-26,Manchester Utd,Matthijs de Ligt,NED,DF,26-019,1999,3.0,3,2,2,1,0,3,4,75.0,1,6,4,2,3,6,16,0
ENG-Premier League,2025-26,Manchester Utd,Noussair Mazraoui,MAR,DF,27-290,1997,0.1,1,1,0,1,0,0,0,,0,0,0,0,0,1,1,0
ENG-Premier League,2025-26,Manchester Utd,Patrick Dorgu,DEN,DF,20-309,2004,2.0,4,3,2,1,1,4,6,66.7,2,1,1,0,1,5,4,0
ENG-Premier League,2025-26,Newcastle Utd,Anthony Elanga,SWE,FW,23-126,2002,2.2,1,1,0,1,0,0,0,,0,0,0,0,0,1,3,0
ENG-Premier League,2025-26,Newcastle Utd,Anthony Gordon,ENG,FW,24-188,2001,1.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Newcastle Utd,Bruno Guimarães,BRA,MF,27-288,1997,3.0,9,5,4,5,0,3,7,42.9,4,1,0,1,1,10,0,0
ENG-Premier League,2025-26,Newcastle Utd,Dan Burn,ENG,DF,33-114,1992,3.0,2,2,1,0,1,1,3,33.3,2,2,0,2,5,7,18,0
ENG-Premier League,2025-26,Newcastle Utd,Fabian Schär,SUI,DF,33-254,1991,2.9,4,3,3,0,1,1,4,25.0,3,4,3,1,5,9,12,1
ENG-Premier League,2025-26,Newcastle Utd,Harvey Barnes,ENG,FW,27-265,1997,2.1,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
ENG-Premier League,2025-26,Newcastle Utd,Jacob Murphy,ENG,FW,30-188,1995,0.8,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
ENG-Premier League,2025-26,Newcastle Utd,Jacob Ramsey,ENG,MF,24-095,2001,0.7,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Newcastle Utd,Joelinton,BRA,MF,29-017,1996,1.7,4,1,0,2,2,2,2,100.0,0,1,0,1,2,6,2,0
ENG-Premier League,2025-26,Newcastle Utd,Kieran Trippier,ENG,DF,34-346,1990,2.5,1,0,1,0,0,1,4,25.0,3,2,0,2,3,4,3,0
ENG-Premier League,2025-26,Newcastle Utd,Lewis Hall,ENG,DF,20-357,2004,0.5,1,0,1,0,0,1,3,33.3,2,2,0,2,2,3,2,0
ENG-Premier League,2025-26,Newcastle Utd,Lewis Miley,ENG,MF,19-122,2006,0.9,1,0,1,0,0,0,1,0.0,1,2,0,2,2,3,0,0
ENG-Premier League,2025-26,Newcastle Utd,Malick Thiaw,GER,DF,24-023,2001,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Newcastle Utd,Nick Pope,ENG,GK,33-134,1992,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0
ENG-Premier League,2025-26,Newcastle Utd,Sandro Tonali,ITA,MF,25-115,2000,2.7,2,2,1,1,0,2,5,40.0,3,7,0,7,2,4,3,1
ENG-Premier League,2025-26,Newcastle Utd,Sven Botman,NED,DF,25-231,2000,0.7,2,1,1,1,0,0,0,,0,1,1,0,4,6,2,0
ENG-Premier League,2025-26,Newcastle Utd,Valentino Livramento,ENG,DF,22-292,2002,3.0,2,2,2,0,0,1,3,33.3,2,0,0,0,2,4,3,0
ENG-Premier League,2025-26,Newcastle Utd,William Osula,DEN,FW,22-027,2003,1.2,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Arnaud Kalimuendo,FRA,FW,23-223,2002,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
ENG-Premier League,2025-26,Nott'ham Forest,Callum Hudson-Odoi,ENG,FW,24-297,2000,1.8,1,1,1,0,0,0,1,0.0,1,0,0,0,1,2,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Chris Wood,NZL,FW,33-267,1991,1.8,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Dan Ndoye,SUI,FW,24-310,2000,1.6,0,0,0,0,0,0,2,0.0,2,0,0,0,2,2,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Elliot Anderson,ENG,MF,22-298,2002,2.0,5,2,2,1,2,2,5,40.0,3,3,0,3,1,6,1,0
ENG-Premier League,2025-26,Nott'ham Forest,Ibrahim Sangaré,CIV,MF,27-272,1997,2.0,2,2,0,1,1,1,2,50.0,1,1,0,1,4,6,5,1
ENG-Premier League,2025-26,Nott'ham Forest,Igor Jesus,BRA,FW,24-187,2001,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Nott'ham Forest,James Mcatee,ENG,"MF,FW",22-317,2002,0.2,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Jota Silva,POR,FW,26-030,1999,0.1,2,1,1,1,0,2,2,100.0,0,0,0,0,0,2,1,0
ENG-Premier League,2025-26,Nott'ham Forest,Matz Sels,BEL,GK,33-186,1992,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Morgan Gibbs-White,ENG,MF,25-216,2000,1.8,1,1,0,0,1,1,1,100.0,0,4,1,3,0,1,0,2
ENG-Premier League,2025-26,Nott'ham Forest,Murillo,BRA,DF,23-058,2002,2.0,2,0,1,1,0,1,1,100.0,0,2,0,2,2,4,7,0
ENG-Premier League,2025-26,Nott'ham Forest,Neco Williams,WAL,DF,24-140,2001,2.0,5,4,3,2,0,2,3,66.7,1,2,1,1,2,7,2,0
ENG-Premier League,2025-26,Nott'ham Forest,Nikola Milenković,SRB,DF,27-323,1997,2.0,2,1,1,1,0,0,0,,0,2,1,1,2,4,10,0
ENG-Premier League,2025-26,Nott'ham Forest,Ola Aina,NGA,DF,28-327,1996,2.0,4,2,1,2,1,2,2,100.0,0,1,0,1,4,8,12,0
ENG-Premier League,2025-26,Nott'ham Forest,Omari Hutchinson,ENG,FW,21-305,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Nott'ham Forest,Ryan Yates,ENG,MF,27-283,1997,0.1,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
ENG-Premier League,2025-26,Sunderland,Chemsdine Talbi,BEL,FW,20-114,2005,2.4,3,1,1,0,2,1,4,25.0,3,1,0,1,0,3,2,0
ENG-Premier League,2025-26,Sunderland,Chris Rigg,ENG,FW,18-074,2007,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Sunderland,Daniel Ballard,NIR,DF,25-343,1999,1.1,1,1,0,0,1,0,0,,0,4,4,0,0,1,11,1
ENG-Premier League,2025-26,Sunderland,Eliezer Mayenda,ESP,FW,20-115,2005,2.2,1,0,1,0,0,1,2,50.0,1,3,1,2,0,1,1,0
ENG-Premier League,2025-26,Sunderland,Enzo Le Fée,FRA,"FW,MF",25-209,2000,1.5,7,4,4,1,2,3,6,50.0,3,4,2,2,2,9,4,0
ENG-Premier League,2025-26,Sunderland,Granit Xhaka,SUI,MF,32-338,1992,3.0,4,1,1,2,1,1,4,25.0,3,2,1,1,4,8,8,0
ENG-Premier League,2025-26,Sunderland,Habib Diarra,SEN,MF,21-240,2004,2.8,1,0,0,1,0,0,0,,0,0,0,0,1,2,5,0
ENG-Premier League,2025-26,Sunderland,Jenson Seelt,NED,DF,22-100,2003,1.5,4,0,3,1,0,0,1,0.0,1,4,1,3,0,4,7,0
ENG-Premier League,2025-26,Sunderland,Marc Guiu,ESP,FW,19-239,2006,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ENG-Premier League,2025-26,Sunderland,Noah Sadiki,COD,MF,20-257,2004,3.0,6,3,1,2,3,4,5,80.0,1,6,0,6,4,10,4,0
ENG-Premier League,2025-26,Sunderland,Nordi Mukiele,FRA,DF,27-303,1997,1.0,4,2,0,3,1,2,2,100.0,0,0,0,0,0,4,6,0
ENG-Premier League,2025-26,Sunderland,Omar Alderete,PAR,DF,28-248,1996,2.4,5,1,4,1,0,3,4,75.0,1,0,0,0,5,10,15,0
ENG-Premier League,2025-26,Sunderland,Patrick Roberts,ENG,"MF,FW",28-207,1997,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,Sunderland,Reinildo Mandava,MOZ,DF,31-222,1994,3.0,10,5,7,2,1,8,9,88.9,1,1,0,1,5,15,16,0
ENG-Premier League,2025-26,Sunderland,Robin Roefs,NED,GK,22-226,2003,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Sunderland,Simon Adingra,CIV,FW,23-242,2002,1.8,2,2,1,1,0,1,2,50.0,1,1,0,1,0,2,3,0
ENG-Premier League,2025-26,Sunderland,Trai Hume,NIR,DF,23-166,2002,3.0,8,5,3,3,2,4,5,80.0,1,1,0,1,3,11,7,0
ENG-Premier League,2025-26,Sunderland,Wilson Isidor,FRA,FW,25-004,2000,0.8,1,0,0,1,0,0,0,,0,0,0,0,0,1,2,0
ENG-Premier League,2025-26,Tottenham,Archie Gray,ENG,MF,19-172,2006,0.8,1,1,1,0,0,1,2,50.0,1,1,0,1,0,1,2,0
ENG-Premier League,2025-26,Tottenham,Brennan Johnson,WAL,FW,24-100,2001,2.3,5,3,1,3,1,0,1,0.0,1,1,0,1,0,5,5,0
ENG-Premier League,2025-26,Tottenham,Cristian Romero,ARG,DF,27-126,1998,3.0,5,2,3,0,2,2,2,100.0,0,5,4,1,4,9,8,1
ENG-Premier League,2025-26,Tottenham,Destiny Udogie,ITA,DF,22-276,2002,0.2,1,1,0,1,0,1,2,50.0,1,0,0,0,0,1,1,0
ENG-Premier League,2025-26,Tottenham,Djed Spence,ENG,DF,25-022,2000,3.0,2,1,2,0,0,2,4,50.0,2,3,1,2,0,2,10,0
ENG-Premier League,2025-26,Tottenham,Dominic Solanke,ENG,FW,27-351,1997,0.4,1,1,0,1,0,0,0,,0,1,0,1,1,2,1,0
ENG-Premier League,2025-26,Tottenham,Guglielmo Vicario,ITA,GK,28-328,1996,3.0,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,1
ENG-Premier League,2025-26,Tottenham,João Palhinha,POR,MF,30-053,1995,1.7,6,3,2,3,1,3,5,60.0,2,1,1,0,0,6,4,0
ENG-Premier League,2025-26,Tottenham,Kevin Danso,AUT,DF,26-346,1998,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ENG-Premier League,2025-26,Tottenham,Lucas Bergvall,SWE,MF,19-210,2006,1.3,3,3,1,2,0,0,1,0.0,1,0,0,0,0,3,4,0
ENG-Premier League,2025-26,Tottenham,Mathys Tel,FRA,FW,20-126,2005,0.2,3,1,2,1,0,1,1,100.0,0,1,0,1,0,3,0,0
ENG-Premier League,2025-26,Tottenham,Micky van de Ven,NED,DF,24-134,2001,3.0,2,2,1,1,0,1,1,100.0,0,5,2,3,2,4,12,0
ENG-Premier League,2025-26,Tottenham,Mohammed Kudus,GHA,FW,25-029,2000,2.9,8,5,3,4,1,2,5,40.0,3,1,0,1,0,8,0,0
ENG-Premier League,2025-26,Tottenham,Pape Matar Sarr,SEN,MF,22-351,2002,2.8,4,3,0,1,3,1,3,33.3,2,2,1,1,1,5,7,0
ENG-Premier League,2025-26,Tottenham,Pedro Porro,ESP,DF,25-352,1999,2.8,5,3,4,1,0,3,9,33.3,6,2,0,2,1,6,21,1
ENG-Premier League,2025-26,Tottenham,Richarlison,BRA,FW,28-113,1997,2.6,2,2,0,2,0,0,2,0.0,2,3,1,2,1,3,7,0
ENG-Premier League,2025-26,Tottenham,Rodrigo Bentancur,URU,MF,28-067,1997,2.2,4,3,2,1,1,2,3,66.7,1,3,0,3,1,5,3,0
ENG-Premier League,2025-26,Tottenham,Wilson Odobert,FRA,"FW,MF",20-276,2004,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,West Ham,Aaron Wan-Bissaka,ENG,DF,27-278,1997,2.0,1,1,0,0,1,1,1,100.0,0,3,0,3,1,2,6,0
ENG-Premier League,2025-26,West Ham,Andy Irving,SCO,MF,25-110,2000,0.1,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ENG-Premier League,2025-26,West Ham,Callum Wilson,ENG,FW,33-185,1992,0.7,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
ENG-Premier League,2025-26,West Ham,El Hadji Diouf,SEN,DF,20-246,2004,2.0,1,1,1,0,0,1,1,100.0,0,1,0,1,0,1,6,1
ENG-Premier League,2025-26,West Ham,Freddie Potts,ENG,MF,21-353,2003,0.5,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,1,0
ENG-Premier League,2025-26,West Ham,Guido Rodríguez,ARG,MF,31-141,1994,0.8,0,0,0,0,0,0,1,0.0,1,3,0,3,0,0,1,0
ENG-Premier League,2025-26,West Ham,James Ward-Prowse,ENG,MF,30-303,1994,1.8,3,1,1,2,0,1,1,100.0,0,2,0,2,3,6,0,0
