league,season,team,player,nation,pos,age,born,90s,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Int,Tkl+Int,Clr,Err
,,,,,,,,,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,,,,
ENG-Premier League,2025-26,West Ham,Jarrod Bowen,ENG,FW,28-254,1996,2.0,2,1,0,2,0,1,2,50.0,1,0,0,0,0,2,0,0
ENG-Premier League,2025-26,West Ham,Jean-Clair Todibo,FRA,DF,25-244,1999,1.4,3,1,1,2,0,1,2,50.0,1,1,0,1,3,6,6,0
ENG-Premier League,2025-26,West Ham,Kyle Walker-Peters,ENG,DF,28-140,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,West Ham,Lucas Paquetá,BRA,"MF,FW",28-004,1997,2.0,6,4,1,4,1,1,1,100.0,0,1,0,1,0,6,1,0
ENG-Premier League,2025-26,West Ham,Mads Hermansen,DEN,GK,25-051,2000,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,1
ENG-Premier League,2025-26,West Ham,Max Kilman,ENG,DF,28-100,1997,2.0,3,2,2,1,0,2,3,66.7,1,1,0,1,1,4,12,0
ENG-Premier League,2025-26,West Ham,Nayef Aguerd,MAR,DF,29-154,1996,2.0,1,0,1,0,0,0,0,,0,4,2,2,1,2,11,0
ENG-Premier League,2025-26,West Ham,Niclas Füllkrug,GER,FW,32-203,1993,1.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ENG-Premier League,2025-26,West Ham,Tomáš Souček,CZE,MF,30-185,1995,1.0,1,1,0,1,0,0,1,0.0,1,1,0,1,1,2,1,0
ENG-Premier League,2025-26,Wolves,André,BRA,MF,24-046,2001,2.0,7,3,3,2,2,4,9,44.4,5,4,2,2,2,9,1,2
ENG-Premier League,2025-26,Wolves,David Møller Wolfe,NOR,MF,23-130,2002,1.5,2,2,1,1,0,1,1,100.0,0,0,0,0,0,2,4,0
ENG-Premier League,2025-26,Wolves,Emmanuel Agbadou,CIV,DF,28-075,1997,3.0,4,3,3,1,0,3,4,75.0,1,5,5,0,2,6,16,1
ENG-Premier League,2025-26,Wolves,Fer López,,MF,,,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0
ENG-Premier League,2025-26,Wolves,Hugo Bueno,ESP,MF,22-347,2002,1.5,6,3,4,1,1,3,5,60.0,2,3,0,3,4,10,3,0
ENG-Premier League,2025-26,Wolves,Hwang Hee-chan,KOR,FW,29-217,1996,1.1,1,0,0,0,1,0,1,0.0,1,1,0,1,1,2,1,0
ENG-Premier League,2025-26,Wolves,Jackson Tchatchoua,CMR,MF,23-351,2001,1.3,1,0,1,0,0,1,2,50.0,1,2,1,1,2,3,3,0
ENG-Premier League,2025-26,Wolves,Jean-Ricner Bellegarde,FRA,"FW,MF",27-065,1998,1.6,4,3,3,1,0,1,1,100.0,0,2,0,2,1,5,2,1
ENG-Premier League,2025-26,Wolves,Jhon Arias,COL,FW,27-344,1997,1.5,9,5,6,3,0,3,5,60.0,2,1,0,1,1,10,1,0
ENG-Premier League,2025-26,Wolves,José Sá,POR,GK,32-226,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ENG-Premier League,2025-26,Wolves,João Gomes,BRA,MF,24-200,2001,3.0,7,6,3,4,0,4,13,30.8,9,5,1,4,2,9,3,0
ENG-Premier League,2025-26,Wolves,Jørgen Strand Larsen,NOR,FW,25-206,2000,1.8,1,1,0,1,0,0,1,0.0,1,2,1,1,0,1,3,0
ENG-Premier League,2025-26,Wolves,Ki-Jana Hoever,NED,MF,23-225,2002,1.2,2,2,1,1,0,1,2,50.0,1,0,0,0,1,3,7,0
ENG-Premier League,2025-26,Wolves,Marshall Munetsi,ZIM,FW,29-070,1996,3.0,5,3,2,2,1,3,8,37.5,5,2,0,2,0,5,3,0
ENG-Premier League,2025-26,Wolves,Matt Doherty,IRL,DF,33-227,1992,2.0,6,3,4,2,0,2,3,66.7,1,2,1,1,2,8,6,0
ENG-Premier League,2025-26,Wolves,Rodrigo Gomes,POR,MF,22-055,2003,0.5,2,2,1,0,1,1,1,100.0,0,1,0,1,0,2,1,0
ENG-Premier League,2025-26,Wolves,Santiago Bueno,URU,DF,26-295,1998,1.4,4,2,2,2,0,3,4,75.0,1,2,1,1,4,8,6,0
ENG-Premier League,2025-26,Wolves,Sasa Kalajdzic,AUT,FW,28-055,1997,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0
ENG-Premier League,2025-26,Wolves,Toti Gomes,POR,DF,26-227,1999,2.5,6,2,6,0,0,5,6,83.3,1,1,1,0,2,8,12,0
ESP-La Liga,2025-26,Alavés,Abderrahman Rebbach,ALG,MF,27-020,1998,0.5,2,0,2,0,0,1,1,100.0,0,1,0,1,2,4,0,0
ESP-La Liga,2025-26,Alavés,Ander Guevara,ESP,MF,28-055,1997,0.7,1,0,0,1,0,0,2,0.0,2,1,0,1,0,1,2,0
ESP-La Liga,2025-26,Alavés,Antonio Blanco,ESP,MF,25-039,2000,3.0,9,5,2,7,0,2,4,50.0,2,4,0,4,4,13,7,0
ESP-La Liga,2025-26,Alavés,Antonio Sivera,ESP,GK,29-020,1996,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,1
ESP-La Liga,2025-26,Alavés,Calebe,BRA,MF,25-123,2000,0.2,2,2,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0
ESP-La Liga,2025-26,Alavés,Carles Aleñá,ESP,"MF,FW",27-238,1998,3.0,6,4,2,4,0,2,2,100.0,0,4,1,3,2,8,3,0
ESP-La Liga,2025-26,Alavés,Carlos Benavídez,URU,MF,27-154,1998,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Alavés,Carlos Vicente,ESP,MF,26-130,1999,2.9,6,6,3,2,1,3,6,50.0,3,3,2,1,0,6,4,0
ESP-La Liga,2025-26,Alavés,Denis Suárez,ESP,MF,31-237,1994,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2025-26,Alavés,Facundo Garcés,MAS,DF,25-360,1999,3.0,5,2,4,1,0,2,4,50.0,2,4,3,1,3,8,22,0
ESP-La Liga,2025-26,Alavés,Jon Guridi,ESP,"FW,MF",30-184,1995,2.1,1,1,0,1,0,0,3,0.0,3,3,0,3,0,1,0,0
ESP-La Liga,2025-26,Alavés,Jonny Castro,ESP,DF,31-181,1994,3.0,8,5,2,5,1,2,4,50.0,2,5,2,3,3,11,6,1
ESP-La Liga,2025-26,Alavés,Lander Pinillos,ESP,MF,21-329,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Alavés,Mariano,DOM,"FW,MF",32-030,1993,0.6,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0
ESP-La Liga,2025-26,Alavés,Moussa Diarra,MLI,DF,24-294,2000,0.6,1,0,1,0,0,0,2,0.0,2,4,0,4,1,2,1,0
ESP-La Liga,2025-26,Alavés,Nahuel Tenaglia,ARG,DF,29-191,1996,3.0,4,4,3,1,0,2,4,50.0,2,4,1,3,4,8,22,0
ESP-La Liga,2025-26,Alavés,Pablo Ibáñez,ESP,MF,26-345,1998,2.3,5,1,0,4,1,3,4,75.0,1,2,1,1,2,7,2,0
ESP-La Liga,2025-26,Alavés,Toni Martínez,ESP,FW,28-062,1997,2.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,2,0
ESP-La Liga,2025-26,Alavés,Victor Parada,ESP,DF,23-149,2002,2.2,2,0,0,2,0,1,2,50.0,1,0,0,0,1,3,8,0
ESP-La Liga,2025-26,Alavés,Youssef Lekhedim,ESP,DF,19-328,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Athletic Club,Aitor Paredes,ESP,DF,25-124,2000,2.0,2,2,1,1,0,0,1,0.0,1,1,1,0,2,4,6,0
ESP-La Liga,2025-26,Athletic Club,Alejandro Rego,ESP,MF,22-081,2003,0.1,1,1,0,1,0,1,1,100.0,0,1,1,0,1,2,0,0
ESP-La Liga,2025-26,Athletic Club,Andoni Gorosabel,ESP,DF,29-027,1996,0.1,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ESP-La Liga,2025-26,Athletic Club,Beñat Prados,ESP,MF,24-204,2001,0.3,0,0,0,0,0,0,0,,0,2,0,2,0,0,0,0
ESP-La Liga,2025-26,Athletic Club,Daniel Vivian,ESP,DF,26-047,1999,2.0,4,4,4,0,0,3,5,60.0,2,2,1,1,1,5,9,0
ESP-La Liga,2025-26,Athletic Club,Gorka Guruzeta,ESP,FW,28-353,1996,0.4,1,0,1,0,0,1,1,100.0,0,0,0,0,1,2,1,0
ESP-La Liga,2025-26,Athletic Club,Iñaki Williams,GHA,FW,31-077,1994,1.9,1,1,0,0,1,0,2,0.0,2,0,0,0,0,1,0,0
ESP-La Liga,2025-26,Athletic Club,Iñigo Ruiz de Galarreta,ESP,MF,32-025,1993,1.6,3,1,1,1,1,1,1,100.0,0,1,1,0,0,3,2,0
ESP-La Liga,2025-26,Athletic Club,Jesús Areso,ESP,DF,26-060,1999,1.9,2,1,1,1,0,2,4,50.0,2,5,1,4,2,4,7,0
ESP-La Liga,2025-26,Athletic Club,Maroan Sannadi,MAR,FW,24-211,2001,1.2,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,2,0
ESP-La Liga,2025-26,Athletic Club,Mikel Jauregizar,ESP,MF,21-292,2003,2.0,4,3,2,2,0,3,5,60.0,2,1,0,1,3,7,1,1
ESP-La Liga,2025-26,Athletic Club,Mikel Vesga,ESP,MF,32-102,1993,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Athletic Club,Nico Williams,ESP,FW,23-050,2002,1.9,1,1,0,0,1,1,2,50.0,1,1,0,1,0,1,1,0
ESP-La Liga,2025-26,Athletic Club,Oihan Sancet,ESP,"MF,FW",25-128,2000,0.5,1,1,0,0,1,0,0,,0,0,0,0,0,1,2,0
ESP-La Liga,2025-26,Athletic Club,Roberto Navarro,ESP,"MF,FW",23-141,2002,0.3,0,0,0,0,0,0,0,,0,1,0,1,1,1,0,0
ESP-La Liga,2025-26,Athletic Club,Unai Gómez,ESP,FW,22-098,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Athletic Club,Unai Simón,ESP,GK,28-081,1997,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Athletic Club,Yuri Berchiche,ESP,DF,35-202,1990,2.0,3,1,2,0,1,2,2,100.0,0,4,0,4,0,3,8,0
ESP-La Liga,2025-26,Athletic Club,Álex Berenguer,ESP,"MF,FW",30-058,1995,1.7,2,1,0,2,0,0,1,0.0,1,2,0,2,0,2,2,0
ESP-La Liga,2025-26,Atlético Madrid,Alex Baena,ESP,MF,24-042,2001,0.7,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Atlético Madrid,Alexander Sørloth,NOR,FW,29-269,1995,1.8,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Atlético Madrid,Antoine Griezmann,FRA,MF,34-163,1991,0.7,1,0,1,0,0,0,0,,0,2,0,2,0,1,0,1
ESP-La Liga,2025-26,Atlético Madrid,Clément Lenglet,FRA,DF,30-075,1995,1.0,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,2,0
ESP-La Liga,2025-26,Atlético Madrid,Conor Gallagher,ENG,MF,25-206,2000,1.0,4,3,0,4,0,2,3,66.7,1,0,0,0,1,5,0,0
ESP-La Liga,2025-26,Atlético Madrid,Dávid Hancko,SVK,DF,27-261,1997,2.8,3,2,2,1,0,1,3,33.3,2,1,1,0,3,6,7,0
ESP-La Liga,2025-26,Atlético Madrid,Giacomo Raspadori,ITA,FW,25-194,2000,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Atlético Madrid,Giuliano Simeone,ARG,"MF,FW",22-256,2002,2.8,4,2,0,4,0,2,5,40.0,3,4,0,4,2,6,1,0
ESP-La Liga,2025-26,Atlético Madrid,Jan Oblak,SVN,GK,32-236,1993,3.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Atlético Madrid,Javi Galán,ESP,DF,30-285,1994,0.2,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Atlético Madrid,Johnny Cardoso,USA,MF,23-345,2001,2.0,8,3,1,5,2,4,6,66.7,2,0,0,0,3,11,5,0
ESP-La Liga,2025-26,Atlético Madrid,Julián Álvarez,ARG,FW,25-212,2000,2.9,2,2,0,2,0,1,2,50.0,1,1,0,1,1,3,0,0
ESP-La Liga,2025-26,Atlético Madrid,Koke,ESP,MF,33-235,1992,0.5,0,0,0,0,0,0,1,0.0,1,1,0,1,0,0,3,0
ESP-La Liga,2025-26,Atlético Madrid,Marcos Llorente,ESP,DF,30-213,1995,3.0,7,4,4,2,1,5,9,55.6,4,1,0,1,1,8,6,0
ESP-La Liga,2025-26,Atlético Madrid,Matteo Ruggeri,ITA,DF,23-051,2002,2.0,5,4,3,1,1,4,7,57.1,3,0,0,0,2,7,6,0
ESP-La Liga,2025-26,Atlético Madrid,Nahuel Molina,ARG,DF,27-147,1998,0.2,1,0,1,0,0,1,1,100.0,0,1,0,1,1,2,0,0
ESP-La Liga,2025-26,Atlético Madrid,Pablo Barrios,ESP,MF,22-077,2003,2.5,8,6,3,2,3,2,2,100.0,0,3,0,3,5,13,1,0
ESP-La Liga,2025-26,Atlético Madrid,Robin Le Normand,ESP,DF,28-293,1996,3.0,3,2,2,0,1,1,1,100.0,0,0,0,0,1,4,11,0
ESP-La Liga,2025-26,Atlético Madrid,Thiago Almada,ARG,"MF,FW",24-127,2001,2.3,3,2,0,3,0,1,3,33.3,2,1,1,0,1,4,0,0
ESP-La Liga,2025-26,Barcelona,Alejandro Balde,ESP,DF,21-317,2003,1.6,3,2,1,2,0,1,2,50.0,1,1,1,0,0,3,3,0
ESP-La Liga,2025-26,Barcelona,Andreas Christensen,DEN,DF,29-143,1996,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2025-26,Barcelona,Dani Olmo,ESP,"MF,FW",27-116,1998,1.0,1,1,0,1,0,1,1,100.0,0,1,0,1,1,2,0,0
ESP-La Liga,2025-26,Barcelona,Eric García,ESP,DF,24-234,2001,1.9,5,1,3,1,1,4,4,100.0,0,2,0,2,2,7,2,0
ESP-La Liga,2025-26,Barcelona,Fermin López,ESP,MF,22-112,2003,0.5,2,2,0,1,1,2,2,100.0,0,0,0,0,0,2,0,0
ESP-La Liga,2025-26,Barcelona,Ferrán Torres,ESP,FW,25-183,2000,1.8,0,0,0,0,0,0,1,0.0,1,2,0,2,1,1,1,0
ESP-La Liga,2025-26,Barcelona,Frenkie de Jong,NED,MF,28-111,1997,1.0,1,0,0,1,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2025-26,Barcelona,Gavi,ESP,"MF,DF",21-026,2004,0.7,2,1,2,0,0,1,3,33.3,2,0,0,0,0,2,1,0
ESP-La Liga,2025-26,Barcelona,Joan García,ESP,GK,24-119,2001,2.0,0,0,0,0,0,0,0,,0,0,0,0,1,1,3,0
ESP-La Liga,2025-26,Barcelona,Jofre Torrents,ESP,DF,18-215,2007,0.3,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0
ESP-La Liga,2025-26,Barcelona,Jules Koundé,FRA,DF,26-292,1998,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0
ESP-La Liga,2025-26,Barcelona,Lamine Yamal,ESP,FW,18-049,2007,2.0,3,1,0,0,3,1,2,50.0,1,1,0,1,0,3,0,0
ESP-La Liga,2025-26,Barcelona,Marc Casado,ESP,MF,21-351,2003,0.5,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0
ESP-La Liga,2025-26,Barcelona,Marcus Rashford,ENG,FW,27-304,1997,0.7,0,0,0,0,0,0,0,,0,1,0,1,0,0,0,0
ESP-La Liga,2025-26,Barcelona,Pau Cubarsí,ESP,DF,18-221,2007,1.8,1,1,1,0,0,0,2,0.0,2,0,0,0,1,2,7,0
ESP-La Liga,2025-26,Barcelona,Pedri,ESP,MF,22-279,2002,2.0,3,3,0,1,2,1,2,50.0,1,7,0,7,2,5,0,0
ESP-La Liga,2025-26,Barcelona,Raphinha,BRA,"FW,MF",28-260,1996,1.8,2,0,0,2,0,0,1,0.0,1,1,0,1,0,2,1,0
ESP-La Liga,2025-26,Barcelona,Robert Lewandowski,POL,FW,37-010,1988,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Barcelona,Ronald Araújo,URU,DF,26-177,1999,1.8,1,1,0,1,0,1,1,100.0,0,1,1,0,3,4,8,0
ESP-La Liga,2025-26,Betis,Aitor Ruibal,ESP,FW,29-162,1996,2.4,4,3,1,3,0,3,8,37.5,5,2,1,1,1,5,4,0
ESP-La Liga,2025-26,Betis,Cucho,COL,FW,26-133,1999,2.6,4,2,2,1,1,1,1,100.0,0,2,0,2,1,5,3,0
ESP-La Liga,2025-26,Betis,Cédric Bakambu,COD,FW,34-142,1991,0.4,0,0,0,0,0,0,0,,0,0,0,0,1,1,2,0
ESP-La Liga,2025-26,Betis,Daniel Guerrero,ESP,MF,20-036,2005,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Betis,Ezequiel Ávila,ARG,FW,31-206,1994,0.4,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2025-26,Betis,Giovani Lo Celso,ARG,MF,29-144,1996,2.9,5,3,3,1,1,1,4,25.0,3,2,0,2,0,5,0,0
ESP-La Liga,2025-26,Betis,Héctor Bellerín,ESP,DF,30-165,1995,3.0,2,2,1,1,0,0,3,0.0,3,2,0,2,0,2,18,0
ESP-La Liga,2025-26,Betis,Junior Firpo,DOM,DF,29-009,1996,0.8,0,0,0,0,0,0,0,,0,1,0,1,0,0,8,0
ESP-La Liga,2025-26,Betis,Marc Bartra,ESP,DF,34-228,1991,3.0,7,3,3,3,1,3,6,50.0,3,5,3,2,5,12,20,1
ESP-La Liga,2025-26,Betis,Natan,BRA,DF,24-206,2001,3.0,1,0,0,1,0,0,1,0.0,1,2,0,2,2,3,24,0
ESP-La Liga,2025-26,Betis,Pablo Fornals,ESP,MF,29-190,1996,3.0,3,3,0,1,2,1,4,25.0,3,0,0,0,4,7,4,0
ESP-La Liga,2025-26,Betis,Pablo Garcia,ESP,FW,19-016,2006,1.0,4,2,2,1,1,1,1,100.0,0,2,0,2,1,5,0,0
ESP-La Liga,2025-26,Betis,Pau López,ESP,GK,30-261,1994,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2025-26,Betis,Ricardo Rodríguez,SUI,DF,33-006,1992,2.2,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,12,0
ESP-La Liga,2025-26,Betis,Rodrigo Riquelme,ESP,FW,25-151,2000,2.2,1,0,0,0,1,1,1,100.0,0,1,0,1,2,3,0,0
ESP-La Liga,2025-26,Betis,Sergi Altimira,ESP,MF,24-006,2001,2.8,12,6,4,8,0,4,7,57.1,3,3,1,2,4,16,4,0
ESP-La Liga,2025-26,Betis,Valentín Gómez,ARG,MF,22-066,2003,0.3,1,0,0,1,0,0,0,,0,0,0,0,0,1,2,0
ESP-La Liga,2025-26,Betis,Álvaro Vallés,ESP,GK,28-037,1997,1.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
ESP-La Liga,2025-26,Celta Vigo,Borja Iglesias,ESP,FW,32-226,1993,1.2,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,2,0
ESP-La Liga,2025-26,Celta Vigo,Bryan Zaragoza,ESP,"MF,FW",24-128,2001,0.6,4,2,1,2,1,1,2,50.0,1,0,0,0,0,4,1,0
ESP-La Liga,2025-26,Celta Vigo,Carlos Dominguez,ESP,DF,24-201,2001,1.0,2,1,1,1,0,1,1,100.0,0,2,1,1,0,2,6,0
ESP-La Liga,2025-26,Celta Vigo,Ferran Jutglà,ESP,"FW,MF",26-211,1999,1.8,2,2,0,2,0,0,0,,0,1,0,1,0,2,3,0
ESP-La Liga,2025-26,Celta Vigo,Fran Beltrán,ESP,MF,26-209,1999,0.8,2,1,1,1,0,0,1,0.0,1,1,1,0,1,3,0,0
ESP-La Liga,2025-26,Celta Vigo,Hugo Sotelo,ESP,MF,21-255,2003,2.2,5,4,3,1,1,3,5,60.0,2,3,2,1,2,7,2,0
ESP-La Liga,2025-26,Celta Vigo,Hugo Álvarez,ESP,"DF,MF",22-060,2003,0.8,0,0,0,0,0,0,0,,0,0,0,0,3,3,1,0
ESP-La Liga,2025-26,Celta Vigo,Iago Aspas,ESP,"MF,FW",38-030,1987,1.9,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0
ESP-La Liga,2025-26,Celta Vigo,Ilaix Moriba,GUI,MF,22-224,2003,3.0,16,8,9,5,2,6,11,54.5,5,2,0,2,2,18,1,1
ESP-La Liga,2025-26,Celta Vigo,Ionuț Radu,ROU,GK,28-095,1997,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0
ESP-La Liga,2025-26,Celta Vigo,Javi Rodríguez,ESP,DF,22-066,2003,2.3,4,2,4,0,0,3,4,75.0,1,0,0,0,0,4,12,2
ESP-La Liga,2025-26,Celta Vigo,Javier Rueda Garcia,ESP,DF,23-115,2002,1.5,0,0,0,0,0,0,1,0.0,1,1,0,1,2,2,5,0
ESP-La Liga,2025-26,Celta Vigo,Jones El-Abdellaoui,MAR,"MF,DF",19-231,2006,0.4,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0
ESP-La Liga,2025-26,Celta Vigo,Manu Fernández,ESP,DF,24-130,2001,0.7,1,1,0,1,0,1,1,100.0,0,0,0,0,0,1,2,1
ESP-La Liga,2025-26,Celta Vigo,Marcos Alonso,ESP,DF,34-246,1990,2.4,3,1,1,1,1,1,1,100.0,0,1,1,0,3,6,18,0
ESP-La Liga,2025-26,Celta Vigo,Mihailo Ristić,SRB,"DF,MF",29-304,1995,1.3,0,0,0,0,0,0,2,0.0,2,1,1,0,0,0,1,0
ESP-La Liga,2025-26,Celta Vigo,Pablo Durán,ESP,"FW,MF",24-098,2001,1.9,2,2,2,0,0,1,2,50.0,1,1,0,1,0,2,1,0
ESP-La Liga,2025-26,Celta Vigo,Sergio Carreira,ESP,DF,24-322,2000,1.0,1,0,0,0,1,1,1,100.0,0,1,0,1,0,1,4,0
ESP-La Liga,2025-26,Celta Vigo,Williot Swedberg,SWE,"MF,FW",21-211,2004,1.4,2,2,0,1,1,0,1,0.0,1,1,0,1,0,2,1,0
ESP-La Liga,2025-26,Celta Vigo,Yoel Lago,ESP,DF,21-159,2004,1.9,4,3,2,2,0,3,4,75.0,1,3,3,0,1,5,12,0
ESP-La Liga,2025-26,Celta Vigo,Óscar Mingueza,ESP,"DF,MF",26-110,1999,2.0,2,0,1,1,0,1,3,33.3,2,2,0,2,0,2,3,0
ESP-La Liga,2025-26,Elche,Aleix Febas,ESP,MF,29-210,1996,3.0,4,4,0,4,0,1,2,50.0,1,1,0,1,1,5,2,0
ESP-La Liga,2025-26,Elche,Ali Houary,MAR,MF,20-026,2005,0.7,1,1,0,1,0,1,3,33.3,2,1,0,1,0,1,1,0
ESP-La Liga,2025-26,Elche,André Silva,POR,FW,29-298,1995,0.5,1,0,0,1,0,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2025-26,Elche,David Affengruber,AUT,DF,24-165,2001,3.0,5,3,5,0,0,4,5,80.0,1,3,1,2,6,11,17,0
ESP-La Liga,2025-26,Elche,Federico Redondo,ARG,MF,22-225,2003,0.1,0,0,0,0,0,0,0,,0,0,0,0,2,2,2,0
ESP-La Liga,2025-26,Elche,Germán Valera,ESP,"FW,DF",23-168,2002,2.8,6,4,3,1,2,3,3,100.0,0,1,1,0,1,7,5,1
ESP-La Liga,2025-26,Elche,Jairo Izquierdo,ESP,"MF,DF",31-313,1993,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Elche,John Donald,ESP,"DF,FW",25-001,2000,0.6,2,2,2,0,0,0,0,,0,0,0,0,1,3,0,0
ESP-La Liga,2025-26,Elche,Léo Pétrot,FRA,"DF,FW",28-138,1997,1.0,1,0,0,1,0,0,1,0.0,1,1,0,1,0,1,3,0
ESP-La Liga,2025-26,Elche,Marc Aguado,ESP,MF,25-190,2000,2.4,4,2,2,2,0,2,3,66.7,1,1,1,0,7,11,6,0
ESP-La Liga,2025-26,Elche,Martim Neto,POR,MF,22-229,2003,0.8,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,3,0
ESP-La Liga,2025-26,Elche,Matías Dituro,ARG,GK,38-115,1987,3.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,1
ESP-La Liga,2025-26,Elche,Mourad El Ghezouani,MAR,FW,27-096,1998,0.6,4,2,1,3,0,3,3,100.0,0,1,0,1,0,4,0,0
ESP-La Liga,2025-26,Elche,Núñez,ESP,"DF,FW",25-055,2000,3.0,4,3,1,3,0,2,3,66.7,1,1,1,0,3,7,3,0
ESP-La Liga,2025-26,Elche,Pedro Bigas,ESP,DF,34-350,1990,2.9,9,5,7,2,0,3,5,60.0,2,5,3,2,2,11,7,0
ESP-La Liga,2025-26,Elche,Rafa Mir,ESP,FW,28-074,1997,1.6,0,0,0,0,0,0,0,,0,3,1,2,1,1,1,0
ESP-La Liga,2025-26,Elche,Rodrigo Mendoza,ESP,"MF,FW",20-169,2005,2.7,1,0,1,0,0,0,1,0.0,1,1,0,1,2,3,0,0
ESP-La Liga,2025-26,Elche,Víctor Chust,ESP,DF,25-179,2000,1.5,2,1,1,0,1,1,1,100.0,0,1,1,0,2,4,4,0
ESP-La Liga,2025-26,Elche,Álvaro Rodríguez,URU,FW,21-048,2004,2.5,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,2,0
ESP-La Liga,2025-26,Espanyol,Antoniu,ESP,FW,22-360,2002,0.1,1,1,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0
ESP-La Liga,2025-26,Espanyol,Carlos Romero,ESP,DF,23-306,2001,2.0,5,3,2,3,0,3,6,50.0,3,2,1,1,2,7,2,0
ESP-La Liga,2025-26,Espanyol,Edu Expósito,ESP,MF,29-030,1996,1.9,3,3,2,1,0,3,3,100.0,0,1,1,0,2,5,4,0
ESP-La Liga,2025-26,Espanyol,Fernando Calero,ESP,"DF,MF",29-351,1995,1.0,1,1,1,0,0,0,0,,0,1,1,0,1,2,4,0
ESP-La Liga,2025-26,Espanyol,Javi Puado,ESP,FW,27-098,1998,2.0,1,1,1,0,0,0,0,,0,2,1,1,2,3,0,0
ESP-La Liga,2025-26,Espanyol,Jofre,ESP,FW,24-075,2001,0.5,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Espanyol,José Salinas,ESP,"FW,MF",24-335,2000,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
ESP-La Liga,2025-26,Espanyol,Kiké,ESP,FW,35-279,1989,0.7,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
